riigi_id,name,birth_date,email,group,group_id,area,term,start_date,start_reason,end_date,end_reason,
4b96f3e5-af5e-41ce-86c9-3fdee3ce51da,Mart Helme,1949-10-31,Mart.Helme@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Pärnumaa,13,,,,,
fd6447a4-c040-4955-b47f-b5634f0fd532,Edgar Savisaar,1950-05-31,Edgar.Savisaar@riigikogu.ee,Fraktsiooni mittekuuluvad Riigikogu liikmed,IND,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-08-05,Resigned to continue working as Mayor of Tallinn,
233ac42e-573c-400e-8568-0ac3d4c107f9,Aadu Must,1951-03-25,Aadu.Must@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Tartu linn,13,,,,,
ec4c481a-8727-490a-b90e-cbefeac9564e,Marika Tuus-Laul,1951-05-12,Marika.Tuus-Laul@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Jõgeva- ja Tartumaa,13,,,,,
b0eb11ef-75b9-4427-b8d0-20d38af2903a,Raivo Põldaru,1951-05-29,Raivo.Poldaru@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Jõgeva- ja Tartumaa,13,,,,,
5958ba28-6672-426f-b533-bea2f9c8d64e,Igor Gräzin,1952-06-27,Igor.Grazin@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,,,,,
bbbcacb7-c34f-48b7-a2ba-1680c93ff810,Viktor Vassiljev,1953-04-09,Viktor.Vassiljev@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,
81aecc23-8483-48d6-9217-289fce86b1b5,Eiki Nestor,1953-09-05,Eiki.Nestor@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,
3c54682c-4050-471a-bd09-27481a034f82,Maire Aunaste,1953-11-07,Maire.Aunaste@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Võru-, Valga- ja Põlvamaa ",13,,,,,
76afbcdc-b41d-4fc6-b5eb-d0cce01e94d5,Tarmo Tamm,1953-12-03,Tarmo.Tamm@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Võru-, Valga- ja Põlvamaa ",13,,,2016-12-10,Became Minister of Rural Affairs,
13938f95-f891-4607-a67e-d11a65dc79a3,Jaak Aaviksoo,1954-01-11,Jaak.Aaviksoo@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Võru-, Valga- ja Põlvamaa ",13,,,2015-08-31,Elected Rector of Tallin University of Technology,
caea357b-12c0-4069-b53e-89f69f517212,Kersti Sarapuu,1954-05-05,Kersti.Sarapuu@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,,,,,
e3adcdb3-582b-411a-9132-4dc292c56bb0,Ain Lutsepp,1954-05-06,Ain.Lutsepp@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,
0c571754-914d-406a-baba-6734212353de,Urve Tiidus,1954-06-06,Urve.Tiidus@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,
29e61beb-0bb5-4d05-929a-1976f3642699,Valeri Korb,1954-07-03,Valeri.Korb@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,,,
f45d0388-db27-47eb-b13d-f6d147ef4d6e,Uno Kaskpeit,1957-06-08,Uno.Kaskpeit@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,"Võru-, Valga- ja Põlvamaa ",13,,,,,
312dba1d-041b-4add-a41e-cebf0346434e,Hardi Volmer,1957-11-08,Hardi.Volmer@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2015-04-09,Substitute member for Sven Mikser,2015-09-14,Person he was substituting for resumed as MP,
6754a130-b469-4b64-a992-68407a9658a0,Kalle Muuli,1958-01-10,Kalle.Muuli@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tartu linn,13,2015-04-09,Substitute member for Margus Tsahkna,,,
966e7ccd-b097-4e49-923c-c8d39dae2d62,Valdo Randpere,1958-02-04,Valdo.Randpere@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Lääne-Virumaa,13,,,,,
ed14baf6-eddf-46f6-bff2-21503139d1ec,Krista Aru,1958-08-01,Krista.Aru@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,Tartu linn,13,,,,,
b5922bb2-56bb-4de6-a7e1-754553191c27,Heljo Pikhof,1958-10-20,Heljo.Pikhof@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tartu linn,13,,,,,
c0c7bea2-4c5e-4295-9c0f-dca52d602098,Jürgen Ligi,1959-07-16,Jyrgen.Ligi@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,,,2015-04-08,Became Minister of Education and Research,
c0c7bea2-4c5e-4295-9c0f-dca52d602098,Jürgen Ligi,1959-07-16,Jyrgen.Ligi@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,2016-11-23,No longer a minister of the cabinet,,,
f8c52c41-38b3-41bd-b5fe-a3245d518404,Einar Vallbaum,1959-10-09,Einar.Vallbaum@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Lääne-Virumaa,13,2015-04-09,Substitute member for Marko Pomerants,,,
ae55c88e-c202-4290-832b-b4e2fb5086ed,Johannes Kert,1959-12-03,Johannes.Kert@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,,,,,
d3e66a59-2b53-4d49-af9a-d0beead8b936,Toomas Vitsut,1960-01-01,Toomas.Vitsut@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,
65b1d8bb-7f45-48f5-b4aa-7ba4ca459824,Henn Põlluaas,1960-02-16,Henn.Polluaas@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Harju- ja Raplamaa,13,,,,,
2dcb35ed-acbc-4bcf-9e9d-9da681842d6d,Aivar Kokk,1960-04-15,Aivar.Kokk@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Jõgeva- ja Tartumaa,13,,,,,
03cb82b4-1b8b-45a8-8660-07baefea12fd,Märt Sults,1961-03-24,Mart.Sults@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,
1d0b281d-b769-4e94-8c67-faa1cb1b1395,Helmen Kütt,1961-07-28,Helmen.Kytt@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Järva- ja Viljandimaa,13,,,,,
529e5322-1170-4926-a07e-6ed369534503,Mihhail Stalnuhhin,1961-09-15,Mihhail.Stalnuhhin@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,,,
e0fc4e6d-c527-4fec-8854-ddceb43cffc3,Marianne Mikko,1961-09-26,Marianne.Mikko@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2015-04-09,Substitute member for Urve Palo,2015-09-14,Person she was substituting for resumed as MP,
e0fc4e6d-c527-4fec-8854-ddceb43cffc3,Marianne Mikko,1961-09-26,Marianne.Mikko@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2015-09-16,Substitute member for Neeme Suur,,,
01e6473e-8d4d-4b94-9266-0e5082e94942,Andres Ammas,1962-02-25,Andres.Ammas@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,
cabaad00-b521-4b45-aed2-67946e6baeb9,Mart Nutt,1962-03-21,Mart.Nutt@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tallinna Mustamäe ja Nõmme linnaosa,13,2015-04-09,Substitute member for Urmas Reinsalu,,,
bec6cb23-f13e-411b-9393-a3e4fb59378b,Raivo Aeg,1962-07-04,Raivo.Aeg@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,
ccf992ae-380e-46a9-97e7-8fa4da648262,Andres Herkel,1962-08-14,Andres.Herkel@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,
7b6823ed-96f9-462b-b931-3dd4faceb09e,Vilja Savisaar-Toomast,1962-08-15,Vilja.Savisaar-Toomast@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2015-04-09,Substitute member for Kristen Michal,2016-11-23,Person she was substituting for resumed as MP,
906f1a0a-0000-4a96-866c-b30f2b6adc49,Toomas Kivimägi,1963-02-16,Toomas.Kivimagi@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Pärnumaa,13,,,,,
13fe7449-a3ec-4e2e-86aa-256d8ce8475c,Jaanus Marrandi,1963-03-23,Jaanus.Marrandi@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Järva- ja Viljandimaa,13,,,,,
e6c4032b-6803-4a5e-b857-f181c1a81685,Artur Talvik,1964-06-13,Artur.Talvik@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,Harju- ja Raplamaa,13,,,,,
88e36468-1e0f-4b6f-9872-1c7025d2f66b,Laine Randjärv,1964-07-30,Laine.Randjarv@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,
23161df7-bc1b-442e-b4cd-2d1f37627658,Helir-Valdor Seeder,1964-09-07,Helir-Valdor.Seeder@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Järva- ja Viljandimaa,13,,,,,
85b88dbc-3406-44a0-9aff-49394fd4e9a2,Marko Pomerants,1964-09-24,Marko.Pomerants@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Lääne-Virumaa,13,,,2015-04-08,Became Minister of the Environment,
5650dddf-f2ca-4b94-8888-e7482808f81b,Aivar Sõerd,1964-11-22,Aivar.Soerd@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,
56240b7a-f393-479e-8fa4-8267be56d125,Ivari Padar,1965-03-12,Ivari.Padar@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Võru-, Valga- ja Põlvamaa ",13,,,,,
410c0030-7bcd-4977-85c2-27af3439770f,Mati Raidma,1965-04-07,Mati.Raidma@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,2015-04-09,Substitute member for Urmas Kruuse,2016-11-23,Person he was substituting for resumed as MP,
4a332fbb-be05-4cb2-b6a0-5916eb40fe89,Urmas Kruuse,1965-07-14,Urmas.Kruuse@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,,,2015-04-08,Became Minister of Rural Affairs,
4a332fbb-be05-4cb2-b6a0-5916eb40fe89,Urmas Kruuse,1965-07-14,Urmas.Kruuse@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,2016-11-23,No longer a minister of the cabinet,,,
31eee189-0019-469f-8469-7da564bf1af9,Kalle Laanet,1965-09-25,Kalle.Laanet@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,
09500870-255e-416d-8eda-f80e9929adda,Jüri Jaanson,1965-10-14,Jyri.Jaanson@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Pärnumaa,13,,,,,
315ea785-8f59-40e5-a158-3de8b908572f,Maris Lauri,1966-01-01,Maris.Lauri@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2016-09-12,Became Minister of Education,
315ea785-8f59-40e5-a158-3de8b908572f,Maris Lauri,1966-01-01,Maris.Lauri@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,2016-11-23,No longer a minister of the cabinet,,,
bd171edb-9d99-483e-acc1-dfca5d6deb18,Juhan Parts,1966-08-27,Juhan.Parts@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,
c79c2162-d406-445a-91bb-4c4f9556efb2,Terje Trei,1967-05-01,Terje.Trei@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,,,,,
b2226516-4cd4-4471-b93b-696c40b7a9e2,Eerik-Niiles Kross,1967-09-08,Eerik-Niiles.Kross@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,2015-03-27,Substitute member for Urmas Paet,,,
40521bc5-281e-4d9b-a56d-f99be029ecaf,Mihkel Raud,1969-01-18,Mihkel.Raud@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tartu linn,13,,,2016-06-07,Returning to TV,
a137f382-44af-44b6-8ce7-1bfe7cc23007,Imre Sooäär,1969-03-13,Imre.Sooaar@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa",13,2015-04-09,Substitute member for Keit Pentus-Rosimannus,2016-11-23,Person he was substituting for resumed as MP,
d29b95db-3b4d-43de-802d-652c32199211,Andres Anvelt,1969-09-30,Andres.Anvelt@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2016-11-23,Became Minister of the Interior,
58be6531-1f4b-4b0b-9c21-92566a40ae8b,Marko Mihkelson,1969-11-30,Marko.Mihkelson@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Harju- ja Raplamaa,13,,,,,
49d964ea-2e35-4075-913e-18587fcb64cc,Meelis Mälberg,1970-04-26,Meelis.Malberg@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa",13,2015-04-09,Substitute member for Hanno Pevkur,,,
ef97dd2d-40d0-4d80-866d-4ef6e71995f1,Madis Milling,1970-11-24,Madis.Milling@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,
b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8,Hannes Hanso,1971-10-06,Hannes.Hanso@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa ",13,,,2015-09-14,Became Minister of Defence,
b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8,Hannes Hanso,1971-10-06,Hannes.Hanso@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa ",13,2016-11-23,No longer a minister of the cabinet,,,
fdeb3c21-d9cf-46e9-8173-3fb22cd872ba,Andre Sepp,1971-10-25,Andre.Sepp@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,2015-04-09,Substitute member for Taavi Rõivas,2016-11-23,Person he was substituting for resumed as MP,
5ea230e2-5d34-46e1-9e4c-3966903f6b15,Monika Haukanõmm,1972-05-22,Monika.Haukanomm@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,
c91bc287-d95b-4d95-aded-f7a142c1e599,Urve Palo,1972-07-10,Urve.Palo@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,,,2015-04-08,Became Minister of Entrepreneurship,
c91bc287-d95b-4d95-aded-f7a142c1e599,Urve Palo,1972-07-10,Urve.Palo@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2015-09-15,No longer a minister of the cabinet,2016-11-23,Became Minister of Entrepreneurship and Information Technology,
58378026-b797-4bf2-89fc-31a73d9219b3,Indrek Saar,1973-02-20,Indrek.Saar@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Lääne-Virumaa,13,,,2015-04-08,Became Minister of Culture,
8719c4cd-291e-4216-b3e1-8b5a0d7902fb,Sven Mikser,1973-11-08,Sven.Mikser@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,,,2015-04-08,Became Minister of Defence,
8719c4cd-291e-4216-b3e1-8b5a0d7902fb,Sven Mikser,1973-11-08,Sven.Mikser@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2015-09-15,No longer a minister of the cabinet,2016-11-23,Became Minister of Foreign Affairs,
e796fa83-54c6-4aa2-a05a-166f331508fa,Ken-Marti Vaher,1974-09-05,Ken-Marti.Vaher@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,
e8df7efa-a72a-495c-a485-7ff8c0a177d8,Lauri Laasi,1974-09-12,Lauri.Laasi@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,2015-11-20,Convicted of a crime by the Supreme Court,
46fa9a7c-7055-444f-8c55-ea640d1d95d6,Kalvi Kõva,1974-11-16,Kalvi.Kova@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Võru-, Valga- ja Põlvamaa ",13,,,,,
74f8df6d-6f4d-410b-8b45-bf58922cf421,Mailis Reps,1975-01-13,Mailis.Reps@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,,,2016-11-23,Became Minister of Education and Research,
cb6b45a7-5dcb-4a3b-bb18-2b79fe3278ae,Heidy Purga,1975-03-18,Heidy.Purga@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,
a78027e5-2480-49f2-a340-ee88daf92d53,Urmas Reinsalu,1975-06-22,Urmas.Reinsalu@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2015-04-08,Became Minister of Justice,
84bf9004-a454-44c9-8696-5337c74ff486,Kristen Michal,1975-07-02,Kristen.Michal@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,2015-04-08,Became Minister of Economic Affairs and Infrastructure,
84bf9004-a454-44c9-8696-5337c74ff486,Kristen Michal,1975-07-02,Kristen.Michal@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,2016-11-23,No longer a minister of the cabinet,,,
e87a03b8-08cf-4b88-8a28-f26da1d65e30,Keit Pentus-Rosimannus,1976-03-03,Keit.Pentus-Rosimannus@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-04-08,Became Minister of Foreign Affairs,
e87a03b8-08cf-4b88-8a28-f26da1d65e30,Keit Pentus-Rosimannus,1976-03-03,Keit.Pentus-Rosimannus@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa",13,2015-07-16,No longer a minister of the cabinet,,,
98008392-64a2-4429-8a41-fb051823e402,Martin Helme,1976-04-24,Martin.Helme@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,
059a2370-53f7-480c-9700-8d33d0496560,Tanel Talve,1976-08-13,Tanel.Talve@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Jõgeva- ja Tartumaa,13,,,,,
124415a9-7640-4ec6-aa07-fc402b67af56,Anne Sulling,1976-10-12,Anne.Sulling@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tartu linn,13,,,,,
382d928f-8fa4-422b-9538-043ff3033b65,Kadri Simson,1977-01-22,Kadri.Simson@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Pärnumaa,13,,,2016-11-23,Became Minister of Economic Affairs and Infrastructure,
94351dfe-449e-48db-9396-06cf204ce22e,Jaanus Karilaid,1977-02-01,Jaanus.Karilaid@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Hiiu-, Lääne- ja Saaremaa",13,2015-04-27,Substitute member for Kalev Kallo,,,
cf42a56a-b91a-4a51-913b-a489305326a2,Hanno Pevkur,1977-04-02,Hanno.Pevkur@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa ",13,,,2015-04-08,Became Minister of the Interior,
cf42a56a-b91a-4a51-913b-a489305326a2,Hanno Pevkur,1977-04-02,Hanno.Pevkur@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa ",13,2016-11-23,No longer a minister of the cabinet,,,
db788688-d7a6-4af8-8cee-3004adb948f5,Margus Tsahkna,1977-04-13,Margus.Tsahkna@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tartu linn,13,,,2015-04-08,Became Minister of Social Protection,
8940964b-6bfd-482d-a4f5-53f2cccb149d,Priit Sibul,1977-12-31,Priit.Sibul@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Võru-, Valga- ja Põlvamaa ",13,,,,,
18360e3e-b776-4fa1-a361-5d9c287a89a7,Erki Savisaar,1978-06-16,Erki.Savisaar@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,
87b36dbb-08e9-4048-91eb-6df699c6e27e,Jüri Ratas,1978-07-02,Jyri.Ratas@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Harju- ja Raplamaa,13,,,2016-11-23,Became Prime Minister,
d5f3dddb-d809-448a-a94f-adbf208e408a,Andres Metsoja,1978-11-25,Andres.Metsoja@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Pärnumaa,13,,,,,
90074aa2-4938-41a9-8275-3a6efa1cee31,Yoko Alender,1979-06-13,Yoko.Alender@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,
47201a8e-4ae7-45fa-8659-b47930d6f99c,Taavi Rõivas,1979-09-26,Taavi.Roivas@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,2015-04-08,Became Prime Minister,
47201a8e-4ae7-45fa-8659-b47930d6f99c,Taavi Rõivas,1979-09-26,Taavi.Roivas@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,2016-11-23,No longer a minister of the cabinet,,,
5c9c68d8-7b18-4f3e-901a-afc9970cdd97,Deniss Boroditš,1979-11-01,Deniss.Borodits@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Ida-Virumaa,13,,,,,
a12ffc5c-0809-46cb-abc4-cc99a7fa3f60,Liina Kersna,1980-04-03,Liina.Kersna@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa ",13,,,,,
fe748f4d-3f50-4af8-8069-92a460978d2b,Arto Aas,1980-06-09,Arto.Aas@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-04-08,Became Minister of Public Administration,
fe748f4d-3f50-4af8-8069-92a460978d2b,Arto Aas,1980-06-09,Arto.Aas@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,2016-11-23,No longer a minister of the cabinet,,,
9c583623-eb94-48de-bf39-2bf49759c5a6,Mihhail Korb,1980-08-03,Mihhail.Korb@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2016-11-23,Became Minister of Public Administration,
