id,name,image,email,website,facebook,twitter,other_name
171,Darren Millar,http://senedd.assembly.wales/UserData/1/7/1/Info00000171/bigpic.jpg,Darren.Millar@assembly.wales,,,http://twitter.com/DarrenMillarAM,
174,Lynne Neagle,http://senedd.assembly.wales/UserData/4/7/1/Info00000174/bigpic.jpg,Lynne.Neagle@assembly.wales,,http://www.facebook.com/lynneneagle,,
175,Nick Ramsay,http://senedd.assembly.wales/UserData/5/7/1/Info00000175/bigpic.jpg,Nicholas.Ramsay@assembly.wales,http://www.nickramsay.org.uk/,,http://twitter.com/@NickRamsayAM,
178,Carl Sargeant,http://senedd.assembly.wales/UserData/8/7/1/Info00000178/bigpic.jpg,Carl.Sargeant@assembly.wales,,,,
180,Gwenda Thomas,http://senedd.assembly.wales/UserData/0/8/1/Info00000180/bigpic.jpg,Gwenda.Thomas@assembly.wales,http://www.gwendathomas.com,,http://twitter.com/Gwendathomas,
181,Rhodri Glyn Thomas,http://senedd.assembly.wales/UserData/1/8/1/Info00000181/bigpic.jpg,Rhodri.Thomas@assembly.wales,http://www.rhodriglynthomas.org/,,http://twitter.com/RhodriGlynPlaid,
182,Joyce Watson,http://senedd.assembly.wales/UserData/2/8/1/Info00000182/bigpic.jpg,Joyce.Watson@assembly.wales,http://www.joycewatson.org.uk/,http://www.facebook.com/joycewatsonam,,
184,Kirsty Williams,http://senedd.assembly.wales/UserData/4/8/1/Info00000184/bigpic.jpg,Kirsty.Williams@assembly.wales,,http://www.facebook.com/kirstywilliams.cymru,http://twitter.com/kirsty_williams,
185,Leanne Wood,http://senedd.assembly.wales/UserData/5/8/1/Info00000185/bigpic.jpg,Leanne.Wood@assembly.wales,https://www.partyof.wales/leanne-wood-am/,http://www.facebook.com/leanne.wood.714,http://twitter.com/leannewood,
205,David Rees,http://senedd.assembly.wales/UserData/5/0/2/Info00000205/bigpic.jpg,David.Rees@assembly.wales,http://www.david-rees.com/,http://www.facebook.com/david.rees.16547,http://twitter.com/DavidReesAM,
212,Janet Finch-Saunders,http://senedd.assembly.wales/UserData/2/1/2/Info00000212/bigpic.jpg,Janet.Finch-Saunders@Assembly.Wales,,,http://twitter.com/JFinchSaunders,
225,Alun Davies,http://senedd.assembly.wales/UserData/5/2/2/Info00000225/bigpic.jpg,Alun.Davies@assembly.wales,http://www.alundaviesam.org/,http://www.facebook.com/AMAlunDavies,http://twitter.com/AlunDaviesAM,
241,Jenny Rathbone,http://senedd.assembly.wales/UserData/1/4/2/Info00000241/bigpic.jpg,Jenny.Rathbone@assembly.wales,http://www.jennyrathbone.com,http://www.facebook.com/jenny.rathbone,http://twitter.com/JennyRathbone,
245,Julie Morgan,http://senedd.assembly.wales/UserData/5/4/2/Info00000245/bigpic.jpg,Julie.Morgan@assembly.wales,,,http://twitter.com/JulieMorganLAB,
249,Vaughan Gething,http://senedd.assembly.wales/UserData/9/4/2/Info00000249/bigpic.jpg,Vaughan.Gething@assembly.wales,http://www.vaughangething.co.uk,http://www.facebook.com/vaughan.gethingassembly,http://twitter.com/vaughangething/,
253,Mark Drakeford,http://senedd.assembly.wales/UserData/3/5/2/Info00000253/bigpic.jpg,Mark.Drakeford@assembly.wales,http://www.markdrakeford.com/,http://www.facebook.com/mark.drakeford.39,http://twitter.com/MarkDrakeford,
267,Ken Skates,http://senedd.assembly.wales/UserData/7/6/2/Info00000267/bigpic.jpg,Ken.Skates@assembly.wales,,,http://twitter.com/KenSkatesAM,
2717,Rhun ap Iorwerth,http://senedd.assembly.wales/UserData/7/1/7/Info00002717/bigpic.jpg,rhun.apiorwerth@assembly.wales,https://www.partyof.wales/rhun-ap-iorwerth-am/?force=1,http://www.facebook.com/rhunynysmon,http://twitter.com/RhunapIorwerth,
287,Gwyn R Price,http://senedd.assembly.wales/UserData/7/8/2/Info00000287/bigpic.jpg,Gwyn.Price@assembly.wales,,,,
292,Keith Davies,http://senedd.assembly.wales/UserData/2/9/2/Info00000292/bigpic.jpg,Keith.Davies@assembly.wales,http://keithdavies.org.uk/,http://www.facebook.com/KeithDaviesAM,http://twitter.com/KeithDaviesAC,
303,Russell George,http://senedd.assembly.wales/UserData/3/0/3/Info00000303/bigpic.jpg,Russell.George@assembly.wales,http://www.russellgeorge.com/,http://www.facebook.com/russelligeorge,http://twitter.com/russ_george,
321,Mick Antoniw,http://senedd.assembly.wales/UserData/1/2/3/Info00000321/bigpic.jpg,Mick.Antoniw@assembly.wales,http://www.mickantoniw.co.uk/,http://www.facebook.com/Mick.Antoniw,http://twitter.com/@mickantoniw1,
332,Mike Hedges,http://senedd.assembly.wales/UserData/2/3/3/Info00000332/bigpic.jpg,Mike.Hedges@assembly.wales,http://www.mikehedges.org.uk/,http://www.facebook.com/mike.john.hedges,http://twitter.com/MikeHedgesAM,
375,Rebecca Evans,http://senedd.assembly.wales/UserData/5/7/3/Info00000375/bigpic.jpg,Rebecca.Evans@assembly.wales,,http://www.facebook.com/pages/Rebecca-Evans-AM/252919211429832,http://twitter.com/rebeccaevansam,
378,William Powell,http://senedd.assembly.wales/UserData/8/7/3/Info00000378/bigpic.jpg,William.Powell@assembly.wales,,,http://twitter.com/WilliamPowellAM,
383,Simon Thomas,http://senedd.assembly.wales/UserData/3/8/3/Info00000383/bigpic.jpg,Simon.Thomas@assembly.wales,http://www.english.simonthomas.plaidcymru.org/,http://www.facebook.com/SimonThomasAber,http://twitter.com/SimonThomasAC,
407,Antoinette Sandbach,http://www.senedd.assemblywales.org/UserData/7/0/4/Info00000407/bigpic.jpg,Antoinette.Sandbach@assembly.wales,,,,
4087,Janet Haworth,http://senedd.assembly.wales/UserData/7/8/0/Info00004087/bigpic.jpg,Janet.Haworth@Assembly.Wales,,,,
421,Aled Roberts,http://senedd.assembly.wales/UserData/1/2/4/Info00000421/bigpic.jpg,Aled.Roberts@assembly.wales,http://www.aledroberts.org.uk,http://www.facebook.com/pages/Aled-Roberts-AM/208885689161259,http://www.twitter.com/aledrobertsam,
425,Llyr Gruffydd,http://senedd.assembly.wales/UserData/5/2/4/Info00000425/bigpic.jpg,llyr.gruffydd@assembly.wales,,,http://twitter.com/LlyrGruffydd,
480,Eluned Parrott,http://senedd.assembly.wales/UserData/0/8/4/Info00000480/bigpic.jpg,Eluned.Parrott@assembly.wales,http://www.elunedparrott.com/,http://www.facebook.com/pages/Eluned-Parrott-AM/257629110918049?ref=stream,http://twitter.com/ElunedParrottAM,
518,Lindsay Whittle,http://senedd.assembly.wales/UserData/8/1/5/Info00000518/bigpic.jpg,Lindsay.Whittle@assembly.wales,,,,
541,Suzy Davies,http://senedd.assembly.wales/UserData/1/4/5/Info00000541/bigpic.jpg,Suzy.Davies@assembly.wales,,,http://twitter.com/suzydaviesam,
542,Byron Davies,http://www.senedd.assemblywales.org/UserData/2/4/5/Info00000542/bigpic.jpg,Byron.Davies@assembly.wales,,,https://twitter.com/Byron_Davies,
543,Altaf Hussain,http://senedd.assembly.wales/UserData/3/4/5/Info00000543/bigpic.jpg,Altaf.Hussain@Assembly.wales,,,,
582,Leighton Andrews,http://senedd.assembly.wales/UserData/2/8/5/Info00000582/bigpic.jpg,Leighton.Andrews@assembly.wales,http://www.leightonandrews.com/,http://www.facebook.com/LeightonAndrews,http://twitter.com/leightonandrews,
584,Julie James,http://senedd.assembly.wales/UserData/4/8/5/Info00000584/bigpic.jpg,Julie.James@assembly.wales,http://www.juliejamesam.co.uk/,http://www.facebook.com/pages/Julie-James-for-Swansea-West/142880979097055,http://twitter.com/JulieJamesAM,
