id,name,image,email,area,party,source,term
angel-maria-gaitan-pulido,Ángel María Gaitán Pulido,http://www.camara.gov.co/sites/default/files/2017-10/ANGEL%20MAR%C3%8DA%20GAIT%C3%81N%20PULIDO.png,angel.gaitan@camara.gov.co,Tolima,Partido Liberal,http://www.camara.gov.co/representantes/angel-maria-gaitan-pulido,2018
angela-maria-robledo-gomez,Ángela María Robledo Gómez,http://www.camara.gov.co/sites/default/files/2018-08/ANGELA%20MARIA%20ROBLEDO%20GOMEZ.png,angela.robledo@camara.gov.co,"",Colombia Humana,http://www.camara.gov.co/representantes/angela-maria-robledo-gomez,2018
angela-patricia-sanchez-leal,Ángela Patricia Sánchez Leal,http://www.camara.gov.co/sites/default/files/2018-08/ANGELA%20PATRICIA%20%20SANCHEZ%20LEAL.png,angela.sanchez@camara.gov.co,Bogotá,Cambio Radical,http://www.camara.gov.co/representantes/angela-patricia-sanchez-leal,2018
aquileo-medina-arteaga,Aquileo Medina Arteaga,http://www.camara.gov.co/sites/default/files/2018-08/AQUILEO%20MEDINA%20ARTEAGA.png,aquileo.medina@camara.gov.co,Tolima,Cambio Radical,http://www.camara.gov.co/representantes/aquileo-medina-arteaga,2018
armando-antonio-zabarain-de-arce,Armando Antonio Zabaraín de Arce,http://www.camara.gov.co/sites/default/files/2017-06/ARMANDO%20ANTONIO%20ZABARA%C3%8DN%20DE%20ARCE.jpg,armando.zabarain@camara.gov.co,Atlántico,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/armando-antonio-zabarain-de-arce,2018
astrid-sanchez-montes-de-oca,Astrid Sánchez Montes De Oca,http://www.camara.gov.co/sites/default/files/2018-08/ASTRID%20SANCHEZ%20MONTES%20DE%20OCA.png,astrid.sanchezm@camara.gov.co,Chocó,Partido de la U,http://www.camara.gov.co/representantes/astrid-sanchez-montes-de-oca,2018
atilano-alonso-giraldo-arboleda,Atilano Alonso Giraldo Arboleda,http://www.camara.gov.co/sites/default/files/2018-05/ALONSO%20ATILANO%20GIRALDO%20ARBOLEDA.png,atilano.giraldo@camara.gov.co,Quindío,Cambio Radical,http://www.camara.gov.co/representantes/atilano-alonso-giraldo-arboleda,2018
bayardo-gilberto-betancourt-perez,Bayardo Gilberto Betancourt Pérez,http://www.camara.gov.co/sites/default/files/2018-08/BAYARDO%20GILBERTO%20BETANCOURT%20PEREZ.png,bayardo.betancourt@camara.gov.co,Nariño,Cambio Radical,http://www.camara.gov.co/representantes/bayardo-gilberto-betancourt-perez,2018
benedicto-de-jesus-gonzalez-montenegro,Benedicto de Jesús Gonzalez Montenegro,"",benedicto.gonzalez@camara.gov.co,Atlántico,Fuerza Alternativa Revolucionaria del Común,http://www.camara.gov.co/representantes/benedicto-de-jesus-gonzalez-montenegro,2018
buenaventura-leon-leon,Buenaventura León León,http://www.camara.gov.co/sites/default/files/2018-08/BUENAVENTURA%20LEON%20LEON.png,buenaventura.leon@camara.gov.co,Cundinamarca,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/buenaventura-leon-leon,2018
carlos-adolfo-ardila-espinosa,Carlos Adolfo Ardila Espinosa,http://www.camara.gov.co/sites/default/files/2018-09/CARLOS%20ADOLFO%20ARDILA%20ESPINOSA_0.png,carlos.ardila@camara.gov.co,Putumayo,Partido Liberal,http://www.camara.gov.co/representantes/carlos-adolfo-ardila-espinosa,2018
carlos-alberto-carreno-marin,Carlos Alberto Carreño Marín,http://www.camara.gov.co/sites/default/files/2018-09/CARLOS%20ALBERTO%20CARRE%C3%91O%20MARIN_0.png,carlos.carreno@camara.gov.co,Bogotá,Fuerza Alternativa Revolucionaria del Común,http://www.camara.gov.co/representantes/carlos-alberto-carreno-marin,2018
carlos-alberto-cuenca-chaux,Carlos Alberto Cuenca Chaux,http://www.camara.gov.co/sites/default/files/2018-10/CARLOS%20ALBERTO%20CUENCA%20CHAUX.png,carlos.cuenca@camara.gov.co,Guainía,Cambio Radical,http://www.camara.gov.co/representantes/carlos-alberto-cuenca-chaux,2018
carlos-eduardo-acosta-lozano,Carlos Eduardo Acosta Lozano,http://www.camara.gov.co/sites/default/files/2018-08/CARLOS%20EDUARDO%20ACOSTA.png,carlos.acosta@camara.gov.co,Bogotá,Colombia Justa Libres,http://www.camara.gov.co/representantes/carlos-eduardo-acosta-lozano,2018
carlos-german-navas-talero,Carlos German Navas Talero,http://www.camara.gov.co/sites/default/files/2017-05/CARLOS%20GERM%C3%81N%20NAVAS%20TALERO.jpg,carlos.navas@camara.gov.co,Bogotá,Polo Democrático Alternativo,http://www.camara.gov.co/representantes/carlos-german-navas-talero,2018
carlos-julio-bonilla-soto,Carlos Julio Bonilla Soto,http://www.camara.gov.co/sites/default/files/2017-06/CARLOS%20JULIO%20BONILLA%20SOTO.jpg,carlos.bonilla@camara.gov.co,Cauca,Partido Liberal,http://www.camara.gov.co/representantes/carlos-julio-bonilla-soto,2018
carlos-mario-farelo-daza,Carlos Mario Farelo Daza,http://www.camara.gov.co/sites/default/files/2018-08/CARLOS%20MARIO%20FARELO%20DAZA.png,carlos.farelo@camara.gov.co,Magdalena,Cambio Radical,http://www.camara.gov.co/representantes/carlos-mario-farelo-daza,2018
catalina-ortiz-lalinde,Catalina Ortiz Lalinde,http://www.camara.gov.co/sites/default/files/2018-08/CARTALINA%20ORTIZ%20LALINDE.png,catalina.ortiz@camara.gov.co,Valle del Cauca,Partido Verde,http://www.camara.gov.co/representantes/catalina-ortiz-lalinde,2018
cesar-augusto-lorduy-maldonado,César Augusto Lorduy Maldonado,http://www.camara.gov.co/sites/default/files/2019-02/CESAR%20AUGUSTO%20LORDUY%20MALDONADO.png,cesar.lurduy@camara.gov.co,Atlántico,Cambio Radical,http://www.camara.gov.co/representantes/cesar-augusto-lorduy-maldonado,2018
cesar-augusto-ortiz-zorro,César Augusto Ortiz Zorro,http://www.camara.gov.co/sites/default/files/2018-12/CESAR%20AUGUSTO%20ORTIZ%20ZORRO.png,cesar.ortiz@camara.gov.co,Casanare,Partido Verde,http://www.camara.gov.co/representantes/cesar-augusto-ortiz-zorro,2018
cesar-augusto-pachon-achury,César Augusto Pachón Achury,http://www.camara.gov.co/sites/default/files/2018-08/CESAR%20AUGUSTO%20PACHON%20ACHURY.png,cesar.pachon@camara.gov.co,Boyacá,Movimiento Alternativo Indígena y Social,http://www.camara.gov.co/representantes/cesar-augusto-pachon-achury,2018
cesar-eugenio-martinez-restrepo,César Eugenio Martínez Restrepo,http://www.camara.gov.co/sites/default/files/2018-08/CESAR%20EUGENIO%20MARTINEZ%20RETREPO.png,cesar.martinez@camara.gov.co,Antioquia,Centro Democrático,http://www.camara.gov.co/representantes/cesar-eugenio-martinez-restrepo,2018
christian-jose-moreno-villamizar,Christian José Moreno Villamizar,http://www.camara.gov.co/sites/default/files/2017-09/CHRISTIAN%20JOS%C3%89%20MORENO%20VILLAMIZAR.jpg,christian.moreno@camara.gov.co,Cesar,Partido de la U,http://www.camara.gov.co/representantes/christian-jose-moreno-villamizar,2018
christian-munir-garces-aljure,Christian Munir Garces Aljure,http://www.camara.gov.co/sites/default/files/2018-12/CHRISTIAN%20MUNIR%20GARCES%20ALJURE.png,christian.garces@camara.gov.co,Valle del Cauca,Centro Democrático,http://www.camara.gov.co/representantes/christian-munir-garces-aljure,2018
ciro-antonio-rodriguez-pinzon,Ciro Antonio Rodríguez Pinzón,http://www.camara.gov.co/sites/default/files/2017-08/CIRO%20ANTONIO%20RODRIGUEZ%20PINZ%C3%93N.png,ciro.rodriguez@camara.gov.co,Norte de Santander,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/ciro-antonio-rodriguez-pinzon,2018
ciro-fernandez-nunez,Ciro Fernández Núñez,http://www.camara.gov.co/sites/default/files/2017-09/CIRO%20FERN%C3%81DEZ%20NU%C3%91EZ.png,ciro.fernandez@camara.gov.co,Santander,Cambio Radical,http://www.camara.gov.co/representantes/ciro-fernandez-nunez,2018
crisanto-pisso-mazabuel,Crisanto Pisso Mazabuel,http://www.camara.gov.co/sites/default/files/2017-08/CRISANTO%20PIZO%20MAZABUEL.jpg,crisanto.pizo@camara.gov.co,Cauca,Partido Liberal,http://www.camara.gov.co/representantes/crisanto-pisso-mazabuel,2018
david-ernesto-pulido-novoa,David Ernesto Pulido Novoa,http://www.camara.gov.co/sites/default/files/2018-08/DAVID%20ERNESTO%20PULIDO%20NOVOA.png,david.pulido@camara.gov.co,Guaviare,Cambio Radical,http://www.camara.gov.co/representantes/david-ernesto-pulido-novoa,2018
david-ricardo-racero-mayorca,David Ricardo Racero Mayorca,http://www.camara.gov.co/sites/default/files/2018-10/DAVID%20RICARDO%20RACERO%20MAYORCA.png,david.racero@camara.gov.co,Bogotá,Coalición Decentes,http://www.camara.gov.co/representantes/david-ricardo-racero-mayorca,2018
diego-javier-osorio-jimenez,Diego Javier Osorio Jiménez,http://www.camara.gov.co/sites/default/files/2018-08/DIEGO%20JAVIER%20OSORIO%20JIMENEZ.png,diego.osorio@camara.gov.co,Quindío,Centro Democrático,http://www.camara.gov.co/representantes/diego-javier-osorio-jimenez,2018
diego-patino-amariles,Diego Patiño Amariles,"",diego.patino@camara.gov.co,Risaralda,Partido Liberal,http://www.camara.gov.co/representantes/diego-patino-amariles,2018
diela-liliana-benavides-solarte,Diela Liliana Benavides Solarte,http://www.camara.gov.co/sites/default/files/2018-05/DIELA%20LILIANA%20BENAVIDES%20SOLARTE.png,diela.benavides@camara.gov.co,Nariño,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/diela-liliana-benavides-solarte,2018
edgar-alfonso-gomez-roman,Edgar Alfonso Gómez Román,"",edgar.gomez@camara.gov.co,Santander,Partido Liberal,http://www.camara.gov.co/representantes/edgar-alfonso-gomez-roman,2018
edward-david-rodriguez-rodriguez,Edward David Rodríguez Rodríguez,http://www.camara.gov.co/sites/default/files/2017-08/EDWARD%20DAVID%20RODR%C3%8DGUEZ%20RODR%C3%8DGUEZ.png,edward.rodriguez@camara.gov.co,Bogotá,Centro Democrático,http://www.camara.gov.co/representantes/edward-david-rodriguez-rodriguez,2018
edwin-alberto-valdes-rodriguez,Edwin Alberto Valdes Rodríguez,http://www.camara.gov.co/sites/default/files/2018-08/EDWIN%20ALBERTO%20VALDES%20RODRIGUEZ.png,edwin.valdes@camara.gov.co,Caquetá,Centro Democrático,http://www.camara.gov.co/representantes/edwin-alberto-valdes-rodriguez,2018
edwin-gilberto-ballesteros-archila,Edwin Gilberto Ballesteros Archila,http://www.camara.gov.co/sites/default/files/2018-08/EDWIN%20GILBERTO%20BALLESTEROS%20ARCHILA.png,edwin.ballesteros@camara.gov.co,Santander,Centro Democrático,http://www.camara.gov.co/representantes/edwin-gilberto-ballesteros-archila,2018
elbert-diaz-lozano,Elbert Díaz Lozano,http://www.camara.gov.co/sites/default/files/2017-09/ELBER%20D%C3%8DAZ%20LOZANO.png,elbert.diaz@camara.gov.co,Valle del Cauca,Partido de la U,http://www.camara.gov.co/representantes/elbert-diaz-lozano,2018
elizabeth-jai-pang-diaz,Elizabeth Jai-Pang Díaz,http://www.camara.gov.co/sites/default/files/2018-09/ELIZABETH%20JAY-PANG%20DIAZ.png,elizabeth.jay-pang@camara.gov.co,San Andrés y Providencia,Partido Liberal,http://www.camara.gov.co/representantes/elizabeth-jai-pang-diaz,2018
eloy-chichi-quintero-romero,Eloy Chichí Quintero Romero,http://www.camara.gov.co/sites/default/files/2017-11/ELOY%20CHICH%C3%8D%20QUINTERO%20ROMERO.png,eloy.quintero@camara.gov.co,Cesar,Cambio Radical,http://www.camara.gov.co/representantes/eloy-chichi-quintero-romero,2018
emeterio-jose-montes-de-castro,Emeterio José Montes De Castro,http://www.camara.gov.co/sites/default/files/2018-08/EMETERIO%20JOSE%20MONTES%20DE%20CASTRO.png,emeterio.montes@camara.gov.co,Bolívar,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/emeterio-jose-montes-de-castro,2018
enrique-cabrales-baquero,Enrique Cabrales Baquero,http://www.camara.gov.co/sites/default/files/2018-08/ENRIQUE%20CABRALES%20BAQUERO_0.png,enrique.cabrales@camara.gov.co,Bogotá,Centro Democrático,http://www.camara.gov.co/representantes/enrique-cabrales-baquero,2018
erasmo-elias-zuleta-bechara,Erasmo Elías Zuleta Bechara,http://www.camara.gov.co/sites/default/files/2018-09/ERASMO%20ELIAS%20ZULETA%20BECHARA.png,erasmo.zuleta@camara.gov.co,Córdoba,Partido de la U,http://www.camara.gov.co/representantes/erasmo-elias-zuleta-bechara,2018
erwin-arias-betancur,Erwin Arias Betancur,http://www.camara.gov.co/sites/default/files/2018-08/ERWIN%20ARIAS%20BETANCOUR.png,erwin.arias@camara.gov.co,Caldas,Cambio Radical,http://www.camara.gov.co/representantes/erwin-arias-betancur,2018
esteban-quintero-cardona,Esteban Quintero Cardona,http://www.camara.gov.co/sites/default/files/2018-08/ESTEBAN%20QUINTERO%20CARDONA.png,esteban.quintero@camara.gov.co,Antioquia,Centro Democrático,http://www.camara.gov.co/representantes/esteban-quintero-cardona,2018
faber-alberto-munoz-ceron,Faber Alberto Muñoz Cerón,http://www.camara.gov.co/sites/default/files/2018-08/FABER%20ALBERTO%20MU%C3%91OZ%20CERON.png,faber.munoz@camara.gov.co,Cauca,Partido de la U,http://www.camara.gov.co/representantes/faber-alberto-munoz-ceron,2018
fabian-diaz-plata,Fabián Díaz Plata,http://www.camara.gov.co/sites/default/files/2018-08/FABIAN%20DIAZ.png,fabian.diaz@camara.gov.co,Santander,Coalición Alternativa Santandereana,http://www.camara.gov.co/representantes/fabian-diaz-plata,2018
fabio-fernando-arroyave-rivas,Fabio Fernando Arroyave Rivas,http://www.camara.gov.co/sites/default/files/2018-08/FABIO%20FERNANDO%20%20ARROYAVE%20RIVAS.png,fabiof.arroyave@camara.gov.co,Valle del Cauca,Partido Liberal,http://www.camara.gov.co/representantes/fabio-fernando-arroyave-rivas,2018
felipe-andres-munoz-delgado,Felipe Andrés Muñoz Delgado,"",felipe.munoz@camara.gov.co,Nariño,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/felipe-andres-munoz-delgado,2018
felix-alejandro-chica-correa,Felix Alejandro Chica Correa,http://www.camara.gov.co/sites/default/files/2018-08/FELIX%20ALEJANDRO%20CHICA%20CORREA.png,felix.chica@camara.gov.co,Caldas,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/felix-alejandro-chica-correa,2018
flora-perdomo-andrade,Flora Perdomo Andrade,http://www.camara.gov.co/sites/default/files/2018-04/FLORA%20PERDOMO%20%20ANDRADE.png,flora.perdomo@camara.gov.co,Huila,Partido Liberal,http://www.camara.gov.co/representantes/flora-perdomo-andrade,2018
franklin-del-cristo-lozano-de-la-ossa,Franklin Del Cristo Lozano De La Ossa,"",franklin.lozano@camara.gov.co,Magdalena,Opción Ciudadana,http://www.camara.gov.co/representantes/franklin-del-cristo-lozano-de-la-ossa,2018
gabriel-jaime-vallejo-chujfi,Gabriel Jaime Vallejo Chujfi,http://www.camara.gov.co/sites/default/files/2018-09/GABRIEL%20JAIME%20VALLEJO%20CHUJFI.png,gabriel.vallejo@camara.gov.co,Risaralda,Centro Democrático,http://www.camara.gov.co/representantes/gabriel-jaime-vallejo-chujfi,2018
gabriel-santos-garcia,Gabriel Santos García,http://www.camara.gov.co/sites/default/files/2018-10/GABRIEL%20SANTOS%20GARCIA.png,gabriel.santos@camara.gov.co,Bogotá,Centro Democrático,http://www.camara.gov.co/representantes/gabriel-santos-garcia,2018
german-alcides-blanco-alvarez,Germán Alcides Blanco Álvarez,http://www.camara.gov.co/sites/default/files/2017-05/GERM%C3%81N%20ALCIDES%20BLANCO%20%C3%81LVAREZ.jpg,german.blanco@camara.gov.co,Antioquia,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/german-alcides-blanco-alvarez,2018
gloria-betty-zorro-africano,Gloria Betty Zorro Africano,http://www.camara.gov.co/sites/default/files/2017-08/GLORIA%20BETTY%20ZORRO%20AFRICANO.png,gloria.zorro@camara.gov.co,Cundinamarca,Cambio Radical,http://www.camara.gov.co/representantes/gloria-betty-zorro-africano,2018
gustavo-hernan-puentes-diaz,Gustavo Hernán Puentes Díaz,http://www.camara.gov.co/sites/default/files/2018-08/GUSTAVO%20HERNAN%20PUENTES%20DIAZ.png,gustavo.puentes@camara.gov.co,Boyacá,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/gustavo-hernan-puentes-diaz,2018
gustavo-londono-garcia,Gustavo Londoño Garcia,http://www.camara.gov.co/sites/default/files/2018-08/GUSTAVO%20LONDO%C3%91O%20GARCIA.png,gustavo.londono@camara.gov.co,Vichada,Centro Democrático,http://www.camara.gov.co/representantes/gustavo-londono-garcia,2018
harold-augusto-valencia-infante,Harold Augusto Valencia Infante,http://www.camara.gov.co/sites/default/files/2018-08/HAROLD%20AUGUSTO%20VALENCIA%20INFANTE.png,harold.valencia@camara.gov.co,Amazonas,Partido de la U,http://www.camara.gov.co/representantes/harold-augusto-valencia-infante,2018
harry-giovanny-gonzalez-garcia,Harry Giovanny González García,http://www.camara.gov.co/sites/default/files/2018-05/HARRY%20GIOVANNY%20GONZ%C3%81LEZ%20GARC%C3%8DA.png,harry.gonzalez@camara.gov.co,Caquetá,Partido Liberal,http://www.camara.gov.co/representantes/harry-giovanny-gonzalez-garcia,2018
hector-angel-ortiz-nunez,Héctor Ángel Ortiz Nuñez,http://www.camara.gov.co/sites/default/files/2018-08/HECTOR%20ANGEL%20ORTIZ%20NU%C3%91EZ.png,hector.ortiz@camara.gov.co,Boyacá,Centro Democrático,http://www.camara.gov.co/representantes/hector-angel-ortiz-nunez,2018
hector-javier-vergara-sierra,Héctor Javier Vergara Sierra,http://www.camara.gov.co/sites/default/files/2018-08/HECTOR%20JAVIER%20VERGARA%20SIERRA.png,hector.vergara@camara.gov.co,Sucre,Cambio Radical,http://www.camara.gov.co/representantes/hector-javier-vergara-sierra,2018
henry-fernando-correal-herrera,Henry Fernando Correal Herrera,http://www.camara.gov.co/sites/default/files/2018-08/HENRY%20FERNANDO%20CORREAL%20HERRERA.png,henry.correal@camara.gov.co,Vaupés,Partido Liberal,http://www.camara.gov.co/representantes/henry-fernando-correal-herrera,2018
hernan-banguero-andrade,Hernán Banguero Andrade,http://www.camara.gov.co/sites/default/files/2018-08/HERNAN%20BANGUERO%20ANDRADE.png,herman.banguero@camara.gov.co,"Circ. Esp. Com. Afro, Raizales y Palenqueras",Consejo Comunitario La Mamuncia,http://www.camara.gov.co/representantes/hernan-banguero-andrade,2018
hernan-gustavo-estupinan-calvache,Hernán Gustavo Estupiñan Calvache,http://www.camara.gov.co/sites/default/files/2017-11/HERN%C3%81N%20GUSTAVO%20ESTIPI%C3%91AN%20CALVACHE.png,hernan.calvache@camara.gov.co,Nariño,Partido Liberal,http://www.camara.gov.co/representantes/hernan-gustavo-estupinan-calvache,2018
hernan-humberto-garzon-rodriguez,Hernán Humberto Garzón Rodríguez,http://www.camara.gov.co/sites/default/files/2018-08/HERNAN%20HUMBERTO%20GARZON%20RODRIGUEZ.png,hernan.garzon@camara.gov.co,Cundinamarca,Centro Democrático,http://www.camara.gov.co/representantes/hernan-humberto-garzon-rodriguez,2018
hernando-guida-ponce,Hernando Guida Ponce,http://www.camara.gov.co/sites/default/files/2018-08/HERNANDO%20GUIDA%20PONCE.png,hernando.guida@camara.gov.co,Magdalena,Partido de la U,http://www.camara.gov.co/representantes/hernando-guida-ponce,2018
hernando-jose-padaui-alvarez,Hernando José Padaui Álvarez,http://www.camara.gov.co/sites/default/files/2019-02/HERNNDO%20JOSE%20PADAUI%20ALVAREZ.png,hernando.padaui@camara.gov.co,Bolívar,Cambio Radical,http://www.camara.gov.co/representantes/hernando-jose-padaui-alvarez,2018
inti-raul-asprilla-reyes,Inti Raúl Asprilla Reyes,http://www.camara.gov.co/sites/default/files/2018-08/INTI%20RAUL%20ASPRILLA%20REYES.png,inti.asprilla@camara.gov.co,Bogotá,Partido Verde,http://www.camara.gov.co/representantes/inti-raul-asprilla-reyes,2018
irma-luz-herrera-rodriguez,Irma Luz Herrera Rodríguez,http://www.camara.gov.co/sites/default/files/2018-08/IRMA%20LUZ%20HERRERA%20RODRIGUEZ.png,irma.herrera@camara.gov.co,Bogotá,MIRA,http://www.camara.gov.co/representantes/irma-luz-herrera-rodriguez,2018
jaime-armando-yepes-martinez,Jaime Armando Yepes Martínez,http://www.camara.gov.co/sites/default/files/2017-10/JAIME%20ARMANDO%20YEPES%20MART%C3%8DNEZ_0.png,jaime.yepes@camara.gov.co,Tolima,Partido de la U,http://www.camara.gov.co/representantes/jaime-armando-yepes-martinez,2018
jaime-felipe-lozada-polanco,Jaime Felipe Lozada Polanco,http://www.camara.gov.co/sites/default/files/2017-11/JAIME%20FELIPE%20LOZADA%20POLANCO_0.png,jaime.lozada@camara.gov.co,Huila,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/jaime-felipe-lozada-polanco,2018
jaime-rodriguez-contreras,Jaime Rodríguez Contreras,http://www.camara.gov.co/sites/default/files/2018-09/JAIME%20RODRIGUEZ%20CONTRERAS.png,jaime.rodriguez@camara.gov.co,Meta,Partido de la U,http://www.camara.gov.co/representantes/jaime-rodriguez-contreras,2018
jairo-giovany-cristancho-tarache,Jairo Giovany Cristancho Tarache,http://www.camara.gov.co/sites/default/files/2018-08/JAIRO%20GIOVANY%20CRISTANCHO%20TARACHE.png,jairo.cristancho@camara.gov.co,Casanare,Centro Democrático,http://www.camara.gov.co/representantes/jairo-giovany-cristancho-tarache,2018
jairo-humberto-cristo-correa,Jairo Humberto Cristo Correa,http://www.camara.gov.co/sites/default/files/2018-08/JAIRO%20HUMBERTO%20CRISTO%20CORREA.png,jairo.cristo@camara.gov.co,Norte de Santander,Cambio Radical,http://www.camara.gov.co/representantes/jairo-humberto-cristo-correa,2018
jairo-reinaldo-cala-suarez,Jairo Reinaldo Cala Súarez,http://www.camara.gov.co/sites/default/files/2018-08/JAIRO%20REINALDO%20CALA%20SUAREZ.png,jairo.cala@camara.gov.co,Santander,Fuerza Alternativa Revolucionaria del Común,http://www.camara.gov.co/representantes/jairo-reinaldo-cala-suarez,2018
jennifer-kristin-arias-falla,Jennifer Kristin Arias Falla,http://www.camara.gov.co/sites/default/files/2018-09/JENNIFER%20KRISTIN%20ARIAS%20FALLA.png,jennifer.arias@camara.gov.co,Meta,Centro Democrático,http://www.camara.gov.co/representantes/jennifer-kristin-arias-falla,2018
jezmi-lizeth-barraza-arraut,Jezmi Lizeth Barraza Arraut,http://www.camara.gov.co/sites/default/files/2018-10/JEZMI%20LIZETH%20BARRAZA%20ARRAUT.png,jezmi.barraza@camara.gov.co,Atlántico,Partido Liberal,http://www.camara.gov.co/representantes/jezmi-lizeth-barraza-arraut,2018
jhon-arley-murillo-benitez,Jhon Arley Murillo Benitez,http://www.camara.gov.co/sites/default/files/2018-08/JOHN%20ARLEY%20MURILLO.png,jhon.murillo@camara.gov.co,"Circ. Esp. Com. Afro, Raizales y Palenqueras",C.C. Ancestral de Comunidades Negras Playa Renaciente,http://www.camara.gov.co/representantes/jhon-arley-murillo-benitez,2018
jhon-jairo-berrio-lopez,Jhon Jairo Berrio López,http://www.camara.gov.co/sites/default/files/2018-09/JHON%20JAIRO%20BERRIO%20LOPEZ.png,jhon.berrio@camara.gov.co,Antioquia,Centro Democrático,http://www.camara.gov.co/representantes/jhon-jairo-berrio-lopez,2018
jimmy-harold-diaz-burbano,Jimmy Harold Díaz Burbano,http://www.camara.gov.co/sites/default/files/2018-08/JIMMY%20HAROLD%20DIAZ%20BURBANO.png,jimmy.diaz@camara.gov.co,Putumayo,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/jimmy-harold-diaz-burbano,2018
