id,name,party,area,image,email,tel,facebook,twitter,term,source
142,JOSÉ BERNARDO FLÓREZ ASPRILLA,Partido Social De Unidad Nacional,CHOCO,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/FLOREZ%20ASPRILLA%20JOSE%20BERNARDO_26x35.gif,jose.florez@camara.gov.co,(57+1) 382 3160 - 382 3161,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=142
143,RAFAEL ROMERO PIÑEROS,Partido Liberal Colombiano,BOYACA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ROMERO%20PINEROS%20RAFAEL.1_26x35.gif,rafael.romero@camara.gov.co,(57+1) 382 3651 - 382 3652,http://www.facebook.com/pages/Rafael-Romero-Pi%C3%B1eros/188381637823,"",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=143
150,ALBEIRO VANEGAS OSORIO,Partido Social De Unidad Nacional,ARAUCA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/VANEGAS%20OSORIO%20ALBEIRO_26x35.gif,albeiro.vanegas@camara.gov.co,(57+1) 382 3343 - 382 3344 - 382 3788,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=150
151,JULIO EUGENIO GALLARDO ARCHBOLD,Partido Conservador Colombiano,SAN ANDRES,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/GALLARDO%20ARCHBOLD%20JULIO%20EUGENIO_26x35.gif,julio.gallardo@camara.gov.co,(57+1) 382 3616 - 382 3620 - 382 3782,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=151
152,JAIME BUENAHORA FEBRES,Partido Social De Unidad Nacional,C.E. EXTERIOR,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/BUENAHORA%20FEBRES%20JAIME_26x35.gif,jaime.buenahora@camara.gov.co,(57+1) 382 5325 - 382 5361 - 382 5494 Fax 382 5337,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=152
155,JACK HOUSNI JALLER,Partido Liberal Colombiano,SAN ANDRES,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/HOUSNI%20JALLER%20JACK_26x35.gif,jack.housni@camara.gov.co,(57+1) 382 5273 - 382 5289 - 382 5290,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=155
161,CARLOS ALBERTO CUENCA CHAUX,Partido Cambio Radical,GUAINIA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CUENCA%20CHAUX%20CARLOS%20ALBERTO.1_26x35.gif,carlos.cuenca@camara.gov.co,(57+1) 382 3156 - 382 3157,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=161
162,JAIR ARANGO TORRES,Partido Cambio Radical,VAUPES,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ARANGO%20TORRES%20JAIR_26x35.gif,jair.arango@camara.gov.co,(57+1) 382 3174 - 382 3175,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=162
171,MIGUEL ÁNGEL PINTO HERNÁNDEZ,Partido Liberal Colombiano,SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/PINTO%20HERNANDEZ%20MIGUEL%20ANGEL.1_26x35.gif,miguel.pinto@camara.gov.co,(57+1) 382 5402 - 382 5403,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=171
172,CLARA LETICIA ROJAS GONZÁLEZ,Partido Liberal Colombiano,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,clara.rojas@camara.gov.co,(57+1) 382 3548 - 382 3549,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=172
173,JOHN JAIRO CARDENAS MORAN,Partido Social De Unidad Nacional,CAUCA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CARDENAS%20MORAN%20JOHN%20JAIRO_26x35.gif,john.cardenas@camara.gov.co,(57+1) 382 3724 - 382 3725 - 382 3738,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=173
175,JAIME ENRIQUE SERRANO PÉREZ,Partido Liberal Colombiano,MAGDALENA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/SERRANO%20PEREZ%20JORGE%20ENRIQUE_26x35.gif,jaime.serrano@camara.gov.co,(57+1) 382 3278 - 382 3293 - 382 3294,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=175
177,NICOLAS DANIEL GUERRERO MONTAÑO,Partido Social De Unidad Nacional,SUCRE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/GUERRERO%20MONTANO%20NICOLAS%20DANIEL_26x35.gif,nicolas.guerreromontano@camara.gov.co,(57+1) 382 3078 - 382 3079 - 382 3535,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=177
18,JUAN CARLOS GARCÍA GÓMEZ,Partido Conservador Colombiano,NORTE DE SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/GARCIA%20GOMEZ%20JUAN%20CARLOS_26x35.gif,juan.garcia@camara.gov.co,(57+1) 382 5262 - 382 6265 - 382 5270,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=18
184,SANDRA LILIANA ORTIZ NOVA,Partido Alianza Verde,BOYACA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ORTIZ%20NOVA%20SANDRA%20LILIANA_26x35.gif,sandra.ortiz@camara.gov.co,(57+1),"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=184
186,JOSÉ NEFTALÍ SANTOS RAMÍREZ,Partido Liberal Colombiano,NORTE DE SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/,jose.santos@camara.gov.co,(57+1) 382 3250 - 382 3251 - 382 3283,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=186
187,JUAN CARLOS LOZADA VARGAS,Partido Liberal Colombiano,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,juan.lozada@camara.gov.co,(57+1) 382 4010 - 382 4011,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=187
188,HARRY GIOVANNY GONZÁLEZ GARCÍA,Partido Liberal Colombiano,CAQUETA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/GONZALEZ%20GARCIA%20HARRY%20GIOVANNY_26x35.gif,harry.gonzalez@camara.gov.co,(57+1) 382 3101 - 382 3102 - 382 4131,https://es-la.facebook.com/harrycaqueta,https://twitter.com/HarryGonzalez,2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=188
189,OSCAR HERNÁN SÁNCHEZ LEÓN,Partido Liberal Colombiano,CUNDINAMARCA,http://www.camara.gov.co/portal2011/images/stories/representantes/,oscar.sanchez@camara.gov.co,(57+1) 382 3282 - 382 3328 - 382 3329,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=189
19,LUIS EDUARDO DIAZ GRANADOS TORRES,Partido Cambio Radical,ATLANTICO,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/DIAZ%20GRANADOS%20TORRES%20LUIS%20EDUARDO_26x35.gif,luis.diazgranados@camara.gov.co,(57+1) 382 3583 - 382 3118 - Fax: 382 3585,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=19
190,NORBEY MARULANDA MUÑOZ,Partido Liberal Colombiano,VAUPES,http://www.camara.gov.co/portal2011/images/stories/representantes/,norbey.marulanda@camara.gov.co,(57+1) 382 3690 - 382 3691 - 382 4044,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=190
191,SILVIO JOSÉ CARRASQUILLA TORRES,Partido Liberal Colombiano,BOLIVAR,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CARRASQUILLA%20TORRES%20SILVIO%20JOSE_26x35.gif,silvio.carrasquilla@camara.gov.co,(57+1) 382 3420 - 382 3421,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=191
192,JULIÁN BEDOYA PULGARIN,Partido Liberal Colombiano,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/BEDOYA%20PULGARIN%20JULIAN_26x35.gif,julian.bedoya@camara.gov.co,(57+1) 382 4087 - 382 4098 - 382 4104,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=192
193,ELBERT DÍAZ LOZANO,Partido Social De Unidad Nacional,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/,elbert.diaz@camara.gov.co,(57+1) 382 4163 - 382 4302 - 382 4303,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=193
195,SANTIAGO VALENCIA GONZÁLEZ,Centro Cemocratico,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,santiago.valencia@camara.gov.co,(57+1) 382 3655 - 382 3657 - 382 4146,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=195
197,MARÍA FERNANDA CABAL MOLINA,Centro Cemocratico,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CABAL%20MOLINA%20MARIA%20FERNANDA_26x35.gif,maria.cabal@camara.gov.co,(57+1) 382 3388 - 382 3389 - 382 3393,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=197
199,ÁLVARO HERNÁN PRADA ARTUNDUAGA,Centro Cemocratico,HUILA,http://www.camara.gov.co/portal2011/images/stories/representantes/,alvaro.prada@camara.gov.co,(57+1) 382 5000,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=199
2,ÁNGELA MARÍA ROBLEDO GÓMEZ,Partido Alianza Verde,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ROBLEDO%20GOMEZ%20ANGELA%20MARIA_26x35.gif,angela.robledo@camara.gov.co,(57+1) 382 3590 - 382 3591 - 382 4412,http://www.facebook.com/urlnueva,http://www.twitter.com/test2nueva,2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=2
20,JOSÉ EDILBERTO CAICEDO SASTOQUE,Partido Social De Unidad Nacional,CUNDINAMARCA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CAICEDO%20SASTOQUE%20JOSE%20EDILBERTO_26x35.gif,jose.caicedo@camara.gov.co,(57+1) 382 3124 - 382 3561 - 382 3562,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=20
200,EDWARD DAVID RODRÍGUEZ RODRÍGUEZ,Centro Cemocratico,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,edward.rodriguez@camara.gov.co,(57+1) 382 3793 - 382 3794,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=200
201,SAMUEL ALEJANDRO HOYOS MEJÍA,Centro Cemocratico,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,samuel.hoyos@camara.gov.co,(57+1) 382 3642 - 382 3643 - 382 3645,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=201
202,RODRIGO LARA RESTREPO,Partido Cambio Radical,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,rodrigo.lara@camara.gov.co,(57+1) 382 5152 - 382 5173 - 382 5354,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=202
203,ANGÉLICA LISBETH LOZANO CORREA,Partido Alianza Verde,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/LOZANO%20CORREA%20ANGELICA%20LISBETH_26x35.gif,angelica.lozano@camara.gov.co,(57+1) 382 3382 - 382 3383,https://www.facebook.com/angelicalozanocorrea,https://twitter.com/angelicalozanoc,2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=203
206,LEOPOLDO SUAREZ MELO,Partido Liberal Colombiano,GUAVIARE,http://www.camara.gov.co/portal2011/images/stories/representantes/,leopoldo.suarez@camara.gov.co,(57+1) 382 3506 - 382 3512,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=206
207,PEDRO JESÚS ORJUELA GÓMEZ,Partido Liberal Colombiano,ARAUCA,http://www.camara.gov.co/portal2011/images/stories/representantes/,pedro.orjuela@camara.gov.co,(57+1) 382 3686 - 382 3687,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=207
208,AIDA MERLANO REBOLLEDO,Partido Conservador Colombiano,ATLANTICO,http://www.camara.gov.co/portal2011/images/stories/representantes/,aida.merlano@camara.gov.co,(57+1) 382 3722,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=208
209,MIGUEL ANGÉL BARRETO CASTILLO,Partido Conservador Colombiano,TOLIMA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/BARRETO%20CASTILLO%20MIGUEL%20ANGEL_26x35.gif,miguel.barreto@camara.gov.co,(57+1) 382 3178 - 382 3179 - 382 3415,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=209
210,LUIS FERNANDO URREGO CARVAJAL,Partido Conservador Colombiano,CAQUETA,http://www.camara.gov.co/portal2011/images/stories/representantes/,luis.urrego@camara.gov.co,(57+1) 382 4466 - 382 4467 - 382 4468,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=210
211,TATIANA CABELLO FLORÉZ,Centro Cemocratico,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CABELLO%20FLOREZ%20TATIANA_26x35.gif,tatiana.cabello@camara.gov.co,(57+1) 382 3559 - 382 3560,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=211
212,FEDERICO EDUARDO HOYOS SALAZAR,Centro Cemocratico,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,federico.hoyos@camara.gov.co,(57+1) 382 3517 - 382 3518,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=212
213,JOSÉ LUIS PÉREZ OYUELA,Partido Cambio Radical,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/,joseluis.perez@camra.gov.co,(57+1) 382 3281 - 382 3607,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=213
214,MARÍA EUGENIA TRIANA VARGAS,Partido Opcion Ciudadana,SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/,maria.triana@camara.gov.co,(57+1) 382 4307 - 382 4308 - 382 4345,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=214
215,ALIRIO URIBE MUÑOZ,Polo Democratico Alternativo,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,alirio.uribe.representante@gmail.com,(57+1) 382 4483 - 382 4484 - 382 4485,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=215
216,ANA PAOLA AGUDELO GARCÍA,Movimiento Mira,C.E. EXTERIOR,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/AGUDELO%20GARCIA%20ANA%20PAOLA_26x35.gif,ana.agudelo@camara.gov.co,(57+1) 382 3609 - 382 3610 - 382 3726,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=216
217,CANDELARIA PATRICIA ROJAS VERGARA,Cien Porciento Colombia,SUCRE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ROJAS%20VERGARA%20CANDELARIA%20PATRICIA_26x35.gif,candelaria.rojas@camara.gov.co,(57+1) 382 3060 - 382 3621 - 382 3622,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=217
218,ANTENOR DURAN CARRILLO,Autoridades Indigenas De Colombia,LA GUAJIRA,http://www.camara.gov.co/portal2011/images/stories/representantes/,antenor.duran@camara.gov.co,(57+1) 382 3432 - 382 4133 - 382 4482,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=218
219,OLGA LUCIA VELÁSQUEZ NIETO,Partido Liberal Colombiano,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,olga.velasquez@camara.gov.co,(57+1) 382 3653 - 382 3654,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=219
22,CARLOS GERMAN NAVAS TALERO,Polo Democratico Alternativo,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/NAVAS%20TALERO%20CARLOS%20GERMAN.1_26x35.gif,carlos.navas@camara.gov.co,(57+1) 382 3457 - 382 3458,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=22
220,FABIO ALONSO ARROYAVE BOTERO,Partido Liberal Colombiano,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ARROYAVE%20BOTERO%20FABIO%20ALONSO_26x35.gif,fabio.arroyave@camara.gov.co,(57+1) 382 3680 - 382 3681,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=220
221,SARA ELENA PIEDRAHITA LYONS,Partido Social De Unidad Nacional,CORDOBA,http://www.camara.gov.co/portal2011/images/stories/representantes/,sara.piedrahita@camara.gov.co,(57+1) 382 3270 - 382 3271 - 382 3274,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=221
222,CHRISTIAN JOSÉ MORENO VILLAMIZAR,Partido Social De Unidad Nacional,CESAR,http://www.camara.gov.co/portal2011/images/stories/representantes/,christian.moreno@camara.gov.co,(57+1) 382 3475 - 382 3476,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=222
223,ELDA LUCY CONTENTO SANZ,Partido Social De Unidad Nacional,META,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CONTENTO%20SANZ%20ELDA%20LUCY_26x35.gif,elda.contento@camara.gov.co,(57+1) 382 3684 - 382 3685,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=223
224,PIERRE EUGENIO GARCÍA JACQUIER,Centro Cemocratico,TOLIMA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/GARCIA%20JACQUIER%20PIERRE%20EUGENIO_26x35.gif,pierre.garcia@camara.gov.co,(57+1) 3492 - 382 3493,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=224
226,CIRO ALEJANDRO RAMIREZ CORTES,Centro Cemocratico,BOYACA,http://www.camara.gov.co/portal2011/images/stories/representantes/,ciro.ramirez@camara.gov.co,(57+1) 382 3430 - 382 3431,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=226
227,OSCAR DARÍO PÉREZ PINEDA,Centro Cemocratico,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,oscardario.perez@camara.gov.co,(57+1) 382 3000,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=227
230,MAURICIO GÓMEZ AMÍN,Partido Liberal Colombiano,ATLANTICO,http://www.camara.gov.co/portal2011/images/stories/representantes/,mauricio.gomez@camara.gov.co,(57+1) 382 5322 - 382 5323 - 382 5324,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=230
231,CRISTÓBAL RODRÍGUEZ HERNÁNDEZ,Partido Social De Unidad Nacional,BOYACA,http://www.camara.gov.co/portal2011/images/stories/representantes/,cristobal.rodriguez@camara.gov.co,(57+1) 382 5180,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=231
232,ÁNGEL MARÍA GAITÁN PULIDO,Partido Liberal Colombiano,TOLIMA,http://www.camara.gov.co/portal2011/images/stories/representantes/,angel.gaitan@camara.gov.co,(57+1) 382 3279 - 382 3280,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=232
233,LUCIANO GRISALES LONDOÑO,Partido Liberal Colombiano,QUINDIO,http://www.camara.gov.co/portal2011/images/stories/representantes/,luciano.grisales@camara.gov.co,(57+1) 382 3000,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=233
234,MARCO SERGIO RODRÍGUEZ MERCHÁN,Partido Liberal Colombiano,VICHADA,http://www.camara.gov.co/portal2011/images/stories/representantes/,marco.rodriguez@camara.gov.co,(57+1) 382 3000,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=234
235,FLORA PERDOMO ANDRADE,Por Un Huila Mejor,HUILA,http://www.camara.gov.co/portal2011/images/stories/representantes/,flora.perdomo@camara.gov.co,(57+1) 382 3434 - 382 3435,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=235
236,ALEXANDER GARCIA RODRIGUEZ,Partido Social De Unidad Nacional,GUAVIARE,http://www.camara.gov.co/portal2011/images/stories/representantes/,alexander.garcia@camara.gov.co,(57+1) 382 3586 - 382 3587,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=236
