id,name__nl,name__en,name__es,name__fr,name__de,name__hu,name,wikipedia__commons,wikipedia__en,wikipedia__es,wikipedia__nl,image,gender,occupation,identifier__VIAF,birth_date,identifier__parlement,twitter,original_wikiname,name__en_ca,name__en_gb,given_name,name__li,name__sv,name__nb,name__da,name__nn,name__oc,name__id,name__it,name__pl,name__af,wikipedia__af,wikipedia__de,wikipedia__fr,wikipedia__id,wikipedia__li,wikipedia__nlwikiquote,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__sv,identifier__GND,identifier__LCAuth,identifier__IMDB,identifier__freebase,website,identifier__NTA,identifier__GTAA,identifier__ISNI,name__fy,name__bar,wikipedia__fy,wikipedia__no,wikipedia__simple,identifier__DBNL,name__mg,wikipedia__mg,name__ar,wikipedia__ar,wikipedia__da,wikipedia__it,facebook,linkedin,family_name,identifier__BNF,identifier__SUDOC,identifier__senate_nl,name__fi,name__ru,name__ca,name__he,wikipedia__ca,wikipedia__fi,email,name__eo,name__nds_nl,name__ja,wikipedia__eo,wikipedia__nds_nl,wikipedia__ru,identifier__PACE,name__zh_hant,name__zh_cn,name__an,name__ast,name__br,name__co,name__cs,name__cy,name__de_at,name__de_ch,name__et,name__eu,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__is,name__kg,name__lb,name__lij,name__min,name__ms,name__nap,name__nds,name__nrm,name__pcd,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__EuroparlMEP,name__ty,name__fo,wikipedia__fo,name__fa,name__zh,name__uk,wikipedia__uk,name__bg,name__zea,wikipedia__bg,wikipedia__itwikiquote,wikipedia__pt,wikipedia__zea,noble_title,identifier__google_plus,name__sh,wikipedia__sh,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__be,name__ko,name__el,name__be_tarask,name__ka,name__tl,name__mk,name__lmo,name__sr,wikipedia__be_x_old,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__cswikiquote,wikipedia__dewikinews,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fawikiquote,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__ie,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__lmo,wikipedia__mk,wikipedia__ms,wikipedia__nds,wikipedia__ro,wikipedia__sco,wikipedia__sr,wikipedia__tl,wikipedia__tr,wikipedia__trwikinews,wikipedia__trwikiquote,wikipedia__vi,wikipedia__zh,pseudonym,identifier__NLI,identifier__NUKAT,identifier__NNDB,identifier__Munzinger,identifier__FAST,identifier__nyt_topic,identifier__quora,name__arc,wikipedia__arc,identifier__google_knowledge,name__la,wikipedia__la,name__bm,name__frc,name__jam,name__kab,name__lt,name__lv,name__pap,name__prg,name__rgn,name__vmf,wikipedia__lb,wikipedia__sk,name__ksh,name__frr,name__hrx,name__lfn,name__pdc,name__pdt,name__pfl,name__sli,name__stq,name__ckb,name__so,name__yo,name__vep,name__mr,name__qu,name__pa,name__az,name__nan,name__hy,name__th,name__hak,name__yue,name__hsb,name__mn,name__kl,wikipedia__ast,wikipedia__az,wikipedia__bewikiquote,wikipedia__ckb,wikipedia__gd,wikipedia__gl,wikipedia__hak,wikipedia__hsb,wikipedia__hy,wikipedia__io,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__nn,wikipedia__pa,wikipedia__qu,wikipedia__ruwikinews,wikipedia__so,wikipedia__srwikinews,wikipedia__sw,wikipedia__th,wikipedia__ukwikiquote,wikipedia__vep,wikipedia__vls,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__Britannica,name__ace,name__bcl,name__bs,name__cbk_zam,name__ceb,name__csb,name__diq,name__dsb,name__eml,name__ext,name__gag,name__gv,name__ha,name__haw,name__hif,name__ht,name__ig,name__ilo,name__jv,name__kaa,name__ku,name__kw,name__lad,name__mt,name__mwl,name__na,name__nah,name__nov,name__pam,name__su,name__tet,name__war,identifier__ssrn,wikipedia__nlwikinews,identifier__MGP,identifier__BIBSYS,name__kn,wikipedia__cy,identifier__NLP,identifier__GNC,name__got,wikipedia__got,identifier__bigenc_ru,wikipedia__azb,wikipedia__ur,name__azb,name__mi,name__ur,name__sq,identifier__ne_se,instagram,wikipedia__liwikiquote,wikipedia__ia
Q1960107,Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,Category:Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,https://upload.wikimedia.org/wikipedia/commons/c/c7/Angelien_Eijsink_(25749863700).jpg,female,teacher,,1960-04-01,vge7dtpnb9zp,,Angelien Eijsink,,,Angelien,,Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,Angelien Eijsink,,,,,,,,,,,,,,,,,,,,,,96410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angelien Eijsink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q196276,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Category:Gert-Jan Segers,Gert-Jan Segers,,Gert-Jan Segers,https://upload.wikimedia.org/wikipedia/commons/d/dc/Gert-Jan_Segers.jpg,male,writer,52916868,1969-07-09,vj0dhmk176e3,gertjansegers,Gert-Jan Segers,,,Gert-Jan,,,Gert-Jan Segers,,,,,,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,,,,,Gert-Jan Segers,,,136728960,n00030386,,/m/0nhjgb_,,203195213,152457,0000 0000 1946 4674,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,Gert-Jan Segers,sege018,,,,,,,,,Segers,,,,,,,,,,,,,,,,,,格特-雅恩·塞格斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gert-Jan Segers,,,,,,,,,,,,,,,,格特-贾恩·塞杰斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19801955,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,,Danai van Weerdenburg,,Danai van Weerdenburg,,female,politician,,1976-08-01,vj1xaky7wpqn,,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,,,,,,,,,,,,,,,,,1709307,,,Danai van Weerdenburg,,,,,Danai van Weerdenburg,,,,,,,,,,,mr_v_d_d_van_weerdenburg_pvv,Danai van Weerdenburg,,Danai van Weerdenburg,,,,,Danai van Weerdenburg,Danai van Weerdenburg,,,,,,,,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,Danai van Weerdenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19830701,Chantal Nijkerken-de Haan,Chantal Nijkerken-de Haan,Chantal Nijkerken-de Haan,Chantal Nijkerken-de Haan,Chantal Nijkerken-de Haan,,Chantal Nijkerken-de Haan,,Chantal Nijkerken-de Haan,Chantal Nijkerken-de Haan,Chantal Nijkerken-de Haan,,female,politician,,1973-09-18,vjpljty4h9u2,cnijkerken,Chantal Nijkerken-de Haan,,,Chantal,,,,,,,,,,,,,,,,,,,,,,,,/m/0134plz4,,,1709303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chantal Nijkerken-de Haan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chantal Nijkerken-de Haan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chantal Nijkerken-de Haan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19839084,Leendert de Lange,Leendert de Lange,,Leendert de Lange,,,Leendert de Lange,,Leendert de Lange,,Leendert de Lange,https://upload.wikimedia.org/wikipedia/commons/1/1e/Leendert_de_lange-1479286734.JPG,male,politician,,1972-11-13,vjshff8w58zs,leendertdelange,Leendert de Lange,,,Leendert,,,,,,,,,,,,,,,,,,,,,,,,/m/0134rjkx,,,255761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leendert de Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1994265,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,,Pieter Duisenberg,,Pieter Duisenberg,,male,politician,,1967-06-02,vizxd9b2ltw4,PDuisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,,,,,,,,,,,,,,/m/0n49f60,,,233249,,,Pieter Duisenberg,,,,,Pieter Duisenberg,,,,,,,,Duisenberg,,,,Pieter Duisenberg,,Pieter Duisenberg,,,,,Pieter Duisenberg,Pieter Duisenberg,,,,,,,,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,Pieter Duisenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1998445,Léonie Sazias,Léonie Sazias,,Léonie Sazias,Léonie Sazias,,Léonie Sazias,,,,Léonie Sazias,https://upload.wikimedia.org/wikipedia/commons/b/b9/Léonie_Sazias_1987b.png,female,television presenter,290022445,1957-07-21,vk96j4w7f5x0,,Léonie Sazias,,,Léonie,,Léonie Sazias,Léonie Sazias,Léonie Sazias,Léonie Sazias,,,,,,,,,,,,,,,,,,,,http://www.navaya.nl/,072625929,149671,0000 0003 9534 3382,Léonie Sazias,,Léonie Sazias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Léonie Sazias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19986193,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,,Gidi Markuszower,,Gidi Markuszower,,male,politician,,1977-10-27,viqgat15k6a4,,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,,,,,,,,,,,,,,,,,1709248,,Gidi Markuszower,Gidi Markuszower,,,,,Gidi Markuszower,,,,,,,,,,,mr_g_markuszower_pvv,Gidi Markuszower,,Gidi Markuszower,,,,,Gidi Markuszower,Gidi Markuszower,,,,,7448,,,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,,,Gidi Markuszower,,,,,,,Gidi Markuszower,,,,,,,,,,,,,,,,,,Gidi Markuszower,,Gidi Markuszower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gidi Markuszower,,,Gidi Markuszower,,Gidi Markuszower,,,Gidi Markuszower,,,Gidi Markuszower,,,Gidi Markuszower,Gidi Markuszower,,,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,,Gidi Markuszower,,Gidi Markuszower,Gidi Markuszower,,,Gidi Markuszower,,Gidi Markuszower,,,,,,Gidi Markuszower,,Gidi Markuszower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,Gidi Markuszower,,,,,,,,,,,,,,,,,,,,,
Q19988346,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,,Christine Teunissen,,Christine Teunissen,,female,politician,,1985-09-06,vjs9iul0rxj3,,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,,,,,,,,,,,,,,,,,255781,,Christine Teunissen,Christine Teunissen,,,,,Christine Teunissen,,,,,,,,Teunissen,,,drs_ch_teunissen_pvdd,Christine Teunissen,,Christine Teunissen,,,,,Christine Teunissen,Christine Teunissen,,,,,,,,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,,,Christine Teunissen,,,,,,,Christine Teunissen,,,,,,,,,,,,,,,,,,Christine Teunissen,,Christine Teunissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christine Teunissen,,,Christine Teunissen,,Christine Teunissen,,,Christine Teunissen,,,Christine Teunissen,,,Christine Teunissen,Christine Teunissen,,,Christine Teunissen,Christine Teunissen,Christine Teunissen,,Christine Teunissen,,Christine Teunissen,Christine Teunissen,,,Christine Teunissen,,Christine Teunissen,,,,,,Christine Teunissen,,Christine Teunissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,Christine Teunissen,,,,,,,,,,,,,,,,,,,,,
Q2000726,Sharon Dijksma,Sharon Dijksma,Sharon Dijksma,Sharon Dijksma,Sharon Dijksma,Sharon Dijksma,Sharon Dijksma,Category:Sharon Dijksma,Sharon Dijksma,,Sharon Dijksma,https://upload.wikimedia.org/wikipedia/commons/a/a6/Sharon_Dijksma_2013_01.jpg,female,politician,290601000,1971-04-16,vg09lll5uqzx,sharon_dijksma,Sharon Dijksma,,,Sharon,,,,,,,,,,Sharon Dijksma,Sharon Dijksma,Sharon Dijksma,,,,,,,,,,,,/m/028c19x,,174727844,93597,0000 0003 9578 6837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharon Dijksma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2007401,Ybeltje Berckmoes-Duindam,Ybeltje Berckmoes-Duindam,Ybeltje Berckmoes-Duindam,Ybeltje Berckmoes-Duindam,,Ybeltje Berckmoes-Duindam,Ybeltje Berckmoes-Duindam,,Ybeltje Berckmoes-Duindam,Ybeltje Berckmoes-Duindam,Ybeltje Berckmoes-Duindam,,female,politician,,1967-02-11,vifs19qfrczx,,Ybeltje Berckmoes-Duindam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ybeltje Berckmoes-Duindam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2008535,Anne-Wil Lucas-Smeerdijk,Anne-Wil Lucas,Anne-Wil Lucas,Anne-Wil Lucas,,Anne-Wil Lucas,Anne-Wil Lucas-Smeerdijk,,Anne-Wil Lucas,Anne-Wil Lucas,Anne-Wil Lucas,https://upload.wikimedia.org/wikipedia/commons/3/34/Anne-Wil_Lucas-Smeerdijk_21-01-2011.jpg,female,politician,,1975-01-10,vier1aauzpzy,,Anne-Wil Lucas-Smeerdijk,,,Antoinette,,,,,,,,,,,,,,,,,,,,,,,,/m/0gg4kks,http://annewillucas.vvd.nl/,,225462,,,,,,,,Anne-Wil Lucas,Anne-Wil Lucas,,,,,,,Lucas,,,,,Антуанетта Лукас,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne-Wil Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2010479,Martijn van Dam,Martijn van Dam,Martijn van Dam,Martijn van Dam,Martijn van Dam,Martijn van Dam,Martijn van Dam,Category:Martijn van Dam,Martijn van Dam,,Martijn van Dam,https://upload.wikimedia.org/wikipedia/commons/0/05/07._Martijn_van_Dam.jpg,male,politician,,1978-02-01,vge7dtphhmyi,martijnvdam,Martijn van Dam,,,Martijn,,,,,,,,,,Martijn van Dam,Martijn van Dam,,,,,,,,,,,,,/m/0dd8g0k,,,91351,,,,,,,,Martijn van Dam,Martijn van Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martijn van Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2035601,Albert van den Bosch,Albert van den Bosch,,Albert van den Bosch,Albert van den Bosch,,Albert van den Bosch,,,,Albert van den Bosch,https://upload.wikimedia.org/wikipedia/commons/f/f5/201603150001_Burgemeester_Albert_van_den_Bosch-gemeente_Zaltbommel.jpg,male,politician,,1955-09-18,vhy1g9czpizq,,Albert van den Bosch,,,Albert,,,,,,,,Albert van den Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Алберт ван ден Бос,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert van den Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2048089,Han ten Broeke,Han ten Broeke,Han ten Broeke,Han ten Broeke,Han ten Broeke,Han ten Broeke,Han ten Broeke,Category:Han ten Broeke,Han ten Broeke,,Han ten Broeke,https://upload.wikimedia.org/wikipedia/commons/1/15/Han_ten_Broeke.jpg,male,politician,,1969-03-02,vhe8aqfavex4,HanTenBroeke,Han ten Broeke,,,Han,,,,,,,,,,,,,,,,,,,,,,,,/m/0gg5k0n,,,82824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,漢·坦·布洛克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Han ten Broeke,,,,,,,,,,,,,,,,汉·滕·布罗克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categorie:Han ten Broeke,,,,,,,,,,,,,,,,,,,
