id,name,email,image,birth_date,birth_place,website,identifier__kuvendi
9639,Namik Dokle,namik.dokle@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Namik-Dokle-PS.jpg,1946-03-11,Durrës,https://www.parlament.al/deputet/namik-dokle-2/,9639
9642,Tom Doshi,tom.doshi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Tom-Doshi-NG.jpg,1966-06-06,Shkodër,https://www.parlament.al/deputet/tom-doshi/,9642
9654,Vangjel Dule,vangjel.dule@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vangjel-Dule-PBDNJ.jpg,1968-02-18,Gjirokastër,https://www.parlament.al/deputet/vangjel-dule/,9654
9664,Luan Duzha,luan.duzha@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Luan-Duzha-LSI-1.jpg,1966-11-25,Cërrik,https://www.parlament.al/deputet/luan-duzha/,9664
9669,Liljana Elmazi,liljana.elmazi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Liljana-Elmazi-PD.jpg,1966-12-29,Vlorë,https://www.parlament.al/deputet/liljana-elmazi/,9669
9687,Mimoza Hafizi,mimoza.hafizi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Mimoza-Hafizi-PS.jpg,1962-02-20,Shkodër,https://www.parlament.al/deputet/mimoza-hafizi/,9687
9689,Mimoza Hajdarmataj,mimoza.hadermataj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Mimoza-Hajdarmataj-PD.jpg,1969-01-09,Tropojë,https://www.parlament.al/deputet/mimoza-hadarmataj/,9689
9700,Vasilika Hysi,vasilika.hysi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vasilika-Hysi-PS.jpg,1963-01-13,Tiranë,https://www.parlament.al/deputet/vasilika-hysi/,9700
9703,Shpëtim Idrizi,shpetim.idrizi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Shpetim-Idrizi-PDIU.jpg,1967-07-07,Tiranë,https://www.parlament.al/deputet/shpetim-idrizi/,9703
9708,Kastriot Islami,kastriot.islami@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Kastriot-Islami-PD.jpg,1952-08-18,Tiranë,https://www.parlament.al/deputet/kastriot-islami/,9708
9710,Gjovalin Kadeli,gjovalin.kadeli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gjovalin-Kadeli-LSI-1.jpg,1964-12-26,Lezhë,https://www.parlament.al/deputet/gjovalin-kadeli/,9710
9714,Piro Kapurani,piro.kapurani@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Piro-Kapurani-LSI-1.jpg,1967-04-24,Korçë,https://www.parlament.al/deputet/piro-kapurani/,9714
9716,Roland Keta,roland.keta@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Roland-Keta-PD.jpg,1971-04-07,Bulqizë,https://www.parlament.al/deputet/roland-keta-2/,9716
9720,Irma Kopliku,irma.kopliku@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Irma-Kopliku-PD.jpg,1967-05-21,Shkodër,https://www.parlament.al/deputet/irma-kopliku/,9720
9722,Namik Kopliku,namik.kopliku@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Namik-Kopliku-PS.jpg,1959-02-21,Shkodër,https://www.parlament.al/deputet/namik-kopliku/,9722
9724,Vladimir Kosta,vladimir.kosta@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vladimir-Kosta-PS.jpg,1964-04-02,Tiranë,https://www.parlament.al/deputet/vladimir-kosta/,9724
9727,Monika Kryemadhi,monika.kryemadhi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Monika-Kryemadhi-LSI.jpg,1974-04-09,Tiranë,https://www.parlament.al/deputet/monika-kryemadhi/,9727
-9733,Valentina Leskaj,valentina.leskaj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Valentina-Leskaj-PS-1.jpg,1948-11-01,Tepelenë,https://www.parlament.al/deputet/valentina-leskaj/,9733
-9735,Piro Lutaj,piro.lutaj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Pirro-Lutaj-PS.jpg,1959-08-27,Fier,https://www.parlament.al/deputet/piro-lutaj/,9735
-9737,Pandeli Majko,pandeli.majko@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Pandeli-Majko-PS.jpg,1967-11-15,Tiranë,https://www.parlament.al/deputet/pandeli-majko/,9737
-9739,Ulsi Manja,ulsi.manja@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ulsi-Manja-PS.jpg,1973-10-05,Dibër,https://www.parlament.al/deputet/ulsi-manja-2/,9739
-9745,Ilir Meta,ilir.meta@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Kryetari_OK_Gri.jpg,1969-03-24,Skrapar,https://www.parlament.al/deputet/ilir-meta/,9745
-9750,Tahir Muhedini,tahir.muhedini@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Tahir-Muhedini-PDIU.jpg,1954-04-19,Tiranë,https://www.parlament.al/deputet/tahir-muhedini/,9750
-9755,Nard Ndoka,nard.ndoka@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Nard-Ndoka-PD.jpg,1963-05-18,Shkodër,https://www.parlament.al/deputet/nard-ndoka/,9755
-9759,Gjergji Papa,gjergji.papa@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Foto-Gjergji-Papa.jpg,1959-01-10,Korçë,https://www.parlament.al/deputet/gjergji-papa/,9759
-9769,Xhemal Qefalia,xhemal.qefalia@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Xhemal-Qefalia-PS.jpg,1963-02-27,Tiranë,https://www.parlament.al/deputet/xhemal-qefalia/,9769
-9775,Gledion Rehovica,gledion.rehovica@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gledion-Rehovica-LSI-1.jpg,1977-12-21,Berat,https://www.parlament.al/deputet/gledjon-rehovica-2/,9775
-9781,Gramoz Ruci,gramoz.ruci@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gramoz-Ruci-PS.jpg,1951-12-06,Tepelenë,https://www.parlament.al/deputet/gramoz-ruci/,9781
-9783,Genc Ruli,genc.ruli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Genc-Ruli-PD.jpg,1958-04-11,Tiranë,https://www.parlament.al/deputet/genc-ruli/,9783
-9785,Shkëlqim Selami,shkelqim.selami@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Shkelqim-Selami-LSI.jpg,1967-12-02,Vlorë,https://www.parlament.al/deputet/shkelqim-selami/,9785
-9788,Mira Shehu,mira.shehu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Mira-Shehu-PS.jpg,1973-01-19,"Çorovodë, Skrapar",https://www.parlament.al/deputet/mira-shehu/,9788
-9790,Sherefedin Shehu,sherefedin.shehu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Sherefedin-Shehu-PD.jpg,1956-05-25,Dibër,https://www.parlament.al/deputet/sheredin-shehu/,9790
-9792,Ylli Shehu,ylli.shehu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ylli-Shehu-LSI.jpg,1981-02-24,Kukës,https://www.parlament.al/deputet/ylli-shehu/,9792
-9795,Klodiana Spahiu,klodiana.spahiu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Klodiana-Spahiu-PS.jpg,1973-05-22,Durrës,https://www.parlament.al/deputet/klodiana-spahiu-2/,9795
-9797,Përparim Spahiu,perparim.spahiu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Perparim-Spahiu-LSI-1.jpg,1971-01-27,Dibër,https://www.parlament.al/deputet/perparim-spahiu-2/,9797
-9801,Paulin Sterkaj,paulin.sterkaj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Paulin-Sterkaj-PS.jpg,1961-07-05,Shkodër,https://www.parlament.al/deputet/paulin-sterkaj/,9801
-9803,Gent Strazimiri,gent.strazimiri@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gent-Strazimiri-PD.jpg,1972-10-06,Tiranë,https://www.parlament.al/deputet/gent-strazimiri-2/,9803
-9805,Rakip Suli,rakip.suli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Rakip-Suli-PS.jpg,1965-09-22,Dibër,https://www.parlament.al/deputet/rakip-suli/,9805
-9807,Jorida Tabaku,jorida.tabaku@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Jorida-Tabaku-PD.jpg,1979-07-01,Tiranë,https://www.parlament.al/deputet/jorida-tabaku/,9807
-9810,Myqerem Tafaj,myqerem.tafaj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Myqerem-Tafaj-PD.jpg,1957-11-14,Bulqizë,https://www.parlament.al/deputet/myqerem-tafaj/,9810
-9814,Vangjel Tavo,vangjel.tavo@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vangjel-Tavo-LSI.jpg,1969-12-17,Gjirokastër,https://www.parlament.al/deputet/vangjel-tavo/,9814
-9818,Jozefina Topalli,jozefina.topalli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Jozefina-Topalli-PD.jpg,"",Shkodër,https://www.parlament.al/deputet/jozefina-topalli-coba/,9818
-9820,Shkëlqim Troplini,shkelqim.troplini@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Shkelqim-Troplini-PS.jpg,1966-10-01,"",https://www.parlament.al/deputet/shkelqim-troplini-2/,9820
-9822,Musa Ulqini,musa.ulqini@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Musa-Ulqini-PS.jpg,1959-05-21,Shkodër,https://www.parlament.al/deputet/musa-ulqini/,9822
-9824,Petrit Vasili,petrit.vasili@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Petrit-Vasili-LSI-1.jpg,1958-06-04,Tiranë,https://www.parlament.al/deputet/petrit-vasili/,9824
-9829,Olta Xhaçka,olta.xhacka@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Olta-Xhacka-PS.jpg,1979-12-25,Tiranë,https://www.parlament.al/deputet/olta-xhacka/,9829
-9833,Ilir Xhakolli,ilir.xhakolli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ilir-Xhakolli-PS.jpg,1962-09-25,Pogradec,https://www.parlament.al/deputet/ilir-xhakolli/,9833
-9843,Ilirjan Pendavinji,ilirjan.pendavinji@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ilirian-Pendavinji-PS.jpg,1971-05-16,"",https://www.parlament.al/deputet/ilirjan-pendavinji/,9843
