id,name,email,image,birth_date,birth_place,website,identifier__kuvendi
13660,Ylli Ziçishti,ylli.zicishti@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Ylli-Zicishti-PS.jpg,,,https://www.parlament.al/deputet/ylli-zicishti/,13660
13664,Koço Kokëdhima,koco.kokedhima@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Koco-Kokedhima-PS.jpg,,,https://www.parlament.al/deputet/koco-kokedhima/,13664
13671,Eduart Bejko,eduart.bejko@parlament.al,https://www.parlament.al/wp-content/uploads/2016/01/Eduart-Bejko-PS.jpg,,,https://www.parlament.al/deputet/eduart-bejko/,13671
13675,Erjeta Alhysa,erjeta.alhysa@parlament.al,https://www.parlament.al/wp-content/uploads/2016/01/Edlira-Cekrezi-LSI.jpg,,,https://www.parlament.al/deputet/erjeta-alhysa-2/,13675
13688,Luljeta Arapi,luljeta.arapi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Luljeta-Arapi-PS.jpg,,,https://www.parlament.al/deputet/luljeta-arapi/,13688
14952,Mirela Ferracaku,mirela.ferracaku@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Mirela-Ferracaku-PS.jpg,,,https://www.parlament.al/deputet/mirela-ferracaku/,14952
28598,Edmond Leka,edmond.leka@parlament.al,https://www.parlament.al/wp-content/uploads/2016/06/Edmond.jpg,,,https://www.parlament.al/punonjes/edmond-leka/,28598
30023,Dhurata Çupi,dhurata.cupi@parlament.al,https://www.parlament.al/wp-content/uploads/2016/09/Dhurata---upi-OK12.jpg,,,https://www.parlament.al/punonjes/dhurata-cupi/,30023
9550,Sadri Abazi,sadri.abazi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Sadri-Abazi-PS.jpg,1957-02-10,Dibër,https://www.parlament.al/deputet/sadri-abazi/,9550
9554,Anastas Angjeli,anastas.angjeli@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Anastas-Angjeli-PS.jpg,1956-05-06,06.05.1956Vendlindja: Sarandë,https://www.parlament.al/deputet/anastas-angjeli/,9554
9556,Taulant Balla,taulant.balla@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Taulant-Balla-PS.jpg,1977-08-12,Librazhd,https://www.parlament.al/deputet/taulant-balla/,9556
9558,Besnik Baraj,besnik.baraj@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Besnik-Baraj-PS.jpg,1956-03-12,12.03.1956 Vendlindja: Tropojë,https://www.parlament.al/deputet/besnik-baraj/,9558
9560,Gentian Bejko,gentian.bejko@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gentian-Bejko-PS.jpg,1973-09-09,"",https://www.parlament.al/deputet/gentian-bejko-2/,9560
9562,Sali Berisha,sali.berisha@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Sali-Berisha-PD.jpg,,"",https://www.parlament.al/deputet/sali-berisha/,9562
9564,Robert Bitri,robert.bitri@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Robert-Bitri-LSI-1.jpg,,"",https://www.parlament.al/deputet/robert-bitri/,9564
9566,Ben Blushi,ben.blushi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Ben-Blushi-PS-1.jpg,1969-01-01,1.1.1969 Vendlindja: Tiranë,https://www.parlament.al/deputet/ben-blushi/,9566
9572,Luçiano Boçi,luciano.boc@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Luciano-Boci-PD.jpg,1967-03-26,Elbasan,https://www.parlament.al/deputet/luciano-boci/,9572
9574,Ridvan Bode,ridvan.bode@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ridvan-Bode-PD.jpg,1959-06-26,Korçë,https://www.parlament.al/deputet/ridvan-bode/,9574
9578,Gerti Bogdani,gerti.bogdani@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gerti-Bogdani-PD.jpg,1980-07-07,Tiranë,https://www.parlament.al/deputet/gerti-bogdani/,9578
9581,Erion Braçe,erion.brace@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Erion-Brace-PS.jpg,1972-04-02,2.4.1972 Vendlindja: Tiranë,https://www.parlament.al/deputet/erion-brace/,9581
9585,Spartak Braho,spartak.braho@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Spartak-Braho-LSI.jpg,1951-07-17,Durrës,https://www.parlament.al/deputet/spartak-braho/,9585
9588,Majlinda Bregu,majlinda.bregu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Majlinda-Bregu-PD.jpg,1974-05-19,Tiranë,https://www.parlament.al/deputet/majlinda-bregu/,9588
9590,Aldo Bumçi,aldo.bumci@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Aldo-Bumci-PD.jpg,1974-06-11,11.6.1974 Vendlindja: Tiranë,https://www.parlament.al/deputet/aldo-bumci/,9590
9593,Helidon Bushati,helidon.bushati@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Helidon-Bushati-PD.jpg,1973-04-08,Shkodër,https://www.parlament.al/deputet/helidon-bushati/,9593
9602,Oerd Bylykbashi,oerd.bylykbashi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Oerd-Bylykbashi-PD.jpg,1974-05-23,Durrës,https://www.parlament.al/deputet/oerd-bylykbashi-2/,9602
9604,Gjovalin Bzheta,gjovalin.bzheta@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gjovalin-Bzheta-PR.jpg,1967-08-21,Shkodër,https://www.parlament.al/deputet/gjovalin-bzhetaj/,9604
9606,Silva Caka,silva.caka@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Silva-Caka-LSI.jpg,1987-12-25,Çorovodë,https://www.parlament.al/deputet/silva-caka-2/,9606
9608,Shkëlqim Cani,shkelqim.cani@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Shkelqim-Cani-PS.jpg,1956-05-06,Tiranë,https://www.parlament.al/deputet/shkelqim-cani-2/,9608
9610,Igli Cara,igli.cara@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Igli-Cara-PD.jpg,1969-03-16,Durrës,https://www.parlament.al/deputet/igli-cara-2/,9610
9612,Parid Cara,parid.cara@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Parid-Cara-PS.jpg,1976-09-11,Kavajë,https://www.parlament.al/deputet/parid-cara/,9612
9614,Edlira Çekrezi,edlira.cekrezi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Edlira-Cekrezi-LSI.png,1971-01-08,08. 01. 1971 Vendlindja: Gramsh,https://www.parlament.al/deputet/edlira-cekrezi/,9614
9616,Agron Çela,agron.cela@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Agron-Cela-LSI-1.jpg,1969-02-05,5. 2. 1969 Vendlindja: Shkodër,https://www.parlament.al/deputet/agron-cela/,9616
9618,Bujar Çela,bujar.cela@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Bujar-Cela-PS.jpg,1960-05-14,"",https://www.parlament.al/deputet/bujar-cela/,9618
9620,Arben Çuko,arben.cuko@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Arben-Cuko-PS.jpg,1967-04-13,13.04.1967 Vendlindja: Lushnje,https://www.parlament.al/deputet/arben-cuko/,9620
9622,Arta Dade,arta.dade@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Arta-Dade-PS.jpg,1953-03-15,15.3.1953 Vendlindja: Tiranë,https://www.parlament.al/deputet/arta-dade/,9622
9624,Kozma Dashi,kozma.dashi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Kozma-Dashi-PD.jpg,1953-07-27,Fier,https://www.parlament.al/deputet/kozma-dashi/,9624
9626,Albina Deda,albina.deda@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Albina-Deda-PD-1.jpg,1969-12-20,20.12.1969 Vendlindja: Rrëshen,https://www.parlament.al/deputet/albina-deda/,9626
9627,Bujar Derveni,bujar.derveni@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Bujar-Derveni-LSI.jpg,1959-08-27,"",https://www.parlament.al/deputet/bujar-derveni-2/,9627
9635,Mesila Doda,mesila.doda@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Mesila-Doda-NG.jpg,1971-02-16,Kukës,https://www.parlament.al/deputet/mesila-doda/,9635
9639,Namik Dokle,namik.dokle@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Namik-Dokle-PS.jpg,1946-03-11,Durrës,https://www.parlament.al/deputet/namik-dokle-2/,9639
9642,Tom Doshi,tom.doshi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Tom-Doshi-NG.jpg,1966-06-06,Shkodër,https://www.parlament.al/deputet/tom-doshi/,9642
9649,Agron Duka,agron.duka@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Agron-Duka-PR.jpg,1958-01-22,22.01.1958 Vendlindja: Shijak,https://www.parlament.al/deputet/agron-duka-2/,9649
9654,Vangjel Dule,vangjel.dule@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vangjel-Dule-PBDNJ.jpg,1968-02-18,Gjirokastër,https://www.parlament.al/deputet/vangjel-dule/,9654
9664,Luan Duzha,luan.duzha@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Luan-Duzha-LSI-1.jpg,1966-11-25,Cërrik,https://www.parlament.al/deputet/luan-duzha/,9664
9669,Liljana Elmazi,liljana.elmazi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Liljana-Elmazi-PD.jpg,1966-12-29,Vlorë,https://www.parlament.al/deputet/liljana-elmazi/,9669
9678,Bashkim Fino,bashkim.fino@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Bashkim-Fino-PS.jpg,1962-10-12,12.10.1962 Vendlindja: Tiranë,https://www.parlament.al/deputet/bashkim-fino/,9678
9683,Artan Gaçi,artan.gaci@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Artan-Gaci-PS.jpg,1969-05-14,14/05/1969 Vendlindja: Tiranë,https://www.parlament.al/deputet/artan-gaci/,9683
9687,Mimoza Hafizi,mimoza.hafizi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Mimoza-Hafizi-PS.jpg,1962-02-20,Shkodër,https://www.parlament.al/deputet/mimoza-hafizi/,9687
9689,Mimoza Hajdarmataj,mimoza.hadermataj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Mimoza-Hajdarmataj-PD.jpg,1969-01-09,Tropojë,https://www.parlament.al/deputet/mimoza-hadarmataj/,9689
9690,Arbjola Halimi,arbjola.halimi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Arbjola-Halimi-PD.jpg,"",1982 Vendlindja: Elbasan,https://www.parlament.al/deputet/arbjola-halimi/,9690
9691,Eduard Halimi,eduard.halimi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Eduard-Halimi-PD.jpg,1972-12-08,08.12.1972 Vendlindja: Korçë,https://www.parlament.al/deputet/eduard-halimi-2/,9691
9695,Bedri Hoxha,bedri.hoxha@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Bedri-Hoxha-PR.jpg,1968-04-07,07.04.1968 Vendlindja: Gur i Bardhë,https://www.parlament.al/deputet/bedri-hoxha-2/,9695
9700,Vasilika Hysi,vasilika.hysi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vasilika-Hysi-PS.jpg,1963-01-13,Tiranë,https://www.parlament.al/deputet/vasilika-hysi/,9700
9703,Shpëtim Idrizi,shpetim.idrizi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Shpetim-Idrizi-PDIU.jpg,1967-07-07,Tiranë,https://www.parlament.al/deputet/shpetim-idrizi/,9703
9706,Arben Imami,arben.imami@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Arben-Imami-PD.jpg,1958-01-21,21.01.1958 Vendlindja: Tiranë,https://www.parlament.al/deputet/arben-imami/,9706
9708,Kastriot Islami,kastriot.islami@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Kastriot-Islami-PD.jpg,1952-08-18,Tiranë,https://www.parlament.al/deputet/kastriot-islami/,9708
9710,Gjovalin Kadeli,gjovalin.kadeli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gjovalin-Kadeli-LSI-1.jpg,1964-12-26,Lezhë,https://www.parlament.al/deputet/gjovalin-kadeli/,9710
9712,Dashamir Kamberi,dashamir.kamberi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Dashamir-Kamberi-PS.jpg,1951-09-27,"",https://www.parlament.al/deputet/dashamir-kamberi/,9712
9714,Piro Kapurani,piro.kapurani@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Piro-Kapurani-LSI-1.jpg,1967-04-24,Korçë,https://www.parlament.al/deputet/piro-kapurani/,9714
9716,Roland Keta,roland.keta@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Roland-Keta-PD.jpg,1971-04-07,Bulqizë,https://www.parlament.al/deputet/roland-keta-2/,9716
9717,Bujar Kllogjri,bujar.kllogjri@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Bujar-Kllogjri-LSI-1.jpg,1952-12-12,12.12.1952 Vendlindja: Librazhd,https://www.parlament.al/deputet/bujar-kllogjri/,9717
9719,Ervin Koçi,ervin.koci@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Ervin-Koci-PS.jpg,1975-04-05,5.4.1975 Vendlindja: Fier,https://www.parlament.al/deputet/ervin-koci/,9719
9720,Irma Kopliku,irma.kopliku@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Irma-Kopliku-PD.jpg,1967-05-21,Shkodër,https://www.parlament.al/deputet/irma-kopliku/,9720
9722,Namik Kopliku,namik.kopliku@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Namik-Kopliku-PS.jpg,1959-02-21,Shkodër,https://www.parlament.al/deputet/namik-kopliku/,9722
9724,Vladimir Kosta,vladimir.kosta@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vladimir-Kosta-PS.jpg,1964-04-02,Tiranë,https://www.parlament.al/deputet/vladimir-kosta/,9724
9727,Monika Kryemadhi,monika.kryemadhi@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Monika-Kryemadhi-LSI.jpg,1974-04-09,Tiranë,https://www.parlament.al/deputet/monika-kryemadhi/,9727
9731,Evis Kushi,evis.kushi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Evis-Kushi-PS.jpg,1975-10-07,07.10.1975Vendlindja: Elbasan,https://www.parlament.al/deputet/evis-kushi/,9731
9733,Valentina Leskaj,valentina.leskaj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Valentina-Leskaj-PS-1.jpg,1948-11-01,Tepelenë,https://www.parlament.al/deputet/valentina-leskaj/,9733
9735,Piro Lutaj,piro.lutaj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Pirro-Lutaj-PS.jpg,1959-08-27,Fier,https://www.parlament.al/deputet/piro-lutaj/,9735
9737,Pandeli Majko,pandeli.majko@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Pandeli-Majko-PS.jpg,1967-11-15,Tiranë,https://www.parlament.al/deputet/pandeli-majko/,9737
9739,Ulsi Manja,ulsi.manja@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ulsi-Manja-PS.jpg,1973-10-05,Dibër,https://www.parlament.al/deputet/ulsi-manja-2/,9739
9741,Andrea Marto,andrea.marto@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Andrea-Marto-PS.jpg,,05.09.1957Vendlindja:,https://www.parlament.al/deputet/andrea-marto/,9741
9743,Fatmir Mehdiu,fatmir.mehdiu@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Fatmir-Mediu-PR.jpg,1967-01-21,21.1.1967 Vendlindja: Durrës,https://www.parlament.al/deputet/fatmir-mediu/,9743
9745,Ilir Meta,ilir.meta@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Kryetari_OK_Gri.jpg,1969-03-24,Skrapar,https://www.parlament.al/deputet/ilir-meta/,9745
9747,Bedri Mihaj,bedri.mihaj@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Bedri-Mihaj-PD.jpg,1957-12-15,15.12.1957.Vendlindja: Fier,https://www.parlament.al/deputet/bedri-mihaj/,9747
9748,Florion Mima,florion.mima@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Florian-Mima-PR.jpg,1962-05-02,02.05.1962 Vendlindja: Tiranë,https://www.parlament.al/deputet/florjon-mima/,9748
9750,Tahir Muhedini,tahir.muhedini@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Tahir-Muhedini-PDIU.jpg,1954-04-19,Tiranë,https://www.parlament.al/deputet/tahir-muhedini/,9750
9752,Eduart Ndocaj,eduart.ndocaj@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Eduart-Ndocaj-PS.jpg,1975-09-18,"18.9.1975 Vendlindja: Manati, Lezhë",https://www.parlament.al/deputet/eduart-ndocaj/,9752
9755,Nard Ndoka,nard.ndoka@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Nard-Ndoka-PD.jpg,1963-05-18,Shkodër,https://www.parlament.al/deputet/nard-ndoka/,9755
9758,Edi Paloka,edi.paloka@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Edi-Paloka-PD.jpg,1965-12-23,23.12.1965Vendlindja: Tiranë,https://www.parlament.al/deputet/edi-paloka/,9758
9759,Gjergji Papa,gjergji.papa@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Foto-Gjergji-Papa.jpg,1959-01-10,Korçë,https://www.parlament.al/deputet/gjergji-papa/,9759
9761,Astrit Patozi,astrit.patozi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Astrit-Patozi-PD-1.jpg,1964-07-22,"",https://www.parlament.al/deputet/astrit-patozi/,9761
9764,Dashamir Peza,dashamir.peza@parlament.al,https://www.parlament.al/wp-content/uploads/2016/01/Dashamir-Peza-PS.jpg,1960-03-19,19.03.1960Vendlindja: Tiranë,https://www.parlament.al/deputet/dashamir-peza/,9764
9765,Genc Pollo,genc.pollo@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Genc-Pollo-PD.jpg,"",1963 Vendlindja: Tiranë,https://www.parlament.al/deputet/genc-pollo-2/,9765
9767,Armando Prenga,armando.prenga@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Armando-Prenga-PS.jpg,1974-06-26,26.06.1974 Vendlindja: Laç,https://www.parlament.al/deputet/armando-prenga/,9767
9769,Xhemal Qefalia,xhemal.qefalia@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Xhemal-Qefalia-PS.jpg,1963-02-27,Tiranë,https://www.parlament.al/deputet/xhemal-qefalia/,9769
9772,Eleina Qirici,eleina.qirici@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Elena-Qirici-PD.jpg,1971-01-22,22.01.1971 Vendlindja: Korçë,https://www.parlament.al/deputet/eleina-qirici/,9772
9773,Edi Rama,edi.rama@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Edi-Rma-PS.jpg,1964-07-04,4.7.1964Vendlindja: Tiranë,https://www.parlament.al/deputet/edi-rama/,9773
9775,Gledion Rehovica,gledion.rehovica@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gledion-Rehovica-LSI-1.jpg,1977-12-21,Berat,https://www.parlament.al/deputet/gledjon-rehovica-2/,9775
9777,Adelina Rista,adelina.rista@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Adelina-Rista-PS.jpg,1957-12-10,10.12.1957. Vendlindja: Durrës,https://www.parlament.al/deputet/adelina-rista/,9777
9780,Arben Ristani,arben.ristani@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Arben-Ristani-PD.jpg,1969-03-29,29.03.1969Vendlindja: Tiranë,https://www.parlament.al/deputet/arben-ristani/,9780
9781,Gramoz Ruci,gramoz.ruci@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gramoz-Ruci-PS.jpg,1951-12-06,Tepelenë,https://www.parlament.al/deputet/gramoz-ruci/,9781
9783,Genc Ruli,genc.ruli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Genc-Ruli-PD.jpg,1958-04-11,Tiranë,https://www.parlament.al/deputet/genc-ruli/,9783
9785,Shkëlqim Selami,shkelqim.selami@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Shkelqim-Selami-LSI.jpg,1967-12-02,Vlorë,https://www.parlament.al/deputet/shkelqim-selami/,9785
9786,Eduard Shalsi,eduard.shalsi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Eduart-Shalsi-PS.jpg,1968-04-01,01. 04. 1968 Vendlindja: Korçë,https://www.parlament.al/deputet/eduard-shalsi-2/,9786
9788,Mira Shehu,mira.shehu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Mira-Shehu-PS.jpg,1973-01-19,"Çorovodë, Skrapar",https://www.parlament.al/deputet/mira-shehu/,9788
9790,Sherefedin Shehu,sherefedin.shehu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Sherefedin-Shehu-PD.jpg,1956-05-25,Dibër,https://www.parlament.al/deputet/sheredin-shehu/,9790
9792,Ylli Shehu,ylli.shehu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ylli-Shehu-LSI.jpg,1981-02-24,Kukës,https://www.parlament.al/deputet/ylli-shehu/,9792
9793,Esmeralda Shkjau,esmeralda.shkjau@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Esmeralda-Shkjau-PS.jpg,1983-07-24,"24.07.1983Vendlindja: Fushë-Arrëz, Pukë",https://www.parlament.al/deputet/esmeralda-shkjau-2/,9793
9795,Klodiana Spahiu,klodiana.spahiu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Klodiana-Spahiu-PS.jpg,1973-05-22,Durrës,https://www.parlament.al/deputet/klodiana-spahiu-2/,9795
9797,Përparim Spahiu,perparim.spahiu@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Perparim-Spahiu-LSI-1.jpg,1971-01-27,Dibër,https://www.parlament.al/deputet/perparim-spahiu-2/,9797
9799,Edmond Spaho,edmond.spaho@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Edmond-Spaho-PD.jpg,1958-11-14,14.11.1958Vendlindja: Tiranë,https://www.parlament.al/deputet/edmond-spaho/,9799
9801,Paulin Sterkaj,paulin.sterkaj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Paulin-Sterkaj-PS.jpg,1961-07-05,Shkodër,https://www.parlament.al/deputet/paulin-sterkaj/,9801
9803,Gent Strazimiri,gent.strazimiri@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Gent-Strazimiri-PD.jpg,1972-10-06,Tiranë,https://www.parlament.al/deputet/gent-strazimiri-2/,9803
9805,Rakip Suli,rakip.suli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Rakip-Suli-PS.jpg,1965-09-22,Dibër,https://www.parlament.al/deputet/rakip-suli/,9805
9807,Jorida Tabaku,jorida.tabaku@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Jorida-Tabaku-PD.jpg,1979-07-01,Tiranë,https://www.parlament.al/deputet/jorida-tabaku/,9807
9810,Myqerem Tafaj,myqerem.tafaj@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Myqerem-Tafaj-PD.jpg,1957-11-14,Bulqizë,https://www.parlament.al/deputet/myqerem-tafaj/,9810
9812,Dashamir Tahiri,dashamir.tahiri@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Dashamir-Tahiri-PDIU.jpg,1966-09-16,16.09.1966 Vendlindja: Vlorë,https://www.parlament.al/deputet/dashamir-tahiri/,9812
