iddiputado,name,sort_name,given_name,family_name,gender,party,faction_id,faction,source,dob,term,start_date,end_date,email,twitter,facebook,phone,fax,constituency,photo,id
,María Pilar Lucio Carrasco,"Lucio Carrasco, María Pilar",María Pilar,Lucio Carrasco,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=111,,10,,,"","","","","",Cáceres,"",10_111
,Francisco González Cabaña,"González Cabaña, Francisco",Francisco,González Cabaña,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=114&idLegislatura=10,,10,,,"","","","","",Cádiz,"",10_114
,Leire Iglesias Santiago,"Iglesias Santiago, Leire",Leire,Iglesias Santiago,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=115&idLegislatura=10,,10,,,"","","","","",Cáceres,"",10_115
,José Antonio Viera Chacón,"Viera Chacón, José Antonio",José Antonio,Viera Chacón,male,GMx,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=116&idLegislatura=10,,10,,,"","","","","",Sevilla,"",10_116
,Antonio Pradas Torres,"Pradas Torres, Antonio",Antonio,Pradas Torres,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=117,,10,,,"","","","","",Sevilla,"",10_117
,Felipe Jesús Sicilia Alférez,"Sicilia Alférez, Felipe Jesús",Felipe Jesús,Sicilia Alférez,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=122,,10,,,"","","","","",Jaén,"",10_122
,Magdalena Valerio Cordero,"Valerio Cordero, Magdalena",Magdalena,Valerio Cordero,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=124&idLegislatura=10,,10,,,"","","","","",Guadalajara,"",10_124
,María del Puerto Gallego Arriola,"Gallego Arriola, María del Puerto",María del Puerto,Gallego Arriola,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=127,,10,,,"","","","","",Cantabria,"",10_127
,Alberto Ruiz-Gallardón Jiménez,"Ruiz-Gallardón Jiménez, Alberto",Alberto,Ruiz-Gallardón Jiménez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=129&idLegislatura=10,,10,,,"","","","","",Madrid,"",10_129
,María José Rodríguez Ramírez,"Rodríguez Ramírez, María José",María José,Rodríguez Ramírez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=130&idLegislatura=10,,10,,,"","","","","",Huelva,"",10_130
,Patricia Hernández Gutiérrez,"Hernández Gutiérrez, Patricia",Patricia,Hernández Gutiérrez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=131&idLegislatura=10,,10,,,"","","","","",Santa Cruz de Tenerife,"",10_131
,Sebastián Franquis Vera,"Franquis Vera, Sebastián",Sebastián,Franquis Vera,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=132,,10,,,"","","","","",Las Palmas,"",10_132
,Alfredo Prada Presa,"Prada Presa, Alfredo",Alfredo,Prada Presa,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=134&idLegislatura=10,,10,,,"","","","","",León,"",10_134
,Irene Garrido Valenzuela,"Garrido Valenzuela, Irene",Irene,Garrido Valenzuela,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=138,,10,,,"","","","","",Pontevedra,"",10_138
,María Paz Lago Martínez,"Lago Martínez, María Paz",María Paz,Lago Martínez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=139&idLegislatura=10,,10,,,"","","","","",Pontevedra,"",10_139
,Gema Conde Martínez,"Conde Martínez, Gema",Gema,Conde Martínez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=14&idLegislatura=10,,10,,,"","","","","",Burgos,"",10_14
,Sofía Hernanz Costa,"Hernanz Costa, Sofía",Sofía,Hernanz Costa,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=141,,10,,,"","","","","",Illes Balears,"",10_141
,Guillem García Gasulla,"García Gasulla, Guillem",Guillem,García Gasulla,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=142&idLegislatura=10,,10,,,"","","","","",Illes Balears,"",10_142
,Carlos Enrique Muñoz Obón,"Muñoz Obón, Carlos Enrique",Carlos Enrique,Muñoz Obón,male,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=147&idLegislatura=10,,10,,,"","","","","",Teruel,"",10_147
,María Teresa Angulo Romero,"Angulo Romero, María Teresa",María Teresa,Angulo Romero,female,PP-EU,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=148,,10,,,"","","","","",Badajoz,"",10_148
,Leopoldo Barreda de los Ríos,"Barreda de los Ríos, Leopoldo",Leopoldo,Barreda de los Ríos,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=149,,10,,,"","","","","",Bizkaia,"",10_149
,Beatriz Marta Escudero Berzal,"Escudero Berzal, Beatriz Marta",Beatriz Marta,Escudero Berzal,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=15,,10,,,"","","","","",Segovia,"",10_15
,Guillermo Antonio Meijón Couselo,"Meijón Couselo, Guillermo Antonio",Guillermo Antonio,Meijón Couselo,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=153,,10,,,"","","","","",Pontevedra,"",10_153
,Rocío López González,"López González, Rocío",Rocío,López González,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=154&idLegislatura=10,,10,,,"","","","","",Toledo,"",10_154
,Miguel Ángel Cortizo Nieto,"Cortizo Nieto, Miguel Ángel",Miguel Ángel,Cortizo Nieto,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=157&idLegislatura=10,,10,,,"","","","","",A Coruña,"",10_157
,Pedro Ramón Gómez de la Serna y Villacieros,"Gómez de la Serna y Villacieros, Pedro Ramón",Pedro Ramón,Gómez de la Serna y Villacieros,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=16,,10,,,"","","","","",Segovia,"",10_16
,Tomás Valeriano Gómez Sánchez,"Gómez Sánchez, Tomás Valeriano",Tomás Valeriano,Gómez Sánchez,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=161&idLegislatura=10,,10,,,"","","","","",Madrid,"",10_161
,Carles Pàramo i Ponsetí,"Pàramo i Ponsetí, Carles",Carles,Pàramo i Ponsetí,male,CiU,CiU,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=163&idLegislatura=10,,10,,,"","","","","",Girona,"",10_163
,José Manuel Soria López,"Soria López, José Manuel",José Manuel,Soria López,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=168,,10,,,"","","","","",Las Palmas,"",10_168
,Joaquín Francisco Puig Ferrer,"Puig Ferrer, Joaquín Francisco",Joaquín Francisco,Puig Ferrer,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=17&idLegislatura=10,,10,,,"","","","","",Castellón,"",10_17
,Manuel Luis Torres Herrera,"Torres Herrera, Manuel Luis",Manuel Luis,Torres Herrera,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=170&idLegislatura=10,,10,,,"","","","","",Santa Cruz de Tenerife,"",10_170
,Ernesto Aguiar Rodríguez,"Aguiar Rodríguez, Ernesto",Ernesto,Aguiar Rodríguez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=171,,10,,,"","","","","",Santa Cruz de Tenerife,"",10_171
,Matilde Pastora Asian González,"Asian González, Matilde Pastora",Matilde Pastora,Asian González,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=172,,10,,,"","","","","",Las Palmas,"",10_172
,Celia Alberto Pérez,"Alberto Pérez, Celia",Celia,Alberto Pérez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=173&idLegislatura=10,,10,,,"","","","","",Las Palmas,"",10_173
,Águeda Fumero Roque,"Fumero Roque, Águeda",Águeda,Fumero Roque,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=175&idLegislatura=10,,10,,,"","","","","",Santa Cruz de Tenerife,"",10_175
,Francisco Domingo Cabrera García,"Cabrera García, Francisco Domingo",Francisco Domingo,Cabrera García,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=176,,10,,,"","","","","",Las Palmas,"",10_176
,Isabel María Borrego Cortés,"Borrego Cortés, Isabel María",Isabel María,Borrego Cortés,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=18,,10,,,"","","","","",Illes Balears,"",10_18
,Bibiano Serrano Calurano,"Serrano Calurano, Bibiano",Bibiano,Serrano Calurano,male,PP-EU,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=180&idLegislatura=10,,10,,,"","","","","",Badajoz,"",10_180
,Daniel Serrano Coronado,"Serrano Coronado, Daniel",Daniel,Serrano Coronado,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=181&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_181
,Gaspar Carlos Zarrías Arévalo,"Zarrías Arévalo, Gaspar Carlos",Gaspar Carlos,Zarrías Arévalo,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=186&idLegislatura=10,,10,,,"","","","","",Jaén,"",10_186
,Alfonso de Senillosa Ramoneda,"Senillosa Ramoneda, Alfonso de",Alfonso de,Senillosa Ramoneda,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=188&idLegislatura=10,,10,,,"","","","","",Madrid,"",10_188
,Pilar Cortés Bureta,"Cortés Bureta, Pilar",Pilar,Cortés Bureta,female,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=189,,10,,,"","","","","",Zaragoza,"",10_189
,Marc Solsona Aixalà,"Solsona Aixalà, Marc",Marc,Solsona Aixalà,male,CiU,CiU,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=190&idLegislatura=10,,10,,,"","","","","",LLeida,"",10_190
,Martí Barberà i Montserrat,"Barberà i Montserrat, Martí",Martí,Barberà i Montserrat,male,CiU,CiU,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=193&idLegislatura=10,,10,,,"","","","","",Tarragona,"",10_193
,Lourdes Ciuró i Buldó,"Ciuró i Buldó, Lourdes",Lourdes,Ciuró i Buldó,female,CiU,CiU,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=197,,10,,,"","","","","",Barcelona,"",10_197
,Antoni Picó i Azanza,"Picó i Azanza, Antoni",Antoni,Picó i Azanza,male,CiU,CiU,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=199&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_199
,Joan Coscubiela Conesa,"Coscubiela Conesa, Joan",Joan,Coscubiela Conesa,male,ICV,GIP,G.P. La Izquierda Plural,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=202&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_202
,Pablo García Pérez,"García Pérez, Pablo",Pablo,García Pérez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=209&idLegislatura=10,,10,,,"","","","","",Granada,"",10_209
,María Aránzazu Miguélez Pariente,"Miguélez Pariente, María Aránzazu",María Aránzazu,Miguélez Pariente,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=210&idLegislatura=10,,10,,,"","","","","",León,"",10_210
,José María Alonso Ruiz,"Alonso Ruiz, José María",José María,Alonso Ruiz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=225&idLegislatura=10,,10,,,"","","","","",Cantabria,"",10_225
,Enrique Álvarez Sostres,"Álvarez Sostres, Enrique",Enrique,Álvarez Sostres,male,FORO,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=226&idLegislatura=10,,10,,,"","","","","",Asturias,"",10_226
,Joan Josep Nuet Pujals,"Nuet Pujals, Joan Josep",Joan Josep,Nuet Pujals,male,EUiA,GIP,G.P. La Izquierda Plural,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=227&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_227
,María Blanca Puyuelo del Val,"Puyuelo del Val, María Blanca",María Blanca,Puyuelo del Val,female,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=231&idLegislatura=10,,10,,,"","","","","",Huesca,"",10_231
,Manuel Mora Bernat,"Mora Bernat, Manuel",Manuel,Mora Bernat,male,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=232&idLegislatura=10,,10,,,"","","","","",Huesca,"",10_232
,Joaquín Villanova Rueda,"Villanova Rueda, Joaquín",Joaquín,Villanova Rueda,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=234&idLegislatura=10,,10,,,"","","","","",Málaga,"",10_234
,Carolina España Reina,"España Reina, Carolina",Carolina,España Reina,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=235,,10,,,"","","","","",Málaga,"",10_235
,Margarita del Carmen del Cid Muñoz,"Cid Muñoz, Margarita del Carmen del",Margarita del Carmen del,Cid Muñoz,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=236&idLegislatura=10,,10,,,"","","","","",Málaga,"",10_236
,Joan Rangel Tarrés,"Rangel Tarrés, Joan",Joan,Rangel Tarrés,male,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=240&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_240
,Arantza Tapia Otaegi,"Tapia Otaegi, Arantza",Arantza,Tapia Otaegi,female,EAJ-PNV,EAJ-PNV,G.P. Vasco,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=248&idLegislatura=10,,10,,,"","","","","",Gipuzkoa,"",10_248
,María Ascensión Carreño Fernández,"Carreño Fernández, María Ascensión",María Ascensión,Carreño Fernández,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=249,,10,,,"","","","","",Murcia,"",10_249
,María Luz Bajo Prieto,"Bajo Prieto, María Luz",María Luz,Bajo Prieto,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=250,,10,,,"","","","","",Madrid,"",10_250
,José Zaragoza Alonso,"Zaragoza Alonso, José",José,Zaragoza Alonso,male,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=253,,10,,,"","","","","",Barcelona,"",10_253
,Belén Hoyo Juliá,"Hoyo Juliá, Belén",Belén,Hoyo Juliá,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=254,,10,,,"","","","","",Valencia,"",10_254
,José Miguel Castillo Calvín,"Castillo Calvín, José Miguel",José Miguel,Castillo Calvín,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=256&idLegislatura=10,,10,,,"","","","","",Granada,"",10_256
,José Alberto Martín-Toledano Suárez,"Martín-Toledano Suárez, José Alberto",José Alberto,Martín-Toledano Suárez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=259,,10,,,"","","","","",Ciudad Real,"",10_259
,Ricardo Sixto Iglesias,"Sixto Iglesias, Ricardo",Ricardo,Sixto Iglesias,male,EUPV,GIP,G.P. La Izquierda Plural,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=260,,10,,,"","","","","",Valencia,"",10_260
,Tristana María Moraleja Gómez,"Moraleja Gómez, Tristana María",Tristana María,Moraleja Gómez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=263,,10,,,"","","","","",A Coruña,"",10_263
,Marta González Vázquez,"González Vázquez, Marta",Marta,González Vázquez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=264,,10,,,"","","","","",A Coruña,"",10_264
,Laura Carmen Seara Sobrado,"Seara Sobrado, Laura Carmen",Laura Carmen,Seara Sobrado,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=269&idLegislatura=10,,10,,,"","","","","",Ourense,"",10_269
,Concepció Veray Cama,"Veray Cama, Concepció",Concepció,Veray Cama,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=274&idLegislatura=10,,10,,,"","","","","",Girona,"",10_274
,Joan Baldoví Roda,"Baldoví Roda, Joan",Joan,Baldoví Roda,male,COMPROMÍS-Q,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=275,,10,,,"","","","","",Valencia,"",10_275
,Alejandro Fernández Álvarez,"Fernández Álvarez, Alejandro",Alejandro,Fernández Álvarez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=279&idLegislatura=10,,10,,,"","","","","",Tarragona,"",10_279
,Antonio Hurtado Zurera,"Hurtado Zurera, Antonio",Antonio,Hurtado Zurera,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=28,,10,,,"","","","","",Córdoba,"",10_28
,Jaime Eduardo de Olano Vela,"Olano Vela, Jaime Eduardo de",Jaime Eduardo de,Olano Vela,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=280,,10,,,"","","","","",Lugo,"",10_280
,Silvia Heredia Martín,"Heredia Martín, Silvia",Silvia,Heredia Martín,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=281,,10,,,"","","","","",Sevilla,"",10_281
,Antonio Cantó García del Moral,"Cantó García del Moral, Antonio",Antonio,Cantó García del Moral,male,UPyD,GUPyD,G.P. Unión Progreso y Democracia,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=282,,10,,,"","","","","",Valencia,"",10_282
