id,given_name,family_name,party,party_id,source,name,constituency,email,homepage,image,memberships,term
altulsa,Ulla,Sandbæk,The Alternative,A726CCAA-9968-4DCE-A6CD-972D6BFA0934,http://www.thedanishparliament.dk/Members/altulsa.aspx,Ulla Sandbæk,Greater Copenhagen,ulla.sandbak@ft.dk,http://www.facebook.com/UllaSandbaekAlternativet,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/ALT/Ulla%20Sandbaek/Ulla_Sandbaek_133.jpg.ashx,Member of Parliament for the Alternative in Greater Copenhagen greater constituency from June 18th 2015.+++Candidate for the Alternative in all nomination districts in the constituency .,2015
brigitte-klintskov-jerkel,Brigitte,Klintskov Jerkel,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/brigitte-klintskov-jerkel.aspx,Brigitte Klintskov Jerkel,Zealand,Brigitte.Jerkel@ft.dk,"","",Temporary Member of Parliament for the Conservative Party in Zealand greater constituency  from December 15th 2016 (substitute for Brian Mikkelsen).,2015
carsten-kudsk,Carsten,Kudsk,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/carsten-kudsk.aspx,Carsten Kudsk,Funen,carsten.kudsk@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Carsten%20Kudsk/Carsten_Kudsk_133.jpg.ashx,Temporary Member of Parliament for the Danish People's Party in Funen greater constituency  from October 4th 2016 (substitute for Alex Ahrendtsen).+++Temporary Member of Parliament for the Danish People's Party in Funen greater constituency  from October 21st 2015 to November 6th 2015 (substitute for Alex Ahrendtsen).,2015
dfalah,Alex,Ahrendtsen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfalah.aspx,Alex Ahrendtsen,Funen,dfalah@ft.dk,http://www.aahr.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/DF/Alex_Ahrendtsen/Alex_AhrendtsenX133.jpg.ashx,Member of Parliament for the Danish People's Party in Funen greater constituency from September 15th 2011.+++Candidate for the Danish People's Party in Odense South nomination district  from 2007.+++Candidate for the Danish People's Party in Svendborg nomination district  from 2001 to 2007.,2015
dfbenb,Bent,Bøgsted,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfbenb.aspx,Bent Bøgsted,North Jutland,dfbenb@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Bent%20Bogsted/Bent_Bogsted_133.jpg.ashx,Member of Parliament for the Danish People's Party in North Jutland greater constituency from November 13th 2007.+++Member of Parliament for the Danish People's Party in North Jutland County constituency  from November 20th 2001 to November 13th 2007.+++Candidate for the Danish People's Party in Frederikshavn nomination district  from 2010.+++Candidate for the Danish People's Party in Brønderslev nomination district  from 2007 to 2010.+++Candidate for the Danish People's Party in Fjerritslev nomination district  from 2004 to 2007.+++Candidate for the Danish People's Party in Aalborg East nomination district  from 2004 to 2007.+++Candidate for the Danish People's Party in Hobro nomination district  from 2001 to 2004.,2015
dfchla,Christian,Langballe,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfchla.aspx,Christian Langballe,Western Jutland,christian.langballe@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Christian%20Langballe/Christian_Langballe_133.jpg.ashx,Member of Parliament for the Danish People's Party in Western Jutland greater constituency from September 15th 2011.+++Candidate for the Danish People's Party in Viborg East nomination district  from 2010.,2015
dfckha,Claus Kvist,Hansen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfckha.aspx,Claus Kvist Hansen,East Jutland,claus.kvist.hansen@ft.dk,http://www.clauskvist.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Claus%20Kvist%20Hansen/Claus_Kvist_Hansen_133.jpg.ashx,Member of Parliament for the Danish People's Party in East Jutland greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Randers South nomination district  from 2014.+++Candidate for the Danish People's Party in Randers South nomination district  from 2010 to 2011.,2015
dfdefl,Dennis,Flydtkjær,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfdefl.aspx,Dennis Flydtkjær,Western Jutland,dennis.flydtkjaer@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Dennis%20Flydtkjaer/Dennis_Flydtkjaer_133.jpg.ashx,Member of Parliament for the Danish People's Party in Western Jutland greater constituency from September 15th 2011.+++Temporary Member of Parliament for the Danish People's Party in Western Jutland greater constituency  from November 20th 2008 to January 31st 2010 (substitute for Christian H. Hansen).+++Temporary Member of Parliament for the Danish People's Party in Ringkøbing County constituency  from May 23rd 2006 to June 2nd 2006 (substitute for Christian H. Hansen).+++Candidate for the Danish People's Party in Ringkøbing nomination district  from 2010.+++Candidate for the Danish People's Party in Silkeborg South nomination district  from 2007 to 2010.+++Candidate for the Danish People's Party in Ringkøbing nomination district  from 2004 to 2007.,2015
dfdoul,Dorthe,Ullemose,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfdoul.aspx,Dorthe Ullemose,Funen,dorthe.ullemose@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Dorthe%20Ullemose/Dorthe_Ullemose_133.jpg.ashx,Member of Parliament for the Danish People's Party in Funen greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Svendborg nomination district  from 2015.,2015
dfhaks,Hans Kristian,Skibby,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfhaks.aspx,Hans Kristian Skibby,East Jutland,hans.skibby@ft.dk,http://www.hk-skibby.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Hans%20Kristian%20Skibby/Hans_Kristian_Skibby_133.jpg.ashx,Member of Parliament for the Danish People's Party in East Jutland greater constituency from November 13th 2007.+++Member of Parliament for the Danish People's Party in Vejle County constituency  from February 8th 2005 to November 13th 2007.+++Temporary Member of Parliament for the Danish People's Party in Vejle County constituency  from April 16th 2002 to May 31st 2002.+++Candidate for the Danish People's Party in Horsens nomination district  from 2004.+++Candidate for the Danish People's Party in Juelsminde nomination district  from 2004 to 2006.+++Candidate for the Danish People's Party in Vejle nomination district  from 2000 to 2004.,2015
dfhebr,Henrik,Brodersen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfhebr.aspx,Henrik Brodersen,Zealand,henrik.brodersen@ft.dk,http://www.brodersen-df.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Henrik%20Brodersen/Henrik_Brodersen_133.jpg.ashx,Member of Parliament for the Danish People's Party in Zealand greater constituency from June 18th 2015.+++Member of Parliament for the Danish People's Party in Zealand greater constituency  from November 13th 2007 to September 15th 2011.+++Temporary Member of Parliament for the Danish People's Party in West Zealand County constituency  from March 13th 2007 to May 28th 2007.+++Temporary Member of Parliament for the Danish People's Party in West Zealand County constituency  from October 27th 2005 to November 4th 2005.+++Temporary Member of Parliament for the Danish People's Party in West Zealand County constituency  from March 1st 2005 to June 16th 2005.+++Candidate for the Danish People's Party in Fakse nomination district  from 2013.+++Candidate for the Danish People's Party in Lolland nomination district  from 2010 to 2013.+++Candidate for the Danish People's Party in Holbæk nomination district  from 2004 to 2006.+++Candidate for the Danish People's Party in Roskilde nomination district  2007.,2015
dfibpo,Ib,Poulsen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfibpo.aspx,Ib Poulsen,North Jutland,ib.poulsen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Ib%20Poulsen/Ib_Poulsen_133.jpg.ashx,Member of Parliament for the Danish People's Party in North Jutland greater constituency from June 18th 2015.+++Member of Parliament for the Danish People's Party in North Jutland greater constituency  from November 13th 2007 to September 15th 2011.+++Temporary Member of Parliament for the Danish People's Party in North Jutland greater constituency  from January 20th 2015 to February 27th 2015 (substitute for Morten Marinus).+++Candidate for the Danish People's Party in Hjørring nomination district  from 2014.+++Candidate for the Danish People's Party in Kjellerup nomination district  from 2005 to 2006.+++Candidate for the Danish People's Party in Thisted nomination district  2011.+++Candidate for the Danish People's Party in Aalborg East nomination district  2007.,2015
dfjarc,Jan Rytkjær,Callesen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfjarc.aspx,Jan Rytkjær Callesen,South Jutland,jan.callesen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Jan%20Rytkjaer%20Callesen/Jan_Rytkjaer_Callesen_133.jpg.ashx,Member of Parliament for the Danish People's Party in South Jutland greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Sønderborg nomination district  from 2014.,2015
dfjeht,Jens Henrik Thulesen,Dahl,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfjeht.aspx,Jens Henrik Thulesen Dahl,Funen,dfjeht@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Jens%20Henrik%20Thulsesen%20Dahl/Jens_Henrik_Thulesen_Dahl_133.jpg.ashx,Member of Parliament for the Danish People's Party in Funen greater constituency from September 15th 2011.+++Candidate for the Danish People's Party in Assens nomination district  from 2010.,2015
dfjeja,Jeppe,Jakobsen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfjeja.aspx,Jeppe Jakobsen,Zealand,jeppe.jakobsen@ft.dk,http://www.jeppe-jakobsen.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Jeppe%20Jakobsen/Jeppe_Jakobsen_133.jpg.ashx,Member of Parliament for the Danish People's Party in Zealand greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Holbæk nomination district  from 2013.+++Candidate for the Danish People's Party in Slagelse nomination district  from 2009 to 2013.+++Candidate for the Danish People's Party in Holbæk nomination district  from 2007 to 2009.,2015
dfjeme,Jan Erik,Messmann,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfjeme.aspx,Jan Erik Messmann,North Zealand,jan.messmann@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Jan-Erik%20Messmann/Jan-Erik_Messmann_133.jpg.ashx,Member of Parliament for the Danish People's Party in North Zealand greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Rudersdal nomination district  from 2013.,2015
dfkaad,Karina,Adsbøl,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfkaad.aspx,Karina Adsbøl,South Jutland,karina.adsbol@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/DF/Karina_Adsboel/Karina_Adsboelx133.jpg.ashx,Member of Parliament for the Danish People's Party in South Jutland greater constituency from September 15th 2011.+++Candidate for the Danish People's Party in Kolding South nomination district  from 2013.+++Candidate for the Danish People's Party in Kolding North nomination district  from 2010 to 2013.,2015
dfkadu,Karina,Due,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfkadu.aspx,Karina Due,Western Jutland,karina.due@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Karina%20Due/Karina_Due_133.jpg.ashx,Member of Parliament for the Danish People's Party in Western Jutland greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Silkeborg North nomination district  from 2011.,2015
dfkarn,Karin,Nødgaard,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfkarn.aspx,Karin Nødgaard,Zealand,dfkarn@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Karin%20Nodgaard/Karin_Nodgaard_133.jpg.ashx,Member of Parliament for the Danish People's Party in Zealand greater constituency from September 15th 2011.+++Member of Parliament for the Danish People's Party in South Jutland greater constituency  from November 13th 2007 to September 15th 2011.+++Member of Parliament for the Danish People's Party in Ribe County constituency  from February 8th 2005 to November 13th 2007.+++Candidate for the Danish People's Party in Slagelse nomination district  from 2013.+++Candidate for the Danish People's Party in Ringsted nomination district  from 2010 to 2013.+++Candidate for the Danish People's Party in Greater Esbjerg nomination district  from 2007 to 2010.+++Candidate for the Danish People's Party in Esbjerg nomination district  from 2004 to 2006.+++Candidate for the Danish People's Party in Ribe nomination district  from 2004 to 2006.+++Candidate for the Danish People's Party in Varde nomination district  2001.,2015
dfkekr,Kenneth Kristensen,Berth,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfkekr.aspx,Kenneth Kristensen Berth,Greater Copenhagen,kenneth.kristensen.berth@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Kenneth%20Kristensen%20Berth/Kenneth_Kristensen_Berth_133.jpg.ashx,Member of Parliament for the Danish People's Party in Greater Copenhagen greater constituency from June 18th 2015.+++Temporary Member of Parliament for the Danish People's Party in Greater Copenhagen greater constituency  from October 22nd 2014 to November 7th 2014 (substitute for Søren Espersen).+++Temporary Member of Parliament for the Danish People's Party in Greater Copenhagen greater constituency  from February 22nd 2011 to March 6th 2011 (substitute for Søren Espersen).+++Candidate for the Danish People's Party in Taastrup nomination district  from 2010.+++Candidate for the Danish People's Party in Brøndby nomination district  from 2006 to 2010.+++Candidate for the Danish People's Party in Ballerup nomination district  from 2004 to 2006.+++Candidate for the Danish People's Party in Skanderborg nomination district  2001.+++Candidate for the Danish People's Party in Århus South nomination district  1998.,2015
dfkich,Kim,Christiansen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfkich.aspx,Kim Christiansen,East Jutland,kim.christiansen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Kim%20Christiansen/Kim_Christiansen_133.jpg.ashx,Member of Parliament for the Danish People's Party in East Jutland greater constituency from November 13th 2007.+++Member of Parliament for the Danish People's Party in Århus County constituency  from February 8th 2005 to November 13th 2007.+++Candidate for the Danish People's Party in Djurs nomination district  from 2010.+++Candidate for the Danish People's Party in Skanderborg nomination district  from 2007 to 2010.+++Candidate for the Danish People's Party in Grenaa nomination district  from 2004 to 2006.+++Candidate for the Danish People's Party in Hammel nomination district  from 1999 to 2004.,2015
dfkrtd,Kristian Thulesen,Dahl,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfkrtd.aspx,Kristian Thulesen Dahl,South Jutland,dfanbf@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/DF/Kristian_Thulesen_Dahl/Kristian_Thulesen_Dahlx133.jpg.ashx,Member of Parliament for the Danish People's Party in South Jutland greater constituency from September 15th 2011.+++Member of Parliament for the Danish People's Party in Funen greater constituency  from November 13th 2007 to September 15th 2011.+++Member of Parliament for the Danish People's Party in Funen County constituency  from March 11th 1998 to November 13th 2007.+++Member of Parliament for the Danish People's Party in Vejle County constituency  from October 6th 1995 to March 11th 1998.+++Member of Parliament for The Progress Party in Vejle County constituency  from September 21st 1994 to October 6th 1995.+++Temporary Member of Parliament for  in Vejle County constituency  from October 7th 1993 to October 24th 1993.+++Candidate for the Danish People's Party in Vejle North nomination district  from 2011.+++Candidate for the Danish People's Party in Middelfart nomination district  from 1995 to 2010.+++Candidate for the Danish People's Party in Odense West nomination district  from 1995 to 1998.+++Candidate for the Danish People's Party in Odense South nomination district  from 1995 to 1998.+++Candidate for The Progress Party in Give nomination district  from 1989 to 1995.+++Candidate for The Progress Party in Horsens nomination district  from 1989 to 1991.,2015
dflibe,Lise,Bech,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dflibe.aspx,Lise Bech,North Jutland,lise.bech@ft.dk,http://www.lisebech.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Lise%20Bech/Lise_Bech_133.jpg.ashx,Member of Parliament for the Danish People's Party in North Jutland greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Thisted nomination district  from 2014.,2015
dflibl,Liselott,Blixt,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dflibl.aspx,Liselott Blixt,Zealand,liselott.blixt@ft.dk,http://liselottblixt.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Liselott%20Blixt/Liselotte_Blixt_133.jpg.ashx,Member of Parliament for the Danish People's Party in Zealand greater constituency from November 13th 2007.+++Candidate for the Danish People's Party in Køge nomination district  from 2012.+++Candidate for the Danish People's Party in Greve nomination district  from 2011 to 2012.+++Candidate for the Danish People's Party in Fakse nomination district  from 2007 to 2010.,2015
dfmabh,Marlene,Harpsøe,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfmabh.aspx,Marlene Harpsøe,North Zealand,marlene.harpsoe@ft.dk,http://www.stemmarlene.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Marlene%20Harpsoe/Marlene_Harpsoe_133.jpg.ashx,Member of Parliament for the Danish People's Party in North Zealand greater constituency from June 18th 2015.+++Member of Parliament for the Danish People's Party in North Zealand greater constituency  from November 13th 2007 to September 15th 2011.+++Candidate for the Danish People's Party in Hillerød nomination district  from 2010.+++Candidate for the Danish People's Party in Helsingør nomination district  from 2007 to 2010.,2015
dfmahr,Martin,Henriksen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfmahr.aspx,Martin Henriksen,Copenhagen,martin.henriksen@ft.dk,http://www.martinhenriksen.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/DF/Martin_Henriksen/Martin_Henriksenx133.jpg.ashx,Member of Parliament for the Danish People's Party in Copenhagen greater constituency from November 13th 2007.+++Member of Parliament for the Danish People's Party in Western Copenhagen constituency  from February 8th 2005 to November 13th 2007.+++Candidate for the Danish People's Party in Nørrebro nomination district  from 2007 to 2011.+++Candidate for the Danish People's Party in Tårnby nomination district  from 2007.+++Candidate for the Danish People's Party in Valby nomination district  from 2005 to 2006.,2015
dfmakr,Marie,Krarup,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfmakr.aspx,Marie Krarup,South Jutland,marie.krarup@ft.dk,http://mariekrarup.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Marie%20Krarup/Marie_Krarup_133.jpg.ashx,Member of Parliament for the Danish People's Party in South Jutland greater constituency from September 15th 2011.+++Candidate for the Danish People's Party in Varde nomination district  from 2013.+++Candidate for the Danish People's Party in Greater Esbjerg nomination district  from 2010 to 2013.,2015
dfmed,Merete Dea,Larsen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfmed.aspx,Merete Dea Larsen,Zealand,merete.larsen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Merete%20Dea%20Larsen/Merete_Dea_Larsen_133.jpg.ashx,Member of Parliament for the Danish People's Party in Zealand greater constituency from June 18th 2015.+++Temporary Member of Parliament for the Danish People's Party in Zealand greater constituency  from October 23rd 2013 to November 8th 2013 (substitute for Karin Nødgaard).+++Temporary Member of Parliament for the Danish People's Party in Zealand greater constituency  from October 24th 2012 to November 9th 2012 (substitute for Pia Kjærsgaard).+++Temporary Member of Parliament for the Danish People's Party in Zealand greater constituency  from October 27th 2011 to November 17th 2011 (substitute for Pia Kjærsgaard).+++Candidate for the Danish People's Party in Roskilde nomination district  from 2011.,2015
dfmehd,Mette Hjermind,Dencker,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfmehd.aspx,Mette Hjermind Dencker,East Jutland,mette.dencker@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Mette%20Hjermind%20Dencker/Mette_Hjermind_Dencker_133.jpg.ashx,Member of Parliament for the Danish People's Party in East Jutland greater constituency from September 15th 2011.+++Candidate for the Danish People's Party in Skanderborg nomination district  from 2010.,2015
dfmikd,Mikkel,Dencker,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfmikd.aspx,Mikkel Dencker,Greater Copenhagen,mikkel.dencker@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/DF/Mikkel_Dencker/Mikkel_Denckerx133.jpg.ashx,Member of Parliament for the Danish People's Party in Greater Copenhagen greater constituency from November 13th 2007.+++Member of Parliament for the Danish People's Party in Copenhagen County constituency  from November 20th 2001 to November 13th 2007.+++Candidate for the Danish People's Party in Hvidovre nomination district  from 2014.+++Candidate for the Danish People's Party in Rødovre nomination district  from 2007 to 2014.+++Candidate for the Danish People's Party in Amager nomination district  from 2004 to 2006.+++Candidate for the Danish People's Party in Gladsaxe nomination district  from 2000 to 2004.,2015
