id,name__ru,name__fr,name__en,name__uk,name__hr,name__de,name__nl,name__sh,name__nb,name__da,name__nn,name__sv,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__hr,wikipedia__ru,wikipedia__sh,wikipedia__uk,image,gender,birth_date,identifier__freebase,given_name,name__pl,name__pt,name__sr,name__es,wikipedia__es,wikipedia__pl,wikipedia__pt,wikipedia__sr,death_date,name__sl,name__zh,wikipedia__sl,wikipedia__zh,wikipedia__enwikiquote,wikipedia__hrwikiquote,identifier__EuroparlMEP,name__fi,wikipedia__fi,wikipedia__sv,name__sr_el,name__sr_ec,identifier__VIAF,name__bs,wikipedia__bs,wikipedia__nl,name__nan,name__lb,name__ko,name__be,name__oc,name__yo,name__ie,name__it,name__gl,name__et,name__ja,name__sq,name__el,name__ar,name__eo,name__sk,name__mn,name__tr,name__ca,name__be_tarask,name__la,name__cs,name__io,name__bg,name__ka,name__eu,name__fa,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gl,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mn,wikipedia__no,wikipedia__oc,wikipedia__sk,wikipedia__sq,wikipedia__tr,wikipedia__yo,wikipedia__zh_min_nan,family_name,wikipedia__srwikiquote,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NUKAT,identifier__GND,website,name__tw,wikipedia__commons,wikipedia__tw,wikipedia__bswikiquote,name__af,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__fur,name__ga,name__gd,name__gsw,name__hu,name__is,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__vec,name__vls,name__wa,name__pt_br,name__he,name__vi,name__hy,name__id,wikipedia__cswikiquote,wikipedia__he,wikipedia__hy,wikipedia__id,wikipedia__lmo,wikipedia__simple,wikipedia__vi,identifier__Munzinger,wikipedia__hrwikisource,identifier__parlement,wikipedia__hu,original_wikiname,identifier__FAST,name__zh_hans,identifier__Britannica,name__ku,wikipedia__ku,name__en_ca,name__en_gb,name__bn,name__lv,wikipedia__bn,wikipedia__lt,wikipedia__lv,wikipedia__nn,identifier__IIAF,twitter,facebook,last_seen,name__zh_hant,name__zh_cn,identifier__PACE,wikipedia__mk,name__mk,identifier__IMDB,name__bm,name__de_at,name__de_ch,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,occupation,identifier__BNF,identifier__NKC,identifier__NLP,name__uz,wikipedia__hsb,name__hsb,identifier__google_knowledge,wikipedia__srwikinews,identifier__NSK,identifier__goodreads,identifier__CONOR,identifier__quora,name__te,name__ext,identifier__ioc_athlete,identifier__GTAA,identifier__ne_se,wikipedia__ast,identifier__BIBSYS,wikipedia__tl,name__aa,name__ace,name__ang,name__ay,name__bcl,name__bi,name__cdo,name__ceb,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__dsb,name__eml,name__ff,name__fj,name__fo,name__frr,name__fy,name__gn,name__got,name__gv,name__hak,name__haw,name__hif,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__ln,name__lo,name__ltg,name__map_bms,name__mh,name__mi,name__mo,name__mt,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__qu,name__rmy,name__rn,name__ruq_latn,name__rw,name__se,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__su,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__ts,name__tt,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,wikipedia__itwikiquote,identifier__youtube,identifier__flickr,identifier__NTA,wikipedia__af
Q12627022,,Ante Sanader,,,Ante Sanader,Ante Sanader,,,,,,,Ante Sanader,Ante Sanader,,,Ante Sanader,,,,,male,1960-05-17,,Ante,,,,,,,,,,Ante Sanader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12628147,,Boris Miletić,Boris Miletić,Борис Мілетич,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,,Boris Miletić,,Boris Miletić,,Boris Miletić,Борис Мілетич,https://upload.wikimedia.org/wikipedia/commons/9/99/Boris_Miletić.JPG,male,1975-09-02,,Boris,Boris Miletić,Boris Miletić,,Boris Miletić,,Boris Miletić,,,,Boris Miletić,博里斯·米萊蒂奇,,博里斯·米萊蒂奇,,,,Boris Miletić,,Boris Miletić,,,,Boris Miletić,,,,Boris Miletić,,,,,,Boris Miletić,Boris Miletić,Boris Miletić,,Boris Miletić,,,Boris Miletić,Boris Miletić,,Boris Miletić,Boris Miletić,,,Boris Miletić,,,,Boris Miletić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,Boris Miletić,,,,,,,,,,,,,,,,,Boris Miletić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12629972,,,Domagoj Ivan Milošević,,Domagoj Ivan Milošević,,,,,,,,Domagoj Ivan Milošević,,,,Domagoj Ivan Milošević,,,,,male,1970-01-05,,Domagoj,Domagoj Ivan Milošević,,Домагој Иван Милошевић,,,Domagoj Ivan Milošević,,Домагој Иван Милошевић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milošević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Домагој Иван Милошевић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12630114,,,Dražen Barišić,,Dražen Barišić,,,Dražen Barišić,,,,,Dražen Barišić,,,,Dražen Barišić,,Dražen Barišić,,,male,1969-03-17,,Dražen,Dražen Barišić,,Википедија:Пренос чланака/Dražen Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12631623,,Goran Dodig,Goran Dodig,,Goran Dodig,Goran Dodig,,,,,,,Goran Dodig,,,,Goran Dodig,,,,,male,1947-05-26,,Goran,Goran Dodig,,,,,Goran Dodig,,,,,,,,,,,,,,,,,,,,,,,,,,,Goran Dodig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12631651,,Gordan Maras,Gordan Maras,,Gordan Maras,Gordan Maras,Gordan Maras,,,,,,Gordan Maras,,Gordan Maras,Gordan Maras,Gordan Maras,,,,https://upload.wikimedia.org/wikipedia/commons/9/93/G_maras.jpg,male,1974-06-13,,Gordan,Gordan Maras,,Гордан Марас,Gordan Maras,,Gordan Maras,,Гордан Марас,,Gordan Maras,,,,,,,,,,,,,,,,,,,,,,,Gordan Maras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordan Maras,,,,,,,,,,,,Gordan Maras,,,,,,,,,,,,,,,,,,,,,,,Gordan Maras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12645873,,Zvonimir Mršić,Zvonimir Mršić,,Zvonimir Mršić,Zvonimir Mršić,,Zvonimir Mršić,,,,,Zvonimir Mršić,,Zvonimir Mršić,,Zvonimir Mršić,,Zvonimir Mršić,,,male,1966-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zvonimir Mršić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zvonimir Mršić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1271876,Иван Грубишич,Ivan Grubišić,Ivan Grubišić,,Ivan Grubišić,Ivan Grubišić,Ivan Grubišić,Ivan Grubišić,,,,,Ivan Grubišić,,Ivan Grubišić,Ivan Grubišić,Ivan Grubišić,,Ivan Grubišić,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Grubisic_ivan.jpg,male,1936-06-20,/m/0hn8mcx,Ivan,Ivan Grubišić,,Иван Грубишић,,,Ivan Grubišić,,Иван Грубишић,2017-03-19,Ivan Grubišić,,,,,,,,,,Ivan Grubišić,Иван Грубишић,21422280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3517 7974,n97048447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Grubišić,,,,,,Иван Грубишић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,000013668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1274378,,Josip Leko,Josip Leko,Йосип Леко,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,,Josip Leko,,Josip Leko,,Josip Leko,Йосип Леко,https://upload.wikimedia.org/wikipedia/commons/e/e9/Josip_Leko_par_Claude_Truong-Ngoc_juillet_2013.jpg,male,1948-09-19,/m/0n5wbcz,Josip,Josip Leko,Josip Leko,Јосип Леко,Josip Leko,,Josip Leko,,Јосип Леко,,Josip Leko,,,,,,,Josip Leko,,,Josip Leko,Јосип Леко,,,,,,Josip Leko,,,Josip Leko,,Josip Leko,Josip Leko,Josip Leko,Josip Leko,,,,,Josip Leko,Josip Leko,,Josip Leko,Josip Leko,,,Josip Leko,Josip Leko,,,Josip Leko,جوزپ لکو,,,,,,,,,,,,جوزپ لکو,,,,,,,,,,,,,,,,,,Leko,,,,,,,,,Category:Josip Leko,,,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,,Josip Leko,Josip Leko,,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,,Josip Leko,,Josip Leko,,,,,,,,,,,,Јосип Леко,,,,,,Josip Leko,Josip Leko,,Josip Leko,,,,,,,,,,,,,,,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,Josip Leko,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1274758,"Шекс, Владимир",Vladimir Šeks,Vladimir Šeks,Владимир Шекс,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,,Vladimir Šeks,,Vladimir Šeks,"Шекс, Владимир",Vladimir Šeks,Владимир Шекс,https://upload.wikimedia.org/wikipedia/commons/6/69/Vladimir_Šeks_2009.JPG,male,1943-01-01,/m/0h7yy_,Vladimir,Vladimir Šeks,Vladimir Šeks,Владимир Шекс,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,,Владимир Шекс,,Vladimir Šeks,,,,,,,Vladimir Šeks,,,Vladimir Šeks,Владимир Шекс,33111292,Vladimir Šeks,,,,Vladimir Šeks,,,,,,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,,Vladimir Šeks,,,Vladimir Šeks,Vladimir Šeks,,Vladimir Šeks,Vladimir Šeks,,,Vladimir Šeks,,,,Vladimir Šeks,ولادیمیر شکس,,,,,Vladimir Šeks,,,,,,,ولادیمیر شکس,,,,,,,,,,,,,,,,,,,,0000 0000 5526 4485,nr90009959,110019792,,130652733,,,Category:Vladimir Šeks,,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,Vladimir Šeks,,,,,,,,,,,,,,,,,Владимир Шекс,270725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,152543,,,10004395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12752142,,,Ivan Pernar,,Ivan Pernar,,Ivan Pernar,Ivan Pernar,,,,,Ivan Pernar,,"Ivan Pernar (politician, born 1985)",,Ivan Pernar (1985.),,Ivan Pernar (hrvatski političar),,https://upload.wikimedia.org/wikipedia/commons/8/80/Ivan_Pernar_at_eviction_in_2017_(cropped).jpg,male,1985-10-14,,Ivan,,,Иван Пернар,,,,,Иван Пернар (1985),,Ivan Pernar,,,,,,,,,,,,305773893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Pernar (Croatian politician),,,,,,,,,,,,,,,,,,,,,,,nm7392892,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,/g/1hl3fsp5g,,000587956,6457624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1279604,,Jasen Mesić,Jasen Mesić,,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,Jasen Mesić,,Jasen Mesić,,,male,1972-06-11,/m/05syt1f,,Jasen Mesić,,,Jasen Mesić,,Jasen Mesić,,,,Jasen Mesić,,,,,,,,,,,,310508744,,,,,,,,,,,Jasen Mesić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasen Mesić,,,,,,,,,,,,,,,,,,,,105494573X,,,,,,,,,,,,,,,,,Jasen Mesić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasen Mesić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1279988,,Vesna Škare-Ožbolt,Vesna Škare-Ožbolt,,Vesna Škare-Ožbolt,,Vesna Škare-Ožbolt,Vesna Škare-Ožbolt,,,,,Vesna Škare-Ožbolt,,Vesna Škare-Ožbolt,,Vesna Škare-Ožbolt,,Vesna Škare-Ožbolt,,https://upload.wikimedia.org/wikipedia/commons/d/da/Vesna_Škare-Ožbolt.jpg,female,1961-06-20,/m/04m_tf1,Vesna,Vesna Škare-Ožbolt,,,,,Vesna Škare-Ožbolt,,,,Vesna Škare-Ožbolt,,Vesna Škare-Ožbolt,,,,,,,,,,,Vesna Škare-Ožbolt,,,,,,,,,,,,,ヴェスナ・シュカレ＝オジュボルト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ヴェスナ・シュカレ＝オジュボルト,,,,,,,,,,,,,,,,,,,,,,,,Vesna Škare-Ožbolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesna Škare-Ožbolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1285099,"Чачич, Радимир",Radimir Čačić,Radimir Čačić,Радимир Чачич,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,Radimir Čačić,"Чачич, Радимир",Radimir Čačić,Радимир Чачич,https://upload.wikimedia.org/wikipedia/commons/4/41/R_cacic.jpg,male,1949-05-11,/m/068zlv,,Radimir Čačić,,,Radimir Čačić,,Radimir Čačić,,,,Radimir Čačić,,,,,Radimir Čačić,,,,Radimir Čačić,,,305564397,,,,,,,,,,,Radimir Čačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radimir Čačić,,,,,,,,,,,,,,Čačić,,0000 0004 2354 0157,,,,,,,Category:Radimir Čačić,,,,,,,,,,,,,,Radimir Čačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radimir Čačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12956737,,Davor Ivo Stier,Davor Ivo Stier,Давор Іво Штір,Davor Stier,Davor Stier,Davor Ivo Stier,Davor Ivo Stier,,,,Davor Ivo Stier,Davor Stier,Davor Stier,Davor Ivo Stier,Davor Ivo Stier,Davor Ivo Stier,,Davor Ivo Stier,Давор Іво Штір,https://upload.wikimedia.org/wikipedia/commons/8/84/Davor_Ivo_Stier_February_2017_(32903349825).jpg,male,1972-01-06,,Davor,Davor Stier,,,,,Davor Ivo Stier,,,,Davor Ivo Stier,,,,Davor Ivo Stier,Davor Ivo Stier,119435,,,Davor Ivo Stier,,,179145003297161301512,,,,,,,,,,Davor Stier,Davor Ivo Stier,,,,,,,,,,,,,Davor Ivo Stier,,,,,,,,,,,,,,,,,,,,Davor Stier,,Davor Ivo Stier,,,,Davor Ivo Stier,,,,,,,,,,,,,,,,,,,Category:Davor Ivo Stier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davor Ivo Stier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12958427,,Mihael Zmajlović,Mihael Zmajlović,,Mihael Zmajlović,,Mihael Zmajlović,Mihael Zmajlović,,,,,Mihael Zmajlović,,Mihael Zmajlović,Mihael Zmajlović,Mihael Zmajlović,,Mihael Zmajlović,,https://upload.wikimedia.org/wikipedia/commons/3/37/Zmajlovic.jpg,male,1978-01-19,,Mihael,Mihael Zmajlović,,Михаел Змајловић,,,Mihael Zmajlović,,Михаел Змајловић,,Mihael Zmajlović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Михаел Змајловић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1337804,"Яндрокович, Гордан",Gordan Jandroković,Gordan Jandroković,Гордан Яндрокович,Gordan Jandroković,Gordan Jandroković,Gordan Jandroković,Gordan Jandroković,,,,Gordan Jandroković,Gordan Jandroković,Gordan Jandroković,Gordan Jandroković,Gordan Jandroković,Gordan Jandroković,"Яндрокович, Гордан",Gordan Jandroković,Гордан Яндрокович,https://upload.wikimedia.org/wikipedia/commons/d/d4/Gordan_Jandroković_25-06-09.jpg,male,1967-08-02,/m/03hn5q9,Gordan,Gordan Jandroković,,,,,Gordan Jandroković,,,,,戈爾丹·揚德羅科維奇,,,,,,Gordan Jandroković,Gordan Jandroković,Gordan Jandroković,,,,,,,,,,,,,,,,,ゴルダン・ヤンドロコヴィッチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Gordan Jandroković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordan Jandroković,,,,,,,,,,,,,,,,,,,,7238,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
