id,name,image,party,party_id,term,email,area,source
Amathila-Appolus-Libertine,Amathila  Appolus Libertine,http://www.parliament.gov.na/images/nationalassemblymembers/l_amathila.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=599:amathila-appolus-libertine-ca&catid=118&Itemid=1375
Amathila-Ben,Amathila Ben,http://www.parliament.gov.na/images/nationalassemblymembers/201_a_ben.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=189:amathila1&catid=129&Itemid=1370
Amathila-Ben,Amathila Ben,http://www.parliament.gov.na/images/nationalassemblymembers/201_a_ben.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=606:a-mathila-4th&catid=125&Itemid=1371
Amathila-Ben,Amathila Ben,http://www.parliament.gov.na/images/nationalassemblymembers/201_a_ben.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=430:a-mathila-3rd&catid=123&Itemid=1372
Amathila-Ben,Amathila Ben,http://www.parliament.gov.na/images/nationalassemblymembers/201_a_ben.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=605:a-mathila-2nd&catid=121&Itemid=1373
Amathila-Ben,Amathila Ben,http://www.parliament.gov.na/images/nationalassemblymembers/201_a_ben.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=604:a-mathila-1st&catid=120&Itemid=1374
Amathila-Ben,Amathila Ben,http://www.parliament.gov.na/images/nationalassemblymembers/201_a_ben.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=603:a-mathila-ca&catid=118&Itemid=1375
Amukugo-Elizabeth,Amukugo Elizabeth,http://www.parliament.gov.na/images/nationalassemblymembers/e_amukugo.jpg,COD,COD,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=510:amukugo-elizabeth&catid=123&Itemid=1372
Amweelo-Moses,Amweelo Moses,http://www.parliament.gov.na/images/nationalassemblymembers/137_moses_a.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=192:amweelomoses1&catid=129&Itemid=1370
Amweelo-Moses,Amweelo Moses,http://www.parliament.gov.na/images/nationalassemblymembers/137_moses_a.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=607:amweelo-moses-4th&catid=125&Itemid=1371
Amweelo-Moses,Amweelo Moses,http://www.parliament.gov.na/images/nationalassemblymembers/137_moses_a.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=431:amweelo-moses-3rd&catid=123&Itemid=1372
Angula-Helmut-Kangulohi,Angula Helmut Kangulohi,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=610:angula-k-helmut-4th&catid=125&Itemid=1371
Angula-Helmut-Kangulohi,Angula Helmut Kangulohi,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=522:angula-k-helmut&catid=123&Itemid=1372
Angula-Helmut-Kangulohi,Angula Helmut  Kangulohi,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=609:angula-k-helmut-2nd&catid=121&Itemid=1373
Angula-Helmut-Kangulohi,Angula Helmut  Kangulohi,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=608:angula-k-helmut-1st&catid=120&Itemid=1374
Angula-Nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=193:angulanahas1&catid=129&Itemid=1370
Angula-Nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=614:angula-nahas-4th&catid=125&Itemid=1371
Angula-Nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=433:angula-nahas-3rd&catid=123&Itemid=1372
Angula-Nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=613:angula-nahas-2nd&catid=121&Itemid=1373
Angula-Nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=612:angula-nahas-1st&catid=120&Itemid=1374
Angula-Nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=611:angula-nahas-ca&catid=118&Itemid=1375
Ankama-Samuel,"Ankama, Samuel",http://www.parliament.gov.na/images/nationalassemblymembers/148_hon__samuel_chief_ankama.jpg,SWAPO,SWAPO,6,limalwa@mfmr.gov.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=962:ankama-samuel-a&catid=104&Itemid=1479
Ankama-Samuel,"Ankama, Samuel",http://www.parliament.gov.na/images/nationalassemblymembers/148_hon__samuel_chief_ankama.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=194:ankamasamuel1&catid=129&Itemid=1370
Ankama-Samuel,"Ankama, Samuel",http://www.parliament.gov.na/images/nationalassemblymembers/148_hon__samuel_chief_ankama.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=885:ankamasamuel1-4th&catid=125&Itemid=1371
Aston-Walter,Aston Walter,http://www.parliament.gov.na/images/no_image.jpg,ACN,ACN,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=856:aston-w&catid=118&Itemid=1375
Auchab-Apius,Auchab Apius,http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/hon_auchab.jpg,UDF,UDF,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1186:auxab-apius-all&catid=104&Itemid=1479
Ausiku-Helmut,Ausiku Helmut,http://www.parliament.gov.na/images/no_image.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=945:ausiku-h-1st&catid=120&Itemid=1374
Ausiku-Helmut,Ausiku Helmut,http://www.parliament.gov.na/images/no_image.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=850:ausiku-h&catid=118&Itemid=1375
Barnes-Barney-Leonard,"Barnes ""Barney"" Leonard","",DTA,DTA,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=835:barnes-barney-l-1st&catid=120&Itemid=1374
Barnes-Barney-Leonard,"Barnes ""Barney"" Leonard","",DTA,DTA,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=834:barnes-barney-l&catid=118&Itemid=1375
Barnes-Margreth,Barnes Margreth,http://www.parliament.gov.na/images/no_image.jpg,DTA,DTA,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=837:barnes-margreth-1st&catid=120&Itemid=1374
Barnes-Margreth,Barnes Margreth,http://www.parliament.gov.na/images/no_image.jpg,DTA,DTA,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=836:barnes-margreth&catid=118&Itemid=1375
Basson-Lucia,Basson Lucia,http://www.parliament.gov.na/images/nationalassemblymembers/l_basson.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=883:basson-lucia&catid=125&Itemid=1371
Bayer-Anna,Bayer Anna,"",SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=776:bayer-anna&catid=121&Itemid=1373
Bessinger-Niko,Bessinger Niko,"",SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=767:bessinger-niko-2nd&catid=121&Itemid=1373
Bessinger-Niko,Bessinger Niko,"",SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=766:bessinger-niko-1st&catid=120&Itemid=1374
Bessinger-Niko,Bessinger Niko,"",SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=765:bessinger-niko&catid=118&Itemid=1375
Beukes-Priscilla,Beukes Priscilla,http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_Beukes.jpg,SWAPO,SWAPO,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=967:beukes-priscilla&catid=104&Itemid=1479
Beukes-Priscilla,Beukes Priscilla,http://www.parliament.gov.na/images/nationalassemblymembers/371_honbeukes.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=195:beukespriscilla1&catid=129&Itemid=1370
Bezuidenhout-Stephanus,Bezuidenhout Stephanus,http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_Bezuidenhoudt.jpg,RDP,RDP,6,s.bezuidenhout@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1277:bezuidenhout-stephanus-all&catid=104&Itemid=1479
Bezuidenhout-Stephanus,Bezuidenhout Stephanus,http://www.parliament.gov.na/images/nationalassemblymembers/572_bezuidenh....jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=196:bezuidenhoutstephanus1&catid=129&Itemid=1370
Biwa-Eric,Biwa Eric,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,UDF,UDF,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=504:biwa-eric-3rd&catid=123&Itemid=1372
Biwa-Eric,Biwa Eric,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,UDF,UDF,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=617:biwa-eric-2nd&catid=121&Itemid=1373
Biwa-Eric,Biwa Eric,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,UDF,UDF,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=616:biwa-eric-1st&catid=120&Itemid=1374
Biwa-Eric,Biwa Eric,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,UDF,UDF,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=615:biwa-eric-ca&catid=118&Itemid=1375
Biwa-Willem,Biwa Willem,"",SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=777:biwa-willem&catid=121&Itemid=1373
Biwa-Willem,Biwa Willem,"",SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=778:biwa-willem-1st&catid=120&Itemid=1374
Biwa-Willem,Biwa Willem,"",SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=779:biwa-willem-ca&catid=118&Itemid=1375
Bohitile-G-Clara,Bohitile G. Clara,http://www.parliament.gov.na/images/nationalassemblymembers/c_bohitile.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=507:bohitile-g-clara-3rd&catid=123&Itemid=1372
Bohitile-G-Clara,Bohitile G. Clara,http://www.parliament.gov.na/images/nationalassemblymembers/c_bohitile.jpg,Appointed By President,Appointed By President,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=618:bohitile-g-clara-2nd&catid=121&Itemid=1373
Boois-Dawid,Boois Dawid,http://www.parliament.gov.na/images/nationalcouncil/586_dawid_boois.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=509:b-david-3rd&catid=123&Itemid=1372
Booys-G-Hans,Booys G Hans,http://www.parliament.gov.na/images/nationalassemblymembers/h_booys.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=521:booys-g-hans&catid=123&Itemid=1372
Botha-P-Daniel,Botha P. Daniel,"",SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=799:botha-p-daniel-1st&catid=120&Itemid=1374
Botha-P-Daniel,Botha P. Daniel,"",SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=798:botha-p-daniel&catid=118&Itemid=1375
Caley-Faustina-Namutenya,"Caley, Faustina Namutenya",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/hon_caley.jpg,SWAPO,SWAPO,6,f.caley@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1249:caley-faustina-n-all&catid=104&Itemid=1479
Chata-Linus,Chata Linus,http://www.parliament.gov.na/images/nationalassemblymembers/l_chata.jpg,COD,COD,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=543:chata-linus&catid=123&Itemid=1372
Christiaan-Hansina,Christiaan Hansina,http://www.parliament.gov.na/images/nationalassemblymembers/h_christiaan.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=884:christiaan-hansina&catid=125&Itemid=1371
Dan-Gabriel,Dan Gabriel,http://www.parliament.gov.na/images/no_image.jpg,DTA,DTA,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=864:dan-gabriel-1st&catid=120&Itemid=1374
Dan-Gabriel,Dan Gabriel,http://www.parliament.gov.na/images/no_image.jpg,DTA,DTA,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=863:dan-gabriel&catid=118&Itemid=1375
De-Wet-Jan,De Wet Jan,"",ACN,ACN,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=849:de-wet-jan-1st&catid=120&Itemid=1374
De-Wet-Jan,De Wet Jan,"",ACN,ACN,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=848:de-wet-jan&catid=118&Itemid=1375
De-waal-J-C-Johan-Claasen,De waal J.C Johan Claasen,http://www.parliament.gov.na/images/nationalassemblymembers/j_dewaal.jpg,DTA,DTA,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=621:de-waal-j-c-johan-claasen-4th&catid=125&Itemid=1371
De-waal-J-C-Johan-Claasen,De waal J.C Johan Claasen,http://www.parliament.gov.na/images/nationalassemblymembers/j_dewaal.jpg,DTA,DTA,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=529:de-waal-j-c-johan-claasen&catid=123&Itemid=1372
De-waal-J-C-Johan-Claasen,De waal J.C Johan Claasen,http://www.parliament.gov.na/images/nationalassemblymembers/j_dewaal.jpg,DTA,DTA,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=620:de-waal-j-c-johan-claasen-2nd&catid=121&Itemid=1373
Dienda-Elma-Jane,"Dienda, Elma Jane",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_Dienda.jpg,DTA,DTA,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1262:dienda-elma-jane-all&catid=104&Itemid=1479
Dienda-Elma-Jane,"Dienda, Elma Jane",http://www.parliament.gov.na/images/nationalassemblymembers/e_dienda.jpg,COD,COD,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=879:dienda-elma-jane&catid=125&Itemid=1371
Diergaardt-Johannes,Diergaardt Johannes,http://www.parliament.gov.na/images/no_image.jpg,FCN,FCN,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=855:diergaardt-j&catid=118&Itemid=1375
Diergaardt-Reggie,Diergaardt Reggie,http://www.parliament.gov.na/images/nationalassemblymembers/diergaardt.jpg,UDF,UDF,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=754:diergaardt-reggie-4th&catid=125&Itemid=1371
Diergaardt-Reggie,Diergaardt Reggie,http://www.parliament.gov.na/images/nationalassemblymembers/diergaardt.jpg,UDF,UDF,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=753:diergaardt-reggie-1st&catid=120&Itemid=1374
Diergaardt-Reggie,Diergaardt Reggie,http://www.parliament.gov.na/images/nationalassemblymembers/diergaardt.jpg,UDF,UDF,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=752:diergaardt-reggie-ca&catid=118&Itemid=1375
Dierks-Klaus,Dierks Klaus,http://www.parliament.gov.na/images/nationalassemblymembers/dierks.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=775:dierks-klaus-2nd&catid=121&Itemid=1373
Dierks-Klaus,Dierks Klaus,http://www.parliament.gov.na/images/nationalassemblymembers/dierks.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=774:dierks-klaus-1st&catid=120&Itemid=1374
Dingara-Elifas,Dingara Elifas,http://www.parliament.gov.na/images/nationalassemblymembers/372_dingara_.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=197:edingara1&catid=129&Itemid=1370
Dinyando-Raphael-Nakare,Dinyando Raphael Nakare,http://www.parliament.gov.na/images/nationalassemblymembers/r_dinyando.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=622:dinyando-raphael-nakare-4th&catid=125&Itemid=1371
Dinyando-Raphael-Nakare,Dinyando Raphael Nakare,http://www.parliament.gov.na/images/nationalassemblymembers/r_dinyando.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=560:dinyando-raphael-nakare&catid=123&Itemid=1372
Ekandjo-Jerry,Ekandjo Jerry,http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_Ekandjo.jpg,Appointed by President,Appointed by President,6,min.Secretary@mynssc.gov.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=975:j-ekandjo-a&catid=104&Itemid=1479
Ekandjo-Jerry,Ekandjo Jerry,http://www.parliament.gov.na/images/nationalassemblymembers/246_jerry_ekandjo.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=198:jekandjo1&catid=129&Itemid=1370
Ekandjo-Jerry,Ekandjo Jerry,http://www.parliament.gov.na/images/nationalassemblymembers/246_jerry_ekandjo.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=626:j-ekandjo-4th&catid=125&Itemid=1371
Ekandjo-Jerry,Ekandjo Jerry,http://www.parliament.gov.na/images/nationalassemblymembers/246_jerry_ekandjo.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=434:j-ekandjo-3rd&catid=123&Itemid=1372
Ekandjo-Jerry,Ekandjo Jerry,http://www.parliament.gov.na/images/nationalassemblymembers/246_jerry_ekandjo.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=625:j-ekandjo-2nd&catid=121&Itemid=1373
Ekandjo-Jerry,Ekandjo Jerry,http://www.parliament.gov.na/images/nationalassemblymembers/246_jerry_ekandjo.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=624:j-ekandjo-1st&catid=120&Itemid=1374
Ekandjo-Jerry,Ekandjo Jerry,http://www.parliament.gov.na/images/nationalassemblymembers/246_jerry_ekandjo.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=623:j-ekandjo-ca&catid=118&Itemid=1375
Esau-Bernhardt,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,6,ruises@mfmr.gov.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=976:b-esau-a&catid=104&Itemid=1479
Esau-Bernhardt,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=199:besau1&catid=129&Itemid=1370
Esau-Bernhardt,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=628:besau1-4th&catid=125&Itemid=1371
Esau-Bernhardt,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=476:besau1-3rd&catid=123&Itemid=1372
Esau-Bernhardt,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=627:besau1-2nd&catid=121&Itemid=1373
Fleermuys-Salmon,"Fleermuys, Salmon",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/hon_fleermuys.jpg,WRP,WRP,6,s.fleermus@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1198:fleermuys-salmon-all&catid=104&Itemid=1479
Garoeb-Justus,//Garoeb Justus,http://www.parliament.gov.na/images/nationalassemblymembers/566_183_hon__justus_garoeb.jpg,UDF,UDF,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=187:gjustus1&catid=129&Itemid=1370
Garoeb-Justus,//Garoeb Justus,http://www.parliament.gov.na/images/nationalassemblymembers/566_183_hon__justus_garoeb.jpg,UDF,UDF,4,j.garoeb@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=595:g-justus-4th&catid=125&Itemid=1371
Garoeb-Justus,//Garoeb Justus,http://www.parliament.gov.na/images/nationalassemblymembers/566_183_hon__justus_garoeb.jpg,UDF,UDF,3,j.garoeb@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=425:g-justus-3rd&catid=123&Itemid=1372
Garoeb-Justus,//Garoeb Justus,http://www.parliament.gov.na/images/nationalassemblymembers/566_183_hon__justus_garoeb.jpg,UDF,UDF,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=594:g-justus-2nd&catid=121&Itemid=1373
Garoeb-Justus,//Garoeb Justus,http://www.parliament.gov.na/images/nationalassemblymembers/566_183_hon__justus_garoeb.jpg,UDF,UDF,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=593:g-justus-1st&catid=120&Itemid=1374
Garoeb-Justus,//Garoeb Justus,http://www.parliament.gov.na/images/nationalassemblymembers/566_183_hon__justus_garoeb.jpg,UDF,UDF,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=592:g-justus-ca&catid=118&Itemid=1375
Garoeb-Moses,//Garoeb Moses,http://www.parliament.gov.na/images/nationalassemblymembers/m_garoeb.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=869:garoeb-moses-2nd&catid=121&Itemid=1373
Garoeb-Moses,//Garoeb Moses,http://www.parliament.gov.na/images/nationalassemblymembers/m_garoeb.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=742:garoeb-moses-1st&catid=120&Itemid=1374
Garoeb-Moses,//Garoeb Moses,http://www.parliament.gov.na/images/nationalassemblymembers/m_garoeb.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=741:garoeb-moses&catid=118&Itemid=1375
Gaseb-Johannes,/Gaseb Johannes,http://www.parliament.gov.na/images/nationalassemblymembers/j_gaseb.jpg,DTA,DTA,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=531:gaseb-johannes&catid=123&Itemid=1372
Gaseb-Johannes,/Gaseb Johannes,http://www.parliament.gov.na/images/nationalassemblymembers/j_gaseb.jpg,DTA,DTA,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=950:gaseb-j-1st&catid=120&Itemid=1374
Gaseb-Johannes,/Gaseb Johannes,http://www.parliament.gov.na/images/nationalassemblymembers/j_gaseb.jpg,DTA,DTA,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=949:gaseb-johannes-ca1&catid=118&Itemid=1375
