id,name,image,party,party_id,term,email,area,source
amadhila-matti,Amadhila Matti,http://www.parliament.gov.na/images/no_image.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=797:amadhila-matti-1st&catid=120&Itemid=1374
amadhila-matti,Amadhila Matti,http://www.parliament.gov.na/images/no_image.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=796:amadhila-matti&catid=118&Itemid=1375
amadhila-s,"Amadhila Solomon ""Solly""",http://www.parliament.gov.na/images/no_image.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=946:amadhila-s&catid=118&Itemid=1375
amadhila-saara,Kuugongelwa-Amadhila Saara,http://www.parliament.gov.na/images/nationalassemblymembers/370_honskamadhila.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=588:amadhila-saara-4th&catid=125&Itemid=1371
amadhila-saara,Kuugongelwa-Amadhila Saara,http://www.parliament.gov.na/images/nationalassemblymembers/370_honskamadhila.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=428:amadhila-saara-3rd&catid=123&Itemid=1372
amadhila-saara-all,"Kuugongelwa-Amadhila, Saara",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_kuugongelwa_amadhila.jpg,SWAPO,SWAPO,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=69:amadhila-saara-all&catid=104&Itemid=1479
amadhilasaara1,Kuugongelwa-Amadhila Saara,http://www.parliament.gov.na/images/nationalassemblymembers/370_honskamadhila.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=183:amadhilasaara1&catid=129&Itemid=1370
amathila-appolus-libertine,Amathila  Appolus Libertine,http://www.parliament.gov.na/images/nationalassemblymembers/l_amathila.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=602:amathila-appolus-libertine-4th&catid=125&Itemid=1371
amathila-appolus-libertine,Amathila  Appolus Libertine,http://www.parliament.gov.na/images/nationalassemblymembers/l_amathila.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=540:amathila-appolus-libertine&catid=123&Itemid=1372
amathila-appolus-libertine,Amathila  Appolus Libertine,http://www.parliament.gov.na/images/nationalassemblymembers/l_amathila.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=601:amathila-appolus-libertine-2nd&catid=121&Itemid=1373
amathila-appolus-libertine,Amathila  Appolus Libertine,http://www.parliament.gov.na/images/nationalassemblymembers/l_amathila.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=600:amathila-appolus-libertine-1st&catid=120&Itemid=1374
amathila-appolus-libertine-ca,Amathila  Appolus Libertine,http://www.parliament.gov.na/images/nationalassemblymembers/l_amathila.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=599:amathila-appolus-libertine-ca&catid=118&Itemid=1375
amathila1,Amathila Ben,http://www.parliament.gov.na/images/nationalassemblymembers/201_a_ben.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=189:amathila1&catid=129&Itemid=1370
amukugo-elizabeth,Amukugo Elizabeth,http://www.parliament.gov.na/images/nationalassemblymembers/e_amukugo.jpg,COD,COD,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=510:amukugo-elizabeth&catid=123&Itemid=1372
amupewa-elmilia-all,"Nuyoma-Amupewa, Emilia I.",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/hon_nuyoma.jpg,SWAPO,SWAPO,6,e.nuyoma@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1213:amupewa-elmilia-all&catid=104&Itemid=1479
amweelo-moses,Amweelo Moses,http://www.parliament.gov.na/images/nationalassemblymembers/137_moses_a.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=607:amweelo-moses-4th&catid=125&Itemid=1371
amweelo-moses,Amweelo Moses,http://www.parliament.gov.na/images/nationalassemblymembers/137_moses_a.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=431:amweelo-moses-3rd&catid=123&Itemid=1372
amweelomoses1,Amweelo Moses,http://www.parliament.gov.na/images/nationalassemblymembers/137_moses_a.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=192:amweelomoses1&catid=129&Itemid=1370
anaruseb1,!Naruseb Alpheus,http://www.parliament.gov.na/images/nationalassemblymembers/37_hon._alpheus_naruseb.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=184:anaruseb1&catid=129&Itemid=1370
anaruseb1,!Naruseb Alpheus,http://www.parliament.gov.na/images/nationalassemblymembers/37_hon._alpheus_naruseb.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=591:anaruseb1-4th&catid=125&Itemid=1371
anaruseb1,!Naruseb Alpheus,http://www.parliament.gov.na/images/nationalassemblymembers/37_hon._alpheus_naruseb.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=487:anaruseb1-3rd&catid=123&Itemid=1372
anaruseb1,!Naruseb Alpheus,http://www.parliament.gov.na/images/nationalassemblymembers/37_hon._alpheus_naruseb.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=598:anaruseb1-2nd&catid=121&Itemid=1373
angula-k-helmut,Angula Helmut Kangulohi,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=610:angula-k-helmut-4th&catid=125&Itemid=1371
angula-k-helmut,Angula Helmut Kangulohi,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=522:angula-k-helmut&catid=123&Itemid=1372
angula-k-helmut,Angula Helmut  Kangulohi,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=609:angula-k-helmut-2nd&catid=121&Itemid=1373
angula-k-helmut,Angula Helmut  Kangulohi,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=608:angula-k-helmut-1st&catid=120&Itemid=1374
angula-nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=614:angula-nahas-4th&catid=125&Itemid=1371
angula-nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=433:angula-nahas-3rd&catid=123&Itemid=1372
angula-nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=613:angula-nahas-2nd&catid=121&Itemid=1373
angula-nahas,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=612:angula-nahas-1st&catid=120&Itemid=1374
angula-nahas-ca,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=611:angula-nahas-ca&catid=118&Itemid=1375
angulanahas1,Angula Nahas,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=193:angulanahas1&catid=129&Itemid=1370
ankama-samuel-a,"Ankama, Samuel",http://www.parliament.gov.na/images/nationalassemblymembers/148_hon__samuel_chief_ankama.jpg,SWAPO,SWAPO,6,limalwa@mfmr.gov.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=962:ankama-samuel-a&catid=104&Itemid=1479
ankamasamuel1,"Ankama, Samuel",http://www.parliament.gov.na/images/nationalassemblymembers/148_hon__samuel_chief_ankama.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=194:ankamasamuel1&catid=129&Itemid=1370
ankamasamuel1,"Ankama, Samuel",http://www.parliament.gov.na/images/nationalassemblymembers/148_hon__samuel_chief_ankama.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=885:ankamasamuel1-4th&catid=125&Itemid=1371
aston-w,Aston Walter,http://www.parliament.gov.na/images/no_image.jpg,ACN,ACN,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=856:aston-w&catid=118&Itemid=1375
atjongarero1,Tjongarero Basilia Agnes,http://www.parliament.gov.na/images/nationalassemblymembers/394_agnes_t.jpg,Appointed By President,Appointed By President,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=280:atjongarero1&catid=129&Itemid=1370
ausiku-h,Ausiku Helmut,http://www.parliament.gov.na/images/no_image.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=945:ausiku-h-1st&catid=120&Itemid=1374
ausiku-h,Ausiku Helmut,http://www.parliament.gov.na/images/no_image.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=850:ausiku-h&catid=118&Itemid=1375
auxab-apius-all,Auchab Apius,http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/hon_auchab.jpg,UDF,UDF,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1186:auxab-apius-all&catid=104&Itemid=1479
b-david,Boois Dawid,http://www.parliament.gov.na/images/nationalcouncil/586_dawid_boois.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=509:b-david-3rd&catid=123&Itemid=1372
b-esau-a,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,6,ruises@mfmr.gov.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=976:b-esau-a&catid=104&Itemid=1479
b-ndjoze-ozo,"Ndjoze-Ojo, Becky",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/hon_ndjoze_ojo.jpg,SWAPO,SWAPO,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1092:b-ndjoze-ozo&catid=104&Itemid=1479
b-ndjoze-ozo,Ndjoze-Ojo Becky,http://www.parliament.gov.na/images/nationalassemblymembers/Dr_Becky.JPG,Appointed By President,Appointed By President,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=899:b-ndjoze-ozo-4th&catid=125&Itemid=1371
b-ulenga,Ulenga Benjamin,http://www.parliament.gov.na/images/nationalassemblymembers/494_170_hon__benjamin_u_ulenga.jpg,COD,COD,4,b.ulenga@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=728:b-ulenga-4th&catid=125&Itemid=1371
b-ulenga,Ulenga Benjamin,http://www.parliament.gov.na/images/nationalassemblymembers/494_170_hon__benjamin_u_ulenga.jpg,COD,COD,3,b.ulenga@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=472:b-ulenga-3rd&catid=123&Itemid=1372
b-ulenga,Ulenga Benjamin,http://www.parliament.gov.na/images/nationalassemblymembers/494_170_hon__benjamin_u_ulenga.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=731:b-ulenga-2nd&catid=121&Itemid=1373
b-ulenga,Ulenga Benjamin,http://www.parliament.gov.na/images/nationalassemblymembers/494_170_hon__benjamin_u_ulenga.jpg,SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=730:b-ulenga-1st&catid=120&Itemid=1374
b-ulenga-ca,Ulenga Benjamin,http://www.parliament.gov.na/images/nationalassemblymembers/494_170_hon__benjamin_u_ulenga.jpg,SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=729:b-ulenga-ca&catid=118&Itemid=1375
barnes-barney-l,"Barnes ""Barney"" Leonard","",DTA,DTA,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=835:barnes-barney-l-1st&catid=120&Itemid=1374
barnes-barney-l,"Barnes ""Barney"" Leonard","",DTA,DTA,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=834:barnes-barney-l&catid=118&Itemid=1375
barnes-margreth,Barnes Margreth,http://www.parliament.gov.na/images/no_image.jpg,DTA,DTA,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=837:barnes-margreth-1st&catid=120&Itemid=1374
barnes-margreth,Barnes Margreth,http://www.parliament.gov.na/images/no_image.jpg,DTA,DTA,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=836:barnes-margreth&catid=118&Itemid=1375
basson-lucia,Basson Lucia,http://www.parliament.gov.na/images/nationalassemblymembers/l_basson.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=883:basson-lucia&catid=125&Itemid=1371
bayer-anna,Bayer Anna,"",SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=776:bayer-anna&catid=121&Itemid=1373
besau1,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=199:besau1&catid=129&Itemid=1370
besau1,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=628:besau1-4th&catid=125&Itemid=1371
besau1,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=476:besau1-3rd&catid=123&Itemid=1372
besau1,Esau Bernhardt,http://www.parliament.gov.na/images/nationalassemblymembers/506_83_hon__bernhard_esau.jpg,SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=627:besau1-2nd&catid=121&Itemid=1373
bessinger-niko,Bessinger Niko,"",SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=767:bessinger-niko-2nd&catid=121&Itemid=1373
bessinger-niko,Bessinger Niko,"",SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=766:bessinger-niko-1st&catid=120&Itemid=1374
bessinger-niko,Bessinger Niko,"",SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=765:bessinger-niko&catid=118&Itemid=1375
beukes-priscilla,Beukes Priscilla,http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_Beukes.jpg,SWAPO,SWAPO,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=967:beukes-priscilla&catid=104&Itemid=1479
beukespriscilla1,Beukes Priscilla,http://www.parliament.gov.na/images/nationalassemblymembers/371_honbeukes.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=195:beukespriscilla1&catid=129&Itemid=1370
bezuidenhout-stephanus-all,Bezuidenhout Stephanus,http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_Bezuidenhoudt.jpg,RDP,RDP,6,s.bezuidenhout@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1277:bezuidenhout-stephanus-all&catid=104&Itemid=1479
bezuidenhoutstephanus1,Bezuidenhout Stephanus,http://www.parliament.gov.na/images/nationalassemblymembers/572_bezuidenh....jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=196:bezuidenhoutstephanus1&catid=129&Itemid=1370
biwa-eric,Biwa Eric,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,UDF,UDF,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=504:biwa-eric-3rd&catid=123&Itemid=1372
biwa-eric,Biwa Eric,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,UDF,UDF,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=617:biwa-eric-2nd&catid=121&Itemid=1373
biwa-eric,Biwa Eric,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,UDF,UDF,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=616:biwa-eric-1st&catid=120&Itemid=1374
biwa-eric-ca,Biwa Eric,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,UDF,UDF,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=615:biwa-eric-ca&catid=118&Itemid=1375
biwa-willem,Biwa Willem,"",SWAPO,SWAPO,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=777:biwa-willem&catid=121&Itemid=1373
biwa-willem,Biwa Willem,"",SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=778:biwa-willem-1st&catid=120&Itemid=1374
biwa-willem-ca,Biwa Willem,"",SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=779:biwa-willem-ca&catid=118&Itemid=1375
bndjozeozo1,Ndjoze-Ojo Becky,http://www.parliament.gov.na/images/nationalassemblymembers/Dr_Becky.JPG,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=249:bndjozeozo1&catid=129&Itemid=1370
bohitile-g-clara,Bohitile G. Clara,http://www.parliament.gov.na/images/nationalassemblymembers/c_bohitile.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=507:bohitile-g-clara-3rd&catid=123&Itemid=1372
bohitile-g-clara,Bohitile G. Clara,http://www.parliament.gov.na/images/nationalassemblymembers/c_bohitile.jpg,Appointed By President,Appointed By President,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=618:bohitile-g-clara-2nd&catid=121&Itemid=1373
booys-g-hans,Booys G Hans,http://www.parliament.gov.na/images/nationalassemblymembers/h_booys.jpg,SWAPO,SWAPO,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=521:booys-g-hans&catid=123&Itemid=1372
botha-p-daniel,Botha P. Daniel,"",SWAPO,SWAPO,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=799:botha-p-daniel-1st&catid=120&Itemid=1374
botha-p-daniel,Botha P. Daniel,"",SWAPO,SWAPO,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=798:botha-p-daniel&catid=118&Itemid=1375
bulenga1,Ulenga Benjamin,http://www.parliament.gov.na/images/nationalassemblymembers/494_170_hon__benjamin_u_ulenga.jpg,COD,COD,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=268:bulenga1&catid=129&Itemid=1370
c-charles,"Namoloh, Charles Dickson Ndaxu Phillip",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_Namoloh.jpg,SWAPO,SWAPO,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1081:c-charles&catid=104&Itemid=1479
c-charles,Namoloh Charles Dickson Ndaxu Phillip,http://www.parliament.gov.na/images/nationalassemblymembers/66_honnamoloh.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=900:c-charles-4th&catid=125&Itemid=1371
caley-faustina-n-all,"Caley, Faustina Namutenya",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/hon_caley.jpg,SWAPO,SWAPO,6,f.caley@parliament.na,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1249:caley-faustina-n-all&catid=104&Itemid=1479
chata-linus,Chata Linus,http://www.parliament.gov.na/images/nationalassemblymembers/l_chata.jpg,COD,COD,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=543:chata-linus&catid=123&Itemid=1372
christiaan-hansina,Christiaan Hansina,http://www.parliament.gov.na/images/nationalassemblymembers/h_christiaan.jpg,SWAPO,SWAPO,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=884:christiaan-hansina&catid=125&Itemid=1371
cschlettwein1,"Schlettwein, Calle Hermann",http://www.parliament.gov.na/images/nationalassemblymembers/396_honschlettwein.jpg,SWAPO,SWAPO,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1114:cschlettwein1&catid=104&Itemid=1479
cschlettwein1,"Schlettwein, Calle Hermann",http://www.parliament.gov.na/images/nationalassemblymembers/396_honschlettwein.jpg,SWAPO,SWAPO,5,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=276:cschlettwein1&catid=129&Itemid=1370
dan-gabriel,Dan Gabriel,http://www.parliament.gov.na/images/no_image.jpg,DTA,DTA,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=864:dan-gabriel-1st&catid=120&Itemid=1374
dan-gabriel,Dan Gabriel,http://www.parliament.gov.na/images/no_image.jpg,DTA,DTA,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=863:dan-gabriel&catid=118&Itemid=1375
de-waal-j-c-johan-claasen,De waal J.C Johan Claasen,http://www.parliament.gov.na/images/nationalassemblymembers/j_dewaal.jpg,DTA,DTA,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=621:de-waal-j-c-johan-claasen-4th&catid=125&Itemid=1371
de-waal-j-c-johan-claasen,De waal J.C Johan Claasen,http://www.parliament.gov.na/images/nationalassemblymembers/j_dewaal.jpg,DTA,DTA,3,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=529:de-waal-j-c-johan-claasen&catid=123&Itemid=1372
de-waal-j-c-johan-claasen,De waal J.C Johan Claasen,http://www.parliament.gov.na/images/nationalassemblymembers/j_dewaal.jpg,DTA,DTA,2,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=620:de-waal-j-c-johan-claasen-2nd&catid=121&Itemid=1373
de-wet-jan,De Wet Jan,"",ACN,ACN,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=849:de-wet-jan-1st&catid=120&Itemid=1374
de-wet-jan,De Wet Jan,"",ACN,ACN,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=848:de-wet-jan&catid=118&Itemid=1375
dienda-elma-jane,"Dienda, Elma Jane",http://www.parliament.gov.na/images/nationalassemblymembers/e_dienda.jpg,COD,COD,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=879:dienda-elma-jane&catid=125&Itemid=1371
dienda-elma-jane-all,"Dienda, Elma Jane",http://www.parliament.gov.na/images/nationalassemblymembers/6thparliament/Hon_Dienda.jpg,DTA,DTA,6,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=1262:dienda-elma-jane-all&catid=104&Itemid=1479
diergaardt-j,Diergaardt Johannes,http://www.parliament.gov.na/images/no_image.jpg,FCN,FCN,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=855:diergaardt-j&catid=118&Itemid=1375
diergaardt-reggie,Diergaardt Reggie,http://www.parliament.gov.na/images/nationalassemblymembers/diergaardt.jpg,UDF,UDF,4,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=754:diergaardt-reggie-4th&catid=125&Itemid=1371
diergaardt-reggie,Diergaardt Reggie,http://www.parliament.gov.na/images/nationalassemblymembers/diergaardt.jpg,UDF,UDF,1,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=753:diergaardt-reggie-1st&catid=120&Itemid=1374
diergaardt-reggie-ca,Diergaardt Reggie,http://www.parliament.gov.na/images/nationalassemblymembers/diergaardt.jpg,UDF,UDF,0,,"",http://www.parliament.gov.na/index.php?option=com_contact&view=contact&id=752:diergaardt-reggie-ca&catid=118&Itemid=1375
