name,gender,faction,image,area,term,source,id,name__jp,name__jp_hiragana,faction__jp,area__jp,name__ja,name__ja_hira,faction__ja,area__ja
INOUE Takahiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/030.jpg/%24File/030.jpg,Fukuoka 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/030.html,,,,,,,,自民,福岡1
INOUE Yoshihisa,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/032.jpg/%24File/032.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/032.html,,,,,,,,公明,（比）東北
ISA Shinichi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/034.jpg/%24File/034.jpg,Osaka 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/034.html,,,,,,,,公明,大阪6
ISAKA Nobuhiko,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/026.jpg/%24File/026.jpg,Hyogo 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/026.html,,,,,,,,民進,兵庫1
ISHIBA Shigeru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/051.jpg/%24File/051.jpg,Tottori 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/051.html,,,,,,,,自民,鳥取1
ISHIDA Masatoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/050.jpg/%24File/050.jpg,Wakayama 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/050.html,,,,,,,,自民,和歌山2
ISHIDA Noritoshi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/049.jpg/%24File/049.jpg,Shikoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/049.html,,,,,,,,公明,（比）四国
ISHIHARA Hirotaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/053.jpg/%24File/053.jpg,Tokyo 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/053.html,,,,,,,,自民,東京3
ISHIHARA Nobuteru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/052.jpg/%24File/052.jpg,Tokyo 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/052.html,,,,,,,,自民,東京8
ISHII Keiichi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/045.jpg/%24File/045.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/045.html,,,,,,,,公明,（比）北関東
ISHIKAWA Akimasa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/046.jpg/%24File/046.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/046.html,,,,,,,,自民,（比）北関東
ISHIZAKI Toru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/047.jpg/%24File/047.jpg,Niigata 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/047.html,,,,,,,,自民,新潟1
ISHIZEKI Takashi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/048.jpg/%24File/048.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/048.html,,,,,,,,民進,（比）北関東
ITO Nobuhisa,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/035.jpg/%24File/035.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/035.html,,,,,,,,維新,（比）近畿
ITO Shintaro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/037.jpg/%24File/037.jpg,Miyagi 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/037.html,,,,,,,,自民,宮城4
ITO Tadahiko,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/038.jpg/%24File/038.jpg,Aichi 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/038.html,,,,,,,,自民,愛知8
ITO Tatsuya,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/039.jpg/%24File/039.jpg,Tokyo 22nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/039.html,,,,,,,,自民,東京22
ITO Wataru,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/040.jpg/%24File/040.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/040.html,,,,,,,,公明,（比）東海
ITO Yoshitaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/036.jpg/%24File/036.jpg,Hokkaido 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/036.html,,,,,,,,自民,北海道7
IWATA Kazuchika,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/061.jpg/%24File/061.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/061.html,,,,,,,,自民,（比）九州
IWAYA Takeshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/062.jpg/%24File/062.jpg,Oita 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/062.html,,,,,,,,自民,大分3
IZUMI Kenta,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/503.jpg/%24File/503.jpg,Kyoto 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/503.html,,,,,,,,民進,京都3
KADO Hirofumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/127.jpg/%24File/127.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/127.html,,,,,,,,自民,（比）近畿
KADOYAMA Hiroaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/128.jpg/%24File/128.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/128.html,,,,,,,,自民,（比）南関東
KAJIYAMA Hiroshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/124.jpg/%24File/124.jpg,Ibaraki 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/124.html,,,,,,,,自民,茨城4
KAKIZAWA Mito,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/122.jpg/%24File/122.jpg,Tokyo 15th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/122.html,,,,,,,,民進,東京15
KAMEI Shizuka,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/139.jpg/%24File/139.jpg,Hiroshima 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/139.html,,,,,,,,無,広島6
KAMEOKA Yoshitami,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/140.jpg/%24File/140.jpg,Fukushima 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/140.html,,,,,,,,自民,福島1
KAMIKAWA Yoko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/135.jpg/%24File/135.jpg,Shizuoka 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/135.html,,,,,,,,自民,静岡1
KAMITANI Noboru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/136.jpg/%24File/136.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/136.html,,,,,,,,自民,（比）近畿
KAMIYAMA Saichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/137.jpg/%24File/137.jpg,Saitama 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/137.html,,,,,,,,自民,埼玉7
KAMIYAMA Yosuke,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/138.jpg/%24File/138.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/138.html,,,,,,,,民進,（比）南関東
KAMOSHITA Ichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/141.jpg/%24File/141.jpg,Tokyo 13th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/141.html,,,,,,,,自民,東京13
KAN Naoto,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/147.jpg/%24File/147.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/147.html,,,,,,,,民進,（比）東京都
KANDA Kenji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/146.jpg/%24File/146.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/146.html,,,,,,,,自民,（比）東海
KANEDA Katsutoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/134.jpg/%24File/134.jpg,Akita 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/134.html,,,,,,,,自民,秋田2
KANEKO Emi,female,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/129.jpg/%24File/129.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/129.html,,,,,,,,民進,（比）東北
KANEKO Kazuyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/130.jpg/%24File/130.jpg,Gifu 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/130.html,,,,,,,,自民,岐阜4
KANEKO Masuo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/131.jpg/%24File/131.jpg,Kagoshima 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/131.html,,,,,,,,自民,鹿児島2
KANEKO Megumi,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/132.jpg/%24File/132.jpg,Niigata 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/132.html,,,,,,,,自民,新潟4
KANEKO Yasushi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/133.jpg/%24File/133.jpg,Kumamoto 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/133.html,,,,,,,,自民,熊本5
KANKE Ichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/148.jpg/%24File/148.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/148.html,,,,,,,,自民,（比）東北
KASAI Akira,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/123.jpg/%24File/123.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/123.html,,,,,,,,共産,（比）東京都
KATO Ayuko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/119.jpg/%24File/119.jpg,Yamagata 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/119.html,,,,,,,,自民,山形3
KATO Kanji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/121.jpg/%24File/121.jpg,Nagasaki 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/121.html,,,,,,,,自民,長崎2
KATO Katsunobu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/120.jpg/%24File/120.jpg,Okayama 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/120.html,,,,,,,,自民,岡山5
KATSUMATA Takaaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/126.jpg/%24File/126.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/126.html,,,,,,,,自民,（比）東海
KATSUNUMA Shigeaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/125.jpg/%24File/125.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/125.html,,,,,,,,自民,（比）東北
KAWABATA Tatsuo,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/002.jpg/%24File/002.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/002.html,,,,,,,,無,（比）近畿
KAWAI Katsuyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/143.jpg/%24File/143.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/143.html,,,,,,,,自民,広島3
KAWAMURA Takeo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/145.jpg/%24File/145.jpg,Yamaguchi 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/145.html,,,,,,,,自民,山口3
KAWANO Masami,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/144.jpg/%24File/144.jpg,Hiroshima 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/144.html,,,,,,,,維新,（比）九州
KAWASAKI Jiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/142.jpg/%24File/142.jpg,Mie 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/142.html,,,,,,,,自民,三重1
KIHARA Minoru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/153.jpg/%24File/153.jpg,Kumamoto 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/153.html,,,,,,,,自民,熊本1
KIHARA Seiji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/152.jpg/%24File/152.jpg,Tokyo 20th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/152.html,,,,,,,,自民,東京20
KIKAWADA Hitoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/159.jpg/%24File/159.jpg,Saitama 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/159.html,,,,,,,,自民,埼玉3
KIKAWADA Toru,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/158.jpg/%24File/158.jpg,Iwate 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/158.html,,,,,,,,民進,岩手3
KIKUTA Makiko,female,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/160.jpg/%24File/160.jpg,Hokuriku-Shinetsu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/160.html,,,,,,,,民進,（比）北陸信越
KIMURA Taro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/154.jpg/%24File/154.jpg,Aomori 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/154.html,,,,,,,,自民,青森4
KIMURA Yayoi,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/155.jpg/%24File/155.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/155.html,,,,,,,,自民,（比）北関東
KINOSHITA Tomohiko,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/151.jpg/%24File/151.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/151.html,,,,,,,,維新,（比）近畿
KIRA Shuji,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/156.jpg/%24File/156.jpg,Oita 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/156.html,,,,,,,,民進,大分1
KISHI Nobuo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/161.jpg/%24File/161.jpg,Yamaguchi 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/161.html,,,,,,,,自民,山口2
KISHIDA Fumio,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/162.jpg/%24File/162.jpg,Hiroshima 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/162.html,,,,,,,,自民,広島1
KISHIMOTO Shuhei,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/163.jpg/%24File/163.jpg,Wakayama 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/163.html,,,,,,,,民進,和歌山1
KITAGAMI Keiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/502.jpg/%24File/502.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/502.html,,,,,,,,民進,（比）近畿
KITAGAWA Kazuo,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/165.jpg/%24File/165.jpg,Osaka 16th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/165.html,,,,,,,,公明,大阪16
KITAGAWA Tomokatsu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/164.jpg/%24File/164.jpg,Osaka 12th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/164.html,,,,,,,,自民,大阪12
KITAMURA Seigo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/167.jpg/%24File/167.jpg,Nagasaki 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/167.html,,,,,,,,自民,長崎4
KITAMURA Shigeo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/166.jpg/%24File/166.jpg,Ishikawa 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/166.html,,,,,,,,自民,石川3
KIUCHI Hitoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/150.jpg/%24File/150.jpg,Hokuriku-Shinetsu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/150.html,,,,,,,,自民,（比）北陸信越
KIUCHI Minoru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/157.jpg/%24File/157.jpg,Shizuoka 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/157.html,,,,,,,,自民,静岡7
KIUCHI Takatane,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/149.jpg/%24File/149.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/149.html,,,,,,,,民進,（比）東京都
KOBAYASHI Fumiaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/178.jpg/%24File/178.jpg,Hiroshima 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/178.html,,,,,,,,自民,広島7
KOBAYASHI Takayuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/177.jpg/%24File/177.jpg,Chiba 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/177.html,,,,,,,,自民,千葉2
KOGA Atsushi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/182.jpg/%24File/182.jpg,Fukuoka 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/182.html,,,,,,,,自民,福岡3
KOIZUMI Ryuji,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/175.jpg/%24File/175.jpg,Saitama 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/175.html,,,,,,,,無,埼玉11
KOIZUMI Shinjiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/174.jpg/%24File/174.jpg,Kanagawa 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/174.html,,,,,,,,自民,神奈川11
KOJIMA Toshifumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/176.jpg/%24File/176.jpg,Chugoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/176.html,,,,,,,,自民,（比）中国
KOKUBA Konosuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/189.jpg/%24File/189.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/189.html,,,,,,,,自民,（比）九州
KOKUTA Keiji,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/190.jpg/%24File/190.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/190.html,,,,,,,,共産,（比）近畿
KOMATSU Yutaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/179.jpg/%24File/179.jpg,Hokuriku-Shinetsu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/179.html,,,,,,,,自民,（比）北陸信越
KOMIYAMA Yasuko,female,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/180.jpg/%24File/180.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/180.html,,,,,,,,民進,（比）北関東
KOMURA Masahiko,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/187.jpg/%24File/187.jpg,Yamaguchi 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/187.html,,,,,,,,自民,山口1
KONDO Shoichi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/193.jpg/%24File/193.jpg,Aichi 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/193.html,,,,,,,,民進,愛知3
KONDO Yosuke,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/194.jpg/%24File/194.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/194.html,,,,,,,,民進,（比）東北
KONNO Tomohiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/192.jpg/%24File/192.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/192.html,,,,,,,,自民,（比）北関東
KONO Taro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/186.jpg/%24File/186.jpg,Kanagawa 15th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/186.html,,,,,,,,自民,神奈川15
KORI Kazuko,female,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/188.jpg/%24File/188.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/188.html,,,,,,,,民進,（比）東北
KOSHIMIZU Keiichi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/191.jpg/%24File/191.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/191.html,,,,,,,,公明,（比）北関東
KOYAMA Nobuhiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/181.jpg/%24File/181.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/181.html,,,,,,,,民進,（比）東海
KUDO Shozo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/168.jpg/%24File/168.jpg,Aichi 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/168.html,,,,,,,,自民,愛知4
KUMADA Hiromichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/170.jpg/%24File/170.jpg,Aichi 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/170.html,,,,,,,,自民,愛知1
KUNISHIGE Toru,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/169.jpg/%24File/169.jpg,Osaka 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/169.html,,,,,,,,公明,大阪5
KUROIWA Takahiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/171.jpg/%24File/171.jpg,Niigata 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/171.html,,,,,,,,民進,新潟3
MABUCHI Sumio,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/391.jpg/%24File/391.jpg,Nara 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/391.html,,,,,,,,民進,奈良1
MAEDA Kazuo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/393.jpg/%24File/393.jpg,Hokkaido Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/393.html,,,,,,,,自民,（比）北海道
MAEHARA Seiji,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/394.jpg/%24File/394.jpg,Kyoto 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/394.html,,,,,,,,民進,京都2
MAEKAWA Megumi,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/392.jpg/%24File/392.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/392.html,,,,,,,,自民,（比）東京都
MAJIMA Shozo,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/389.jpg/%24File/389.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/389.html,,,,,,,,共産,（比）九州
MAKI Yoshio,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/395.jpg/%24File/395.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/395.html,,,,,,,,民進,（比）東海
MAKIHARA Hideki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/397.jpg/%24File/397.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/397.html,,,,,,,,自民,（比）北関東
