id,name,sort_name,family_name,given_name,source,start_date,end_date,faction_id,term,faction,image,birth_date
mp_AgimKikaj,Agim Kikaj,Kikaj Agim,Kikaj,Agim,"http://www.kuvendikosoves.org/?cid=1,102,936",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_AgimKikaj/image.png,
mp_AgimKrasniqi,Agim Krasniqi,Krasniqi Agim,Krasniqi,Agim,"http://www.kuvendikosoves.org/?cid=1,158,408&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AgimKrasniqi/image.2.jpeg,1956-05-17
mp_AgimKrasniqi,Agim Krasniqi,Krasniqi Agim,Krasniqi,Agim,"http://www.kuvendikosoves.org/?cid=1,158,408&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AgimKrasniqi/image.2.jpeg,1956-05-17
mp_AgimKuleta,Agim Kuleta,Kuleta Agim,Kuleta,Agim,"http://www.kuvendikosoves.org/?cid=1,158,687&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_47,chamber_2010-12-12,PG,http://files.parldata.eu/kv/kuvendi/people/mp_AgimKuleta/image.jpeg,
mp_AgimÇeku,Agim Çeku,Çeku Agim,Çeku,Agim,"http://www.kuvendikosoves.org/?cid=1,102,877",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_Agim%C3%87eku/image.jpeg,
mp_AhmetIsufi,Ahmet Isufi,Isufi Ahmet,Isufi,Ahmet,"http://www.kuvendikosoves.org/?cid=1,102,983",2010-12-12,2014-05-07,parliamentary_group_45,chamber_2010-12-12,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_AhmetIsufi/image.3.jpeg,
mp_AhmetIsufi,Ahmet Isufi,Isufi Ahmet,Isufi,Ahmet,"http://www.kuvendikosoves.org/?cid=1,102,983",2007-12-13,2010-11-03,parliamentary_group_29,chamber_2007-12-13,Grupi i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AhmetIsufi/image.3.jpeg,
mp_AidaDërguti,Aida Dërguti,Dërguti Aida,Dërguti,Aida,"http://www.kuvendikosoves.org/?cid=1,102,878",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_AidaD%C3%ABrguti/image.jpeg,
mp_AlbanaFetoshi,Albana Fetoshi,Fetoshi Albana,Fetoshi,Albana,"http://www.kuvendikosoves.org/?cid=1,158,672&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_40,chamber_2010-12-12,Grupi i Vetëvendosjes,http://files.parldata.eu/kv/kuvendi/people/mp_AlbanaFetoshi/image.jpeg,
mp_AlbanaGashi,Albana Gashi,Gashi Albana,Gashi,Albana,"http://www.kuvendikosoves.org/?cid=1,158,775&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_40,chamber_2010-12-12,Grupi i Vetëvendosjes,http://files.parldata.eu/kv/kuvendi/people/mp_AlbanaGashi/image.jpeg,1985-05-22
mp_AlbertKinolli,Albert Kinolli,Kinolli Albert,Kinolli,Albert,"http://www.kuvendikosoves.org/?cid=1,158,682&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_41,chamber_2010-12-12,Grupi 6+,http://files.parldata.eu/kv/kuvendi/people/mp_AlbertKinolli/image.jpeg,
mp_AlbinKurti,Albin Kurti,Kurti Albin,Kurti,Albin,"http://www.kuvendikosoves.org/?cid=1,102,1000",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_AlbinKurti/image.3.jpeg,
mp_AlbinKurti,Albin Kurti,Kurti Albin,Kurti,Albin,"http://www.kuvendikosoves.org/?cid=1,102,1000",2010-12-12,2014-05-07,parliamentary_group_40,chamber_2010-12-12,Grupi i Vetëvendosjes,http://files.parldata.eu/kv/kuvendi/people/mp_AlbinKurti/image.3.jpeg,
mp_AlbulenaHaxhiu,Albulena Haxhiu,Haxhiu Albulena,Haxhiu,Albulena,"http://www.kuvendikosoves.org/?cid=1,102,1006",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_AlbulenaHaxhiu/image.3.jpeg,
mp_AlbulenaHaxhiu,Albulena Haxhiu,Haxhiu Albulena,Haxhiu,Albulena,"http://www.kuvendikosoves.org/?cid=1,102,1006",2010-12-12,2014-05-07,parliamentary_group_40,chamber_2010-12-12,Grupi i Vetëvendosjes,http://files.parldata.eu/kv/kuvendi/people/mp_AlbulenaHaxhiu/image.3.jpeg,
mp_AleksandarVirijeviæ,Aleksandar Virijeviæ,Virijeviæ Aleksandar,Virijeviæ,Aleksandar,"http://www.kuvendikosoves.org/?cid=1,158,385&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_4,chamber_2001-11-17,Grupi Parlamentar i KP-së,http://files.parldata.eu/kv/kuvendi/people/mp_AleksandarVirijevi%C3%A6/image.jpeg,
mp_AliLajçi,Ali Lajçi,Lajçi Ali,Lajçi,Ali,"http://www.kuvendikosoves.org/?cid=1,158,563&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AliLaj%C3%A7i/image.jpeg,
mp_AliSadriu,Ali Sadriu,Sadriu Ali,Sadriu,Ali,"http://www.kuvendikosoves.org/?cid=1,102,831",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_AliSadriu/image.4.jpeg,
mp_AliSadriu,Ali Sadriu,Sadriu Ali,Sadriu,Ali,"http://www.kuvendikosoves.org/?cid=1,102,831",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_AliSadriu/image.4.jpeg,
mp_AliSadriu,Ali Sadriu,Sadriu Ali,Sadriu,Ali,"http://www.kuvendikosoves.org/?cid=1,102,831",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AliSadriu/image.4.jpeg,
mp_AliSadriu,Ali Sadriu,Sadriu Ali,Sadriu,Ali,"http://www.kuvendikosoves.org/?cid=1,102,831",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AliSadriu/image.4.jpeg,
mp_AlmaLama,Alma Lama,Lama Alma,Lama,Alma,"http://www.kuvendikosoves.org/?cid=1,102,836",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_AlmaLama/image.2.jpeg,
mp_AlmaLama,Alma Lama,Lama Alma,Lama,Alma,"http://www.kuvendikosoves.org/?cid=1,102,836",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_AlmaLama/image.2.jpeg,
mp_AlushAGashi,Alush A. Gashi,A. Gashi Alush,A. Gashi,Alush,"http://www.kuvendikosoves.org/?cid=1,158,394&secid=102&legid=2",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AlushAGashi/image.jpeg,1950-10-04
mp_AlushAGashi,Alush A. Gashi,A. Gashi Alush,A. Gashi,Alush,"http://www.kuvendikosoves.org/?cid=1,158,394&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AlushAGashi/image.jpeg,1950-10-04
mp_AlushAGashi,Alush A. Gashi,A. Gashi Alush,A. Gashi,Alush,"http://www.kuvendikosoves.org/?cid=1,158,394&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AlushAGashi/image.jpeg,1950-10-04
mp_AmirAhmeti,Amir Ahmeti,Ahmeti Amir,Ahmeti,Amir,"http://www.kuvendikosoves.org/?cid=1,158,713&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_47,chamber_2010-12-12,PG,http://files.parldata.eu/kv/kuvendi/people/mp_AmirAhmeti/image.jpeg,1974-03-14
mp_AnitaMorinaSaraçi,Anita Morina-Saraçi,Morina-Saraçi Anita,Morina-Saraçi,Anita,"http://www.kuvendikosoves.org/?cid=1,158,577&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_AnitaMorinaSara%C3%A7i/image.jpeg,
mp_AntonQuni,Anton Quni,Quni Anton,Quni,Anton,"http://www.kuvendikosoves.org/?cid=1,102,1037",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_AntonQuni/image.3.jpeg,
mp_AntonQuni,Anton Quni,Quni Anton,Quni,Anton,"http://www.kuvendikosoves.org/?cid=1,102,1037",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_AntonQuni/image.3.jpeg,
mp_ArbenGashi,Arben Gashi,Gashi Arben,Gashi,Arben,"http://www.kuvendikosoves.org/?cid=1,102,1043",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_ArbenGashi/image.3.jpeg,
mp_ArbenGashi,Arben Gashi,Gashi Arben,Gashi,Arben,"http://www.kuvendikosoves.org/?cid=1,102,1043",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_ArbenGashi/image.3.jpeg,
mp_ArdianGjini,Ardian Gjini,Gjini Ardian,Gjini,Ardian,"http://www.kuvendikosoves.org/?cid=1,158,696&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_45,chamber_2010-12-12,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_ArdianGjini/image.2.jpeg,
mp_ArdianGjini,Ardian Gjini,Gjini Ardian,Gjini,Ardian,"http://www.kuvendikosoves.org/?cid=1,158,696&secid=102&legid=4",2007-12-13,2010-11-03,parliamentary_group_29,chamber_2007-12-13,Grupi i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_ArdianGjini/image.2.jpeg,
mp_ArmendZemaj,Armend Zemaj,Zemaj Armend,Zemaj,Armend,"http://www.kuvendikosoves.org/?cid=1,102,1055",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_ArmendZemaj/image.4.jpeg,
mp_ArmendZemaj,Armend Zemaj,Zemaj Armend,Zemaj,Armend,"http://www.kuvendikosoves.org/?cid=1,102,1055",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_ArmendZemaj/image.4.jpeg,
mp_ArmendZemaj,Armend Zemaj,Zemaj Armend,Zemaj,Armend,"http://www.kuvendikosoves.org/?cid=1,102,1055",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_ArmendZemaj/image.4.jpeg,
mp_ArsimBajrami,Arsim Bajrami,Bajrami Arsim,Bajrami,Arsim,"http://www.kuvendikosoves.org/?cid=1,158,690&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_ArsimBajrami/image.3.jpeg,
mp_ArsimBajrami,Arsim Bajrami,Bajrami Arsim,Bajrami,Arsim,"http://www.kuvendikosoves.org/?cid=1,158,690&secid=102&legid=4",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_ArsimBajrami/image.3.jpeg,
mp_ArsimBajrami,Arsim Bajrami,Bajrami Arsim,Bajrami,Arsim,"http://www.kuvendikosoves.org/?cid=1,158,690&secid=102&legid=4",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_ArsimBajrami/image.3.jpeg,
mp_ArsimRexhepi,Arsim Rexhepi,Rexhepi Arsim,Rexhepi,Arsim,"http://www.kuvendikosoves.org/?cid=1,158,584&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_ArsimRexhepi/image.jpeg,1972-05-20
mp_AuroraBakalli,Aurora Bakalli,Bakalli Aurora,Bakalli,Aurora,"http://www.kuvendikosoves.org/?cid=1,158,739&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_47,chamber_2010-12-12,PG,http://files.parldata.eu/kv/kuvendi/people/mp_AuroraBakalli/image.jpeg,
mp_AzemSyla,Azem Syla,Syla Azem,Syla,Azem,"http://www.kuvendikosoves.org/?cid=1,102,929",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,,
mp_AzemSyla,Azem Syla,Syla Azem,Syla,Azem,"http://www.kuvendikosoves.org/?cid=1,102,929",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,,
mp_BahriHyseni,Bahri Hyseni,Hyseni Bahri,Hyseni,Bahri,"http://www.kuvendikosoves.org/?cid=1,158,545&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BahriHyseni/image.jpeg,
mp_BahriThaçi,Bahri Thaçi,Thaçi Bahri,Thaçi,Bahri,"http://www.kuvendikosoves.org/?cid=1,158,737&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_BahriTha%C3%A7i/image.jpeg,1958-05-27
mp_BajramKosumi,Bajram Kosumi,Kosumi Bajram,Kosumi,Bajram,"http://www.kuvendikosoves.org/?cid=1,158,605&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_29,chamber_2007-12-13,Grupi i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BajramKosumi/image.3.jpeg,1960-03-20
mp_BajramKosumi,Bajram Kosumi,Kosumi Bajram,Kosumi,Bajram,"http://www.kuvendikosoves.org/?cid=1,158,605&secid=102&legid=3",2004-11-23,2007-12-12,parliamentary_group_9,chamber_2004-11-23,Grupi Parlamentar i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BajramKosumi/image.3.jpeg,1960-03-20
mp_BajramKosumi,Bajram Kosumi,Kosumi Bajram,Kosumi,Bajram,"http://www.kuvendikosoves.org/?cid=1,158,605&secid=102&legid=3",2001-11-17,2004-11-23,parliamentary_group_3,chamber_2001-11-17,Grupi Parlamentar i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BajramKosumi/image.3.jpeg,1960-03-20
mp_BajramRexhepi,Bajram Rexhepi,Rexhepi Bajram,Rexhepi,Bajram,"http://www.kuvendikosoves.org/?cid=1,158,435&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BajramRexhepi/image.jpeg,
mp_BajrushXhemaili,Bajrush Xhemaili,Xhemaili Bajrush,Xhemaili,Bajrush,"http://www.kuvendikosoves.org/?cid=1,158,450&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BajrushXhemaili/image.2.jpeg,1956-05-11
mp_BajrushXhemaili,Bajrush Xhemaili,Xhemaili Bajrush,Xhemaili,Bajrush,"http://www.kuvendikosoves.org/?cid=1,158,450&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BajrushXhemaili/image.2.jpeg,1956-05-11
mp_BaliMuharremaj,Bali Muharremaj,Muharremaj Bali,Muharremaj,Bali,"http://www.kuvendikosoves.org/?cid=1,102,844",2014-07-17,2017-05-10,parliamentary_group_60,chamber_2014-07-17,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_BaliMuharremaj/image.2.jpeg,
mp_BaliMuharremaj,Bali Muharremaj,Muharremaj Bali,Muharremaj,Bali,"http://www.kuvendikosoves.org/?cid=1,102,844",2010-12-12,2014-05-07,parliamentary_group_45,chamber_2010-12-12,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_BaliMuharremaj/image.2.jpeg,
mp_BardhylMetaj,Bardhyl Metaj,Metaj Bardhyl,Metaj,Bardhyl,"http://www.kuvendikosoves.org/?cid=1,102,937",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_BardhylMetaj/image.png,
mp_BasriMusmurati,Basri Musmurati,Musmurati Basri,Musmurati,Basri,"http://www.kuvendikosoves.org/?cid=1,158,653&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BasriMusmurati/image.gif,
mp_BedriSelmani,Bedri Selmani,Selmani Bedri,Selmani,Bedri,"http://www.kuvendikosoves.org/?cid=1,158,278&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BedriSelmani/image.jpeg,1960-07-25
mp_BeharSelimi,Behar Selimi,Selimi Behar,Selimi,Behar,"http://www.kuvendikosoves.org/?cid=1,158,691&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_BeharSelimi/image.jpeg,1968-04-20
mp_BehgjetPacolli,Behgjet Pacolli,Pacolli Behgjet,Pacolli,Behgjet,"http://www.kuvendikosoves.org/?cid=1,158,578&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_27,chamber_2007-12-13,Grupi i AKR-së,http://files.parldata.eu/kv/kuvendi/people/mp_BehgjetPacolli/image.jpeg,
mp_BehxhetBrajshori,Behxhet Brajshori,Brajshori Behxhet,Brajshori,Behxhet,"http://www.kuvendikosoves.org/?cid=1,158,415&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BehxhetBrajshori/image.2.jpeg,1958-08-11
mp_BehxhetBrajshori,Behxhet Brajshori,Brajshori Behxhet,Brajshori,Behxhet,"http://www.kuvendikosoves.org/?cid=1,158,415&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BehxhetBrajshori/image.2.jpeg,1958-08-11
mp_BekimHaxhiu,Bekim Haxhiu,Haxhiu Bekim,Haxhiu,Bekim,"http://www.kuvendikosoves.org/?cid=1,102,976",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_BekimHaxhiu/image.3.jpeg,
mp_BekimHaxhiu,Bekim Haxhiu,Haxhiu Bekim,Haxhiu,Bekim,"http://www.kuvendikosoves.org/?cid=1,102,976",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_BekimHaxhiu/image.3.jpeg,
mp_BeratBushala,Berat Bushala,Bushala Berat,Bushala,Berat,"http://www.kuvendikosoves.org/?cid=1,158,727&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_BeratBushala/image.jpeg,
mp_BeratLuzha,Berat Luzha,Luzha Berat,Luzha,Berat,"http://www.kuvendikosoves.org/?cid=1,158,538&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BeratLuzha/image.3.jpeg,1953-01-08
mp_BeratLuzha,Berat Luzha,Luzha Berat,Luzha,Berat,"http://www.kuvendikosoves.org/?cid=1,158,538&secid=102&legid=3",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BeratLuzha/image.3.jpeg,1953-01-08
mp_BeratLuzha,Berat Luzha,Luzha Berat,Luzha,Berat,"http://www.kuvendikosoves.org/?cid=1,158,538&secid=102&legid=3",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BeratLuzha/image.3.jpeg,1953-01-08
mp_BerimRamosaj,Berim Ramosaj,Ramosaj Berim,Ramosaj,Berim,"http://www.kuvendikosoves.org/?cid=1,158,595&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BerimRamosaj/image.jpeg,1962-06-04
mp_BesaBaftija,Besa Baftija,Baftija Besa,Baftija,Besa,"http://www.kuvendikosoves.org/?cid=1,102,883",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_BesaBaftija/image.jpeg,
mp_BesaGaxherri,Besa Gaxherri,Gaxherri Besa,Gaxherri,Besa,"http://www.kuvendikosoves.org/?cid=1,102,1058",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_BesaGaxherri/image.5.jpeg,
mp_BesaGaxherri,Besa Gaxherri,Gaxherri Besa,Gaxherri,Besa,"http://www.kuvendikosoves.org/?cid=1,102,1058",2007-12-13,2010-11-03,parliamentary_group_28,chamber_2007-12-13,Grupi i LDD-së,http://files.parldata.eu/kv/kuvendi/people/mp_BesaGaxherri/image.5.jpeg,
mp_BesaGaxherri,Besa Gaxherri,Gaxherri Besa,Gaxherri,Besa,"http://www.kuvendikosoves.org/?cid=1,102,1058",2004-11-23,2007-12-12,parliamentary_group_24,chamber_2004-11-23,Grupi Parlamentar i LDD-së,http://files.parldata.eu/kv/kuvendi/people/mp_BesaGaxherri/image.5.jpeg,
