id,honorific_prefix,name,email,image,identifier__peoples_assembly
andries-carl-nel,Mr,Andries Nel,DepMin@cogta.gov.za,https://www.pa.org.za/media_root/cache/f1/47/f147495118a82ae29ae4c14dbdfc11a0.jpg,844
angela-thokozile-didiza,Ms,Thoko Didiza,"",https://www.pa.org.za/media_root/cache/f2/72/f272917d66a103b1dfda9c077031308d.jpg,4174
angela-thokozile-didiza,Ms,Thoko Didiza,"",https://www.pa.org.za/media_root/cache/f2/72/f272917d66a103b1dfda9c077031308d.jpg,4174
annacleta-mathapelo-siwisa,"",Annacleta Mathapelo Siwisa,mathapelosiwisa@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,11304
annah-gela,"",Annah Gela,"",https://www.pa.org.za/static/images/person-210x210.jpg,13282
annelie-lotriet,Dr,Annelie Lotriet,anneliel@da.org.za,https://www.pa.org.za/media_root/cache/63/b1/63b113baed3d93ffcd55ffb766b860e4.jpg,700
annelie-lotriet,Dr,Annelie Lotriet,anneliel@da.org.za,https://www.pa.org.za/media_root/cache/63/b1/63b113baed3d93ffcd55ffb766b860e4.jpg,700
annerie-maria-magdalena-weber,"",Annerie Maria Magdalena Weber,annerieweber@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,11131
annette-steyn,Ms,Annette Steyn,anett@xsinet.co.za,https://www.pa.org.za/media_root/cache/bd/83/bd83947e523a465665c34cd1313f7adb.jpg,955
annette-steyn,Ms,Annette Steyn,anett@xsinet.co.za,https://www.pa.org.za/media_root/cache/bd/83/bd83947e523a465665c34cd1313f7adb.jpg,955
annette-theresa-lovemore,Ms,Annette Theresa Lovemore,alovemore@parliament.gov.za,https://www.pa.org.za/media_root/cache/69/1e/691ed789acb61ddcf3bb6457ab450eb1.jpg,702
anton-de-waal-alberts,Adv,Anton De Waal Alberts,aalberts@parliament.gov.za,https://www.pa.org.za/media_root/cache/b0/48/b0489d96c786b5d0658349a8525822cf.jpg,546
asanda-matshobeni,Ms,Asanda Matshobeni,pmogotsi@parliament.gov.za,https://www.pa.org.za/media_root/cache/6c/04/6c046449decff8ddbfc08e7a52693d11.jpg,6867
ashor-nick-sarupen,"",Ashor Sarupen,ashors@da.org.za,https://www.pa.org.za/static/images/person-210x210.jpg,6465
audrey-sbongile-zuma,"",Audrey Sbongile Zuma,"",https://www.pa.org.za/static/images/person-210x210.jpg,4299
ayanda-dlodlo,Ms,Ayanda Dlodlo,"",https://www.pa.org.za/media_root/cache/3f/cc/3fcc26c826657759664e0dd6c1acf15d.jpg,605
ayanda-dlodlo,Ms,Ayanda Dlodlo,"",https://www.pa.org.za/media_root/cache/3f/cc/3fcc26c826657759664e0dd6c1acf15d.jpg,605
azwihangwisi-faith-muthambi,Ms,Faith Muthambi,amuthambi@parliament.gov.za,https://www.pa.org.za/media_root/cache/d1/1a/d11a7286cf4fb613dc039e0ccc29ede7.jpg,836
azwihangwisi-faith-muthambi,Ms,Faith Muthambi,amuthambi@parliament.gov.za,https://www.pa.org.za/media_root/cache/d1/1a/d11a7286cf4fb613dc039e0ccc29ede7.jpg,836
bafuze-sicelo-yabo,"",Bafuze Sicelo Yabo,"",https://www.pa.org.za/static/images/person-210x210.jpg,13284
baleka-mbete,Ms,Baleka Mbete,"",https://www.pa.org.za/media_root/cache/93/ee/93ee9dfee8f10a169812a819a49c54b8.jpg,4175
bantubonke-harrington-holomisa,Dr,Bantu Holomisa,bholomisa@udm.org.za,https://www.pa.org.za/media_root/cache/35/5a/355a075c2eb8237e4dfbcc1b7838bfaa.jpg,659
bantubonke-harrington-holomisa,Dr,Bantu Holomisa,bholomisa@udm.org.za,https://www.pa.org.za/media_root/cache/35/5a/355a075c2eb8237e4dfbcc1b7838bfaa.jpg,659
barbara-thomson,Ms,Barbara Thomson,tiko@environment.gov.za,https://www.pa.org.za/media_root/cache/33/59/335943b222666d3a3a937eb6891088ef.jpg,970
bathabile-olive-dlamini,Ms,Bathabile Dlamini,sindiswa@dwcpd.gov.za,https://www.pa.org.za/media_root/cache/97/24/9724c6c80ad138d8d1e5d4533f9e25fd.jpg,603
bathabile-olive-dlamini,Ms,Bathabile Dlamini,sindiswa@dwcpd.gov.za,https://www.pa.org.za/media_root/cache/97/24/9724c6c80ad138d8d1e5d4533f9e25fd.jpg,603
bavelile-gloria-hlongwa,"",Bavelile Gloria Hlongwa,"",https://www.pa.org.za/media_root/cache/b1/05/b105b7f78e6e1065ac8e90dcd8b0b8bd.jpg,13742
baxolile-babongile-nodada,"",Baxolile Babongile Nodada,baxolilenodada@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,11136
beatrice-thembekile-ngcobo,Ms,Beatrice Thembekile Ngcobo,"",https://www.pa.org.za/media_root/cache/59/92/59927504a312e237eccd9c6bf4dcda8e.jpg,849
beauty-nomhle-dambuza,Mrs,Beauty Nomhle Dambuza,bdambuza@parliament.gov.za,https://www.pa.org.za/media_root/cache/0b/8b/0b8b0a7ac6eed68ac29488b2b7e57e31.jpg,587
beauty-nomvuzo-dlulane,Ms,Beauty Nomvuzo Dlulane,bdlulane@parliament.gov.za,https://www.pa.org.za/media_root/cache/47/a0/47a06ce23f470a9b3a82d0e0ffa54bf2.jpg,607
beauty-nomvuzo-dlulane,Ms,Beauty Nomvuzo Dlulane,bdlulane@parliament.gov.za,https://www.pa.org.za/media_root/cache/47/a0/47a06ce23f470a9b3a82d0e0ffa54bf2.jpg,607
beauty-thulani-zibula,"",Beauty Thulani Zibula,"",https://www.pa.org.za/static/images/person-210x210.jpg,13743
bekizwe-simon-nkosi,"",Bekizwe Simon Nkosi,"",https://www.pa.org.za/static/images/person-210x210.jpg,10265
belinda-bozzoli,Professor,Belinda Bozzoli,bbozzoli@parliament.gov.za ; bbozzoli@global.co.za,https://www.pa.org.za/media_root/cache/30/f3/30f3c9b417076ebc6ec3e0a9d8db1cda.jpg,9529
belinda-bozzoli,Professor,Belinda Bozzoli,bbozzoli@parliament.gov.za ; bbozzoli@global.co.za,https://www.pa.org.za/media_root/cache/30/f3/30f3c9b417076ebc6ec3e0a9d8db1cda.jpg,9529
benedict-anthony-duke-martins,Mr,Benedict Anthony Duke Martins,bmartins@parliament.gov.za,https://www.pa.org.za/media_root/cache/47/01/47016168d47333e0969990da3a49bcd0.jpg,745
benedicta-maria-van-minnen,"",Benedicta Maria Van Minnen,benvm@mweb.co.za,https://www.pa.org.za/static/images/person-210x210.jpg,14994
bennet-mzwenqaba-bhanga,Mr,Bennet Mzwenqaba Bhanga,nbhanga@gmail.com,https://www.pa.org.za/media_root/cache/7e/12/7e123be16a643eb718c45116ee2011f2.jpg,553
bernard-daniel-joseph,Mr,Bernard Daniel Joseph,bjoseph@wcpp.gov.za,https://www.pa.org.za/media_root/cache/3d/c1/3dc13d4f02f16ab24b61fbbbc724e704.jpg,6743
bernice-swarts,"",Bernice Swarts,"",https://www.pa.org.za/static/images/person-210x210.jpg,13278
bertha-peace-mabe,Ms,Bertha Peace Mabe,bmabe@parliament.gov.za,https://www.pa.org.za/media_root/cache/55/dd/55dd13c152a2c02ef7cf4978dea86ecf.jpg,1037
bertha-peace-mabe,Ms,Bertha Peace Mabe,bmabe@parliament.gov.za,https://www.pa.org.za/media_root/cache/55/dd/55dd13c152a2c02ef7cf4978dea86ecf.jpg,1037
beverley-lynette-abrahams,Mrs,Beverley Lynnette Abrahams,babrahams@parliament.gov.za,https://www.pa.org.za/media_root/cache/55/54/55543da47c87815e71c63cfe8c747b87.jpg,1018
bheki-mathews-hadebe,"",Bheki Mathews Hadebe,"",https://www.pa.org.za/static/images/person-210x210.jpg,14863
bhekiziswe-abram-radebe,Mr,Bhekizizwe Abram Radebe,bradebe@parliament.gov.za,https://www.pa.org.za/media_root/cache/51/e1/51e1ef4046a9e68da38fc74f80aa3ccc.jpg,899
bhekiziswe-abram-radebe,Mr,Bhekizizwe Abram Radebe,bradebe@parliament.gov.za,https://www.pa.org.za/media_root/cache/51/e1/51e1ef4046a9e68da38fc74f80aa3ccc.jpg,899
bhekizizwe-nivard-luthuli,"",Bhekizizwe Nivard Luthuli,"",https://www.pa.org.za/static/images/person-210x210.jpg,7414
bhekokwakhe-hamilton-cele,Mr,Bheki Cele,mubiana@saps.gov.za,https://www.pa.org.za/media_root/cache/d0/d1/d0d130207a3d2071eb256d65fcabaa46.jpg,4289
bhekokwakhe-hamilton-cele,Mr,Bheki Cele,mubiana@saps.gov.za,https://www.pa.org.za/media_root/cache/d0/d1/d0d130207a3d2071eb256d65fcabaa46.jpg,4289
boitumelo-elizabeth-moloi,"",Boitumelo Elizabeth Moloi,"",https://www.pa.org.za/media_root/cache/3b/d6/3bd68408aad9ea92094a1c28da999693.jpg,10263
bomo-edna-edith-molewa,Ms,Edna Molewa,"",https://www.pa.org.za/media_root/cache/f2/b7/f2b7bb26c92b9f2a88075185f827b55c.jpg,806
bongani-michael-mkongi,Mr,Bongani Michael Mkongi,mgxajif@saps.gov.za,https://www.pa.org.za/media_root/cache/08/8b/088b388a78e6c6258b2302a7dd89d556.jpg,4342
bongani-thomas-bongo,Adv,Bongani Thomas Bongo,bbongo@parliament.gov.za,https://www.pa.org.za/media_root/cache/7c/fc/7cfc38b4dbde598597db1b265a2c6bbd.jpg,4325
bongani-thomas-bongo,Adv,Bongani Thomas Bongo,bbongo@parliament.gov.za,https://www.pa.org.za/media_root/cache/7c/fc/7cfc38b4dbde598597db1b265a2c6bbd.jpg,4325
bongekile-jabulile-dlomo,Ms,Bongekile Jabulile Dlomo,bdlomo@parliament.gov.za,https://www.pa.org.za/media_root/cache/ed/bb/edbbe0b8ed1ca25527463f228c6b3220.jpg,606
bongi-maria-ntuli,Ms,Bongi Maria Ntuli,"",https://www.pa.org.za/media_root/cache/1d/57/1d5781a6940a41f4033aef2431633dcb.jpg,869
bonginkosi-emmanuel-nzimande,Dr,Blade Nzimande,Lundt.S@dhet.gov.za,https://www.pa.org.za/media_root/cache/ad/4e/ad4eaf7e9c9133e20385c4bd517d3fd6.jpg,878
bonginkosi-emmanuel-nzimande,Dr,Blade Nzimande,Lundt.S@dhet.gov.za,https://www.pa.org.za/media_root/cache/ad/4e/ad4eaf7e9c9133e20385c4bd517d3fd6.jpg,878
bongiwe-pricilla-mbinqo-gigaba,"",Bongiwe Pricilla Mbinqo-Gigaba,"",https://www.pa.org.za/media_root/cache/98/94/9894e7ca3f05510648a2c3a0aedf243c.jpg,4577
bonisile-nesi,Mr,Bonisile Alfred Nesi,bnesi@parliament.gov.za,https://www.pa.org.za/media_root/cache/28/ed/28ed4c2c13e2674f8f641cc3a3e06e7d.jpg,1058
boyce-makhosonke-maneli,"",Boyce Makhosonke Maneli,"",https://www.pa.org.za/static/images/person-210x210.jpg,13268
brandon-rodney-topham,Mr,Brandon Rodney Topham,btopham@parliament.gov.za ; brandontopham@gmail.com,https://www.pa.org.za/media_root/cache/cd/67/cd6734449607467c0c25660c7a45f6e5.jpg,9644
brian-molefe,Mr,Brian Molefe,"",https://www.pa.org.za/media_root/cache/37/22/3722440838606673c72d93c33255dfee.jpg,9653
brian-sindile-madlingozi,"",Brian Sindile Madlingozi,"",https://www.pa.org.za/static/images/person-210x210.jpg,11302
bridget-staff-masango,Ms,Bridget Staff Masango,masangobridget11@gmail.com,https://www.pa.org.za/media_root/cache/8b/14/8b144b9ab1e1f19439880392e02ee0ed.jpg,6239
bridget-staff-masango,Ms,Bridget Staff Masango,masangobridget11@gmail.com,https://www.pa.org.za/media_root/cache/8b/14/8b144b9ab1e1f19439880392e02ee0ed.jpg,6239
buoang-lemias-mashile,Mr,Buoang Lemias Mashile,bmashile@parliament.gov.za ; lemias@soft.co.za,https://www.pa.org.za/media_root/cache/b4/1d/b41d021236493538f9e229dd930116cf.jpg,1046
busisiwe-clarah-ndlovu,"",Busisiwe Clarah Ndlovu,bndlovu@parliament.gov.za,https://www.pa.org.za/media_root/cache/c4/54/c454246adbaa8fba669cf95ff31ec3dd.jpg,4549
busisiwe-tshwete,"",Busisiwe Tshwete,"",https://www.pa.org.za/static/images/person-210x210.jpg,12702
c-nqakula,Mr,Charles Nqakula,cnqakula@parliament.gov.za,https://www.pa.org.za/media_root/cache/b7/bd/b7bd8fa1872f6924f6c151d0c3a7fcd4.jpg,865
cameron-mackenzie,Mr,Cameron Mackenzie,cmackenzie@parliament.gov.za ; mackenzie@sentinel360.co.za,https://www.pa.org.za/media_root/cache/03/d2/03d2805fec5e824dbce6514407e7f234.jpg,6214
cameron-mackenzie,Mr,Cameron Mackenzie,cmackenzie@parliament.gov.za ; mackenzie@sentinel360.co.za,https://www.pa.org.za/media_root/cache/03/d2/03d2805fec5e824dbce6514407e7f234.jpg,6214
carin-visser,"",Carin Visser,carinvisser@sannieshof.com ; carinvisser@gmail.com,https://www.pa.org.za/media_root/cache/11/0d/110d9e2717f78fb0c8cbb7f7347b4663.jpg,6268
carol-mokgadi-phiri,"",Carol Mokgadi Phiri,"",https://www.pa.org.za/static/images/person-210x210.jpg,14181
cassel-charlie-mathale,Mr,Cassel Charlie Mathale,"",https://www.pa.org.za/media_root/cache/bf/80/bf80cb7f8fa2dfd14b4310f012b8e85b.jpg,1332
cassel-charlie-mathale,Mr,Cassel Charlie Mathale,"",https://www.pa.org.za/media_root/cache/bf/80/bf80cb7f8fa2dfd14b4310f012b8e85b.jpg,1332
cathrine-matsimbi,Ms,Cathrine Matsimbi,kmatsimbi@parliament.gov.za ; matsimbi@webmail.co.za,https://www.pa.org.za/media_root/cache/ad/31/ad31ef2f6ef287ec6b1b9f77c4fcdf93.jpg,4195
cedric-thomas-frolick,Mr,Cedric Thomas Frolick,cfrolick@parliament.gov.za,https://www.pa.org.za/media_root/cache/6c/d7/6cd7a87a7711e9119c42c991246de5d4.jpg,629
cedric-thomas-frolick,Mr,Cedric Thomas Frolick,cfrolick@parliament.gov.za,https://www.pa.org.za/media_root/cache/6c/d7/6cd7a87a7711e9119c42c991246de5d4.jpg,629
celiwe-qhamkile-madlopha,Dr,Celiwe Qhamkile Madlopha,cmadlopha@parliament.gov.za ; celiwemadlopha@gmail.com,https://www.pa.org.za/media_root/cache/06/96/06964c591060ca3f5e14d954f85872ce.jpg,716
chantel-king,Ms,Chantel King,kingchantel39@yahoo.com,https://www.pa.org.za/media_root/cache/f9/46/f9460a46d9a9ea2859e7e537490dc77c.jpg,9651
chantel-king,Ms,Chantel King,kingchantel39@yahoo.com,https://www.pa.org.za/media_root/cache/f9/46/f9460a46d9a9ea2859e7e537490dc77c.jpg,9651
charles-danny-kekana,Mr,Charles Danny Kekana,dkekana@parliament.gov.za,https://www.pa.org.za/media_root/cache/5d/25/5d252f39ecd1381362468358e7d286b7.jpg,671
cheryl-phillips,"",Cheryl Phillips,rustenburgward16@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,11135
cheryllyn-dudley,Mrs,Cheryllyn Dudley,cdudley@parliament.gov.za,https://www.pa.org.za/media_root/cache/c7/44/c7446b8d32734649e36c5aa5df27b8b8.jpg,614
choloane-david-matsepe,Mr,Choloane David Matsepe,dmatsepe@parliament.gov.za ; matsepe.david@yahoo.com,https://www.pa.org.za/media_root/cache/4d/11/4d11136f1ff1ac723eb28e3e908e88fd.jpg,6218
christian-hans-heinrich-hunsinger,Mr,Chris Hunsinger,chunsinger33@gmail.com,https://www.pa.org.za/media_root/cache/af/33/af33c9ff71c361c44e55a1b89016f916.jpg,6231
christian-hans-heinrich-hunsinger,Mr,Chris Hunsinger,chunsinger33@gmail.com,https://www.pa.org.za/media_root/cache/af/33/af33c9ff71c361c44e55a1b89016f916.jpg,6231
christian-themba-msimang,Prof,Christian Themba Msimang,cmsimang@parliament.gov.za,https://www.pa.org.za/media_root/cache/3f/42/3f42e513e2bb2a9fddf02ef5d6dd0bf7.jpg,826
christian-themba-msimang,Prof,Christian Themba Msimang,cmsimang@parliament.gov.za,https://www.pa.org.za/media_root/cache/3f/42/3f42e513e2bb2a9fddf02ef5d6dd0bf7.jpg,826
christopher-howard-mzwakhe-sibisi,"",Christopher Howard Mzwakhe Sibisi,"",https://www.pa.org.za/static/images/person-210x210.jpg,14061
chueu-patricia,Ms,Mamonare Patricia Chueu,mchueu@parliament.gov.za ; pchueu@gpl.gov.za,https://www.pa.org.za/media_root/cache/d5/19/d519c5428225c03d890b859093ad68b0.jpg,1366
ciliesta-catherine-shoana-motsepe,"",Ciliesta Catherine Shoana Motsepe,lebeyaas@yahoo.com,https://www.pa.org.za/static/images/person-210x210.jpg,6977
cilliers-brink,"",Cilliers Brink,cilliers.brink@me.com,https://www.pa.org.za/static/images/person-210x210.jpg,11128
cornelia-carol-september,Ms,Cornelia Carol September,cseptember@parliament.gov.za,https://www.pa.org.za/media_root/cache/c6/56/c656a9801b154fc4608bfc1f204d4d96.jpg,922
cornelius-petrus-mulder,Dr,Cornelius Petrus Mulder,cmulder@parliament.gov.za ; zemfira@mweb.co.za,https://www.pa.org.za/media_root/cache/f7/44/f7447c1c17fb9800b5fa4022029bdd96.jpg,834
cornelius-petrus-mulder,Dr,Cornelius Petrus Mulder,cmulder@parliament.gov.za ; zemfira@mweb.co.za,https://www.pa.org.za/media_root/cache/f7/44/f7447c1c17fb9800b5fa4022029bdd96.jpg,834
creecy-barbara,"",Barbara Creecy,"",https://www.pa.org.za/media_root/cache/ac/31/ac31c2f83bda4a986aefc5327627cbce.jpg,1367
cynthia-nocollege-majeke,Ms,Cynthia Nocollege Majeke,cmajeke@parliament.gov.za,https://www.pa.org.za/media_root/cache/6b/c5/6bc5accc94dbb164c7a683aaacf253de.jpg,9077
d-van-der-walt,Ms,Désirée Van Der Walt,desireevdw@da.org.za,https://www.pa.org.za/media_root/cache/5b/48/5b48b932ec3db2aa13e30025b8cce65a.jpg,1017
d-van-der-walt,Ms,Désirée Van Der Walt,desireevdw@da.org.za,https://www.pa.org.za/media_root/cache/5b/48/5b48b932ec3db2aa13e30025b8cce65a.jpg,1017
dalton-hlamalani-khosa,Mr,Dalton Hlamalani Khosa,hkhosa@parliament.gov.za,https://www.pa.org.za/media_root/cache/b7/10/b7107c22293a40f5553001613add3dee.jpg,4320
daphne-zukiswa-rantho,Ms,Daphne Zukiswa Rantho,zrantho@parliament.gov.za,https://www.pa.org.za/media_root/cache/1d/64/1d640f7644d50c8a53d2c65c23926d23.jpg,1064
darren-bergman,Mr,Darren Bergman,bergman.darren@gmail.com,https://www.pa.org.za/media_root/cache/7f/49/7f4997adc1239e59e6a152399b73ae57.jpg,6216
darren-bergman,Mr,Darren Bergman,bergman.darren@gmail.com,https://www.pa.org.za/media_root/cache/7f/49/7f4997adc1239e59e6a152399b73ae57.jpg,6216
david-christie-ross,Mr,David Christie Ross,dross@parliament.gov.za,https://www.pa.org.za/media_root/cache/f6/0f/f60f4552b28f9a707ad398eaff58f4a5.jpg,909
david-dabede-mabuza,"",David Dabede Mabuza,malebo@presidency.gov.za,https://www.pa.org.za/media_root/cache/55/72/5572a36e872e88a6519e8da5ad3a8909.jpg,4524
david-dabede-mabuza,"",David Dabede Mabuza,malebo@presidency.gov.za,https://www.pa.org.za/media_root/cache/55/72/5572a36e872e88a6519e8da5ad3a8909.jpg,4524
david-douglas-van-rooyen,Mr,David Douglas Des Van Rooyen,dvanrooyen@parliament.gov.za,https://www.pa.org.za/media_root/cache/2c/fe/2cfe97d7814499014306c63578655478.jpg,989
david-john-maynier,Mr,David John Maynier,dmaynier@parliament.gov.za ; david@da-mp.org.za,https://www.pa.org.za/media_root/cache/03/97/039729abce077f486863d79685f5d49e.jpg,767
dd-dlamini,"",Dorah Dunana Dlamini,"",https://www.pa.org.za/static/images/person-210x210.jpg,1880
dean-william-macpherson,Mr,Dean William Macpherson,dean@eduform.co.za,https://www.pa.org.za/media_root/cache/78/16/78161db34a7ba5c77c4fa332dfc42521.jpg,6235
dean-william-macpherson,Mr,Dean William Macpherson,dean@eduform.co.za,https://www.pa.org.za/media_root/cache/78/16/78161db34a7ba5c77c4fa332dfc42521.jpg,6235
deborah-dineo-raphuti,Ms,Deborah Dineo Raphuti,draphuti@parliament.gov.za,https://www.pa.org.za/media_root/cache/e8/e1/e8e1cb05c0632f3707db4dbc4d652348.jpg,4273
deidre-carter,Ms,Deidre Carter,deidrecarter23@gmail.com,https://www.pa.org.za/media_root/cache/42/6d/426df3e732a9ece4d563450bcf27426c.jpg,573
delisile-blessing-ngwenya,"",Delisile Blessing Ngwenya,"",https://www.pa.org.za/static/images/person-210x210.jpg,11299
denis-joseph,Mr,Denis Joseph,denisjoseph77@yahoo.com,https://www.pa.org.za/media_root/cache/90/f8/90f81d5d0396999b8c34eea4936f189f.jpg,1035
denise-robinson,Mrs,Denise Robinson,DeniseR@wol.co.za,https://www.pa.org.za/media_root/cache/82/6e/826e75b12811a442ccee0e92a2f3f07f.jpg,907
dennis-richard-ryder,"",Dennis Richard Ryder,dennisryderza@gmail.com,https://www.pa.org.za/media_root/cache/90/d8/90d831a130280d09bc83c8a97c447bfd.jpg,6242
derek-andre-hanekom,Mr,Derek Hanekom,"",https://www.pa.org.za/media_root/cache/22/fc/22fc0d57521a896ee1eebadb95fd2fe4.jpg,652
derek-andre-hanekom,Mr,Derek Hanekom,"",https://www.pa.org.za/media_root/cache/22/fc/22fc0d57521a896ee1eebadb95fd2fe4.jpg,652
derick-mnguni,Mr,Derick Mnguni,dmnguni@parliament.gov.za ; derickmnguni1@gmail.com,https://www.pa.org.za/media_root/cache/9b/09/9b09bb728adbb850cd77c62006b2e0e6.jpg,4324
derrick-america,Mr,Derrick America,damerica@telkomsa.net,https://www.pa.org.za/media_root/cache/72/fb/72fb62f0009c8ac75ee3c92c214d58e3.jpg,6209
desmond-lawrence-moela,"",Desmond Lawrence Moela,"",https://www.pa.org.za/static/images/person-210x210.jpg,10264
dianne-kohler-barnard,Ms,Dianne Kohler Barnard,dianne.kohler.barnard@gmail.com,https://www.pa.org.za/media_root/cache/c8/1f/c81fd603047e4bc98838ee4dbdf6ce81.jpg,681
dianne-kohler-barnard,Ms,Dianne Kohler Barnard,dianne.kohler.barnard@gmail.com,https://www.pa.org.za/media_root/cache/c8/1f/c81fd603047e4bc98838ee4dbdf6ce81.jpg,681
dikeledi-gladys-mahlangu,Ms,Dikeledi Gladys Mahlangu,dimahlangu@parliament.gov.za,https://www.pa.org.za/media_root/cache/11/c6/11c68fb1545c470eb4b2d816ba0847f2.jpg,4184
dikeledi-phillistus-magadzi,Ms,Dikeledi Phillistus Magadzi,magadzi@gmail.com,https://www.pa.org.za/media_root/cache/9b/e2/9be23c312109e24abfadff0541d6d39c.jpg,4179
dikeledi-phillistus-magadzi,Ms,Dikeledi Phillistus Magadzi,magadzi@gmail.com,https://www.pa.org.za/media_root/cache/9b/e2/9be23c312109e24abfadff0541d6d39c.jpg,4179
