id,name,photo,email,source,given_name,family_name,start_date,end_date,party,term
406F390A55A7EE1CC2257D7B0032D9C2,Andris Vilks,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/406f390a55a7ee1cc2257d7b0032d9c2/Foto/0.84?OpenElement&FieldElemFormat=jpg,Andris.Vilks@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/406F390A55A7EE1CC2257D7B0032D9C2?OpenDocument&lang=EN,Andris,Vilks,2014-11-05,2015-03-05,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
43F9D0E660EECBD0C2257D7B0032D897,Romualds Ražuks,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/43f9d0e660eecbd0c2257d7b0032d897/Foto/0.84?OpenElement&FieldElemFormat=jpg,Romualds.Razuks@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/43F9D0E660EECBD0C2257D7B0032D897?OpenDocument&lang=EN,Romualds,Ražuks,2014-11-04,,Unity,12
4460384B6DEFF1E6C2257D7B0032D7A4,Mārtiņš Bondars,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4460384b6deff1e6c2257d7b0032d7a4/Foto/0.84?OpenElement&FieldElemFormat=jpg,Martins.Bondars@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4460384B6DEFF1E6C2257D7B0032D7A4?OpenDocument&lang=EN,Mārtiņš,Bondars,2014-11-04,2016-08-03,Latvian Regional Alliance,12
4460384B6DEFF1E6C2257D7B0032D7A4,Mārtiņš Bondars,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4460384b6deff1e6c2257d7b0032d7a4/Foto/0.84?OpenElement&FieldElemFormat=jpg,Martins.Bondars@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4460384B6DEFF1E6C2257D7B0032D7A4?OpenDocument&lang=EN,Mārtiņš,Bondars,2016-08-03,2017-06-21,Latvian Regional Alliance,12
46B12B86654CE55BC2257D7B0032D83B,Vladimirs Nikonovs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/46b12b86654ce55bc2257d7b0032d83b/Foto/0.84?OpenElement&FieldElemFormat=jpg,Vladimirs.Nikonovs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/46B12B86654CE55BC2257D7B0032D83B?OpenDocument&lang=EN,Vladimirs,Nikonovs,2014-11-04,,Concord,12
498CF455CA6CCE8CC2257D7B0032D7A3,Artuss Kaimiņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/498cf455ca6cce8cc2257d7b0032d7a3/Foto/0.84?OpenElement&FieldElemFormat=jpg,Artuss.Kaimins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/498CF455CA6CCE8CC2257D7B0032D7A3?OpenDocument&lang=EN,Artuss,Kaimiņš,2014-11-04,2015-12-16,Latvian Regional Alliance,12
498CF455CA6CCE8CC2257D7B0032D7A3,Artuss Kaimiņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/498cf455ca6cce8cc2257d7b0032d7a3/Foto/0.84?OpenElement&FieldElemFormat=jpg,Artuss.Kaimins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/498CF455CA6CCE8CC2257D7B0032D7A3?OpenDocument&lang=EN,Artuss,Kaimiņš,2015-12-16,,Unaffiliated members of parliament,12
49FBB0ADF3F0B9BBC2257D7B0032D9DC,Rihards Kols,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/49fbb0adf3f0b9bbc2257d7b0032d9dc/Foto/0.84?OpenElement&FieldElemFormat=jpg,Rihards.Kols@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/49FBB0ADF3F0B9BBC2257D7B0032D9DC?OpenDocument&lang=EN,Rihards,Kols,2014-11-04,,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
4D842DE548E4B7F3C2257D7B0032DA18,Gaidis Bērziņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4d842de548e4b7f3c2257d7b0032da18/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gaidis.Berzins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4D842DE548E4B7F3C2257D7B0032DA18?OpenDocument&lang=EN,Gaidis,Bērziņš,2014-11-05,2015-06-17,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
4D842DE548E4B7F3C2257D7B0032DA18,Gaidis Bērziņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4d842de548e4b7f3c2257d7b0032da18/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gaidis.Berzins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4D842DE548E4B7F3C2257D7B0032DA18?OpenDocument&lang=EN,Gaidis,Bērziņš,2015-06-17,,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
4D842DE548E4B7F3C2257D7B0032DA18,Gaidis Bērziņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4d842de548e4b7f3c2257d7b0032da18/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gaidis.Berzins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4D842DE548E4B7F3C2257D7B0032DA18?OpenDocument&lang=EN,Gaidis,Bērziņš,2014-11-04,2014-11-05,National Alliance of All for Latvia! and For Fatherland and Freedom/LNNK,12
4DC72BA1459C6549C2257D7B0032D88B,Inesis Boķis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4dc72ba1459c6549c2257d7b0032d88b/Foto/0.84?OpenElement&FieldElemFormat=jpg,Inesis.Bokis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/4DC72BA1459C6549C2257D7B0032D88B?OpenDocument&lang=EN,Inesis,Boķis,2014-11-04,,Unity,12
50346B44759174A5C2257D7B0032D91C,Jānis Klaužs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/50346b44759174a5c2257d7b0032d91c/Foto/0.84?OpenElement&FieldElemFormat=jpg,Janis.Klauzs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/50346B44759174A5C2257D7B0032D91C?OpenDocument&lang=EN,Jānis,Klaužs,2014-11-04,,Union of Greens and Farmers,12
512766ACADE756C8C2257D7B0032D8FE,Ingmārs Līdaka,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/512766acade756c8c2257d7b0032d8fe/Foto/0.84?OpenElement&FieldElemFormat=jpg,Ingmars.Lidaka@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/512766ACADE756C8C2257D7B0032D8FE?OpenDocument&lang=EN,Ingmārs,Līdaka,2014-11-04,,Union of Greens and Farmers,12
5295A6D05528C9C8C2257D7B0032D8CB,Ints Dālderis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5295a6d05528c9c8c2257d7b0032d8cb/Foto/0.84?OpenElement&FieldElemFormat=jpg,Ints.Dalderis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5295A6D05528C9C8C2257D7B0032D8CB?OpenDocument&lang=EN,Ints,Dālderis,2014-11-04,,Unity,12
533304A24608EF73C2257D7B0032D804,Mihails Zemļinskis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/533304a24608ef73c2257d7b0032d804/Foto/0.84?OpenElement&FieldElemFormat=jpg,Mihails.Zemlinskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/533304A24608EF73C2257D7B0032D804?OpenDocument&lang=EN,Mihails,Zemļinskis,2014-11-04,,Concord,12
5399032058DD8EF1C2257D7B0032D8CC,Inese Lībiņa-Egnere,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5399032058dd8ef1c2257d7b0032d8cc/Foto/0.84?OpenElement&FieldElemFormat=jpg,Inese.Libina-Egnere@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5399032058DD8EF1C2257D7B0032D8CC?OpenDocument&lang=EN,Inese,Lībiņa-Egnere,2014-11-04,,Unity,12
55549C9446030C09C2257D7B0032D839,Jeļena Lazareva,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/55549c9446030c09c2257d7b0032d839/Foto/0.84?OpenElement&FieldElemFormat=jpg,Jelena.Lazareva@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/55549C9446030C09C2257D7B0032D839?OpenDocument&lang=EN,Jeļena,Lazareva,2017-07-13,,Concord,12
560D085B7FF8054CC2257D7B0032D88E,Kārlis Šadurskis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/560d085b7ff8054cc2257d7b0032d88e/Foto/0.84?OpenElement&FieldElemFormat=jpg,Karlis.Sadurskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/560D085B7FF8054CC2257D7B0032D88E?OpenDocument&lang=EN,Kārlis,Šadurskis,2014-11-04,2014-11-06,Unity,12
560D085B7FF8054CC2257D7B0032D88E,Kārlis Šadurskis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/560d085b7ff8054cc2257d7b0032d88e/Foto/0.84?OpenElement&FieldElemFormat=jpg,Karlis.Sadurskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/560D085B7FF8054CC2257D7B0032D88E?OpenDocument&lang=EN,Kārlis,Šadurskis,2014-11-06,2016-02-11,Unity,12
560D085B7FF8054CC2257D7B0032D88E,Kārlis Šadurskis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/560d085b7ff8054cc2257d7b0032d88e/Foto/0.84?OpenElement&FieldElemFormat=jpg,Karlis.Sadurskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/560D085B7FF8054CC2257D7B0032D88E?OpenDocument&lang=EN,Kārlis,Šadurskis,2016-02-11,2016-02-18,Unity,12
57AA0FD8DE0E2118C2257D7B0032D92C,Augusts Brigmanis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/57aa0fd8de0e2118c2257d7b0032d92c/Foto/0.84?OpenElement&FieldElemFormat=jpg,Augusts.Brigmanis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/57AA0FD8DE0E2118C2257D7B0032D92C?OpenDocument&lang=EN,Augusts,Brigmanis,2014-11-04,,Union of Greens and Farmers,12
5AE8EB7CD52C0256C2257D7B0032D902,Ainārs Mežulis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5ae8eb7cd52c0256c2257d7b0032d902/Foto/0.84?OpenElement&FieldElemFormat=jpg,Ainars.Mezulis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5AE8EB7CD52C0256C2257D7B0032D902?OpenDocument&lang=EN,Ainārs,Mežulis,2014-11-04,,Union of Greens and Farmers,12
5D51A02241EAFA9CC2257D7B0032D9BB,Aleksandrs Kiršteins,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5d51a02241eafa9cc2257d7b0032d9bb/Foto/0.84?OpenElement&FieldElemFormat=jpg,Aleksandrs.Kirsteins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5D51A02241EAFA9CC2257D7B0032D9BB?OpenDocument&lang=EN,Aleksandrs,Kiršteins,2014-11-05,,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
5EE6E6F8516F0B1EC2257D7B0032D868,Ojārs Ēriks Kalniņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5ee6e6f8516f0b1ec2257d7b0032d868/Foto/0.84?OpenElement&FieldElemFormat=jpg,Ojars.Kalnins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/5EE6E6F8516F0B1EC2257D7B0032D868?OpenDocument&lang=EN,Ojārs Ēriks,Kalniņš,2014-11-04,,Unity,12
