id,name,sort_name,given_name,family_name,birth_date,gender,area,area_id,council,council_id,party,party_id,faction,faction_id,term,end_date,start_date
4140,Giovanni Merlini,"Merlini, Giovanni",Giovanni,Merlini,1962-05-27,male,TI,0,NR,1,FDP-Liberale,0,RL,1,50,,
4198,Mattea Meyer,"Meyer, Mattea",Mattea,Meyer,1987-11-09,female,ZH,0,NR,1,SP,0,S,2,50,,
1346,Isabelle Moret,"Moret, Isabelle",Isabelle,Moret,1970-12-30,female,VD,0,NR,1,FDP-Liberale,0,RL,1,50,,
3897,Tiana Angelina Moser,"Moser, Tiana Angelina",Tiana Angelina,Moser,1979-04-06,female,ZH,0,NR,1,glp,0,GL,137,50,,
4097,Leo Müller,"Müller, Leo",Leo,Müller,1958-07-04,male,LU,0,NR,1,CVP,0,C,3,50,,
1345,Thomas Müller,"Müller, Thomas",Thomas,Müller,1952-12-01,male,SG,0,NR,1,SVP,0,V,4,50,,
1137,Walter Müller,"Müller, Walter",Walter,Müller,1948-04-25,male,SG,0,NR,1,FDP-Liberale,0,RL,1,50,,
4063,Stefan Müller-Altermatt,"Müller-Altermatt, Stefan",Stefan,Müller-Altermatt,1976-06-17,male,SO,0,NR,1,CVP,0,C,3,50,,
4134,Martina Munz,"Munz, Martina",Martina,Munz,1955-12-26,female,SH,0,NR,1,SP,0,S,2,50,,
1111,Felix Müri,"Müri, Felix",Felix,Müri,1958-01-22,male,LU,0,NR,1,SVP,0,V,4,50,,
4106,Martin Naef,"Naef, Martin",Martin,Naef,1970-11-10,male,ZH,0,NR,1,SP,0,S,2,50,,
4193,Philippe Nantermod,"Nantermod, Philippe",Philippe,Nantermod,1984-03-27,male,VS,0,NR,1,FDP-Liberale,0,RL,1,50,,
4168,Jacques Nicolet,"Nicolet, Jacques",Jacques,Nicolet,1965-10-24,male,VD,0,NR,1,SVP,0,V,4,50,,
3898,Yves Nidegger,"Nidegger, Yves",Yves,Nidegger,1957-05-17,male,GE,0,NR,1,SVP,0,V,4,50,,
1279,Roger Nordmann,"Nordmann, Roger",Roger,Nordmann,1973-03-23,male,VD,0,NR,1,SP,0,S,2,50,,
1153,Ruedi Noser,"Noser, Ruedi",Ruedi,Noser,1961-04-14,male,ZH,0,NR,1,FDP-Liberale,0,RL,1,50,2015-12-07,
3899,Eric Nussbaumer,"Nussbaumer, Eric",Eric,Nussbaumer,1960-07-11,male,BL,0,NR,1,SP,0,S,2,50,,
4169,Pierre-André Page,"Page, Pierre-André",Pierre-André,Page,1960-04-19,male,FR,0,NR,1,SVP,0,V,4,50,,
4073,Roberta Pantani,"Pantani, Roberta",Roberta,Pantani,1965-09-19,female,TI,0,NR,1,Lega,0,V,4,50,,
4045,Corrado Pardini,"Pardini, Corrado",Corrado,Pardini,1965-06-19,male,BE,0,NR,1,SP,0,S,2,50,,
1108,Guy Parmelin,"Parmelin, Guy",Guy,Parmelin,1959-11-09,male,VD,0,NR,1,SVP,0,V,4,50,,
4084,Bruno Pezzatti,"Pezzatti, Bruno",Bruno,Pezzatti,1951-03-04,male,ZG,0,NR,1,FDP-Liberale,0,RL,1,50,,
1109,Gerhard Pfister,"Pfister, Gerhard",Gerhard,Pfister,1962-10-01,male,ZG,0,NR,1,CVP,0,C,3,50,,
4065,Nadja Pieren,"Pieren, Nadja",Nadja,Pieren,1980-02-14,female,BE,0,NR,1,SVP,0,V,4,50,,
4109,Valérie Piller Carrard,"Piller Carrard, Valérie",Valérie,Piller Carrard,1978-09-09,female,FR,0,NR,1,SP,0,S,2,50,,
4141,Hans-Peter Portmann,"Portmann, Hans-Peter",Hans-Peter,Portmann,1963-02-22,male,ZH,0,NR,1,FDP-Liberale,0,RL,1,50,,
4066,Rosmarie Quadranti,"Quadranti, Rosmarie",Rosmarie,Quadranti,1957-07-18,female,ZH,0,NR,1,BDP,0,BD,136,50,,
4046,Lorenzo Quadri,"Quadri, Lorenzo",Lorenzo,Quadri,1974-11-05,male,TI,0,NR,1,Lega,0,V,4,50,,
4072,Fabio Regazzi,"Regazzi, Fabio",Fabio,Regazzi,1962-06-22,male,TI,0,NR,1,CVP,0,C,3,50,,
3901,Lukas Reimann,"Reimann, Lukas",Lukas,Reimann,1982-09-18,male,SG,0,NR,1,SVP,0,V,4,50,,
173,Maximilian Reimann,"Reimann, Maximilian",Maximilian,Reimann,1942-05-07,male,AG,0,NR,1,SVP,0,V,4,50,,
4091,Mathias Reynard,"Reynard, Mathias",Mathias,Reynard,1987-09-07,male,VS,0,NR,1,SP,0,S,2,50,,
3902,Natalie Simone Rickli,"Rickli, Natalie Simone",Natalie Simone,Rickli,1976-11-19,female,ZH,0,NR,1,SVP,0,V,4,50,,
502,Kathy Riklin,"Riklin, Kathy",Kathy,Riklin,1952-10-21,female,ZH,0,NR,1,CVP,0,C,3,50,,
1119,Jean-François Rime,"Rime, Jean-François",Jean-François,Rime,1950-06-28,male,FR,0,NR,1,SVP,0,V,4,50,,
4052,Markus Ritter,"Ritter, Markus",Markus,Ritter,1967-04-19,male,SG,0,NR,1,CVP,0,C,3,50,,
4120,Marco Romano,"Romano, Marco",Marco,Romano,1982-11-06,male,TI,0,NR,1,CVP,0,C,3,50,,
4100,Albert Rösti,"Rösti, Albert",Albert,Rösti,1967-08-07,male,BE,0,NR,1,SVP,0,V,4,50,,
4143,Rebecca Ana Ruiz,"Ruiz, Rebecca Ana",Rebecca Ana,Ruiz,1982-02-04,female,VD,0,NR,1,SP,0,S,2,50,,
4170,Franz Ruppen,"Ruppen, Franz",Franz,Ruppen,1971-02-24,male,VS,0,NR,1,SVP,0,V,4,50,,
4125,Gregor Rutz,"Rutz, Gregor",Gregor,Rutz,1972-10-12,male,ZH,0,NR,1,SVP,0,V,4,50,,
4095,Regula Rytz,"Rytz, Regula",Regula,Rytz,1962-03-02,female,BE,0,NR,1,GPS,0,G,6,50,,
4172,Werner Salzmann,"Salzmann, Werner",Werner,Salzmann,1962-11-05,male,BE,0,NR,1,SVP,0,V,4,50,,
4202,Regine Sauter,"Sauter, Regine",Regine,Sauter,1966-04-16,female,ZH,0,NR,1,FDP-Liberale,0,RL,1,50,,
1318,Louis Schelbert,"Schelbert, Louis",Louis,Schelbert,1952-10-31,male,LU,0,NR,1,GPS,0,G,6,50,,
1129,Silvia Schenker,"Schenker, Silvia",Silvia,Schenker,1954-01-17,female,BS,0,NR,1,SP,0,S,2,50,,
4124,Peter Schilliger,"Schilliger, Peter",Peter,Schilliger,1959-06-01,male,LU,0,NR,1,FDP-Liberale,0,RL,1,50,,
3904,Barbara Schmid-Federer,"Schmid-Federer, Barbara",Barbara,Schmid-Federer,1965-11-10,female,ZH,0,NR,1,CVP,0,C,3,50,,
3905,Roberto Schmidt,"Schmidt, Roberto",Roberto,Schmidt,1962-07-16,male,VS,0,NR,1,CVP,0,C,3,50,,
4060,Daniela Schneeberger,"Schneeberger, Daniela",Daniela,Schneeberger,1967-09-19,female,BL,0,NR,1,FDP-Liberale,0,RL,1,50,,
4040,Elisabeth Schneider-Schneiter,"Schneider-Schneiter, Elisabeth",Elisabeth,Schneider-Schneiter,1964-02-19,female,BL,0,NR,1,CVP,0,C,3,50,,
4115,Jean Christophe Schwaab,"Schwaab, Jean Christophe",Jean Christophe,Schwaab,1979-08-23,male,VD,0,NR,1,SP,0,S,2,50,,
1159,Pirmin Schwander,"Schwander, Pirmin",Pirmin,Schwander,1961-12-28,male,SZ,0,NR,1,SVP,0,V,4,50,,
4199,Priska Seiler Graf,"Seiler Graf, Priska",Priska,Seiler Graf,1968-08-29,female,ZH,0,NR,1,SP,0,S,2,50,,
354,Silva Semadeni,"Semadeni, Silva",Silva,Semadeni,1952-02-08,female,GR,0,NR,1,SP,0,S,2,50,,
4173,Sandra Sollberger,"Sollberger, Sandra",Sandra,Sollberger,1973-10-27,female,BL,0,NR,1,SVP,0,V,4,50,,
1120,Carlo Sommaruga,"Sommaruga, Carlo",Carlo,Sommaruga,1959-07-08,male,GE,0,NR,1,SP,0,S,2,50,,
514,Jürg Stahl,"Stahl, Jürg",Jürg,Stahl,1968-01-16,male,ZH,0,NR,1,SVP,0,V,4,50,,
214,Luzi Stamm,"Stamm, Luzi",Luzi,Stamm,1952-09-09,male,AG,0,NR,1,SVP,0,V,4,50,,
3865,Jean-François Steiert,"Steiert, Jean-François",Jean-François,Steiert,1961-02-07,male,FR,0,NR,1,SP,0,S,2,50,,
4174,Barbara Steinemann,"Steinemann, Barbara",Barbara,Steinemann,1976-06-18,female,ZH,0,NR,1,SVP,0,V,4,50,,
4036,Marianne Streiff-Feller,"Streiff-Feller, Marianne",Marianne,Streiff-Feller,1957-08-17,female,BE,0,NR,1,EVP,0,C,3,50,,
3907,Adèle Thorens Goumaz,"Thorens Goumaz, Adèle",Adèle,Thorens Goumaz,1971-12-15,female,VD,0,NR,1,GPS,0,G,6,50,,
4113,Manuel Tornare,"Tornare, Manuel",Manuel,Tornare,1951-04-20,male,GE,0,NR,1,SP,0,S,2,50,,
224,Alexander Tschäppät,"Tschäppät, Alexander",Alexander,Tschäppät,1952-04-16,male,BE,0,NR,1,SP,0,S,2,50,,
4175,Mauro Tuena,"Tuena, Mauro",Mauro,Tuena,1972-01-25,male,ZH,0,NR,1,SVP,0,V,4,50,,
4054,Albert Vitali,"Vitali, Albert",Albert,Vitali,1955-06-26,male,LU,0,NR,1,FDP-Liberale,0,RL,1,50,,
4085,Karl Vogler,"Vogler, Karl",Karl,Vogler,1956-03-24,male,OW,0,NR,1,csp-ow,0,C,3,50,,
4176,Hans-Ueli Vogt,"Vogt, Hans-Ueli",Hans-Ueli,Vogt,1969-12-05,male,ZH,0,NR,1,SVP,0,V,4,50,,
3910,Erich von Siebenthal,"von Siebenthal, Erich",Erich,von Siebenthal,1958-12-30,male,BE,0,NR,1,SVP,0,V,4,50,,
4177,Bruno Walliser,"Walliser, Bruno",Bruno,Walliser,1966-04-11,male,ZH,0,NR,1,SVP,0,V,4,50,,
519,Hansjörg Walter,"Walter, Hansjörg",Hansjörg,Walter,1951-02-05,male,TG,0,NR,1,SVP,0,V,4,50,,
4142,Beat Walti,"Walti, Beat",Beat,Walti,1968-11-22,male,ZH,0,NR,1,FDP-Liberale,0,RL,1,50,,
3912,Christian Wasserfallen,"Wasserfallen, Christian",Christian,Wasserfallen,1981-06-30,male,BE,0,NR,1,FDP-Liberale,0,RL,1,50,,
4194,Laurent Wehrli,"Wehrli, Laurent",Laurent,Wehrli,1965-06-04,male,VD,0,NR,1,FDP-Liberale,0,RL,1,50,,
3931,Thomas Weibel,"Weibel, Thomas",Thomas,Weibel,1954-07-14,male,ZH,0,NR,1,glp,0,GL,137,50,,
4057,Cédric Wermuth,"Wermuth, Cédric",Cédric,Wermuth,1986-02-19,male,AG,0,NR,1,SP,0,S,2,50,,
