id,name,sort_name,given_name,family_name,birth_date,gender,area,area_id,council,council_id,party,party_id,faction,faction_id,term,end_date,start_date,identifier__parlamentdotch,source
4058,Jacqueline Badran,"Badran, Jacqueline",Jacqueline,Badran,1961-11-12,female,Zürich,ZH,NR,1,SP,0,S,2,50,,,4058,https://www.parlament.ch/en/biografie?CouncillorId=4058
4138,Guillaume Barazzone,"Barazzone, Guillaume",Guillaume,Barazzone,1982-01-13,male,Genf,GE,NR,1,CVP,0,C,3,50,,,4138,https://www.parlament.ch/en/biografie?CouncillorId=4138
4203,Angelo Barrile,"Barrile, Angelo",Angelo,Barrile,1976-08-22,male,Zürich,ZH,NR,1,SP,0,S,2,50,,2015-12-08,4203,https://www.parlament.ch/en/biografie?CouncillorId=4203
4187,Philippe Bauer,"Bauer, Philippe",Philippe,Bauer,1962-04-09,male,Neuenburg,NE,NR,1,FDP-Liberale,0,RL,1,50,,,4187,https://www.parlament.ch/en/biografie?CouncillorId=4187
1138,Martin Bäumle,"Bäumle, Martin",Martin,Bäumle,1964-06-03,male,Zürich,ZH,NR,1,glp,0,GL,137,50,,,1138,https://www.parlament.ch/en/biografie?CouncillorId=1138
4182,Claude Béglé,"Béglé, Claude",Claude,Béglé,1949-12-04,male,Waadt,VD,NR,1,CVP,0,C,3,50,,,4182,https://www.parlament.ch/en/biografie?CouncillorId=4182
4213,Samuel Bendahan,"Bendahan, Samuel",Samuel,Bendahan,1980-06-11,male,Waadt,VD,NR,1,SP,0,S,2,50,,2017-06-15,4213,https://www.parlament.ch/en/biografie?CouncillorId=4213
4102,Kathrin Bertschy,"Bertschy, Kathrin",Kathrin,Bertschy,1979-07-02,female,Bern,BE,NR,1,glp,0,GL,137,50,,,4102,https://www.parlament.ch/en/biografie?CouncillorId=4102
4209,Hans-Ulrich Bigler,"Bigler, Hans-Ulrich",Hans-Ulrich,Bigler,1958-04-05,male,Zürich,ZH,NR,1,FDP-Liberale,0,RL,1,50,,2015-12-08,4209,https://www.parlament.ch/en/biografie?CouncillorId=4209
4030,Prisca Birrer-Heimo,"Birrer-Heimo, Prisca",Prisca,Birrer-Heimo,1959-02-04,female,Luzern,LU,NR,1,SP,0,S,2,50,,,4030,https://www.parlament.ch/en/biografie?CouncillorId=4030
4188,Frédéric Borloz,"Borloz, Frédéric",Frédéric,Borloz,1966-04-22,male,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,50,,,4188,https://www.parlament.ch/en/biografie?CouncillorId=4188
3872,Jacques Bourgeois,"Bourgeois, Jacques",Jacques,Bourgeois,1958-03-14,male,Freiburg,FR,NR,1,FDP-Liberale,0,RL,1,50,,,3872,https://www.parlament.ch/en/biografie?CouncillorId=3872
4067,Heinz Brand,"Brand, Heinz",Heinz,Brand,1955-09-06,male,Graubünden,GR,NR,1,SVP,0,V,4,50,,,4067,https://www.parlament.ch/en/biografie?CouncillorId=4067
724,Daniel Brélaz,"Brélaz, Daniel",Daniel,Brélaz,1950-01-04,male,Waadt,VD,NR,1,GPS,0,G,6,50,,,724,https://www.parlament.ch/en/biografie?CouncillorId=724
4215,Hansjörg Brunner,"Brunner, Hansjörg",Hansjörg,Brunner,1966-11-23,male,Thurgau,TG,NR,1,FDP-Liberale,0,RL,1,50,,2017-11-27,4215,https://www.parlament.ch/en/biografie?CouncillorId=4215
307,Toni Brunner,"Brunner, Toni",Toni,Brunner,1974-08-23,male,St. Gallen,SG,NR,1,SVP,0,V,4,50,,,307,https://www.parlament.ch/en/biografie?CouncillorId=307
4025,Roland Rino Büchel,"Büchel, Roland Rino",Roland Rino,Büchel,1965-10-08,male,St. Gallen,SG,NR,1,SVP,0,V,4,50,,,4025,https://www.parlament.ch/en/biografie?CouncillorId=4025
1104,Jakob Büchler,"Büchler, Jakob",Jakob,Büchler,1952-05-29,male,St. Gallen,SG,NR,1,CVP,0,C,3,50,,,1104,https://www.parlament.ch/en/biografie?CouncillorId=1104
4156,Michaël Buffat,"Buffat, Michaël",Michaël,Buffat,1979-09-27,male,Waadt,VD,NR,1,SVP,0,V,4,50,,,4156,https://www.parlament.ch/en/biografie?CouncillorId=4156
4157,Manfred Bühler,"Bühler, Manfred",Manfred,Bühler,1979-04-10,male,Bern,BE,NR,1,SVP,0,V,4,50,,,4157,https://www.parlament.ch/en/biografie?CouncillorId=4157
4101,Christine Bulliard-Marbach,"Bulliard-Marbach, Christine",Christine,Bulliard-Marbach,1959-10-13,female,Freiburg,FR,NR,1,CVP,0,C,3,50,,,4101,https://www.parlament.ch/en/biografie?CouncillorId=4101
4158,Thomas Burgherr,"Burgherr, Thomas",Thomas,Burgherr,1962-08-01,male,Aargau,AG,NR,1,SVP,0,V,4,50,,,4158,https://www.parlament.ch/en/biografie?CouncillorId=4158
4189,Thierry Burkart,"Burkart, Thierry",Thierry,Burkart,1975-08-21,male,Aargau,AG,NR,1,FDP-Liberale,0,RL,1,50,,,4189,https://www.parlament.ch/en/biografie?CouncillorId=4189
4086,Yannick Buttet,"Buttet, Yannick",Yannick,Buttet,1977-07-12,male,Wallis,VS,NR,1,CVP,0,C,3,50,,,4086,https://www.parlament.ch/en/biografie?CouncillorId=4086
4200,Duri Campell,"Campell, Duri",Duri,Campell,1963-04-05,male,Graubünden,GR,NR,1,BDP,0,BD,136,50,,,4200,https://www.parlament.ch/en/biografie?CouncillorId=4200
4070,Martin Candinas,"Candinas, Martin",Martin,Candinas,1980-08-20,male,Graubünden,GR,NR,1,CVP,0,C,3,50,,,4070,https://www.parlament.ch/en/biografie?CouncillorId=4070
3830,Marina Carobbio Guscetti,"Carobbio Guscetti, Marina",Marina,Carobbio Guscetti,1966-06-12,female,Tessin,TI,NR,1,SP,0,S,2,50,,,3830,https://www.parlament.ch/en/biografie?CouncillorId=3830
3828,Ignazio Cassis,"Cassis, Ignazio",Ignazio,Cassis,1961-04-13,male,Tessin,TI,NR,1,FDP-Liberale,0,RL,1,50,2017-10-31,,3828,https://www.parlament.ch/en/biografie?CouncillorId=3828
4108,Isabelle Chevalley,"Chevalley, Isabelle",Isabelle,Chevalley,1972-04-13,female,Waadt,VD,NR,1,glp,0,GL,137,50,,,4108,https://www.parlament.ch/en/biografie?CouncillorId=4108
4159,Marco Chiesa,"Chiesa, Marco",Marco,Chiesa,1974-10-10,male,Tessin,TI,NR,1,SVP,0,V,4,50,,,4159,https://www.parlament.ch/en/biografie?CouncillorId=4159
4135,Raymond Clottu,"Clottu, Raymond",Raymond,Clottu,1967-12-18,male,Neuenburg,NE,NR,1,SVP,0,V,4,50,,,4135,https://www.parlament.ch/en/biografie?CouncillorId=4135
1124,Dominique de Buman,"de Buman, Dominique",Dominique,de Buman,1956-04-28,male,Freiburg,FR,NR,1,CVP,0,C,3,50,,,1124,https://www.parlament.ch/en/biografie?CouncillorId=1124
4051,Thomas de Courten,"de Courten, Thomas",Thomas,de Courten,1966-07-29,male,Basel-Landschaft,BL,NR,1,SVP,0,V,4,50,,,4051,https://www.parlament.ch/en/biografie?CouncillorId=4051
4201,Denis de la Reussille,"de la Reussille, Denis",Denis,de la Reussille,1960-10-24,male,Neuenburg,NE,NR,1,PdA,0,G,6,50,,,4201,https://www.parlament.ch/en/biografie?CouncillorId=4201
4079,Fathi Derder,"Derder, Fathi",Fathi,Derder,1970-12-04,male,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,50,,,4079,https://www.parlament.ch/en/biografie?CouncillorId=4079
4160,Marcel Dettling,"Dettling, Marcel",Marcel,Dettling,1981-02-01,male,Schwyz,SZ,NR,1,SVP,0,V,4,50,,,4160,https://www.parlament.ch/en/biografie?CouncillorId=4160
4190,Marcel Dobler,"Dobler, Marcel",Marcel,Dobler,1980-08-29,male,St. Gallen,SG,NR,1,FDP-Liberale,0,RL,1,50,,,4190,https://www.parlament.ch/en/biografie?CouncillorId=4190
4212,Thomas Egger,"Egger, Thomas",Thomas,Egger,1967-08-15,male,Wallis,VS,NR,1,CSPO,0,C,3,50,,2017-06-15,4212,https://www.parlament.ch/en/biografie?CouncillorId=4212
4110,Hans Egloff,"Egloff, Hans",Hans,Egloff,1959-11-27,male,Zürich,ZH,NR,1,SVP,0,V,4,50,,,4110,https://www.parlament.ch/en/biografie?CouncillorId=4110
3875,Corina Eichenberger-Walther,"Eichenberger-Walther, Corina",Corina,Eichenberger-Walther,1954-10-14,female,Aargau,AG,NR,1,FDP-Liberale,0,RL,1,50,,,3875,https://www.parlament.ch/en/biografie?CouncillorId=3875
3876,Yvette Estermann,"Estermann, Yvette",Yvette,Estermann,1967-02-26,female,Luzern,LU,NR,1,SVP,0,V,4,50,,,3876,https://www.parlament.ch/en/biografie?CouncillorId=3876
74,Christoph Eymann,"Eymann, Christoph",Christoph,Eymann,1951-01-15,male,Basel-Stadt,BS,NR,1,LDP,0,RL,1,50,,,74,https://www.parlament.ch/en/biografie?CouncillorId=74
4056,Daniel Fässler,"Fässler, Daniel",Daniel,Fässler,1960-08-22,male,Appenzell I.-Rh.,AI,NR,1,CVP,0,C,3,50,,,4056,https://www.parlament.ch/en/biografie?CouncillorId=4056
4195,Laurence Fehlmann Rielle,"Fehlmann Rielle, Laurence",Laurence,Fehlmann Rielle,1955-09-11,female,Genf,GE,NR,1,SP,0,S,2,50,,,4195,https://www.parlament.ch/en/biografie?CouncillorId=4195
4077,Olivier Feller,"Feller, Olivier",Olivier,Feller,1974-08-30,male,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,50,,,4077,https://www.parlament.ch/en/biografie?CouncillorId=4077
4069,Yvonne Feri,"Feri, Yvonne",Yvonne,Feri,1966-03-21,female,Aargau,AG,NR,1,SP,0,S,2,50,,,4069,https://www.parlament.ch/en/biografie?CouncillorId=4069
3877,Doris Fiala,"Fiala, Doris",Doris,Fiala,1957-01-29,female,Zürich,ZH,NR,1,FDP-Liberale,0,RL,1,50,,,3877,https://www.parlament.ch/en/biografie?CouncillorId=3877
4059,Beat Flach,"Flach, Beat",Beat,Flach,1965-01-21,male,Aargau,AG,NR,1,glp,0,GL,137,50,,,4059,https://www.parlament.ch/en/biografie?CouncillorId=4059
3878,Sylvia Flückiger-Bäni,"Flückiger-Bäni, Sylvia",Sylvia,Flückiger-Bäni,1952-06-01,female,Aargau,AG,NR,1,SVP,0,V,4,50,,,3878,https://www.parlament.ch/en/biografie?CouncillorId=3878
1122,Kurt Fluri,"Fluri, Kurt",Kurt,Fluri,1955-08-19,male,Solothurn,SO,NR,1,FDP-Liberale,0,RL,1,50,,,1122,https://www.parlament.ch/en/biografie?CouncillorId=1122
4042,Sebastian Frehner,"Frehner, Sebastian",Sebastian,Frehner,1973-09-02,male,Basel-Stadt,BS,NR,1,SVP,0,V,4,50,,,4042,https://www.parlament.ch/en/biografie?CouncillorId=4042
4185,Jonas Fricker,"Fricker, Jonas",Jonas,Fricker,1977-03-30,male,Aargau,AG,NR,1,GPS,0,G,6,50,,,4185,https://www.parlament.ch/en/biografie?CouncillorId=4185
4074,Pierre-Alain Fridez,"Fridez, Pierre-Alain",Pierre-Alain,Fridez,1957-11-20,male,Jura,JU,NR,1,SP,0,S,2,50,,,4074,https://www.parlament.ch/en/biografie?CouncillorId=4074
4131,Claudia Friedl,"Friedl, Claudia",Claudia,Friedl,1960-07-19,female,St. Gallen,SG,NR,1,SP,0,S,2,50,,,4131,https://www.parlament.ch/en/biografie?CouncillorId=4131
1125,Chantal Galladé,"Galladé, Chantal",Chantal,Galladé,1972-12-17,female,Zürich,ZH,NR,1,SP,0,S,2,50,,,1125,https://www.parlament.ch/en/biografie?CouncillorId=1125
4071,Urs Gasche,"Gasche, Urs",Urs,Gasche,1955-03-15,male,Bern,BE,NR,1,BDP,0,BD,136,50,2017-06-30,2015-12-08,4071,https://www.parlament.ch/en/biografie?CouncillorId=4071
3880,Andrea Martina Geissbühler,"Geissbühler, Andrea Martina",Andrea Martina,Geissbühler,1976-08-03,female,Bern,BE,NR,1,SVP,0,V,4,50,,,3880,https://www.parlament.ch/en/biografie?CouncillorId=3880
4191,Benoît Genecand,"Genecand, Benoît",Benoît,Genecand,1964-01-28,male,Genf,GE,NR,1,FDP-Liberale,0,RL,1,50,,,4191,https://www.parlament.ch/en/biografie?CouncillorId=4191
91,Ulrich Giezendanner,"Giezendanner, Ulrich",Ulrich,Giezendanner,1953-10-31,male,Aargau,AG,NR,1,SVP,0,V,4,50,,,91,https://www.parlament.ch/en/biografie?CouncillorId=91
3882,Bastien Girod,"Girod, Bastien",Bastien,Girod,1980-12-21,male,Zürich,ZH,NR,1,GPS,0,G,6,50,,,3882,https://www.parlament.ch/en/biografie?CouncillorId=3882
1337,Ida Glanzmann-Hunkeler,"Glanzmann-Hunkeler, Ida",Ida,Glanzmann-Hunkeler,1958-09-29,female,Luzern,LU,NR,1,CVP,0,C,3,50,,,1337,https://www.parlament.ch/en/biografie?CouncillorId=1337
4161,Andreas Glarner,"Glarner, Andreas",Andreas,Glarner,1962-10-09,male,Aargau,AG,NR,1,SVP,0,V,4,50,,,4161,https://www.parlament.ch/en/biografie?CouncillorId=4161
4093,Balthasar Glättli,"Glättli, Balthasar",Balthasar,Glättli,1972-02-12,male,Zürich,ZH,NR,1,GPS,0,G,6,50,,,4093,https://www.parlament.ch/en/biografie?CouncillorId=4093
3883,Alice Glauser-Zufferey,"Glauser-Zufferey, Alice",Alice,Glauser-Zufferey,1954-10-18,female,Waadt,VD,NR,1,SVP,0,V,4,50,,2016-02-29,3883,https://www.parlament.ch/en/biografie?CouncillorId=3883
4096,Alois Gmür,"Gmür, Alois",Alois,Gmür,1955-04-03,male,Schwyz,SZ,NR,1,CVP,0,C,3,50,,,4096,https://www.parlament.ch/en/biografie?CouncillorId=4096
4181,Andrea Gmür-Schönenberger,"Gmür-Schönenberger, Andrea",Andrea,Gmür-Schönenberger,1964-07-17,female,Luzern,LU,NR,1,CVP,0,C,3,50,,,4181,https://www.parlament.ch/en/biografie?CouncillorId=4181
4137,Roger Golay,"Golay, Roger",Roger,Golay,1959-09-23,male,Genf,GE,NR,1,MCG,0,V,4,50,,,4137,https://www.parlament.ch/en/biografie?CouncillorId=4137
4116,Petra Gössi,"Gössi, Petra",Petra,Gössi,1976-01-12,female,Schwyz,SZ,NR,1,FDP-Liberale,0,RL,1,50,,,4116,https://www.parlament.ch/en/biografie?CouncillorId=4116
806,Maya Graf,"Graf, Maya",Maya,Graf,1962-02-28,female,Basel-Landschaft,BL,NR,1,GPS,0,G,6,50,,,806,https://www.parlament.ch/en/biografie?CouncillorId=806
1295,Edith Graf-Litscher,"Graf-Litscher, Edith",Edith,Graf-Litscher,1964-03-25,female,Thurgau,TG,NR,1,SP,0,S,2,50,,,1295,https://www.parlament.ch/en/biografie?CouncillorId=1295
3885,Jean-Pierre Grin,"Grin, Jean-Pierre",Jean-Pierre,Grin,1947-03-16,male,Waadt,VD,NR,1,SVP,0,V,4,50,,,3885,https://www.parlament.ch/en/biografie?CouncillorId=3885
4083,Jürg Grossen,"Grossen, Jürg",Jürg,Grossen,1969-08-24,male,Bern,BE,NR,1,glp,0,GL,137,50,,,4083,https://www.parlament.ch/en/biografie?CouncillorId=4083
3886,Hans Grunder,"Grunder, Hans",Hans,Grunder,1956-06-13,male,Bern,BE,NR,1,BDP,0,BD,136,50,,,3886,https://www.parlament.ch/en/biografie?CouncillorId=3886
4162,Franz Grüter,"Grüter, Franz",Franz,Grüter,1963-07-29,male,Luzern,LU,NR,1,SVP,0,V,4,50,,,4162,https://www.parlament.ch/en/biografie?CouncillorId=4162
4087,Jean-Paul Gschwind,"Gschwind, Jean-Paul",Jean-Paul,Gschwind,1952-10-31,male,Jura,JU,NR,1,CVP,0,C,3,50,,,4087,https://www.parlament.ch/en/biografie?CouncillorId=4087
4214,Niklaus-Samuel Gugger,"Gugger, Niklaus-Samuel",Niklaus-Samuel,Gugger,1970-05-01,male,Zürich,ZH,NR,1,EVP,0,C,3,50,,2017-11-27,4214,https://www.parlament.ch/en/biografie?CouncillorId=4214
4082,Bernhard Guhl,"Guhl, Bernhard",Bernhard,Guhl,1972-06-10,male,Aargau,AG,NR,1,BDP,0,BD,136,50,,,4082,https://www.parlament.ch/en/biografie?CouncillorId=4082
4196,Tim Guldimann,"Guldimann, Tim",Tim,Guldimann,1950-09-19,male,Zürich,ZH,NR,1,SP,0,S,2,50,,,4196,https://www.parlament.ch/en/biografie?CouncillorId=4196
4121,Barbara Gysi,"Gysi, Barbara",Barbara,Gysi,1964-05-14,female,St. Gallen,SG,NR,1,SP,0,S,2,50,,,4121,https://www.parlament.ch/en/biografie?CouncillorId=4121
4076,Philipp Hadorn,"Hadorn, Philipp",Philipp,Hadorn,1967-02-06,male,Solothurn,SO,NR,1,SP,0,S,2,50,,,4076,https://www.parlament.ch/en/biografie?CouncillorId=4076
4061,Thomas Hardegger,"Hardegger, Thomas",Thomas,Hardegger,1956-04-02,male,Zürich,ZH,NR,1,SP,0,S,2,50,,,4061,https://www.parlament.ch/en/biografie?CouncillorId=4061
4149,Christine Häsler,"Häsler, Christine",Christine,Häsler,1963-01-11,female,Bern,BE,NR,1,GPS,0,G,6,50,,,4149,https://www.parlament.ch/en/biografie?CouncillorId=4149
4103,Markus Hausammann,"Hausammann, Markus",Markus,Hausammann,1964-09-20,male,Thurgau,TG,NR,1,SVP,0,V,4,50,,,4103,https://www.parlament.ch/en/biografie?CouncillorId=4103
3887,Alfred Heer,"Heer, Alfred",Alfred,Heer,1961-10-12,male,Zürich,ZH,NR,1,SVP,0,V,4,50,,,3887,https://www.parlament.ch/en/biografie?CouncillorId=3887
1156,Bea Heim,"Heim, Bea",Bea,Heim,1946-04-07,female,Solothurn,SO,NR,1,SP,0,S,2,50,,,1156,https://www.parlament.ch/en/biografie?CouncillorId=1156
4129,Verena Herzog,"Herzog, Verena",Verena,Herzog,1956-02-07,female,Thurgau,TG,NR,1,SVP,0,V,4,50,,,4129,https://www.parlament.ch/en/biografie?CouncillorId=4129
4163,Erich Hess,"Hess, Erich",Erich,Hess,1981-03-25,male,Bern,BE,NR,1,SVP,0,V,4,50,,,4163,https://www.parlament.ch/en/biografie?CouncillorId=4163
4192,Hermann Hess,"Hess, Hermann",Hermann,Hess,1951-12-22,male,Thurgau,TG,NR,1,FDP-Liberale,0,RL,1,50,2017-11-26,,4192,https://www.parlament.ch/en/biografie?CouncillorId=4192
4094,Lorenz Hess,"Hess, Lorenz",Lorenz,Hess,1961-06-28,male,Bern,BE,NR,1,BDP,0,BD,136,50,,,4094,https://www.parlament.ch/en/biografie?CouncillorId=4094
3888,Hugues Hiltpold,"Hiltpold, Hugues",Hugues,Hiltpold,1969-05-05,male,Genf,GE,NR,1,FDP-Liberale,0,RL,1,50,,,3888,https://www.parlament.ch/en/biografie?CouncillorId=3888
1071,Ruth Humbel,"Humbel, Ruth",Ruth,Humbel,1957-07-23,female,Aargau,AG,NR,1,CVP,0,C,3,50,,,1071,https://www.parlament.ch/en/biografie?CouncillorId=1071
3890,Thomas Hurter,"Hurter, Thomas",Thomas,Hurter,1963-11-01,male,Schaffhausen,SH,NR,1,SVP,0,V,4,50,,,3890,https://www.parlament.ch/en/biografie?CouncillorId=3890
4164,Christian Imark,"Imark, Christian",Christian,Imark,1982-01-29,male,Solothurn,SO,NR,1,SVP,0,V,4,50,,,4164,https://www.parlament.ch/en/biografie?CouncillorId=4164
4031,Maja Ingold,"Ingold, Maja",Maja,Ingold,1948-05-23,female,Zürich,ZH,NR,1,EVP,0,C,3,50,2017-11-26,,4031,https://www.parlament.ch/en/biografie?CouncillorId=4031
4032,Beat Jans,"Jans, Beat",Beat,Jans,1964-07-12,male,Basel-Stadt,BS,NR,1,SP,0,S,2,50,,,4032,https://www.parlament.ch/en/biografie?CouncillorId=4032
4208,Matthias Samuel Jauslin,"Jauslin, Matthias Samuel",Matthias Samuel,Jauslin,1962-04-20,male,Aargau,AG,NR,1,FDP-Liberale,0,RL,1,50,,,4208,https://www.parlament.ch/en/biografie?CouncillorId=4208
3891,Daniel Jositsch,"Jositsch, Daniel",Daniel,Jositsch,1965-03-25,male,Zürich,ZH,NR,1,SP,0,S,2,50,2015-12-07,,3891,https://www.parlament.ch/en/biografie?CouncillorId=3891
4098,Peter Keller,"Keller, Peter",Peter,Keller,1971-04-22,male,Nidwalden,NW,NR,1,SVP,0,V,4,50,,,4098,https://www.parlament.ch/en/biografie?CouncillorId=4098
4165,Barbara Keller-Inhelder,"Keller-Inhelder, Barbara",Barbara,Keller-Inhelder,1968-08-24,female,St. Gallen,SG,NR,1,SVP,0,V,4,50,,,4165,https://www.parlament.ch/en/biografie?CouncillorId=4165
1147,Margret Kiener Nellen,"Kiener Nellen, Margret",Margret,Kiener Nellen,1953-04-17,female,Bern,BE,NR,1,SP,0,S,2,50,,,1147,https://www.parlament.ch/en/biografie?CouncillorId=1147
4114,Hansjörg Knecht,"Knecht, Hansjörg",Hansjörg,Knecht,1960-03-24,male,Aargau,AG,NR,1,SVP,0,V,4,50,,,4114,https://www.parlament.ch/en/biografie?CouncillorId=4114
4166,Roger Köppel,"Köppel, Roger",Roger,Köppel,1965-03-21,male,Zürich,ZH,NR,1,SVP,0,V,4,50,,,4166,https://www.parlament.ch/en/biografie?CouncillorId=4166
4008,Martin Landolt,"Landolt, Martin",Martin,Landolt,1968-06-30,male,Glarus,GL,NR,1,BDP,0,BD,136,50,,,4008,https://www.parlament.ch/en/biografie?CouncillorId=4008
487,Susanne Leutenegger Oberholzer,"Leutenegger Oberholzer, Susanne",Susanne,Leutenegger Oberholzer,1948-03-06,female,Basel-Landschaft,BL,NR,1,SP,0,S,2,50,,,487,https://www.parlament.ch/en/biografie?CouncillorId=487
4118,Christian Lohr,"Lohr, Christian",Christian,Lohr,1962-04-05,male,Thurgau,TG,NR,1,CVP,0,C,3,50,,,4118,https://www.parlament.ch/en/biografie?CouncillorId=4118
3895,Christian Lüscher,"Lüscher, Christian",Christian,Lüscher,1963-12-06,male,Genf,GE,NR,1,FDP-Liberale,0,RL,1,50,,,3895,https://www.parlament.ch/en/biografie?CouncillorId=3895
4018,Jacques-André Maire,"Maire, Jacques-André",Jacques-André,Maire,1957-05-27,male,Neuenburg,NE,NR,1,SP,0,S,2,50,,,4018,https://www.parlament.ch/en/biografie?CouncillorId=4018
4183,Géraldine Marchand-Balet,"Marchand-Balet, Géraldine",Géraldine,Marchand-Balet,1971-01-18,female,Wallis,VS,NR,1,CVP,0,C,3,50,,,4183,https://www.parlament.ch/en/biografie?CouncillorId=4183
1139,Christa Markwalder,"Markwalder, Christa",Christa,Markwalder,1975-07-27,female,Bern,BE,NR,1,FDP-Liberale,0,RL,1,50,,,1139,https://www.parlament.ch/en/biografie?CouncillorId=1139
3923,Ada Marra,"Marra, Ada",Ada,Marra,1973-03-10,female,Waadt,VD,NR,1,SP,0,S,2,50,,,3923,https://www.parlament.ch/en/biografie?CouncillorId=3923
4197,Min Li Marti,"Marti, Min Li",Min Li,Marti,1974-06-01,female,Zürich,ZH,NR,1,SP,0,S,2,50,,,4197,https://www.parlament.ch/en/biografie?CouncillorId=4197
4167,Magdalena Martullo-Blocher,"Martullo-Blocher, Magdalena",Magdalena,Martullo-Blocher,1969-08-13,female,Graubünden,GR,NR,1,SVP,0,V,4,50,,,4167,https://www.parlament.ch/en/biografie?CouncillorId=4167
4130,Nadine Masshardt,"Masshardt, Nadine",Nadine,Masshardt,1984-10-04,female,Bern,BE,NR,1,SP,0,S,2,50,,,4130,https://www.parlament.ch/en/biografie?CouncillorId=4130
4144,Thomas Matter,"Matter, Thomas",Thomas,Matter,1966-03-23,male,Zürich,ZH,NR,1,SVP,0,V,4,50,,,4144,https://www.parlament.ch/en/biografie?CouncillorId=4144
4186,Lisa Mazzone,"Mazzone, Lisa",Lisa,Mazzone,1988-01-25,female,Genf,GE,NR,1,GPS,0,G,6,50,,,4186,https://www.parlament.ch/en/biografie?CouncillorId=4186
4140,Giovanni Merlini,"Merlini, Giovanni",Giovanni,Merlini,1962-05-27,male,Tessin,TI,NR,1,FDP-Liberale,0,RL,1,50,,,4140,https://www.parlament.ch/en/biografie?CouncillorId=4140
4198,Mattea Meyer,"Meyer, Mattea",Mattea,Meyer,1987-11-09,female,Zürich,ZH,NR,1,SP,0,S,2,50,,,4198,https://www.parlament.ch/en/biografie?CouncillorId=4198
1346,Isabelle Moret,"Moret, Isabelle",Isabelle,Moret,1970-12-30,female,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,50,,,1346,https://www.parlament.ch/en/biografie?CouncillorId=1346
3897,Tiana Angelina Moser,"Moser, Tiana Angelina",Tiana Angelina,Moser,1979-04-06,female,Zürich,ZH,NR,1,glp,0,GL,137,50,,,3897,https://www.parlament.ch/en/biografie?CouncillorId=3897
4097,Leo Müller,"Müller, Leo",Leo,Müller,1958-07-04,male,Luzern,LU,NR,1,CVP,0,C,3,50,,,4097,https://www.parlament.ch/en/biografie?CouncillorId=4097
1345,Thomas Müller,"Müller, Thomas",Thomas,Müller,1952-12-01,male,St. Gallen,SG,NR,1,SVP,0,V,4,50,,,1345,https://www.parlament.ch/en/biografie?CouncillorId=1345
