id,name,image,email,term,source,party,start_date,end_date
f006,"Dr. Fónagy, János",http://www.parlament.hu/kepv/kepek/f006.jpg,janos.fonagy@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
f010,"Font, Sándor",http://www.parlament.hu/kepv/kepek/f010.jpg,sandor.font@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
f015,"Farkas, Flórián",http://www.parlament.hu/kepv/kepek/f015.jpg,florian.farkas@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
f019,"Firtl, Mátyás",http://www.parlament.hu/kepv/kepek/f019.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,""
f026,"Földi, László",http://www.parlament.hu/kepv/kepek/f026.jpg,laszlo.foldi@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
f028,"Farkas, Gergely",http://www.parlament.hu/kepv/kepek/f028.jpg,farkas.gergely@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
f319,"Fodor, Gábor",http://www.parlament.hu/kepv/kepek/f319.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-05-06,""
g020,"Gőgös, Zoltán",http://www.parlament.hu/kepv/kepek/g020.jpg,zoltan.gogos@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-10-27,""
g023,"Gúr, Nándor",http://www.parlament.hu/kepv/kepek/g023.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
g030,"Gyurcsány, Ferenc",http://www.parlament.hu/kepv/kepek/g030.jpg,ferenc.gyurcsany@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-05-06,2018-05-07
g048,"Gyopáros, Alpár",http://www.parlament.hu/kepv/kepek/g048.jpg,alpar.gyoparos@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
g049,"Gelencsér, Attila",http://www.parlament.hu/kepv/kepek/g049.jpg,attila.gelencser@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
g053,"Gulyás, Gergely",http://www.parlament.hu/kepv/kepek/g053.jpg,gergely.gulyas@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
g056,"Gyöngyösi, Márton",http://www.parlament.hu/kepv/kepek/g056.jpg,gyongyosi.marton@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
g057,"Győrffy, Balázs",http://www.parlament.hu/kepv/kepek/g057.jpg,balazs.gyorffy@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
g060,"Dr. Gyüre, Csaba",http://www.parlament.hu/kepv/kepek/g060.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,""
g065,"Gaal, Gergely",http://www.parlament.hu/kepv/kepek/g065.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2017-09-18,""
g741,"Dr. Galambos, Dénes",http://www.parlament.hu/kepv/kepek/g741.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
h003,"Hadházy, Sándor",http://www.parlament.hu/kepv/kepek/h003.jpg,sandor.hadhazy@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
h004,"Halász, János",http://www.parlament.hu/kepv/kepek/h004.jpg,janos.halasz@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
h006,"Dr. Hargitai, János",http://www.parlament.hu/kepv/kepek/h006.jpg,janos.hargitai@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
h007,"Harrach, Péter",http://www.parlament.hu/kepv/kepek/h007.jpg,peter.harrach@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
h021,"Hende, Csaba",http://www.parlament.hu/kepv/kepek/h021.jpg,csaba.hende@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
h026,"Dr. Hiller, István",http://www.parlament.hu/kepv/kepek/h026.jpg,istvan.hiller@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
h033,"Harangozó, Gábor István",http://www.parlament.hu/kepv/kepek/h033.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
h038,"Hirt, Ferenc",http://www.parlament.hu/kepv/kepek/h038.jpg,ferenc.hirt@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
h040,"Dr. Hoffmann, Rózsa",http://www.parlament.hu/kepv/kepek/h040.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,""
h042,"Horváth, István",http://www.parlament.hu/kepv/kepek/h042.jpg,istvan.horvath@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
h050,"Dr. Hoppál, Péter",http://www.parlament.hu/kepv/kepek/h050.jpg,peter.hoppal@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
h056,"Dr. Harangozó, Tamás",http://www.parlament.hu/kepv/kepek/h056.jpg,tamas.harangozo@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
h057,"Hegedűs, Lorántné",http://www.parlament.hu/kepv/kepek/h057.jpg,hegedus.lorantne@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
h077,"Horváth, Imre",http://www.parlament.hu/kepv/kepek/h077.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-12-08,""
h078,"Hollik, István",http://www.parlament.hu/kepv/kepek/h078.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2015-09-21,""
h080,"Dr. Hadházy, Ákos",http://www.parlament.hu/kepv/kepek/h080.jpg,hadhazy.akos@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,LMP,2016-09-12,2018-05-07
h275,"Dr. Hörcsik, Richárd",http://www.parlament.hu/kepv/kepek/h275.jpg,richard.horcsik@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
h366,"Horváth, László",http://www.parlament.hu/kepv/kepek/h366.jpg,laszlo.horvath@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
h742,"Heringes, Anita",http://www.parlament.hu/kepv/kepek/h742.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
h743,"Hiszékeny, Dezső",http://www.parlament.hu/kepv/kepek/h743.jpg,hiszekeny.dezso@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
i731,"Ikotity, István",http://www.parlament.hu/kepv/kepek/i731.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,LMP,2014-05-06,""
j005,"Dr. Józsa, István",http://www.parlament.hu/kepv/kepek/j005.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
j010,"Jakab, István",http://www.parlament.hu/kepv/kepek/j010.jpg,istvan.jakab@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
j012,"Dr. Bene, Ildikó",http://www.parlament.hu/kepv/kepek/j012.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
k012,"Dr. Kerényi, János",http://www.parlament.hu/kepv/kepek/k012.jpg,janos.kerenyi@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
k018,"Dr. Kovács, Zoltán",http://www.parlament.hu/kepv/kepek/k018.jpg,zoltan.kovacs@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
k029,"Kontrát, Károly",http://www.parlament.hu/kepv/kepek/k029.jpg,karoly.kontrat@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
k072,"Kubatov, Gábor",http://www.parlament.hu/kepv/kepek/k072.jpg,gabor.kubatov@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
k093,"Dr. Kovács, József",http://www.parlament.hu/kepv/kepek/k093.jpg,jozsef.kovacs@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
k098,"Kara, Ákos",http://www.parlament.hu/kepv/kepek/k098.jpg,akos.kara@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
k107,"Kepli, Lajos",http://www.parlament.hu/kepv/kepek/k107.jpg,kepli.lajos@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
k113,"Kucsák, László",http://www.parlament.hu/kepv/kepek/k113.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
k115,"Kulcsár, Gergely",http://www.parlament.hu/kepv/kepek/k115.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,""
k145,"Kész, Zoltán",http://www.parlament.hu/kepv/kepek/k145.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2015-03-16,""
k254,"Korózs, Lajos",http://www.parlament.hu/kepv/kepek/k254.jpg,korozs.lajos@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
k308,"Kövér, László",http://www.parlament.hu/kepv/kepek/k308.jpg,kover.laszlo@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
k325,"Kósa, Lajos",http://www.parlament.hu/kepv/kepek/k325.jpg,lajos.kosa@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
k762,"Kunhalmi, Ágnes",http://www.parlament.hu/kepv/kepek/k762.jpg,kunhalmi.agnes@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
k763,"Kónya, Péter",http://www.parlament.hu/kepv/kepek/k763.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-05-06,""
k764,"Dr. Kiss, László",http://www.parlament.hu/kepv/kepek/k764.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
k765,"Kovács, Sándor",http://www.parlament.hu/kepv/kepek/k765.jpg,kovacs.sandor@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
l001,"Dr. Latorcai, János",http://www.parlament.hu/kepv/kepek/l001.jpg,janos.latorcai@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
l016,"Lázár, János",http://www.parlament.hu/kepv/kepek/l016.jpg,janos.lazar@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
l026,"László, Tamás",http://www.parlament.hu/kepv/kepek/l026.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
l027,"Dr. Legény, Zsolt",http://www.parlament.hu/kepv/kepek/l027.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
l029,"Lukács, Zoltán",http://www.parlament.hu/kepv/kepek/l029.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
l032,"L. Simon, László",http://www.parlament.hu/kepv/kepek/l032.jpg,laszlo.simon@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
l042,"Dr. Lukács, László György",http://www.parlament.hu/kepv/kepek/l042.jpg,drlukacs@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-06-30,2018-05-07
l269,"Lezsák, Sándor",http://www.parlament.hu/kepv/kepek/l269.jpg,sandor.lezsak@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
m006,"Mátrai, Márta",http://www.parlament.hu/kepv/kepek/m006.jpg,marta.matrai@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
m014,"Manninger, Jenő",http://www.parlament.hu/kepv/kepek/m014.jpg,Jeno.Manninger@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
m026,"Mesterházy, Attila",http://www.parlament.hu/kepv/kepek/m026.jpg,attila.mesterhazy@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
m028,"Móring, József Attila",http://www.parlament.hu/kepv/kepek/m028.jpg,jozsef.moring@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
m037,"Dr. Molnár, Zsolt",http://www.parlament.hu/kepv/kepek/m037.jpg,zsolt.molnar@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
m039,"Dr. Molnár, Ágnes",http://www.parlament.hu/kepv/kepek/m039.jpg,agnes.molnar@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
m051,"Magyar, Zoltán",http://www.parlament.hu/kepv/kepek/m051.jpg,magyar.zoltan@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
m056,"Dr. Mengyi, Roland",http://www.parlament.hu/kepv/kepek/m056.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
m057,"Mirkóczki, Ádám",http://www.parlament.hu/kepv/kepek/m057.jpg,mirkoczki.adam@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
n004,"V. Németh, Zsolt",http://www.parlament.hu/kepv/kepek/n004.jpg,zsolt.vnemeth@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
n018,"Nyitrai, Zsolt",http://www.parlament.hu/kepv/kepek/n018.jpg,zsolt.nyitrai@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
n020,"Németh, Szilárd István",http://www.parlament.hu/kepv/kepek/n020.jpg,szilard.nemeth@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
n031,"Dr. Nagy, István",http://www.parlament.hu/kepv/kepek/n031.jpg,istvan.nagydr@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
n036,"Novák, Előd",http://www.parlament.hu/kepv/kepek/n036.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2016-08-31
n322,"Németh, Zsolt",http://www.parlament.hu/kepv/kepek/n322.jpg,zsolt.nemeth@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
o007,"Dr. Oláh, Lajos",http://www.parlament.hu/kepv/kepek/o007.jpg,lajos.olah@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-05-06,2018-05-07
o320,"Orbán, Viktor",http://www.parlament.hu/kepv/kepek/o320.jpg,viktor.orban@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
p003,"Pánczél, Károly",http://www.parlament.hu/kepv/kepek/p003.jpg,karoly.panczel@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
p006,"Pogácsás, Tibor",http://www.parlament.hu/kepv/kepek/p006.jpg,tibor.pogacsas@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
p009,"Potápi, Árpád János",http://www.parlament.hu/kepv/kepek/p009.jpg,arpad.potapi@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
p012,"Dr. Pósán, László",http://www.parlament.hu/kepv/kepek/p012.jpg,laszlo.posan@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
p032,"Dr. Pesti, Imre",http://www.parlament.hu/kepv/kepek/p032.jpg,imre.pesti@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
p041,"Pócs, János",http://www.parlament.hu/kepv/kepek/p041.jpg,janos.pocs@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
p057,"Pintér, Tamás",http://www.parlament.hu/kepv/kepek/p057.jpg,pinter.tamas@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2016-09-12,2018-05-07
p609,"Petneházy, Attila",http://www.parlament.hu/kepv/kepek/p609.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
