id,name,full_name,birth_date,image,source,term,party,area,start_date,end_date,identifier__parlamento
9,Álvaro Barreto,Álvaro Roque de Pinho Bissaia Barreto,1936-01-01,http://app.parlamento.pt/webutils/getimage.aspx?id=9&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=9,4,PSD,Beja,1985-11-05,1985-11-06,9
9,Álvaro Barreto,Álvaro Roque de Pinho Bissaia Barreto,1936-01-01,http://app.parlamento.pt/webutils/getimage.aspx?id=9&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=9,5,PSD,Beja,1990-01-06,1990-01-09,9
9,Álvaro Barreto,Álvaro Roque de Pinho Bissaia Barreto,1936-01-01,http://app.parlamento.pt/webutils/getimage.aspx?id=9&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=9,6,PSD,Lisboa,1991-11-04,1992-03-15,9
9,Álvaro Barreto,Álvaro Roque de Pinho Bissaia Barreto,1936-01-01,http://app.parlamento.pt/webutils/getimage.aspx?id=9&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=9,7,PSD,Castelo Branco,1995-12-11,1996-05-02,9
9,Álvaro Barreto,Álvaro Roque de Pinho Bissaia Barreto,1936-01-01,http://app.parlamento.pt/webutils/getimage.aspx?id=9&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=9,8,PSD,Lisboa,1999-10-25,2001-04-16,9
9,Álvaro Barreto,Álvaro Roque de Pinho Bissaia Barreto,1936-01-01,http://app.parlamento.pt/webutils/getimage.aspx?id=9&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=9,9,PSD,Lisboa,2002-04-05,2004-07-17,9
10,Ana Paula Barros,Ana Paula Matos Barros,1965-04-26,http://app.parlamento.pt/webutils/getimage.aspx?id=10&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=10,6,PSD,Viseu,1991-11-05,1993-12-07,10
11,Branco Malveiro,Antonio do Carmo Branco Malveiro,1948-04-17,http://app.parlamento.pt/webutils/getimage.aspx?id=11&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=11,4,PSD,Beja,1985-11-04,1985-12-16,11
11,Branco Malveiro,Antonio do Carmo Branco Malveiro,1948-04-17,http://app.parlamento.pt/webutils/getimage.aspx?id=11&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=11,6,PSD,Beja,1991-11-04,1994-07-19,11
12,António Morgado,António Esteves Morgado,1945-10-18,http://app.parlamento.pt/webutils/getimage.aspx?id=12&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=12,6,PSD,Guarda,1991-11-04,1995-01-09,12
13,António Germano Sá e Abreu,António Germano Fernandes de Sá e Abreu,1952-10-16,http://app.parlamento.pt/webutils/getimage.aspx?id=13&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=13,6,PSD,Braga,1991-11-05,1995-10-27,13
13,António Germano Sá e Abreu,António Germano Fernandes de Sá e Abreu,1952-10-16,http://app.parlamento.pt/webutils/getimage.aspx?id=13&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=13,7,PSD,Braga,1995-10-27,1996-03-21,13
14,António Vairinhos,António Joaquim Correia Vairinhos,1955-06-17,http://app.parlamento.pt/webutils/getimage.aspx?id=14&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=14,5,PSD,Faro,1987-08-13,1991-11-03,14
14,António Vairinhos,António Joaquim Correia Vairinhos,1955-06-17,http://app.parlamento.pt/webutils/getimage.aspx?id=14&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=14,6,PSD,Faro,1991-11-04,1995-10-27,14
14,António Vairinhos,António Joaquim Correia Vairinhos,1955-06-17,http://app.parlamento.pt/webutils/getimage.aspx?id=14&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=14,7,PSD,Faro,1995-10-27,1999-10-25,14
15,António Barradas Leitão,António José Barradas Leitão,1954-04-04,http://app.parlamento.pt/webutils/getimage.aspx?id=15&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=15,6,PSD,Leiria,1991-11-04,1992-06-12,15
15,António Barradas Leitão,António José Barradas Leitão,1954-04-04,http://app.parlamento.pt/webutils/getimage.aspx?id=15&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=15,7,PSD,Leiria,1995-10-27,1995-10-28,15
16,Motta Veiga,Antonio José Caeiro da Motta Veiga,1951-06-08,http://app.parlamento.pt/webutils/getimage.aspx?id=16&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=16,5,PSD,Lisboa,1987-08-13,1991-11-04,16
16,Motta Veiga,Antonio José Caeiro da Motta Veiga,1951-06-08,http://app.parlamento.pt/webutils/getimage.aspx?id=16&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=16,6,PSD,Lisboa,1991-11-04,1995-10-27,16
17,António Alves,António Manuel Fernandes Alves,1932-06-12,http://app.parlamento.pt/webutils/getimage.aspx?id=17&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=17,6,PSD,Setúbal,1991-11-04,1995-10-27,17
18,António Maria Pereira,António Maria Pereira,1924-02-12,http://app.parlamento.pt/webutils/getimage.aspx?id=18&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=18,5,PSD,Lisboa,1987-08-13,1988-02-02,18
18,António Maria Pereira,António Maria Pereira,1924-02-12,http://app.parlamento.pt/webutils/getimage.aspx?id=18&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=18,6,PSD,Lisboa,1991-11-05,1993-08-18,18
19,Barbosa de Melo,Antonio Moreira Barbosa de Melo,1932-11-02,http://app.parlamento.pt/webutils/getimage.aspx?id=19&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=19,6,PSD,Coimbra,1991-11-04,1995-10-27,19
19,Barbosa de Melo,Antonio Moreira Barbosa de Melo,1932-11-02,http://app.parlamento.pt/webutils/getimage.aspx?id=19&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=19,7,PSD,Coimbra,1995-10-27,1999-10-25,19
20,Paulo Pereira Coelho,António Paulo Martins Pereira Coelho,1958-04-27,http://app.parlamento.pt/webutils/getimage.aspx?id=20&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=20,4,PSD,Coimbra,1986-01-06,1987-08-13,20
20,Paulo Pereira Coelho,António Paulo Martins Pereira Coelho,1958-04-27,http://app.parlamento.pt/webutils/getimage.aspx?id=20&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=20,5,PSD,Coimbra,1987-08-13,1991-11-04,20
20,Paulo Pereira Coelho,António Paulo Martins Pereira Coelho,1958-04-27,http://app.parlamento.pt/webutils/getimage.aspx?id=20&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=20,6,PSD,Fora da Europa,1991-11-04,1995-10-27,20
20,Paulo Pereira Coelho,António Paulo Martins Pereira Coelho,1958-04-27,http://app.parlamento.pt/webutils/getimage.aspx?id=20&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=20,7,PSD,Europa,1995-10-27,1999-10-25,20
20,Paulo Pereira Coelho,António Paulo Martins Pereira Coelho,1958-04-27,http://app.parlamento.pt/webutils/getimage.aspx?id=20&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=20,8,PSD,Coimbra,1999-10-25,2002-04-05,20
20,Paulo Pereira Coelho,António Paulo Martins Pereira Coelho,1958-04-27,http://app.parlamento.pt/webutils/getimage.aspx?id=20&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=20,9,PSD,Coimbra,2002-04-05,2003-10-01,20
20,Paulo Pereira Coelho,António Paulo Martins Pereira Coelho,1958-04-27,http://app.parlamento.pt/webutils/getimage.aspx?id=20&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=20,10,PSD,Coimbra,2005-03-12,2009-10-15,20
21,Roleira Marinho,António Roleira Marinho,1942-12-13,http://app.parlamento.pt/webutils/getimage.aspx?id=21&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=21,2,PSD,Viana do Castelo,1980-11-03,1983-05-31,21
21,Roleira Marinho,António Roleira Marinho,1942-12-13,http://app.parlamento.pt/webutils/getimage.aspx?id=21&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=21,3,PSD,Viana do Castelo,1983-05-31,1985-11-04,21
21,Roleira Marinho,António Roleira Marinho,1942-12-13,http://app.parlamento.pt/webutils/getimage.aspx?id=21&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=21,4,PSD,Viana do Castelo,1985-11-21,1986-01-01,21
21,Roleira Marinho,António Roleira Marinho,1942-12-13,http://app.parlamento.pt/webutils/getimage.aspx?id=21&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=21,5,PSD,Viana do Castelo,1987-08-13,1989-05-18,21
21,Roleira Marinho,António Roleira Marinho,1942-12-13,http://app.parlamento.pt/webutils/getimage.aspx?id=21&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=21,6,PSD,Viana do Castelo,1991-11-04,1991-12-16,21
21,Roleira Marinho,António Roleira Marinho,1942-12-13,http://app.parlamento.pt/webutils/getimage.aspx?id=21&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=21,7,PSD,Viana do Castelo,1995-10-27,1999-10-25,21
22,António Bacelar,António da Silva Bacelar,1936-09-25,http://app.parlamento.pt/webutils/getimage.aspx?id=22&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=22,5,PSD,Porto,1987-08-13,1991-11-04,22
22,António Bacelar,António da Silva Bacelar,1936-09-25,http://app.parlamento.pt/webutils/getimage.aspx?id=22&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=22,6,PSD,Porto,1991-11-04,1995-04-19,22
23,Aristides Teixeira,Aristides Alves do Nascimento Teixeira,1945-06-01,http://app.parlamento.pt/webutils/getimage.aspx?id=23&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=23,5,PSD,Porto,1987-08-13,1991-11-04,23
23,Aristides Teixeira,Aristides Alves do Nascimento Teixeira,1945-06-01,http://app.parlamento.pt/webutils/getimage.aspx?id=23&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=23,6,PSD,Porto,1991-11-04,1995-10-27,23
24,Arlindo Moreira,Arlindo da Silva Andre Moreira,1940-11-20,http://app.parlamento.pt/webutils/getimage.aspx?id=24&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=24,4,PSD,Porto,1985-11-04,1987-08-13,24
24,Arlindo Moreira,Arlindo da Silva Andre Moreira,1940-11-20,http://app.parlamento.pt/webutils/getimage.aspx?id=24&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=24,5,PSD,Porto,1987-08-13,1991-11-04,24
24,Arlindo Moreira,Arlindo da Silva Andre Moreira,1940-11-20,http://app.parlamento.pt/webutils/getimage.aspx?id=24&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=24,6,PSD,Porto,1991-11-19,1992-11-13,24
25,Armando Cunha,Armando de Carvalho Guerreiro da Cunha,1921-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=25&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=25,5,PSD,Évora,1987-08-13,1988-02-23,25
25,Armando Cunha,Armando de Carvalho Guerreiro da Cunha,1921-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=25&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=25,6,PSD,Évora,1991-11-04,1992-01-07,25
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,2,PSD,Lisboa,1980-11-13,1983-05-31,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,3,PSD,Lisboa,1983-05-31,1984-03-29,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,4,PSD,Lisboa,1985-11-04,1985-11-05,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,5,PSD,Lisboa,1987-08-13,1988-04-12,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,6,PSD,Lisboa,1991-11-04,1995-10-27,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,7,PSD,Lisboa,1995-10-27,1999-10-25,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,8,PSD,Lisboa,1999-10-25,2002-04-05,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,9,PSD,Lisboa,2002-04-05,2005-03-10,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,10,PSD,Lisboa,2005-03-10,2009-10-15,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,11,PSD,Lisboa,2009-10-15,2011-06-20,26
26,Arménio Santos,Arménio dos Santos,1945-11-22,http://app.parlamento.pt/webutils/getimage.aspx?id=26&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,12,PSD,Viseu,2011-06-20,2015-10-23,26
27,Belarmino Correia,Belarmino Henriques Correia,1940-11-17,http://app.parlamento.pt/webutils/getimage.aspx?id=27&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=27,4,PSD,Leiria,1985-11-04,1987-08-13,27
27,Belarmino Correia,Belarmino Henriques Correia,1940-11-17,http://app.parlamento.pt/webutils/getimage.aspx?id=27&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=27,5,PSD,Leiria,1987-08-13,1991-11-04,27
27,Belarmino Correia,Belarmino Henriques Correia,1940-11-17,http://app.parlamento.pt/webutils/getimage.aspx?id=27&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=27,6,PSD,Leiria,1991-11-04,1995-10-27,27
28,Bernardino Gata Silva,Bernardino Gata Silva,1946-01-01,http://app.parlamento.pt/webutils/getimage.aspx?id=28&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=28,6,PSD,Castelo Branco,1991-11-05,1992-12-18,28
29,Carlos Lopes Pereira,Carlos Alberto Lopes Pereira,1953-09-25,http://app.parlamento.pt/webutils/getimage.aspx?id=29&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=29,6,PSD,Braga,1991-11-04,1995-10-27,29
29,Carlos Lopes Pereira,Carlos Alberto Lopes Pereira,1953-09-25,http://app.parlamento.pt/webutils/getimage.aspx?id=29&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=29,7,PSD,Braga,1995-10-27,1995-10-28,29
30,Carlos Almeida Figueiredo,Carlos de Almeida Figueiredo,1962-01-12,http://app.parlamento.pt/webutils/getimage.aspx?id=30&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=30,6,PSD,Coimbra,1991-11-05,1995-10-27,30
31,Carlos Lelis,Carlos Lélis da Câmara Gonçalves,1931-10-31,http://app.parlamento.pt/webutils/getimage.aspx?id=31&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=31,5,PSD,Madeira,1987-08-13,1991-11-04,31
31,Carlos Lelis,Carlos Lélis da Câmara Gonçalves,1931-10-31,http://app.parlamento.pt/webutils/getimage.aspx?id=31&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=31,6,PSD,Madeira,1991-11-04,1995-10-27,31
32,Carlos Duarte,Carlos Manuel Duarte de Oliveira,1957-02-18,http://app.parlamento.pt/webutils/getimage.aspx?id=32&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=32,5,PSD,Porto,1987-08-13,1991-11-04,32
32,Carlos Duarte,Carlos Manuel Duarte de Oliveira,1957-02-18,http://app.parlamento.pt/webutils/getimage.aspx?id=32&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=32,6,PSD,Porto,1991-11-04,1995-10-01,32
32,Carlos Duarte,Carlos Manuel Duarte de Oliveira,1957-02-18,http://app.parlamento.pt/webutils/getimage.aspx?id=32&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=32,7,PSD,Porto,1995-10-27,1999-10-25,32
33,Carlos Marta,Carlos Manuel Marta Gonçalves,1957-04-07,http://app.parlamento.pt/webutils/getimage.aspx?id=33&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=33,6,PSD,Viseu,1991-11-05,1995-10-27,33
33,Carlos Marta,Carlos Manuel Marta Gonçalves,1957-04-07,http://app.parlamento.pt/webutils/getimage.aspx?id=33&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=33,7,PSD,Viseu,1995-10-27,1997-12-11,33
33,Carlos Marta,Carlos Manuel Marta Gonçalves,1957-04-07,http://app.parlamento.pt/webutils/getimage.aspx?id=33&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=33,8,PSD,Viseu,1999-10-25,2001-01-08,33
34,Carlos Oliveira,Carlos Manuel de Oliveira da Silva,1958-03-22,http://app.parlamento.pt/webutils/getimage.aspx?id=34&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=34,5,PSD,Porto,1987-08-13,1991-11-04,34
34,Carlos Oliveira,Carlos Manuel de Oliveira da Silva,1958-03-22,http://app.parlamento.pt/webutils/getimage.aspx?id=34&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=34,6,PSD,Porto,1991-11-04,1995-10-27,34
35,Carlos Coelho,Carlos Miguel Maximiano de Almeida Coelho,1960-05-20,http://app.parlamento.pt/webutils/getimage.aspx?id=35&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=35,3,PSD,Lisboa,1983-05-31,1983-06-15,35
