id,name,role,image,district,party,birth_date,email,source,name__hy,name__ru,term,faction_id,faction,start_date,end_date
1289,Tigran Urikhanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1289,"","""Prosperous Armenia""",1979-08-27,tigran.urikhanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1289&lang=eng,Տիգրան Խաչատուրի Ուրիխանյան,Тигран Хачатурович Уриханян,7,PA,Prosperous Armenia,2019-01-14,
1290,Arman Abovyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1290,"","""Prosperous Armenia""",1973-09-09,arman.abovyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1290&lang=eng,Արման Վլադիմիրի Աբովյան,Арман Владимирович Абовян,7,PA,Prosperous Armenia,2019-01-14,
1291,Vahe Enfiajyan,Vice President of the National Assembly,http://parliament.am/photo.php?source=deputy&size=big&id=1291,"","""Prosperous Armenia""",1978-12-24,enfiajyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1291&lang=eng,Վահե Սարգսի Էնֆիաջյան,Ваге Саркисович Энфиаджян,7,PA,Prosperous Armenia,2019-01-14,
1292,Yeghishe Soghomonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1292,"",“Mission”,1983-02-08,yeghishe.soghomonyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1292&lang=eng,Եղիշե Հենրիկի Սողոմոնյան,Егише Генрикович Согомонян,7,MS,MyStep,2019-01-14,
1293,Iveta Tonoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1293,"","""Prosperous Armenia""",1981-11-22,iveta.tonoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1293&lang=eng,Իվետա Սասունի Տոնոյան,Ивета Сасуновна Тоноян,7,PA,Prosperous Armenia,2019-01-14,
1294,Gevorg Petrosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1294,"","""Prosperous Armenia""",1972-09-04,gevorg.petrosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1294&lang=eng,Գեւորգ Վոլոդյայի Պետրոսյան,Геворг Володяевич Петросян,7,PA,Prosperous Armenia,2019-01-14,
1295,Armen Pambukhchyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1295,"","""Civil Contract""",1984-11-26,armen.pambukhchyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1295&lang=eng,Արմեն Սոկրատի Փամբուխչյան,Армен Сократович Памбухчян,7,MS,MyStep,2019-01-14,
1296,Shirak Torosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1296,"","""Powerful Motherland"" Party",1972-04-16,shirak.torosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1296&lang=eng,Շիրակ Արտեմի Թորոսյան,Ширак Артемович Торосян,7,MS,MyStep,2019-01-14,
1297,Sergey Bagratyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1297,"","""Prosperous Armenia""",1963-01-03,sergey.bagratyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1297&lang=eng,Սերգեյ Պապաշի Բագրատյան,Сергей Папашевич Багратян,7,PA,Prosperous Armenia,2019-01-14,
1298,Shake Isayan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1298,"","""Prosperous Armenia""",1990-01-20,shaqe.isayan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1298&lang=eng,Շաքե Ռոբերտի Իսայան,Шаке Робертовна Исаян,7,PA,Prosperous Armenia,2019-01-14,
1299,Anna Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1299,"","""Civil Contract""",1977-01-17,"",http://parliament.am/deputies.php?sel=details&ID=1299&lang=eng,Աննա Սամվելի Կարապետյան,Анна Самвеловна Карапетян,7,MS,MyStep,2019-01-14,
1300,Artyom Tsarukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1300,"","""Prosperous Armenia""",1987-05-28,artyom.tsarukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1300&lang=eng,Արտյոմ Ռաֆայելի Ծառուկյան,Артем Рафаелович Царукян,7,PA,Prosperous Armenia,2019-01-14,
1301,Karine Poghosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1301,"","""Prosperous Armenia""",1973-05-27,karine.poghosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1301&lang=eng,Կարինե Համլետի Պողոսյան,Карине Гамлетовна Погосян,7,PA,Prosperous Armenia,2019-01-14,
1302,Soghomon Soghomonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1302,"","""Prosperous Armenia""",1960-03-04,soghomon.soghomonyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1302&lang=eng,Սողոմոն Սերյոժայի Սողոմոնյան,Согомон Сережаевич Согомонян,7,PA,Prosperous Armenia,2019-01-14,
1303,Hayk Gevorgyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1303,"",non-Party,1967-11-25,"",http://parliament.am/deputies.php?sel=details&ID=1303&lang=eng,Հայկ Հերբերտի Գեւորգյան,Айк Гербертович Геворгян,7,MS,MyStep,2019-01-14,
1304,Andranik Kocharyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1304,"",non-Party,1961-05-03,andranik.kocharyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1304&lang=eng,Անդրանիկ Գրիգորի Քոչարյան,Андраник Григоревич Кочарян,7,MS,MyStep,2019-01-14,
1305,Hovhannes Igityan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1305,"",non-Party,1960-04-14,hovhannes.igityan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1305&lang=eng,Հովհաննես Հենզիկի Իգիթյան,Оганес Энзикович Игитян,7,MS,MyStep,2019-01-14,
1306,Vardan Vardanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1306,"","""Prosperous Armenia""",1955-11-29,vardan.vardanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1306&lang=eng,Վարդան Նահապետի Վարդանյան,Вардан Наапетович Варданян,7,PA,Prosperous Armenia,2019-01-14,
1307,Tigran Stepanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1307,"","""Prosperous Armenia""",1961-09-01,tigran.stepanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1307&lang=eng,Տիգրան Վաչիկի Ստեփանյան,Тигран Вачикович Степанян,7,PA,Prosperous Armenia,2019-01-14,
1308,Arman Boshyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1308,"","""Civil Contract""",1986-08-09,arman.boshyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1308&lang=eng,Արման Արամի Բոշյան,Арман Арамович Бошян,7,MS,MyStep,2019-01-14,
1309,Arman Yeghoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1309,"","""Civil Contract""",1984-06-28,arman.yeghoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1309&lang=eng,Արման Աշոտի Եղոյան,Арман Ашотович Егоян,7,MS,MyStep,2019-01-14,
1310,Kajik Gevorgyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1310,"",non-Party,1993-11-01,qajik.gevorgyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1310&lang=eng,Քաջիկ Նահապետի Գեւորգյան,Каджик Наапетович Геворгян,7,PA,Prosperous Armenia,2019-01-14,
1311,Aleksandr Avetisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1311,"","""Civil Contract""",1974-10-09,alexandr.avetisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1311&lang=eng,Ալեքսանդր Մելսիկի Ավետիսյան,Александр Мельсикович Аветисян,7,MS,MyStep,2019-01-14,
1312,Arayik Aghababyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1312,"","""Prosperous Armenia""",1962-03-19,arayik.aghababyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1312&lang=eng,Արայիկ Ռազմիկի Աղաբաբյան,Араик Размикович Агабабян,7,PA,Prosperous Armenia,2019-01-14,
1313,Kristine Poghosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1313,"","""Civil Contract""",1982-09-27,kristine.poghosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1313&lang=eng,Քրիստինե Ատոմի Պողոսյան,Кристине Атомовна Погосян,7,MS,MyStep,2019-01-14,
1314,Nora Arustamyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1314,"","""Prosperous Armenia""",1991-09-24,nora.arustamyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1314&lang=eng,Նորա Սեդրակի Առուստամյան,Нора Седраковна Арустамян,7,PA,Prosperous Armenia,2019-01-14,
1315,Vladimir Vardanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1315,"","""Civil Contract""",1979-08-26,vladimir.vardanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1315&lang=eng,Վլադիմիր Դավիթի Վարդանյան,Владимир Давидович Варданян,7,MS,MyStep,2019-01-14,
1316,Hrant Madatyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1316,"","""Prosperous Armenia""",1964-05-24,hrant.madatyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1316&lang=eng,Հրանտ Ռոբերտի Մադաթյան,Грант Робертович Мадатян,7,PA,Prosperous Armenia,2019-01-14,
1317,Tigran Ulikhanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1317,"","""Civil Contract""",1983-12-18,tigran.ulikhanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1317&lang=eng,Տիգրան Արմենի Ուլիխանյան,Тигран Арменович Улиханян,7,MS,MyStep,2019-01-14,
1318,Taguhi Ghazaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1318,"","""Civil Contract""",1991-03-16,taguhi.ghazarian@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1318&lang=eng,Թագուհի Արարատի Ղազարյան,Тагуи Араратовна Казарян,7,MS,MyStep,2019-01-14,
1319,Arsen Julfalakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1319,"",non-Party,1987-05-08,arsen.julfalakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1319&lang=eng,Արսեն Լեւոնի Ջուլֆալակյան,Арсен Левонович Джулфалакян,7,MS,MyStep,2019-01-14,
1320,Artur Dallakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1320,"","""Prosperous Armenia""",1972-04-10,artur.dallaqyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1320&lang=eng,Արթուր Ալբերտի Դալլաքյան,Артур Альбертович Даллакян,7,PA,Prosperous Armenia,2019-01-14,
1321,Hovhannes Hovhannisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1321,"","""Civil Contract""",1980-03-05,hovhannes.hovhannisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1321&lang=eng,Հովհաննես Վահագնի Հովհաննիսյան,Оганнес Ваагнович Оганнисян,7,MS,MyStep,2019-01-14,
1322,Sona Ghazaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1322,"","""Civil Contract""",1993-03-30,"",http://parliament.am/deputies.php?sel=details&ID=1322&lang=eng,Սոնա Արայի Ղազարյան,Сона Араевна Казарян,7,MS,MyStep,2019-01-14,
1323,Eduard Babayan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1323,"","""Prosperous Armenia""",1972-08-09,eduard.babayan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1323&lang=eng,Էդուարդ Վլադիմիրի Բաբայան,Эдуард Владимирович Бабаян,7,PA,Prosperous Armenia,2019-01-14,
1324,Koryun Mkrtchyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1324,"",“Mission”,1977-03-07,koryun.mkrtchyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1324&lang=eng,Կորյուն Լեւոնի Մկրտչյան,Корюн Левонович Мкртчян,7,MS,MyStep,2019-01-14,
1325,Davit Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1325,"","""Prosperous Armenia""",1984-02-29,davit.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1325&lang=eng,Դավիթ Անդրանիկի Մանուկյան,Давид Андраникович Манукян,7,PA,Prosperous Armenia,2019-01-14,
1326,Janibek Hayrapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1326,"","""Prosperous Armenia""",1982-06-19,janibek.hayrapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1326&lang=eng,Ջանիբեկ Սերոբի Հայրապետյան,Джанибек Серобович Айрапетян,7,PA,Prosperous Armenia,2019-01-14,
1327,Artak Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1327,"",non-Party,1978-02-15,artak.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1327&lang=eng,Արտակ Չուբարի Մանուկյան,Артак Чубарович Манукян,7,MS,MyStep,2019-01-14,
1328,Suren Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1328,"","""Civil Contract""",1992-06-24,suren.grigoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1328&lang=eng,Սուրեն Սամվելի Գրիգորյան,Сурен Самвелович Григорян,7,MS,MyStep,2019-01-14,
1329,Vardan Ghukasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1329,"",non-Party,1961-01-20,vardan.ghukasyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1329&lang=eng,Վարդան Կոլյայի Ղուկասյան,Вардан Коляевич Гукасян,7,PA,Prosperous Armenia,2019-01-14,
1330,Meri Galstyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1330,"",non-Party,1988-07-19,mary.galstyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1330&lang=eng,Մերի Արսենի Գալստյան,Мери Арсеновна Галстян,7,MS,MyStep,2019-01-14,
1331,Vardevan Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1331,"","""Prosperous Armenia""",1953-07-12,vardevan.grigoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1331&lang=eng,Վարդեւան Ֆաբրիցուսկի Գրիգորյան,Вардеван Фабрицускович Григорян,7,PA,Prosperous Armenia,2019-01-14,
1332,Narek Zeynalyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1332,"","""Civil Contract""",1979-04-18,narek.zeynalyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1332&lang=eng,Նարեկ Արտավազդի Զեյնալյան,Нарек Артаваздович Зейналян,7,MS,MyStep,2019-01-14,
1333,Naira Zohrabyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1333,"","""Prosperous Armenia""",1965-05-08,nz@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1333&lang=eng,Նաիրա Վահանի Զոհրաբյան,Наира Вагановна Зограбян,7,PA,Prosperous Armenia,2019-01-14,
1334,Hamazasp Danielyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1334,"",non-Party,1984-11-15,hamazasp.danielyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1334&lang=eng,Համազասպ Գրիգորի Դանիելյան,Амазасп Григорьевич Даниелян,7,MS,MyStep,2019-01-14,
1335,Sisak Gabrielyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1335,"","""Civil Contract""",1988-09-19,sisak.gabrielyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1335&lang=eng,Սիսակ Արմենի Գաբրիելյան,Сисак Арменович Габриелян,7,MS,MyStep,2019-01-14,
1336,Arman Babajanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1336,"",non-Party,1976-07-15,arman.babajanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1336&lang=eng,Արման Շամիրի Բաբաջանյան,Арман Шамирович Бабаджанян,7,BA,Bright Armenia,2019-01-14,
1337,Edgar Arakelyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1337,"",non-Party,1983-04-17,edgar.arakelyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1337&lang=eng,Էդգար Արմենի Առաքելյան,Эдгар Арменович Аракелян,7,MS,MyStep,2019-01-14,
1338,Arkadi Khachatryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1338,"",non-Party,1975-01-29,arkadi.khachatryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1338&lang=eng,Արկադի Սանասարի Խաչատրյան,Аркади Санасарович Хачатрян,7,BA,Bright Armenia,2019-01-14,
1339,Ani Samsonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1339,"","""Bright Armenia""",1990-02-10,ani.samsonyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1339&lang=eng,Անի Տաճատի Սամսոնյան,Ани Тачатовна Самсонян,7,BA,Bright Armenia,2019-01-14,
1340,Gor Gevorgyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1340,"",non-Party,1976-04-20,gor.gevorgyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1340&lang=eng,Գոռ Գեւորգի Գեւորգյան,Гор Геворгович Геворгян,7,MS,MyStep,2019-01-14,
1341,Harutyun Babayan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1341,"","""Bright Armenia""",1975-12-18,harutyun.babayan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1341&lang=eng,Հարություն Վիլիկի Բաբայան,Арутюн Виликович Бабаян,7,BA,Bright Armenia,2019-01-14,
1342,Babken Tunyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1342,"",non-Party,1980-09-06,babken.tunyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1342&lang=eng,Բաբկեն Էդիկի Թունյան,Бабкен Эдикович Тунян,7,MS,MyStep,2019-01-14,
1343,Armen Yeghiazaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1343,"","""Bright Armenia""",1980-06-01,armen.yeghiazaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1343&lang=eng,Արմեն Էդիկի Եղիազարյան,Армен Эдикович Егиазарян,7,BA,Bright Armenia,2019-01-14,
1344,Tatevik Hayrapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1344,"","""Civil Contract""",1989-09-30,tatevik.hayrapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1344&lang=eng,Տաթեւիկ Արմենի Հայրապետյան,Татевик Арменовна Айрапетян,7,MS,MyStep,2019-01-14,
1345,Anna Kostanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1345,"","""Bright Armenia""",1987-01-17,anna.kostanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1345&lang=eng,Աննա Մայիսի Կոստանյան,Анна Маисовна Костанян,7,BA,Bright Armenia,2019-01-14,
1346,Sos Avetisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1346,"","""Civil Contract""",1989-06-21,sos.avetisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1346&lang=eng,Սոս Վահեի Ավետիսյան,Сос Вагеевич Аветисян,7,MS,MyStep,2019-01-14,
1347,Karen Simonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1347,"","""Bright Armenia""",1988-10-03,karen.simonyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1347&lang=eng,Կարեն Մանվելի Սիմոնյան,Карен Манвелович Симонян,7,BA,Bright Armenia,2019-01-14,
1348,Vahagn Tevosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1348,"",non-Party,1978-03-22,vahagn.tevosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1348&lang=eng,Վահագն Գոռի Թեւոսյան,Ваагн Горович Тевосян,7,MS,MyStep,2019-01-14,
1349,Srbuhi Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1349,"","""Bright Armenia""",1974-12-29,srbuhi.grigoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1349&lang=eng,Սրբուհի Էդիկի Գրիգորյան,Србуи Эдиковна Григорян,7,BA,Bright Armenia,2019-01-14,
1350,Tsovinar Vardanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1350,"","""Civil Contract""",1980-09-08,tsovinar.vardanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1350&lang=eng,Ծովինար Գեւորգի Վարդանյան,Цовинар Геворковна Варданян,7,MS,MyStep,2019-01-14,
1351,Sargis Aleksanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1351,"","""Bright Armenia""",1983-11-30,sargis.aleksanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1351&lang=eng,Սարգիս Ռոբերտի Ալեքսանյան,Саргис Робертович Алексанян,7,BA,Bright Armenia,2019-01-14,
1352,Gurgen Baghdasaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1352,"",non-Party,1977-08-13,gurgen.baghdasaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1352&lang=eng,Գուրգեն Նիկոլի Բաղդասարյան,Гурген Николаевич Багдасарян,7,BA,Bright Armenia,2019-01-14,
1353,Gevorg Gorgisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1353,"","""Bright Armenia""",1986-01-23,gevorg.gorgisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1353&lang=eng,Գեւորգ Սամվելի Գորգիսյան,Геворг Самвелович Горгисян,7,BA,Bright Armenia,2019-01-14,
1354,Edmon Marukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1354,"","""Bright Armenia""",1981-01-13,edmon.marukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1354&lang=eng,Էդմոն Հրաչիկի Մարուքյան,Эдмон Грачикович Марукян,7,BA,Bright Armenia,2019-01-14,
1355,Mane Tandilyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1355,"","""Bright Armenia""",1978-04-03,mane.tandilyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1355&lang=eng,Մանե Վանյայի Թանդիլյան,Мане Ваняевна Тандилян,7,BA,Bright Armenia,2019-01-14,
1356,Edvard Andreasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1356,"","""Bright Armenia""",1973-04-21,edvard.andreasyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1356&lang=eng,Էդվարդ Հրաչի Անդրեասյան,Эдвард Грачевич Андреасян,7,BA,Bright Armenia,2019-01-14,
1357,Rubik Stepanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1357,"",non-Party,1958-01-03,rubik.stepanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1357&lang=eng,Ռուբիկ Շահումի Ստեփանյան,Рубик Шаумович Степанян,7,BA,Bright Armenia,2019-01-14,
1358,Taron Simonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1358,"",non-Party,1987-01-22,taron.simonyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1358&lang=eng,Տարոն Վարդանի Սիմոնյան,Тарон Варданович Симонян,7,BA,Bright Armenia,2019-01-14,
1359,Hrant Ayvazyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1359,"","""Bright Armenia""",1969-09-14,hrant.ayvazyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1359&lang=eng,Հրանտ Գնունու Այվազյան,Грант Гнунович Айвазян,7,BA,Bright Armenia,2019-01-14,
1360,Sarik Minasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1360,"",non-Party,1980-08-16,sarik.minasyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1360&lang=eng,Սարիկ Սամվելի Մինասյան,Сарик Самвелович Минасян,7,BA,Bright Armenia,2019-01-14,
1361,Artur Davtyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1361,"","""Civil Contract""",1975-06-08,artur.davtyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1361&lang=eng,Արթուր Ռազմիկի Դավթյան,Артур Размикович Давтян,7,MS,MyStep,2019-01-14,
1362,Mikayel Zolyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1362,"",non-Party,1980-06-19,mikayel.zolyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1362&lang=eng,Միքայել Սուրենի Զոլյան,Микаэл Суренович Золян,7,MS,MyStep,2019-01-14,
