id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs,identifier__IMDB,name__jv,wikipedia__dewikiquote,wikipedia__gl,wikipedia__jv,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__gv,wikipedia__gv,identifier__CANTIC,identifier__NDL,identifier__NUKAT,name__bs,name__lmo,wikipedia__ast,identifier__ULAN,identifier__NLAtrove,wikipedia__hif,name__hif,identifier__GTAA,identifier__OLID,wikipedia__hiwikiquote,identifier__Britannica,wikipedia__sm,identifier__FAST,name__sm,last_seen,identifier__CSPAN,identifier__TED,identifier__AuDB,identifier__senate_nl,linkedin,identifier__google_plus,identifier__wikitree,wikipedia__mai,identifier__google_knowledge,name__mai,occupation,identifier__nlg
Q27435052,Trevor Evans,Trevor Evans,,male,,,,,,,,,,,,,,,,,,,,,,,,Trevor Evans (politician),,,,,,,,,,,,,,,,,,,,,Trevor Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Evans (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27435056,Ted O'Brien,Ted O'Brien,,male,,,,,,,,,,,,,,,,,,,,,,,,Ted O'Brien (Australian politician),,,,,,,,,,,,,,,,,,,,,Ted O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted O'Brien (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27435059,Julian Hill,Julian Hill,,male,,,,,,,,,,,,,,,,,,,,,,,,Julian Hill (politician),,,,,,,,,,,,,,,,,,,,,Julian Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Hill (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27435061,Josh Wilson,Josh Wilson,,male,,,,,,,,,,,,,,,,,,,,,,,,Josh Wilson (politician),,,,,,,,,,,,,,,,,,,,,Josh Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Wilson (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q304561,Kim Beazley,Kim Beazley,https://upload.wikimedia.org/wikipedia/commons/7/7e/Ac.kimbeazleynew.jpg,male,40897683,,n87823340,167895516,,1948-12-14,/m/01vpvp,,Kim,,,,,,,,,,,,,,,Kim Beazley,,,,,,,,Kim Beazley,,Kim Beazley,,Kim Beazley,,,,Kim Beazley,キム・ビーズリー,,,,Kim Christian Beazley,金·比兹利,Kim Beazley,,,,,,,,,,Kim Beazley,,,,,Kim Beazley,,,Kim Beazley,,,,Kim Beazley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim Beazley,,,Kim Beazley,,,,Kim Beazley,,,,Kim Beazley,,,,,,,,,,キム・ビーズリー,,,,,,,,,,,,Kim Christian Beazley,Kim Beazley,,Kim Beazley,,,,,,,,,,,,,,,,,,,金·比兹利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim Beazley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q3108047,John Brumby,John Brumby,https://upload.wikimedia.org/wikipedia/commons/1/13/JohnBrumby2007crop.jpg,male,92422679,,,,,1953-04-21,/m/06dn4l,,John,,,,,,,,,,,,,,,John Brumby,,,,,,,,,John Brumby,John Brumby,,John Brumby,,,,John Brumby,,,,,John Brumby,,,,,,,,,,,,,,,,,John Brumby,,,,,,,,,,,,,,,,,,,,,,,,,,,John Brumby,,,,,,,,,,,,,,,John Brumby,,,,,,,,,,,,,John Brumby,,,,,,,,,,,,,,,,,,,,,,,,John Brumby,,,,,,,,John Brumby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Brumby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q3180236,Joel Fitzgibbon,Joel Fitzgibbon,https://upload.wikimedia.org/wikipedia/commons/4/40/JoelFitz.JPG,male,,,,,,1962-01-16,/m/02qn62,,Joel,,,,,,,,,,,,,,,Joel Fitzgibbon,,,,,,,,,Joel Fitzgibbon,Joel Fitzgibbon,,Joel Fitzgibbon,,,,Joel Fitzgibbon,,,,,Joel Fitzgibbon,喬爾·費吉賓,,,,,,,,,,,,,,,,Joel Fitzgibbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Fitzgibbon,,,,,,,,,,,,,,,,,,,,,,,,Joel Fitzgibbon,,,,,,,,,,,,,,,,,,,,喬爾·費吉賓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Fitzgibbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q3180912,John Anderson,John Anderson,,male,,,,,,1956-11-14,,,John,,,,,,,,,,,,,,,John Anderson (Australian politician),,,,,,,,,,John Anderson,,John Anderson,,,,John Anderson,,,جان اندرسون,,John Anderson,約翰·安德森,,,,,,,,,,,,,,,,John Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Anderson (Australian politician),,,,,,"John Anderson (homme politique, 1956)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Anderson (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q3195101,Ken Wyatt,Ken Wyatt,https://upload.wikimedia.org/wikipedia/commons/a/a3/Ken_Wyatt_cropped.jpg,male,,,,,,1952-08-04,/m/0crj7k4,,Ken,,,http://www.kenwyatt.com.au/,,,,,,,,,,,,Ken Wyatt,,,,,,,,,,Ken Wyatt,,,,,,Ken Wyatt,,,,,Ken Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth George Wyatt,,,,,,,,,,,,,,,Kenneth George Wyatt,,,,,,,,,,,,,Ken Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q335697,Anthony Albanese,Anthony Albanese,https://upload.wikimedia.org/wikipedia/commons/c/cb/Anthony_Albanese.jpg,male,92625366,,,,,1963-03-02,/m/02pr9v,,Anthony,,,http://www.anthonyalbanese.com.au/,,,,,,,,,,,,Anthony Albanese,,,,,,,,,Anthony Albanese,Anthony Albanese,,Anthony Albanese,,,,Anthony Albanese,アンソニー・アルバネーゼ,,,,Anthony Albanese,安東尼·阿爾巴尼西,,,,,,,,,,,Anthony Albanese,,,,,Anthony Albanese,,,,,,,Anthony Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Anthony Albanese,,,Anthony Albanese,,,,Anthony Albanese,,,,Anthony Albanese,,,,,,,,,,,,,,,,,,,,,,,,Anthony Albanese,,,,,,,,,,,,,,,,,,,,安東尼·阿爾巴尼西,Anthony Albanese,Anthony Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Albanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528813,,,,,,,,,,,,,,,,,,,,,politician,
Q3379071,Philip Ruddock,Philip Ruddock,https://upload.wikimedia.org/wikipedia/commons/4/47/PhilipRuddock.jpg,male,36027007,,,,,1943-03-12,,,Philip,,,,,,,,,,,,,,,Philip Ruddock,,,菲利普·羅德克,,菲利普·罗德克,,,,,Philip Ruddock,,Philip Ruddock,,,,Philip Ruddock,フィリップ・ルドック,,,,Philip Ruddock,菲利浦·路多克,Philip Ruddock,,,,,,,,,,Philip Ruddock,,,,,Philip Ruddock,,,Philip Ruddock,,,,Philip Ruddock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Ruddock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,菲利浦·路多克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Ruddock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q348577,Tony Abbott,Tony Abbott,https://upload.wikimedia.org/wikipedia/commons/9/9b/Tony_Abbott_-_2010.jpg,male,4191840,130825867,n96014338,130989169,The Honourable,1957-11-04,/m/02pr80,Abbott,Tony,0000 0001 1466 4201,35376901,http://www.tonyabbott.com.au/,,,,TonyAbbottMHR,,,,,tonyabbottmp,,,Tony Abbott,,托尼·阿博特,東尼·艾伯特,東尼·阿博特,托尼·阿博特,托尼·阿博特,東尼·艾伯特,Tony Abbott,Tony Abbott,Tony Abbott,"Эбботт, Тони",Tony Abbott,Tony Abbott,Tony Abbott,Antonius Abbott,Tony Abbott,トニー・アボット,Tony Abbott,تونی ابوت,Tony Abbott,Tony Abbott,托尼·阿博特,Tony Abbott,Тоні Ебботт,टोनी ॲबट,Tony Abbott,Τόνι Άμποτ,Tony Abbott,Tony Abbott,טוני אבוט,Tony Abbott,토니 애벗,Tony Abbott,Tony Abbott,Tony Abbott,டோனி அபோட்,Tony Abbott,Tony Abbott,Tony Abbott,Тоні Эбат,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,टोनी एबोट,Тоні Эбат,ٹونی ایبٹ,টনি অ্যাবট,Tony Abbott,Тони Абот,Tony Abbott,Тони Эбботт,टोनी एबॉट,Tony Abbott,Тони Абът,توني أبوت,Anthony John Abbott,โทนี แอบบ็อตต์,Tony Abbott,Թոնի Էբոթ,Тони Абот,Tonijs Ebots,Tony Abbott,טאני אבאט,ტონი ებოტი,تۆنی ئەبۆت,Tony Abbott,Tony Abbott,توني أبوت,Тоні Эбат,Тоні Эбат,Тони Абът,টনি অ্যাবট,Tony Abbott,تۆنی ئەبۆت,Category:Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Τόνι Άμποτ,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,تونی ابوت,Tony Abbott,Tony Abbott,טוני אבוט,टोनी एबॉट,Tony Abbott,Tony Abbott,Թոնի Էբոթ,Tony Abbott,Anthony John Abbott,Tony Abbott,Tony Abbott,トニー・アボット,ტონი ებოტი,토니 애벗,Antonius Abbott,Tony Abbott,Tonijs Ebots,Tony Abbott,Tony Abbott,Тони Эбботт,टोनी ॲबट,Tony Abbott,टोनी एबोट,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,"Эбботт, Тони",Категория:Тони Эбботт,Тони Эбботт,Tony Abbott,Tony Abbott,Tony Abbott,Тони Абот,Tony Abbott,டோனி அபோட்,โทนี แอบบ็อตต์,โทนี แอบบ็อตต์,Tony Abbott,Tony Abbott,Тоні Ебботт,ٹونی ایبٹ,Tony Abbott,טאני אבאט,托尼·阿博特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Abbott,,,,,,,,,,,,,,,,,,,,Tony Abbott,,,,,,,,,,,,,,,,,,,,,,,,,Tony Abbott,Tony Abbott,,OL514471A,टोनी अबोट,biography/Tony-Abbott,,1526005,,,,,,,,,Abbott-3502,,,,politician,
Q3696471,Craig Thomson,Craig Thomson,https://upload.wikimedia.org/wikipedia/commons/8/8b/Craig_Thomson.jpg,male,,,,,,1964-07-31,,,Craig,,,,,,,,,,,,,,,Craig Thomson (politician),,,,,,,,,,Craig Thomson,Крэйг Томсон,Craig Thomson,,Craig Thomson,,Craig Thomson,,,,,Craig Thomson,克拉格·托馬森,Craig Thomson,,,,,,,,,,Craig Thomson,,,,,Craig Thomson,,,Craig Thomson,,,,Craig Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Craig Thomson (politico),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Craig Thomson (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q374949,Andrew Peacock,Andrew Peacock,https://upload.wikimedia.org/wikipedia/commons/b/ba/Andrew_Peacock.jpg,male,13561933,,n78002838,,,1939-02-13,/m/01s349,,Andrew,,,,,,,,,,,,,,,Andrew Peacock,,,安德魯·皮考克,,安德鲁·皮考克,,,,Andrew Peacock,Andrew Peacock,,Andrew Peacock,,,,Andrew Peacock,アンドリュー・ピーコック,,,,Andrew Peacock,,Andrew Peacock,,,,,,,,,,Andrew Peacock,,,,,Andrew Peacock,,,Andrew Peacock,,,,Andrew Peacock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Peacock,,,,,,,,Andrew Peacock,,,,,,,,,,,,,,,,,,,,,,,,Andrew Peacock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Peacock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21835,,,,,,,,,,,,,diplomat,
Q381902,Gareth Evans,Gareth Evans,https://upload.wikimedia.org/wikipedia/commons/b/bf/Gareth_Evans_University_of_Melbourne.jpg,male,109000124,123911478,n78006888,033387028,,1944-09-05,/m/0396q7,,Gareth,,,,,,,,12425793h,,314939296,,,,,Gareth Evans (politician),00000020234,,,,,,,,,Gareth Evans,,Gareth Evans,,,,Gareth Evans,ギャレス・エバンス,,,,Gareth Evans,校監,Gareth Evans,,,,,,,,Gareth Evans,,Gareth Evans,,,,,Gareth Evans,,,Gareth Evans,,,,Gareth Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gareth Evans,,,,,,,,Gareth John Evans,,,,,,Gareth Evans (politikus),,,,,,,,,,,,,,,,Gareth Evans (politicus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gareth Evans (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,nm0262768,,,,,,,,,,,,,,,,,,,,,,,,,22137,,,garethevans,,,,,,,,,,politician,
Q3857414,Mike Kelly,Mike Kelly,https://upload.wikimedia.org/wikipedia/commons/1/14/Mike_Kelly.jpg,male,,,,,,1960-02-23,,Kelly,Mike,,,,,,,,,,,,,,,Mike Kelly (Australian politician),,,,,,,,,,Mike Kelly,Майк Келли,Mike Kelly,,Mike Kelly,,Mike Kelly,,,,,Mike Kelly,,Mike Kelly,,,,,,,,,,Mike Kelly,,,,,Mike Kelly,,,Mike Kelly,,,,Mike Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Kelly (politico australiano),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Kelly (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q41563,Julia Gillard,Julia Gillard,https://upload.wikimedia.org/wikipedia/commons/c/c8/Julia_Gillard_2010.jpg,female,120304790,141054174,n2009076144,,,1961-09-29,/m/02kx9r,,Julia,,,,,,,juliagillard,,,,,Julia-Gillard,,,Julia Gillard,00000028306,茱莉雅·吉拉德,茱莉雅·吉拉德,,茱莉雅·吉拉德,,,Julia Gillard,Julia Gillard,Julia Gillard,Джулия Гиллард,Julia Gillard,Julia Gillard,Julia Gillard,Iulia Gillard,Julia Gillard,ジュリア・ギラード,Julia Gillardová,جولیا گیلارد,Julia Gillard,Julia Gillard,茱莉雅·吉拉德,Julia Gillard,Джулія Гіллард,ज्युलिया जिलार्ड,Julia Gillard,Τζούλια Γκίλαρντ,Julia Gillard,Julia Gillard,ג'וליה גילארד,Julia Gillard,줄리아 길라드,Julia Gillard,Julia Gillard,Julia Gillard,ஜூலியா கிலார்ட்,Julia Gillard,Julia Gillard,Julia Gillard,Джулія Гілард,Julia Gillard,,Julia Gillard,,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,जुलिया गिलार्ड,Джулія Гілард,,জুলিয়া গিলার্ড,Julia Gillard,Џулија Гилард,,Жулиа Гиллард,जूलिया गिलार्ड,,Джулия Гилярд,جوليا غيلارد,Julia Gillard,จูเลีย กิลลาร์ด,Julia Gillard,Ջուլիա Գիլլարդ,,Džūlija Gilarde,Julia Gillard,זשוליא גילארד,,جولیا گیلارد,Julia Gillard,Julia Gillard,جوليا غيلارد,Джулія Гілард,Джулія Гілард,,জুলিয়া গিলার্ড,Julia Gillard,جولیا گیلارد,Category:Julia Gillard,Julia Gillardová,Julia Gillard,Julia Gillard,Τζούλια Γκίλαρντ,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,جولیا گیلارد,Julia Gillard,Julia Gillard,ג'וליה גילארד,जूलिया गिलार्ड,Julia Gillard,,Ջուլիա Գիլարդ,Julia Gillard,Julia Gillard,Julia Gillard,,ジュリア・ギラード,,줄리아 길라드,Iulia Gillard,,Džūlija Gilarde,Julia Gillard,,Жулиа Гиллард,ज्युलिया जिलार्ड,Julia Gillard,जुलिया गिलार्ड,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,"Гиллард, Джулия",Категория:Джулия Гиллард,,Julia Gillard,Julia Gillard,Julia Gillard,Џулија Гилард,Julia Gillard,ஜூலியா கிலார்ட்,จูเลีย กิลลาร์ด,,Julia Gillard,Julia Gillard,Джулія Гіллард,,Julia Gillard,זשוליא גילארד,朱莉亞·吉拉德,,,,,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,,Julia Gillard,Julia Gillard,چوليا جيلارد,,Julia Gillard,ജൂലിയ ഗില്ലാർഡ്,Julia Gillard,Julia Gillard,Julia Gillard,,Julia Gillardová,Julia Gillard,Julia Gillard,Julia Gillard,,Julia Gillard,,چوليا جيلارد,Julia Gillard,Julia Gillard,,,Julia Gillard,,Julia Gillard,Julia Gillard,,Julia Gillard,,,ജൂലിയ ഗില്ലാർഡ്,Julia Gillard,Julia Gillard,,Julia Gillardová,Julia Gillard,,Julia Gillard,Julia Gillard,Julia Gillard,,Julia Gillard,Julia Gillard,茱莉亞·基勒,,,,,,,,,Julia Gillard,Julia Gillard,,,Julia Gillard,,Julia Gillard,,,,,,Julia Gillard,,,,,,Julia Gillard,,,,,,Julia Gillard,,Julia Gillard,Julia Gillard,Julia Gillard,ဂျူလီယာ ဂေးလတ်,Culiya Qillard,Gillard Džulija,Julia Gillard,Julia Gillard,Julia Gillard,Culiya Qillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,ဂျူလီယာ ဂေးလတ်,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Julia Gillard,Gillard Džulija,,,,,,,,,,,,,,,,,,,,,,,,,,biography/Julia-Gillard,,1782973,,,,,,,,,Gillard-237,जुलिया गिलार्ड,,जुलिया गिलार्ड,politician,
