aph_id,photo,email,facebook,website,twitter
241589,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241589/upload_ref_binary/241589.jpg,,https://www.facebook.com/karenmcnamara4dobell,,
241590,/api/parliamentarian/241590/image,,https://www.facebook.com/LucyWicksMP,http://www.lucywicks.com.au,https://twitter.com/LucyWicksMP
242515,/api/parliamentarian/242515/image,,https://www.facebook.com/Michael.Sukkar.MP,http://michaelsukkar.com.au/,
243609,/api/parliamentarian/243609/image,,https://www.facebook.com/AndrewGilesScullin,,https://twitter.com/andrewjgiles
245392,/api/parliamentarian/245392/image,Luke.Gosling.MP@aph.gov.au,https://www.facebook.com/luke.j.gosling,http://lukegosling.com.au,https://twitter.com/lukejgosling
245550,/api/parliamentarian/245550/image,Nicolle.Flint.MP@aph.gov.au,https://www.facebook.com/NicolleFlintLiberal,http://www.nicolleflint.com/,https://twitter.com/nicolleflint
247130,/api/parliamentarian/247130/image,Craig.Laundy.MP@aph.gov.au,https://www.facebook.com/CraigLaundyMP,http://www.craiglaundy.com.au/,
247742,/api/parliamentarian/247742/image,,https://www.facebook.com/LukeHowarthMP,http://lukehowarth.com.au/,
248006,/api/parliamentarian/248006/image,Terri.Butler.MP@aph.gov.au,https://www.facebook.com/butler4griffith,http://www.terributlermp.com/,https://twitter.com/terrimbutler
248181,/api/parliamentarian/248181/image,,https://www.facebook.com/SharonClaydonforNewcastle,,https://twitter.com/SharonClaydon
248353,/api/parliamentarian/248353/image,Emma.McBride.MP@aph.gov.au,https://www.facebook.com/mcbrideemma,http://emmamcbride.com.au,
248969,/api/parliamentarian/248969/image,,,,
249127,/api/parliamentarian/249127/image,Pat.Conroy.MP@aph.gov.au,https://www.facebook.com/PatConroyLaborforCharlton,http://www.patconroy.com.au,
249147,/api/parliamentarian/249147/image,Matt.Keogh.MP@aph.gov.au,http://www.facebook.com/ KeoghMatthew,http://www.mattkeogh.com,http://twitter.com/mattkeogh
249224,/api/parliamentarian/249224/image,,https://www.facebook.com/JoanneRyanLalor,http://www.joanneryan.com.au/,https://twitter.com/JoanneRyanLalor
249308,/api/parliamentarian/249308/image,Melissa.Price.MP@aph.gov.au,https://www.facebook.com/pages/Melissa-Price-Durack/146533948886081,,https://twitter.com/Melissa4Durack
249710,/api/parliamentarian/249710/image,,https://www.facebook.com/LisaChestersBendigo,http://www.lisachesters.org/,https://twitter.com/LMChesters
249758,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249758/upload_ref_binary/249758.jpg,,https://www.facebook.com/matt.williamsmp,,
249764,/api/parliamentarian/249764/image,,https://www.facebook.com/MichelleLandryMP,,
249908,/api/parliamentarian/249908/image,,,,
250077,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250077/upload_ref_binary/250077.jpg,,https://www.facebook.com/nickvarvaris4barton,http://www.nickvarvaris.com.au,
260805,/api/parliamentarian/260805/image,Andrew.Hastie.MP@aph.gov.au,https://www.facebook.com/hastieandrew,,
261393,/api/parliamentarian/261393/image,,,,
262273,/api/parliamentarian/262273/image,,,,
263070,/api/parliamentarian/263070/image,Ross.Hart.MP@aph.gov.au,https://facebook.com/RossHartMP,http://www.RossHartMP.com,https://twitter.com/RossHartMP
263328,/api/parliamentarian/263328/image,,,,
264170,/api/parliamentarian/264170/image,Meryl.Swanson.MP@aph.gov.au,https://www.facebook.com/MerylSwanson,,
265585,/api/parliamentarian/265585/image,David.Littleproud.MP@aph.gov.au,https://www.facebook.com/david.littleproud.1,http://www.davidlittleproud.com.au,https://twitter.com/D_LittleproudMP
265931,/api/parliamentarian/265931/image,Ben.Morton.MP@aph.gov.au,https://www.facebook.com/BenMortonAU,http://www.benmorton.net.au,
265967,/api/parliamentarian/265967/image,,https://www.facebook.com/wallace4fisher,http://www.andrewwallacemp.com.au,
265970,/api/parliamentarian/265970/image,Josh.Wilson.MP@aph.gov.au,https://www.facebook.com/josh4fremantle,http://joshwilson.org.au,https://twitter.com/joshwilsonmp
265975,/api/parliamentarian/265975/image,,,,
265979,/api/parliamentarian/265979/image,,,,
265980,/api/parliamentarian/265980/image,,https://facebook.com/makemayomatter,http://www.rebekhasharkie.com.au,http://twitter.com/makemayomatter
265990,/api/parliamentarian/265990/image,Anne.Stanley.MP@aph.gov.au,http://www.facebook.com/anne.stanley.werriwa,http://www.annestanley.com.au,http://www.twitter.com/annewerriwa
265991,/api/parliamentarian/265991/image,,,http://www.llewobrien.com.au,
2K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/2K6/upload_ref_binary/2K6.jpg,Mal.Brough.MP@aph.gov.au,https://www.facebook.com/MalBroughMP,http://malbrough.com.au/,https://twitter.com/MalBrough_MP
2V5,/api/parliamentarian/2V5/image,,http://www.facebook.com/Wayne.Swan.MP,http://www.swanmp.org,https://twitter.com/SwannyQLD
30379,/api/parliamentarian/30379/image,,,http://www.andrewbroad.com/,https://twitter.com/broad4mallee
30540,/api/parliamentarian/30540/image,Gai.Brodtmann.MP@aph.gov.au,http://www.facebook.com/pages/Gai-Brodtmann/139691649380518,http://www.gaibrodtmann.com.au,
37998,/api/parliamentarian/37998/image,,https://www.facebook.com/jim4rankin,http://www.jimchalmers.org/,https://twitter.com/JEChalmers
53517,/api/parliamentarian/53517/image,,,,
56430,/api/parliamentarian/56430/image,,,,
61378,/api/parliamentarian/61378/image,Trevor.Evans.MP@aph.gov.au,http://www.facebook.com/trevorevansbne,http://www.trevorevans.com.au,
72184,/api/parliamentarian/72184/image,,https://www.facebook.com/DavidGillespieMP,http://www.davidgillespie.com.au/,https://twitter.com/DaveGillespieMP
74046,/api/parliamentarian/74046/image,,,http://www.wa.liberal.org.au/representative-intro/983,
7K6,/api/parliamentarian/7K6/image,,,,
80109,/api/parliamentarian/80109/image,Tim.Hammond.MP@aph.gov.au,https://www.facebook.com/timhammondau,http://www.timhammondmp.com,
83E,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83E/upload_ref_binary/83E.JPG,Bernie.Ripoll.MP@aph.gov.au,http://www.facebook.com/pages/Bernie-Ripoll/47126097966,http://www.bernieripoll.com.au/,http://twitter.com/bernieripoll_mp
83M,/api/parliamentarian/83M/image,,,http://www.tanyaplibersek.com/,http://twitter.com/tanya_plibersek
83N,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83N/upload_ref_binary/83N.jpg,Jill.Hall.MP@aph.gov.au,https://www.facebook.com/Jill.Hall.Shortland,http://www.jillhall.com/home,https://twitter.com/JillHallMP
83P,/api/parliamentarian/83P/image,Julie.Bishop.MP@aph.gov.au,http://www.facebook.com/julie.bishop.mp,http://www.juliebishop.com.au/,http://twitter.com/JulieBishopMP
83S,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83S/upload_ref_binary/83S.jpg,Anna.Burke.MP@aph.gov.au,http://www.facebook.com/pages/Anna-Burke-MP/184394935018499,http://www.annaburke.com,
86256,/api/parliamentarian/86256/image,Julian.Hill.MP@aph.gov.au,https://www.facebook.com/JulianHillMP,https://julianhillmp.com,https://www.twitter.com/JulianHillMP
885,/api/parliamentarian/885/image,,http://www.facebook.com/pages/Malcolm-Turnbull/53772921578,http://www.malcolmturnbull.com.au/,http://twitter.com/TurnbullMalcolm
8GH,/api/parliamentarian/8GH/image,Linda.Burney.MP@aph.gov.au,https://www.facebook.com/LindaBurneyMP,,http://twitter.com/lindaburneymp
8K6,/api/parliamentarian/8K6/image,Joel.Fitzgibbon.MP@aph.gov.au,https://www.facebook.com/JoelFitzgibbonMP,http://www.joelfitzgibbon.com/,http://twitter.com/fitzhunter
8T4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8T4/upload_ref_binary/8T4.jpg,,https://www.facebook.com/LaurieFergusonMP,http://www.laurieferguson.com.au,https://twitter.com/FergusonLMP
8W5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8W5/upload_ref_binary/8W5.jpg,Gary.Gray.MP@aph.gov.au,https://www.facebook.com/garygraymp,http://www.garygray.com.au/,
91219,/api/parliamentarian/91219/image,,http://www.facebook.com/ehusic,http://www.edhusic.com/,
96430,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/96430/upload_ref_binary/96430.jpg,,http://www.facebook.com/ewenjonesmp,http://www.ewenjones.com.au/,http://twitter.com/EwenJonesMP
99931,/api/parliamentarian/99931/image,,http://www.facebook.com/CraigKellyMP,http://craigkelly.com.au/,http://twitter.com/CraigKellyMP
9K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/9K6/upload_ref_binary/9K6.jpg,,https://www.facebook.com/TeresaGambaroMP,http://www.teresagambaro.com/,http://twitter.com/TeresaGambaroMP
9V5,/api/parliamentarian/9V5/image,C.Pyne.MP@aph.gov.au,https://www.facebook.com/christopher.pyne,http://www.pyneonline.com.au/,https://twitter.com/CPyne
A9B,/api/parliamentarian/A9B/image,,http://www.facebook.com/pages/Stephen-Jones-for-Throsby/324823886818,http://www.stephenjones.org.au/,http://twitter.com/stephenjonesalp
BU8,/api/parliamentarian/BU8/image,Andrew.Leigh.MP@aph.gov.au,http://www.facebook.com/pages/Andrew-Leigh-MP/129819533748295,http://www.andrewleigh.com/,https://twitter.com/ALEIGHMP
C2T,/api/parliamentarian/C2T/image,,http://www.facebook.com/andrewwilkiemp,http://www.andrewwilkie.org,http://twitter.com/WilkieMP
DK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DK6/upload_ref_binary/DK6.JPG,J.Hockey.MP@aph.gov.au,https://www.facebook.com/JoeHockeyMP,http://www.joehockey.com,http://twitter.com/JoeHockey
DYN,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DYN/upload_ref_binary/DYN.jpg,Dennis.Jensen.MP@aph.gov.au,http://www.facebook.com/dennisjensenmp,http://www.dennisjensen.com.au/,http://twitter.com/DennisJensenMP
DYW,/api/parliamentarian/DYW/image,Tony.Burke.MP@aph.gov.au,http://www.facebook.com/tony.burke.mp,http://www.tonyburke.com.au/,http://twitter.com/tony_burke
DZP,/api/parliamentarian/DZP/image,Sharon.Bird.MP@aph.gov.au,http://www.facebook.com/sharon.bird.mp,http://www.sharonbird.com.au/,http://twitter.com/SharonBirdMP
DZS,/api/parliamentarian/DZS/image,Chris.Bowen.MP@aph.gov.au,http://www.facebook.com/chrisbowenmp,http://www.chrisbowen.net,http://twitter.com/Bowenchris
DZU,/api/parliamentarian/DZU/image,Kate.Ellis.MP@aph.gov.au,http://www.facebook.com/pages/Kate-Ellis-MP/248221178548054,http://www.kateellis.com.au,http://twitter.com/KateEllisMP
DZW,/api/parliamentarian/DZW/image,Justine.Elliot.MP@aph.gov.au,,,
DZY,/api/parliamentarian/DZY/image,Steve.Georganas.MP@aph.gov.au,http://www.facebook.com/memberforhindmarsh,http://stevegeorganas.alp.org.au/,http://twitter.com/stevegeorganas
E07,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E07/upload_ref_binary/E07.JPG,,http://www.facebook.com/louise.markus.mp,http://www.louisemarkus.com.au,
E09,/api/parliamentarian/E09/image,Julie.Owens.MP@aph.gov.au,http://www.facebook.com/julie.owens.mp,http://www.julieowens.com.au/,http://twitter.com/JulieOwensMP
E0D,/api/parliamentarian/E0D/image,,http://www.facebook.com/pages/Ross-Vasta/299861623376616,http://www.rossvasta.com.au/,
E0F,/api/parliamentarian/E0F/image,,https://www.facebook.com/JasonWood.updates,http://www.JasonWood.com.au,https://twitter.com/JasonWood_MP
E0H,/api/parliamentarian/E0H/image,,http://www.facebook.com/profile.php?id=100000494042921,http://www.andrewlaming.com.au/,http://twitter.com/AndrewLamingMP
E0J,/api/parliamentarian/E0J/image,,http://www.facebook.com/MichaelKeeenanMP,http://www.keenan.net.au,
E3L,/api/parliamentarian/E3L/image,,http://www.facebook.com/pages/Scott-Morrison/101546263223119,http://www.scottmorrison.com.au/,http://twitter.com/ScottMorrisonMP
E5D,/api/parliamentarian/E5D/image,,https://www.facebook.com/BarnabyJoyceMP,http://www.barnabyjoyce.com.au/,https://twitter.com/Barnaby_Joyce
ECV,/api/parliamentarian/ECV/image,Chris.Hayes.MP@aph.gov.au,http://www.facebook.com/ChrisHayesMP,http://www.chrishayesmp.com/,
EM6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/EM6/upload_ref_binary/EM6.JPG,,http://www.facebook.com/profile.php?id=618520734,http://www.sharmanstone.com/,http://twitter.com/SharmanStone
EZ5,/api/parliamentarian/EZ5/image,,http://www.facebook.com/TonyAbbottMP,http://www.tonyabbott.com.au,http://twitter.com/TonyAbbottMHR
FKL,/api/parliamentarian/FKL/image,,http://www.facebook.com/JoshFrydenbergMP,http://www.joshfrydenberg.com.au/,http://twitter.com/JoshFrydenberg
FU4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/FU4/upload_ref_binary/FU4.JPG,Andrew.Robb.MP@aph.gov.au,,http://www.andrewrobb.com.au/,http://twitter.com/AndrewRobbMP
G86,/api/parliamentarian/G86/image,Jason.Falinski.MP@aph.gov.au,http://www.facebook.com/JasonFalinskiMP,http://www.jasonfalinski.com.au,http://twitter.com/jasonfalinskiMP
GT4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/GT4/upload_ref_binary/GT4.JPG,,https://www.facebook.com/warrentrussmp,http://www.warrentruss.com,https://twitter.com/warrentrussmp
HK5,/api/parliamentarian/HK5/image,menzies@aph.gov.au,http://www.facebook.com/kevinandrewsmp,http://www.kevinandrews.com.au,http://twitter.com/kevinandrewsmp
HRI,/api/parliamentarian/HRI/image,,http://www.facebook.com/pages/Mike-Kelly-MP/111295601527,http://www.mikekelly.alp.org.au/,https://twitter.com/MikeKellyofEM
HVO,/api/parliamentarian/HVO/image,Shayne.Neumann.MP@aph.gov.au,https://www.facebook.com/shayne.neumann,http://www.shayneneumann.com.au/,http://twitter.com/ShayneNeumannMP
HVP,/api/parliamentarian/HVP/image,,https://www.facebook.com/GrahamPerrettMp,http://www.grahamperrettmp.com,http://www.twitter.com/GrahamPerrettMP
HW9,/api/parliamentarian/HW9/image,Nick.Champion.MP@aph.gov.au,http://www.facebook.com/pages/Nick-Champion-MP/325495831575,,http://twitter.com/NickChampionMP
HWA,/api/parliamentarian/HWA/image,,http://www.facebook.com/rishworth,http://www.rishworth.com.au,http://twitter.com/AmandaRishworth
HWB,/api/parliamentarian/HWB/image,Tony.Zappia.MP@aph.gov.au,,,
HWE,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWE/upload_ref_binary/HWE.jpg,,http://www.facebook.com/profile.php?id=1588540248,http://www.lukesimpkinsmp.com/,
HWG,/api/parliamentarian/HWG/image,,http://en-gb.facebook.com/mark.dreyfus,http://www.markdreyfus.com,
HWK,/api/parliamentarian/HWK/image,,,http://www.markbutler.net.au/,http://twitter.com/Mark_Butler_MP
HWL,/api/parliamentarian/HWL/image,,https://www.facebook.com/JasonClareMP,http://www.jasonclare.com.au,http://twitter.com/JasonClareMP
HWM,/api/parliamentarian/HWM/image,,https://www.facebook.com/juliecollinsmp,http://www.juliecollins.com/,https://twitter.com/JulieCollinsMP
HWN,/api/parliamentarian/HWN/image,Mark.Coulton.MP@aph.gov.au,http://www.facebook.com/people/Mark-Coulton/732382571,http://www.markcoulton.com.au,https://twitter.com/MarkCoultonMP
HWO,/api/parliamentarian/HWO/image,,http://www.facebook.com/alex.hawke.mp,http://www.alexhawke.com.au/,http://twitter.com/alexhawkemp
HWP,/api/parliamentarian/HWP/image,Nola.Marino.MP@aph.gov.au,http://www.facebook.com/nola.marino.mp,http://nolamarino.com.au/,http://twitter.com/#!/NolaMarinoMP
HWQ,/api/parliamentarian/HWQ/image,,https://www.facebook.com/richardmarlesmp,http://www.richardmarles.com.au/,https://twitter.com/RichardMarlesMP
HWR,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWR/upload_ref_binary/HWR.JPG,,https://www.facebook.com/MelissaParkeMP,http://www.melissaparke.com.au,
HWS,/api/parliamentarian/HWS/image,,,http://www.rowanramsey.com.au/,
HWT,/api/parliamentarian/HWT/image,,,http://www.robert.com.au/,http://twitter.com/stuartrobertmp
HX4,/api/parliamentarian/HX4/image,Bob.Katter.MP@aph.gov.au,http://www.facebook.com/bobkattermp,http://www.bobkatter.com.au/,http://twitter.com/RealBobKatter
HYM,/api/parliamentarian/HYM/image,,https://www.facebook.com/pages/Steve-Irons-MP-Federal-Member-for-Swan/162172533830403,http://www.steveirons.com.au/,http://twitter.com/SteveIronsMP
I0O,/api/parliamentarian/I0O/image,,,http://www.davidfeeney.com.au,https://twitter.com/Feeney4Batman
IJ4,/api/parliamentarian/IJ4/image,Warren.Snowdon.MP@aph.gov.au,http://www.facebook.com/snowdonmp,http://www.warrensnowdon.com,
IMW,/api/parliamentarian/IMW/image,Tim.Wilson.MP@aph.gov.au,https://www.facebook.com/TimWilsonMP,https://www.timwilsonmp.com.au,https://twitter.com/timwilsonmp
IPZ,/api/parliamentarian/IPZ/image,,https://www.facebook.com/darrenchestermp,http://www.darrenchester.com.au/,https://twitter.com/DarrenChesterMP
IYU,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/IYU/upload_ref_binary/IYU.JPG,,http://www.facebook.com/profile.php?id=1024460381,http://www.jamiebriggs.com.au,http://twitter.com/BriggsJamie
L6B,/api/parliamentarian/L6B/image,Paul.Fletcher.MP@aph.gov.au,https://www.facebook.com/paulfletchermp,http://www.paulfletcher.com.au/,https://twitter.com/PaulFletcherMP
L6P,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6P/upload_ref_binary/L6P.jpg,,https://www.facebook.com/AMacTiernan,http://www.alannahmactiernan.com.au/,https://twitter.com/AlannahMac
LKU,/api/parliamentarian/LKU/image,,http://www.facebook.com/pages/Kelly-ODwyer/171601117783,http://kellyodwyer.com.au/,http://twitter.com/kellyodwyer
LL6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LL6/upload_ref_binary/LL6.JPG,Bob.Baldwin.MP@aph.gov.au,http://en-gb.facebook.com/bobbaldwinmp,http://www.bobbaldwin.com.au/,http://twitter.com/bobbaldwinmp
LQR,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LQR/upload_ref_binary/LQR.jpg,,https://www.facebook.com/pages/Palmer-United-Party/331204223675563?ref=ts&fref=ts,,https://twitter.com/CliveFPalmer
LTU,/api/parliamentarian/LTU/image,Ged.Kearney.MP@aph.gov.au,https://www.facebook.com/GedKearneyLabor,https://www.gedkearney.org.au,https://twitter.com/gedkearney
M2V,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M2V/upload_ref_binary/m2v.jpg,russell.matheson.mp@aph.gov.au,http://www.facebook.com/pages/Russell-Matheson-MP-Federal-Member-for-Macarthur/164320700256328,http://www.russellmatheson.com.au/,http://twitter.com/russellmatheson
M2X,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M2X/upload_ref_binary/M2X.jpg,,https://facebook.com/wyatt.roy.mp,http://www.wyattroy.com.au/,http://twitter.com/Wyatt_MP
M2Y,/api/parliamentarian/M2Y/image,,http://www.facebook.com/alantudgemp,http://www.alantudge.com.au/,http://twitter.com/AlanTudgeMP
M3A,/api/parliamentarian/M3A/image,,,http://www.kenwyatt.com.au/,http://twitter.com/KenWyattMP
M3C,/api/parliamentarian/M3C/image,Adam.Bandt.MP@aph.gov.au,http://www.facebook.com/Adam.Bandt.MP,http://adam-bandt.greensmps.org.au/,http://twitter.com/adambandt
M3E,/api/parliamentarian/M3E/image,,http://www.facebook.com/pages/Rob-Mitchell-MP-Federal-Labor-Member-for-McEwen/113830088678537,http://www.robmitchell.com.au/,http://twitter.com/#!/RobMitchellMP
