id,name,image,given_name,family_name,sort_name,birth_date,gender,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__icpsr,identifier__wikidata,identifier__google_entity_id,house,start_date,state,district,party,homepage,phone,fax,area_id,ocd_id,term,end_date,identifier__bioguide_previous
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,2003-01-07,NY,5,Democrat,http://www.house.gov/ackerman,,,NY-5,ocd-division/country:us/state:ny/cd:5,108,2005-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,2005-01-06,NY,5,Democrat,http://www.house.gov/ackerman,,,NY-5,ocd-division/country:us/state:ny/cd:5,109,2007-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,2007-01-06,NY,5,Democrat,http://www.house.gov/ackerman,,,NY-5,ocd-division/country:us/state:ny/cd:5,110,2009-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,2009-01-06,NY,5,Democrat,http://ackerman.house.gov/,,,NY-5,ocd-division/country:us/state:ny/cd:5,111,2011-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,2011-01-06,NY,5,Democrat,http://ackerman.house.gov/,202-225-2601,202-225-1589,NY-5,ocd-division/country:us/state:ny/cd:5,112,2013-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1983-01-03,NY,7,Democrat,,,,NY-7,ocd-division/country:us/state:ny/cd:7,98,1983-01-06,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1985-01-06,NY,7,Democrat,,,,NY-7,ocd-division/country:us/state:ny/cd:7,99,1987-01-03,
A000052,Joseph Addabbo,https://theunitedstates.io/images/congress/original/A000052.jpg,Joseph,Addabbo,"Addabbo, Joseph",1925-03-17,male,A000052,00006,,400713,,,,,Joseph_Patrick_Addabbo,8328,,,10500,Q6286109,kg:/m/09kfb1,rep,1981-01-06,NY,7,Democrat,,,,NY-7,ocd-division/country:us/state:ny/cd:7,97,1983-01-03,
A000052,Joseph Addabbo,https://theunitedstates.io/images/congress/original/A000052.jpg,Joseph,Addabbo,"Addabbo, Joseph",1925-03-17,male,A000052,00006,,400713,,,,,Joseph_Patrick_Addabbo,8328,,,10500,Q6286109,kg:/m/09kfb1,rep,1983-01-03,NY,6,Democrat,,,,NY-6,ocd-division/country:us/state:ny/cd:6,98,1983-01-06,
A000052,Joseph Addabbo,https://theunitedstates.io/images/congress/original/A000052.jpg,Joseph,Addabbo,"Addabbo, Joseph",1925-03-17,male,A000052,00006,,400713,,,,,Joseph_Patrick_Addabbo,8328,,,10500,Q6286109,kg:/m/09kfb1,rep,1985-01-06,NY,6,Democrat,,,,NY-6,ocd-division/country:us/state:ny/cd:6,99,1987-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,1997-01-07,AL,4,Republican,,,,AL-4,ocd-division/country:us/state:al/cd:4,105,1999-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,1999-01-06,AL,4,Republican,,,,AL-4,ocd-division/country:us/state:al/cd:4,106,2001-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2001-01-06,AL,4,Republican,,,,AL-4,ocd-division/country:us/state:al/cd:4,107,2003-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2003-01-07,AL,4,Republican,http://www.house.gov/aderholt,,,AL-4,ocd-division/country:us/state:al/cd:4,108,2005-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2005-01-06,AL,4,Republican,http://www.house.gov/aderholt,,,AL-4,ocd-division/country:us/state:al/cd:4,109,2007-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2007-01-06,AL,4,Republican,http://aderholt.house.gov,,,AL-4,ocd-division/country:us/state:al/cd:4,110,2009-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2009-01-06,AL,4,Republican,http://aderholt.house.gov,,,AL-4,ocd-division/country:us/state:al/cd:4,111,2011-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2011-01-06,AL,4,Republican,http://aderholt.house.gov,202-225-4876,202-225-5587,AL-4,ocd-division/country:us/state:al/cd:4,112,2013-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2013-01-06,AL,4,Republican,http://aderholt.house.gov,202-225-4876,202-225-5587,AL-4,ocd-division/country:us/state:al/cd:4,113,2015-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2015-01-06,AL,4,Republican,https://aderholt.house.gov,202-225-4876,202-225-5587,AL-4,ocd-division/country:us/state:al/cd:4,114,2017-01-03,
A000055,Robert B. Aderholt,https://theunitedstates.io/images/congress/original/A000055.jpg,Robert,Aderholt,"Aderholt, Robert",1965-07-22,male,A000055,01460,,400004,N00003028,441,H6AL04098,45516,Robert_Aderholt,8333,Robert_B._Aderholt,127,29701,Q672671,kg:/m/024p03,rep,2017-01-03,AL,4,Republican,https://aderholt.house.gov,202-225-4876,202-225-5587,AL-4,ocd-division/country:us/state:al/cd:4,115,"",
A000069,Daniel K. Akaka,https://theunitedstates.io/images/congress/original/A000069.jpg,Daniel,Akaka,"Akaka, Daniel",1924-09-11,male,A000069,00007,S213,300001,N00007653,53286,S0HI00084,8704,Daniel_Akaka,8354,,,14400,Q359366,kg:/m/01rbrq,rep,1987-01-06,HI,2,Democrat,,,,HI-2,ocd-division/country:us/state:hi/cd:2,100,1989-01-03,
A000069,Daniel K. Akaka,https://theunitedstates.io/images/congress/original/A000069.jpg,Daniel,Akaka,"Akaka, Daniel",1924-09-11,male,A000069,00007,S213,300001,N00007653,53286,S0HI00084,8704,Daniel_Akaka,8354,,,14400,Q359366,kg:/m/01rbrq,rep,1981-01-06,HI,2,Democrat,,,,HI-2,ocd-division/country:us/state:hi/cd:2,97,1983-01-03,
A000069,Daniel K. Akaka,https://theunitedstates.io/images/congress/original/A000069.jpg,Daniel,Akaka,"Akaka, Daniel",1924-09-11,male,A000069,00007,S213,300001,N00007653,53286,S0HI00084,8704,Daniel_Akaka,8354,,,14400,Q359366,kg:/m/01rbrq,rep,1983-01-03,HI,2,Democrat,,,,HI-2,ocd-division/country:us/state:hi/cd:2,98,1983-01-06,
A000069,Daniel K. Akaka,https://theunitedstates.io/images/congress/original/A000069.jpg,Daniel,Akaka,"Akaka, Daniel",1924-09-11,male,A000069,00007,S213,300001,N00007653,53286,S0HI00084,8704,Daniel_Akaka,8354,,,14400,Q359366,kg:/m/01rbrq,rep,1985-01-06,HI,2,Democrat,,,,HI-2,ocd-division/country:us/state:hi/cd:2,99,1987-01-03,
A000076,Donald Albosta,https://theunitedstates.io/images/congress/original/A000076.jpg,Donald,Albosta,"Albosta, Donald",1925-12-05,male,A000076,00009,,400735,,,,,Donald_J._Albosta,8364,,,14600,Q1239957,kg:/m/03wc1x,rep,1981-01-06,MI,10,Democrat,,,,MI-10,ocd-division/country:us/state:mi/cd:10,97,1983-01-03,
A000076,Donald Albosta,https://theunitedstates.io/images/congress/original/A000076.jpg,Donald,Albosta,"Albosta, Donald",1925-12-05,male,A000076,00009,,400735,,,,,Donald_J._Albosta,8364,,,14600,Q1239957,kg:/m/03wc1x,rep,1983-01-03,MI,10,Democrat,,,,MI-10,ocd-division/country:us/state:mi/cd:10,98,1983-01-06,
A000103,"Bill Alexander, Jr.",https://theunitedstates.io/images/congress/original/A000103.jpg,William,Alexander,"Alexander, William",1934-01-16,male,A000103,00010,,400761,,,,,William_Vollie_Alexander_Jr.,8401,,,12000,Q861905,kg:/m/08j19v,rep,1987-01-06,AR,1,Democrat,,,,AR-1,ocd-division/country:us/state:ar/cd:1,100,1989-01-03,
A000103,"Bill Alexander, Jr.",https://theunitedstates.io/images/congress/original/A000103.jpg,William,Alexander,"Alexander, William",1934-01-16,male,A000103,00010,,400761,,,,,William_Vollie_Alexander_Jr.,8401,,,12000,Q861905,kg:/m/08j19v,rep,1989-01-06,AR,1,Democrat,,,,AR-1,ocd-division/country:us/state:ar/cd:1,101,1991-01-03,
A000103,"Bill Alexander, Jr.",https://theunitedstates.io/images/congress/original/A000103.jpg,William,Alexander,"Alexander, William",1934-01-16,male,A000103,00010,,400761,,,,,William_Vollie_Alexander_Jr.,8401,,,12000,Q861905,kg:/m/08j19v,rep,1991-01-06,AR,1,Democrat,,,,AR-1,ocd-division/country:us/state:ar/cd:1,102,1993-01-03,
A000103,"Bill Alexander, Jr.",https://theunitedstates.io/images/congress/original/A000103.jpg,William,Alexander,"Alexander, William",1934-01-16,male,A000103,00010,,400761,,,,,William_Vollie_Alexander_Jr.,8401,,,12000,Q861905,kg:/m/08j19v,rep,1981-01-06,AR,1,Democrat,,,,AR-1,ocd-division/country:us/state:ar/cd:1,97,1983-01-03,
A000103,"Bill Alexander, Jr.",https://theunitedstates.io/images/congress/original/A000103.jpg,William,Alexander,"Alexander, William",1934-01-16,male,A000103,00010,,400761,,,,,William_Vollie_Alexander_Jr.,8401,,,12000,Q861905,kg:/m/08j19v,rep,1983-01-03,AR,1,Democrat,,,,AR-1,ocd-division/country:us/state:ar/cd:1,98,1983-01-06,
A000103,"Bill Alexander, Jr.",https://theunitedstates.io/images/congress/original/A000103.jpg,William,Alexander,"Alexander, William",1934-01-16,male,A000103,00010,,400761,,,,,William_Vollie_Alexander_Jr.,8401,,,12000,Q861905,kg:/m/08j19v,rep,1985-01-06,AR,1,Democrat,,,,AR-1,ocd-division/country:us/state:ar/cd:1,99,1987-01-03,
A000109,Wayne Allard,https://theunitedstates.io/images/congress/original/A000109.jpg,Wayne,Allard,"Allard, Wayne",1943-12-02,male,A000109,00011,S250,300003,N00009082,26783,S6CO00168,,Wayne_Allard,8410,,,29108,Q724250,kg:/m/01rbt7,rep,1991-01-06,CO,4,Republican,,,,CO-4,ocd-division/country:us/state:co/cd:4,102,1993-01-03,
A000109,Wayne Allard,https://theunitedstates.io/images/congress/original/A000109.jpg,Wayne,Allard,"Allard, Wayne",1943-12-02,male,A000109,00011,S250,300003,N00009082,26783,S6CO00168,,Wayne_Allard,8410,,,29108,Q724250,kg:/m/01rbt7,rep,1993-01-06,CO,4,Republican,,,,CO-4,ocd-division/country:us/state:co/cd:4,103,1995-01-03,
A000109,Wayne Allard,https://theunitedstates.io/images/congress/original/A000109.jpg,Wayne,Allard,"Allard, Wayne",1943-12-02,male,A000109,00011,S250,300003,N00009082,26783,S6CO00168,,Wayne_Allard,8410,,,29108,Q724250,kg:/m/01rbt7,rep,1995-01-06,CO,4,Republican,,,,CO-4,ocd-division/country:us/state:co/cd:4,104,1997-01-03,
A000121,George Allen,https://theunitedstates.io/images/congress/original/A000121.jpg,George,Allen,"Allen, George",1952-03-08,male,A000121,00013,S274,300004,N00009957,22404,,,George_Allen_(U.S._politician),8430,,,29148,Q527553,kg:/m/0gj1g3,rep,1991-11-05,VA,7,Republican,,,,VA-7,ocd-division/country:us/state:va/cd:7,102,1993-01-03,
A000189,Glenn Anderson,https://theunitedstates.io/images/congress/original/A000189.jpg,Glenn,Anderson,"Anderson, Glenn",1913-02-21,male,A000189,00016,,400844,,,,,Glenn_M._Anderson,8519,,,12001,Q1531081,kg:/m/09lyvk,rep,1987-01-06,CA,32,Democrat,,,,CA-32,ocd-division/country:us/state:ca/cd:32,100,1989-01-03,
A000189,Glenn Anderson,https://theunitedstates.io/images/congress/original/A000189.jpg,Glenn,Anderson,"Anderson, Glenn",1913-02-21,male,A000189,00016,,400844,,,,,Glenn_M._Anderson,8519,,,12001,Q1531081,kg:/m/09lyvk,rep,1989-01-06,CA,32,Democrat,,,,CA-32,ocd-division/country:us/state:ca/cd:32,101,1991-01-03,
A000189,Glenn Anderson,https://theunitedstates.io/images/congress/original/A000189.jpg,Glenn,Anderson,"Anderson, Glenn",1913-02-21,male,A000189,00016,,400844,,,,,Glenn_M._Anderson,8519,,,12001,Q1531081,kg:/m/09lyvk,rep,1991-01-06,CA,32,Democrat,,,,CA-32,ocd-division/country:us/state:ca/cd:32,102,1993-01-03,
A000189,Glenn Anderson,https://theunitedstates.io/images/congress/original/A000189.jpg,Glenn,Anderson,"Anderson, Glenn",1913-02-21,male,A000189,00016,,400844,,,,,Glenn_M._Anderson,8519,,,12001,Q1531081,kg:/m/09lyvk,rep,1981-01-06,CA,32,Democrat,,,,CA-32,ocd-division/country:us/state:ca/cd:32,97,1983-01-03,
A000189,Glenn Anderson,https://theunitedstates.io/images/congress/original/A000189.jpg,Glenn,Anderson,"Anderson, Glenn",1913-02-21,male,A000189,00016,,400844,,,,,Glenn_M._Anderson,8519,,,12001,Q1531081,kg:/m/09lyvk,rep,1983-01-03,CA,32,Democrat,,,,CA-32,ocd-division/country:us/state:ca/cd:32,98,1983-01-06,
A000189,Glenn Anderson,https://theunitedstates.io/images/congress/original/A000189.jpg,Glenn,Anderson,"Anderson, Glenn",1913-02-21,male,A000189,00016,,400844,,,,,Glenn_M._Anderson,8519,,,12001,Q1531081,kg:/m/09lyvk,rep,1985-01-06,CA,32,Democrat,,,,CA-32,ocd-division/country:us/state:ca/cd:32,99,1987-01-03,
A000207,Ike Andrews,https://theunitedstates.io/images/congress/original/A000207.jpg,Ike,Andrews,"Andrews, Ike",1925-09-02,male,A000207,00018,,400878,,,,,Ike_Franklin_Andrews,8545,,,14001,Q1658089,kg:/m/04gw1_,rep,1981-01-06,NC,4,Democrat,,,,NC-4,ocd-division/country:us/state:nc/cd:4,97,1983-01-03,
A000207,Ike Andrews,https://theunitedstates.io/images/congress/original/A000207.jpg,Ike,Andrews,"Andrews, Ike",1925-09-02,male,A000207,00018,,400878,,,,,Ike_Franklin_Andrews,8545,,,14001,Q1658089,kg:/m/04gw1_,rep,1983-01-03,NC,4,Democrat,,,,NC-4,ocd-division/country:us/state:nc/cd:4,98,1983-01-06,
A000209,Michael Andrews,https://theunitedstates.io/images/congress/original/A000209.jpg,Michael,Andrews,"Andrews, Michael",1944-02-07,male,A000209,00020,,400882,,,,,Michael_A._Andrews,8549,,,15001,Q1592480,kg:/m/027rts7,rep,1987-01-06,TX,25,Democrat,,,,TX-25,ocd-division/country:us/state:tx/cd:25,100,1989-01-03,
A000209,Michael Andrews,https://theunitedstates.io/images/congress/original/A000209.jpg,Michael,Andrews,"Andrews, Michael",1944-02-07,male,A000209,00020,,400882,,,,,Michael_A._Andrews,8549,,,15001,Q1592480,kg:/m/027rts7,rep,1989-01-06,TX,25,Democrat,,,,TX-25,ocd-division/country:us/state:tx/cd:25,101,1991-01-03,
A000209,Michael Andrews,https://theunitedstates.io/images/congress/original/A000209.jpg,Michael,Andrews,"Andrews, Michael",1944-02-07,male,A000209,00020,,400882,,,,,Michael_A._Andrews,8549,,,15001,Q1592480,kg:/m/027rts7,rep,1991-01-06,TX,25,Democrat,,,,TX-25,ocd-division/country:us/state:tx/cd:25,102,1993-01-03,
A000209,Michael Andrews,https://theunitedstates.io/images/congress/original/A000209.jpg,Michael,Andrews,"Andrews, Michael",1944-02-07,male,A000209,00020,,400882,,,,,Michael_A._Andrews,8549,,,15001,Q1592480,kg:/m/027rts7,rep,1993-01-06,TX,25,Democrat,,,,TX-25,ocd-division/country:us/state:tx/cd:25,103,1995-01-03,
A000209,Michael Andrews,https://theunitedstates.io/images/congress/original/A000209.jpg,Michael,Andrews,"Andrews, Michael",1944-02-07,male,A000209,00020,,400882,,,,,Michael_A._Andrews,8549,,,15001,Q1592480,kg:/m/027rts7,rep,1983-01-03,TX,25,Democrat,,,,TX-25,ocd-division/country:us/state:tx/cd:25,98,1983-01-06,
A000209,Michael Andrews,https://theunitedstates.io/images/congress/original/A000209.jpg,Michael,Andrews,"Andrews, Michael",1944-02-07,male,A000209,00020,,400882,,,,,Michael_A._Andrews,8549,,,15001,Q1592480,kg:/m/027rts7,rep,1985-01-06,TX,25,Democrat,,,,TX-25,ocd-division/country:us/state:tx/cd:25,99,1987-01-03,
