id,name,party,party_id,district,birth_date,email,photo,term
240,Juan Manuel Díaz-Durán Méndez,Visión con Valores,VIVA,Distrito Guatemala,1964-03-20,jdiaz-duran@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/8E1698F4-4D66-874F-A4A1-D6C3F70EE580.jpg,8
242,Juan Manuel Giordano Grajeda,Frente de Convergencia Nacional,FCN-NACION,Listado Nacional,1992-01-17,jgiordano@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/83E7725B-E32A-B416-3585-A5CB61EC6FB0.jpg,8
245,Juan Ramón Lau Quan,TODOS,TODOS,Suchitepéquez,2016-01-20,jlau@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1527002310_Diputado Lau.jpg,8
248,Julián Tesucún Tesucún,Frente de Convergencia Nacional,FCN-NACION,Petén,1961-11-28,jtesucun@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/16266B42-E8FB-522A-5E7A-356C3FD0D71E.jpg,8
250,Julio César Longo Maldonado,Frente de Convergencia Nacional,FCN-NACION,San Marcos,1957-02-17,jlongo@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/9FCD71E6-55AB-C813-314D-07D8463973B9.jpg,8
254,Julio Francisco Lainfiesta Rímola,Unión del Cambio Nacional,UCN,Listado Nacional,1969-04-14,jlainfiesta@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/5A6D8854-F113-6F7B-1ED4-6AEFD561E551.jpg,8
255,Julio Ixcamey Velásquez,Unidad Nacional de la Esperanza,UNE,Sacatepéquez,1955-12-10,jixcamey@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/B948E526-8721-E2E2-44E6-798E006A25CF.jpg,8
259,Karla Andrea Martínez Hernández,Alianza Ciudadana,AC,Huehuetenango,1990-05-19,kmartinez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1527002402_Diputada Martínez.jpg,8
26,Ana Victoria Hernández Pérez,TODOS,TODOS,Escuintla,1966-03-23,ahernandez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/E896F039-A73A-9701-FC81-8DE39FFC8539.jpg,8
260,Laura Alicia Franco Aguirre,Frente de Convergencia Nacional,FCN-NACION,Zacapa,1952-12-13,lfranco@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/0C90EF3A-32CE-326F-1653-07C3835085B9.jpg,8
261,Leocadio Juracán Salomé,Convergencia,Convergencia,Listado Nacional,1969-04-04,ljuracan@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1795D036-B6E4-AC73-55A1-8A5D0974EB9C.jpg,8
262,Leonardo Camey Curup,Diputados Independientes,IND,Distrito Guatemala,1965-11-06,lcamey@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/9663186A-34AF-62E8-A635-074C7B2D310D.jpg,8
269,Lucrecia Carola Samayoa Reyes,Unidad Nacional de la Esperanza,UNE,Huehuetenango,1979-11-06,lsamayoa@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/34E10C06-6236-B350-618A-4B29BAA61D99.jpg,8
272,Luis Alberto Contreras Colindres,Diputados Independientes,IND,San Marcos,1950-01-10,lcontreras@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/06988526-F941-9C4F-2790-9D8F44DD9FA1.jpg,8
275,Luis Antonio Alonzo Pernilla,Frente de Convergencia Nacional,FCN-NACION,Distrito Guatemala,1963-11-20,lalonzo@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/29E2BDE4-9BE1-1F24-22C8-79800FE73DD9.jpg,8
278,Luis Enrique Hernández Azmitia,Movimiento Reformador,MR,Distrito Central,1976-03-20,lhernandez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/12EBD8A9-BCC9-E18E-DC58-8DC8D4240919.jpg,8
282,Luis Fernando Sanchinel Palma,Unidad Nacional de la Esperanza,UNE,Jalapa,1961-02-03,lsanchinel@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/D5ED247E-A8BF-9745-78E2-7991CEE838F5.jpg,8
285,Luis Pedro Alvarez Morales,Diputados Independientes,IND,Distrito Central,1974-12-21,lalvarezm@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/A73BA067-CE52-26C7-4A26-0769180C2145.jpg,8
29,Aníbal Estuardo Rojas Espino,Visión con Valores,VIVA,Distrito Guatemala,1968-10-14,arojas@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/A0AB3D58-A2A6-6E71-1FB1-136DF5946844.jpg,8
292,Manuel Eduardo Conde Orellana,Partido de Avanzada Nacional,PAN,Distrito Central,1956-12-20,mconde@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/8D25BF2C-6CFC-59A6-3FD0-8DC705CB66F9.jpg,8
295,Marco Antonio Lemus Salguero,Diputados Independientes,IND,Quiché,1980-09-16,mlemus@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/043F4BAB-AB41-41CB-F424-63E23BFF6FAC.jpg,8
296,Marco Antonio Orozco Arriola,Movimiento Reformador,MR,San Marcos,1960-03-08,legislativosanmarcos@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/98102BD6-1541-BEA8-537D-07DA75ED788A.jpg,8
298,Marco Aurelio Pineda Castellanos,Frente de Convergencia Nacional,FCN-NACION,Listado Nacional,1988-12-16,mpineda@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/CCDB7090-C21B-37E4-4EE6-07D91B1D2264.jpg,8
300,Marcos Fernando Yax Guinea,Frente de Convergencia Nacional,FCN-NACION,Totonicapán,1969-05-30,myax@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/CD9BAE6D-353D-F9BA-891B-4EDA898594B6.jpg,8
302,María Cristina Quinto García,Frente de Convergencia Nacional,FCN-NACION,Zacapa,1982-04-25,mquinto@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/0CB6CBB0-5C2B-BA0C-CDD2-7989B03D205C.jpg,8
303,María Eugenia Tabush Pascual De Sánchez,Visión con Valores,VIVA,Distrito Central,1959-10-08,mtabush@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/06A12119-2132-8682-B052-7971C7A94B45.jpg,8
304,María Stella Alonzo Bolaños,Diputados Independientes,IND,Distrito Guatemala,1979-08-05,malonzo@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/06D27642-7F38-17C2-224D-F781245DAFA8.jpg,8
31,Aracely Chavarría Cabrera de Recinos,Movimiento Reformador,MR,Santa Rosa,1962-01-01,achavarria@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/B23043F5-B5B5-73DC-8D8B-07BB94B7966E.jpg,8
310,Mario Fermín de León Ramírez,TODOS,TODOS,San Marcos,1958-09-28,mdeleon@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/CA9151B3-C0EC-3689-9C1D-797E817CF8BA.jpg,8
319,Mario Taracena Díaz-Sol,Unidad Nacional de la Esperanza,UNE,Listado Nacional,1957-05-06,mtaracena@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/3D9EEC72-7621-052E-807F-D2F4632F78C7.png,8
320,Mario Velásquez Pérez,"Compromiso, Renovación y Orden",CREO,San Marcos,1967-05-20,mvelasquezperez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/32BD9F7F-7317-11F5-5369-7970525549D6.jpg,8
321,Marleni Lineth Matías Santiago,Unidad Nacional de la Esperanza,UNE,Baja Verapaz,1968-10-10,mmatias@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/FE91778C-B94A-4627-C502-79903853DE66.jpg,8
325,Marvin Orellana López,Alianza Ciudadana,AC,Alta Verapaz,1970-10-29,morellana@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/562E1E4A-5A6D-2142-3437-074183E35424.jpg,8
332,Mauro Guzmán Mérida,Unidad Nacional de la Esperanza,UNE,Huehuetenango,1960-02-04,mguzman@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/263F83FA-FA2E-7CB3-9E39-5C5260C1ACBC.png,8
333,Mayra Alejandra Carrillo de León,Diputados Independientes,IND,Listado Nacional,1986-01-09,mcarrillo@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/7EADC3BA-532A-88BB-5457-79724B5335F1.jpg,8
336,Mike Ottoniel Mérida Reyes,Movimiento Reformador,MR,Huehuetenango,1976-08-21,mmerida@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/3BC1B0E9-2C40-0370-D6E0-799C75B3B5E6.jpg,8
338,Mirma Magnolia Figueroa Resen de Coro,Alianza Ciudadana,AC,Suchitepéquez,1970-07-20,mfigueroa@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/AE589367-4F84-D0A0-D380-07396D1E9767.jpg,8
342,Mynor Enrique Cappa Rosales,Diputados Independientes,IND,Izabal,1964-03-02,mcappa@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/31A4F6DA-8797-15AE-785D-07BDCC5B44CF.jpg,8
346,Nery Orlando Samayoa Barrios,Movimiento Reformador,MR,Quetzaltenango,1953-05-13,nsamayoa@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/A26F67FA-FF34-E75F-6261-072DF9AC3249.jpg,8
347,Nineth Varenca Montenegro Cottom,Encuentro por Guatemala,EG,Listado Nacional,1957-07-08,nmontenegro@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/A4639C31-9331-3808-A156-072EF2D35E55.jpg,8
352,Oliverio García Rodas,Diputados Independientes,IND,Listado Nacional,1947-05-13,ogarcia@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/78F27DA7-AAC3-45DE-B8D2-074B76D36329.jpg,8
353,Orlando Joaquín Blanco Lapola,Unidad Nacional de la Esperanza,UNE,Listado Nacional,1968-06-10,oblanco@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/02F5E6B2-99C4-1952-31C8-07BB153EB958.jpg,8
355,Oscar Armando Escribá Morales,Alianza Ciudadana,AC,Jutiapa,1972-02-02,oescriba@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/0F5D475C-E3A0-D03F-21A8-799B60FE4338.jpg,8
356,Oscar Armando Quintanilla Villegas,Alianza Ciudadana,AC,Quiché,1979-08-18,oquintanilla@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1525795742_OQ..jpg,8
357,Oscar Arturo Argueta Mayén,Unidad Nacional de la Esperanza,UNE,Suchitepéquez,1975-07-03,oargueta@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1529513053_Sin-título-1.jpg,8
358,Oscar Roberto Fernández Mendoza,TODOS,TODOS,Alta Verapaz,1968-01-12,ofernandez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/EC2BACE6-D00E-24AA-42FE-6AB86ABC0518.jpg,8
359,Oscar Rolando Corleto Rivera,Frente de Convergencia Nacional,FCN-NACION,Listado Nacional,1963-06-27,ocorleto@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/39F1EDF4-C0AB-5F72-5E1E-07C6B0035A14.jpg,8
361,Oscar Stuardo Chinchilla Guzmán,"Compromiso, Renovación y Orden",CREO,Distrito Guatemala,1969-10-21,ochinchilla@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1513262897_CHINCHILLA GUZMAN OSCAR STUARDO.jpg,8
362,Oswaldo Iván Arévalo Barrios,Movimiento Reformador,MR,Totonicapán,1962-06-26,oarevalo@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/0B9E482E-D3C6-8835-8ACA-073261FFD2A5.jpg,8
37,Augusto César Sandino Reyes Rosales,Diputados Independientes,IND,Suchitepéquez,1974-08-15,areyes@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/83D7BC4D-B07D-A69F-71C5-07CF5687F714.jpg,8
