id,name,sort_name,district,start_date,end_date,party,source,image,phone,email,term
amartinez,Ana Laura Martinez,"Martinez, Ana Laura",Santa Fe,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/amartinez/,,,,133
anazario,Adriana Monica Nazario,"Nazario, Adriana Monica",Cordoba,2015-12-10,2019-12-09,UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/anazario/,,,,133
aolmedo,Alfredo Horacio Olmedo,"Olmedo, Alfredo Horacio",Salta,2015-12-10,2019-12-09,SALTA SOMOS TODOS,http://www.hcdn.gob.ar/diputados/aolmedo/,,,,133
apasini,ARIEL OSVALDO ELOY PASINI,"PASINI, ARIEL OSVALDO ELOY",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/apasini/,http://www4.hcdn.gob.ar/fotos/apasini.jpg,4127-7100,apasini@diputados.gob.ar,133
aperez,ADRIAN PEREZ,"PEREZ, ADRIAN",BUENOS AIRES,2013-12-10,2015-12-10,FRENTE RENOVADOR,http://www.hcdn.gob.ar/diputados/aperez/,http://www4.hcdn.gob.ar/fotos/aperez.jpg,4127-7100,aperez@diputados.gob.ar,133
aperroni,ANA MARIA PERRONI,"PERRONI, ANA MARIA",CORRIENTES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/aperroni/,http://www4.hcdn.gob.ar/fotos/aperroni.jpg,4127-7100,aperroni@diputados.gob.ar,133
aportela,AGUSTIN ALBERTO PORTELA,"PORTELA, AGUSTIN ALBERTO",CORRIENTES,2011-12-10,2015-12-09,UCR,http://www.hcdn.gob.ar/diputados/aportela/,http://www4.hcdn.gob.ar/fotos/aportela.jpg,4127-7100,aportela@diputados.gob.ar,133
apuiggros,ADRIANA VICTORIA PUIGGROS,"PUIGGROS, ADRIANA VICTORIA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/apuiggros/,http://www4.hcdn.gob.ar/fotos/apuiggros.jpg,4127-7100,apuiggros@diputados.gob.ar,133
aquintar,Amado Quintar,"Quintar, Amado",Catamarca,2015-12-10,2019-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,http://www.hcdn.gob.ar/diputados/aquintar/,,,,133
arachq,Analia Rach Quiroga,"Rach Quiroga, Analia",Chaco,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/arachq/,,,,133
aramos,Alejandro Ramos,"Ramos, Alejandro",Santa Fe,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/aramos/,,,,133
ariestra,ANTONIO SABINO RIESTRA,"RIESTRA, ANTONIO SABINO",SANTA FE,2011-12-10,2015-12-09,UNIDAD POPULAR,http://www.hcdn.gob.ar/diputados/ariestra/,http://www4.hcdn.gob.ar/fotos/ariestra.jpg,4127-7100,ariestra@diputados.gob.ar,133
aroberti,Alberto Oscar Roberti,"Roberti, Alberto Oscar",Buenos Aires,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/aroberti/,,,,133
aruiz,AIDA DELIA RUIZ,"RUIZ, AIDA DELIA",SANTIAGO DEL ESTERO,2011-12-10,2015-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/aruiz/,http://www4.hcdn.gob.ar/fotos/aruiz.jpg,4127-7100,aruiz@diputados.gob.ar,133
asanmartin,Adrian San Martin,"San Martin, Adrian",Neuquen,2013-12-10,2017-12-09,MOV POP NEUQUINO,http://www.hcdn.gob.ar/diputados/asanmartin/,,,,133
asegarra,ADELA ROSA SEGARRA,"SEGARRA, ADELA ROSA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/asegarra/,http://www4.hcdn.gob.ar/fotos/asegarra.jpg,4127-7100,asegarra@diputados.gob.ar,133
asnopek,Alejandro Francisco Snopek,"Snopek, Alejandro Francisco",Jujuy,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/asnopek/,,,,133
asoraire,Mirta Alicia Soraire,"Soraire, Mirta Alicia",Tucuman,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/asoraire/,,,,133
aterada,Alicia Terada,"Terada, Alicia",Chaco,2013-12-10,2017-12-09,COALICION CIVICA,http://www.hcdn.gob.ar/diputados/aterada/,,,,133
atriaca,ALBERTO JORGE TRIACA,"TRIACA, ALBERTO JORGE",CIUDAD de BUENOS AIRES,2013-12-10,2015-12-10,UNION PRO,http://www.hcdn.gob.ar/diputados/atriaca/,http://www4.hcdn.gob.ar/fotos/atriaca.jpg,4127-7100,atriaca@diputados.gob.ar,133
aziegler,Alex Roberto Ziegler,"Ziegler, Alex Roberto",Misiones,2013-12-10,2017-12-09,LIBERTAD VALORES Y CAMBIO,http://www.hcdn.gob.ar/diputados/aziegler/,,,,133
barenas,Berta Hortensia Arenas,"Arenas, Berta Hortensia",San Luis,2013-12-10,2017-12-09,COMPROMISO FEDERAL,http://www.hcdn.gob.ar/diputados/barenas/,,,,133
baustin,Brenda Lis Austin,"Austin, Brenda Lis",Cordoba,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/baustin/,,,,133
bbiellac,BERNARDO JOSE BIELLA CALVET,"BIELLA CALVET, BERNARDO JOSE",SALTA,2011-12-10,2015-12-09,UDESO SALTA,http://www.hcdn.gob.ar/diputados/bbiellac/,http://www4.hcdn.gob.ar/fotos/bbiellac.jpg,4127-7100,bbiellac@diputados.gob.ar,133
brossi,Blanca Araceli Rossi,"Rossi, Blanca Araceli",Cordoba,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/brossi/,,,,133
cbrown,CARLOS RAMON BROWN,"BROWN, CARLOS RAMON",BUENOS AIRES,2011-12-10,2015-12-09,FE,http://www.hcdn.gob.ar/diputados/cbrown/,http://www4.hcdn.gob.ar/fotos/cbrown.jpg,4127-7100,cbrown@diputados.gob.ar,133
ccarrizo,Ana Carla Carrizo,"Carrizo, Ana Carla",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/ccarrizo/,,,,133
ccaserio,CARLOS ALBERTO CASERIO,"CASERIO, CARLOS ALBERTO",CORDOBA,2013-12-10,2017-12-09,UNION POR CORDOBA,http://www.hcdn.gob.ar/diputados/ccaserio/,http://www4.hcdn.gob.ar/fotos/ccaserio.jpg,4127-7100,ccaserio@diputados.gob.ar,133
ccastagneto,Carlos Daniel Castagneto,"Castagneto, Carlos Daniel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ccastagneto/,,,,133
cdonate,Claudio Martin Doñate,"Doñate, Claudio Martin",Rio Negro,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/cdonate/,,,,133
cdonkin,CARLOS GUILLERMO DONKIN,"DONKIN, CARLOS GUILLERMO",FORMOSA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/cdonkin/,http://www4.hcdn.gob.ar/fotos/cdonkin.jpg,4127-7100,cdonkin@diputados.gob.ar,133
cgdansky,CARLOS ENRIQUE GDANSKY,"GDANSKY, CARLOS ENRIQUE",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/cgdansky/,http://www4.hcdn.gob.ar/fotos/cgdansky.jpg,4127-7100,cgdansky@diputados.gob.ar,133
cgiaccone,CLAUDIA ALEJANDRA GIACCONE,"GIACCONE, CLAUDIA ALEJANDRA",SANTA FE,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/cgiaccone/,http://www4.hcdn.gob.ar/fotos/cgiaccone.jpg,4127-7100,cgiaccone@diputados.gob.ar,133
cgribaudo,CHRISTIAN ALEJANDRO GRIBAUDO,"GRIBAUDO, CHRISTIAN ALEJANDRO",BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/cgribaudo/,http://www4.hcdn.gob.ar/fotos/cgribaudo.jpg,4127-7100,cgribaudo@diputados.gob.ar,133
cheller,Carlos Salomon Heller,"Heller, Carlos Salomon",Ciudad De Buenos Aires,2013-12-10,2017-12-09,SOLIDARIO SI,http://www.hcdn.gob.ar/diputados/cheller/,,,,133
ckunkel,Carlos Miguel Kunkel,"Kunkel, Carlos Miguel",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ckunkel/,,,,133
clozano,CLAUDIO RAUL LOZANO,"LOZANO, CLAUDIO RAUL",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UNIDAD POPULAR,http://www.hcdn.gob.ar/diputados/clozano/,http://www4.hcdn.gob.ar/fotos/clozano.jpg,4127-7100,clozano@diputados.gob.ar,133
cmacallister,CARLOS JAVIER MAC ALLISTER,"MAC ALLISTER, CARLOS JAVIER",LA PAMPA,2013-12-10,2015-12-10,UNION PRO,http://www.hcdn.gob.ar/diputados/cmacallister/,http://www4.hcdn.gob.ar/fotos/cmacallister.jpg,4127-7100,cmacallister@diputados.gob.ar,133
cmoreau,Cecilia Moreau,"Moreau, Cecilia",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/cmoreau/,,,,133
cmoreno,Carlos Julio Moreno,"Moreno, Carlos Julio",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/cmoreno/,,,,133
coliva,Cristian Rodolfo Oliva,"Oliva, Cristian Rodolfo",Santiago Del Estero,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/coliva/,,,,133
cpitiot,Carla Betina Pitiot,"Pitiot, Carla Betina",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/cpitiot/,,,,133
cpoggi,Claudio Javier Poggi,"Poggi, Claudio Javier",San Luis,2015-12-10,2019-12-09,AVANZAR SAN LUIS,http://www.hcdn.gob.ar/diputados/cpoggi/,,,,133
craimundi,CARLOS RAIMUNDI,"RAIMUNDI, CARLOS",BUENOS AIRES,2011-12-10,2015-12-09,SOLIDARIO SI,http://www.hcdn.gob.ar/diputados/craimundi/,http://www4.hcdn.gob.ar/fotos/craimundi.jpg,4127-7100,craimundi@diputados.gob.ar,133
croma,Carlos Gaston Roma,"Roma, Carlos Gaston",Tierra Del Fuego,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/croma/,,,,133
crubin,Carlos Gustavo Rubin,"Rubin, Carlos Gustavo",Corrientes,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/crubin/,,,,133
crucci,Claudia Monica Rucci,"Rucci, Claudia Monica",Buenos Aires,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/crucci/,,,,133
cselva,Carlos Americo Selva,"Selva, Carlos Americo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/cselva/,,,,133
csliermann,Cornelia Schmidt Liermann,"Schmidt Liermann, Cornelia",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/csliermann/,,,,133
cziebart,CRISTINA ISABEL ZIEBART,"ZIEBART, CRISTINA ISABEL",CHUBUT,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/cziebart/,http://www4.hcdn.gob.ar/fotos/cziebart.jpg,4127-7100,cziebart@diputados.gob.ar,133
dbossio,Diego Luis Bossio,"Bossio, Diego Luis",Buenos Aires,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/dbossio/,,,,133
dconti,Diana Beatriz Conti,"Conti, Diana Beatriz",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/dconti/,,,,133
ddistefano,Daniel Di Stefano,"Di Stefano, Daniel",Misiones,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ddistefano/,,,,133
dgiacomino,DANIEL OSCAR GIACOMINO,"GIACOMINO, DANIEL OSCAR",CORDOBA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/dgiacomino/,http://www4.hcdn.gob.ar/fotos/dgiacomino.jpg,4127-7100,dgiacomino@diputados.gob.ar,133
dgiustozzi,Ruben Dario Giustozzi,"Giustozzi, Ruben Dario",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,http://www.hcdn.gob.ar/diputados/dgiustozzi/,,,,133
dgranados,Dulce Granados,"Granados, Dulce",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/dgranados/,,,,133
diputados,Nathalia Gonzalez Seligra,"Gonzalez Seligra, Nathalia",Buenos Aires,2015-12-10,2019-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,http://www.hcdn.gob.ar/diputados/,,,,133
dkroneberger,Daniel Ricardo Kroneberger,"Kroneberger, Daniel Ricardo",La Pampa,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/dkroneberger/,,,,133
dlipovetzky,Daniel Andres Lipovetzky,"Lipovetzky, Daniel Andres",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/dlipovetzky/,,,,133
dmartinez,Norman Dario Martinez,"Martinez, Norman Dario",Neuquen,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/dmartinez/,,,,133
dmestre,Diego Matias Mestre,"Mestre, Diego Matias",Cordoba,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/dmestre/,,,,133
eamadeo,Eduardo Pablo Amadeo,"Amadeo, Eduardo Pablo",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/eamadeo/,,,,133
ebalbo,Elva Susana Balbo,"Balbo, Elva Susana",Mendoza,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ebalbo/,,,,133
ebrizueladelmoral,Eduardo Segundo Brizuela Del Moral,"Brizuela Del Moral, Eduardo Segundo",Catamarca,2013-12-10,2017-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,http://www.hcdn.gob.ar/diputados/ebrizueladelmoral/,,,,133
ecaceres,Eduardo Augusto Caceres,"Caceres, Eduardo Augusto",San Juan,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ecaceres/,,,,133
ecalcagno,ERIC CALCAGNO Y MAILLMANN,"CALCAGNO Y MAILLMANN, ERIC",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ecalcagno/,http://www4.hcdn.gob.ar/fotos/ecalcagno.jpg,4952-1357,ecalcagno@diputados.gob.ar,133
ecarrio,Elisa Maria Avelina Carrio,"Carrio, Elisa Maria Avelina",Ciudad De Buenos Aires,2013-12-10,2017-12-09,COALICION CIVICA,http://www.hcdn.gob.ar/diputados/ecarrio/,,,,133
ecastrom,ENRIQUE ROBERTO CASTRO MOLINA,"CASTRO MOLINA, ENRIQUE ROBERTO",SAN JUAN,2015-12-10,2019-12-09,COMPROMISO CON SAN JUAN,http://www.hcdn.gob.ar/diputados/ecastrom/,http://www4.hcdn.gob.ar/fotos/ecastrom.jpg,4127-7100,ecastrom@diputados.gob.ar,133
econesa,Eduardo Raul Conesa,"Conesa, Eduardo Raul",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/econesa/,,,,133
ecosta,Eduardo Raul Costa,"Costa, Eduardo Raul",Santa Cruz,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/ecosta/,,,,133
edepedro,Eduardo Enrique De Pedro,"De Pedro, Eduardo Enrique",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/edepedro/,,,,133
edepetri,Edgardo Fernando Depetri,"Depetri, Edgardo Fernando",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/edepetri/,,,,133
efabiani,Eduardo Alberto Fabiani,"Fabiani, Eduardo Alberto",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,http://www.hcdn.gob.ar/diputados/efabiani/,,,,133
eisa,Evita Nelida Isa,"Isa, Evita Nelida",Salta,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/eisa/,,,,133
elagoria,Elia Nelly Lagoria,"Lagoria, Elia Nelly",Chubut,2013-12-10,2017-12-09,TRABAJO Y DIGNIDAD,http://www.hcdn.gob.ar/diputados/elagoria/,,,,133
emonzo,Emilio Monzo,"Monzo, Emilio",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/emonzo/,,,,133
emuller,EDGAR RAUL MÜLLER,"MÜLLER, EDGAR RAUL",CORDOBA,2011-12-10,2015-12-09,COMPROMISO FEDERAL,http://www.hcdn.gob.ar/diputados/emuller/,http://www4.hcdn.gob.ar/fotos/emuller.jpg,4127-7100,emuller@diputados.gob.ar,133
erasino,ELIDA ELENA RASINO,"RASINO, ELIDA ELENA",SANTA FE,2011-12-10,2015-12-09,PARTIDO SOCIALISTA,http://www.hcdn.gob.ar/diputados/erasino/,http://www4.hcdn.gob.ar/fotos/erasino.jpg,4127-7100,erasino@diputados.gob.ar,133
esantin,EDUARDO SANTIN,"SANTIN, EDUARDO",BUENOS AIRES,2011-12-10,2015-12-09,MOVIMIENTO NACIONAL ALFONSINISTA,http://www.hcdn.gob.ar/diputados/esantin/,http://www4.hcdn.gob.ar/fotos/esantin.jpg,4127-7100,esantin@diputados.gob.ar,133
eseminara,Eduardo Jorge Seminara,"Seminara, Eduardo Jorge",Santa Fe,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/eseminara/,,,,133
evaquie,ENRIQUE ANDRES VAQUIE,"VAQUIE, ENRIQUE ANDRES",MENDOZA,2011-12-10,2015-12-09,UCR,http://www.hcdn.gob.ar/diputados/evaquie/,http://www4.hcdn.gob.ar/fotos/evaquie.jpg,4127-7100,evaquie@diputados.gob.ar,133
fcaviglia,Franco Agustin Caviglia,"Caviglia, Franco Agustin",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,http://www.hcdn.gob.ar/diputados/fcaviglia/,,,,133
fdenarvaez,FRANCISCO DE NARVAEZ,"DE NARVAEZ, FRANCISCO",BUENOS AIRES,2013-12-10,2015-12-03,UNION CELESTE Y BLANCO,http://www.hcdn.gob.ar/diputados/fdenarvaez/,http://www4.hcdn.gob.ar/fotos/fdenarvaez.jpg,4127-7100,fdenarvaez@diputados.gob.ar,133
ffrancioni,FABIAN MARCELO FRANCIONI,"FRANCIONI, FABIAN MARCELO",CORDOBA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ffrancioni/,http://www4.hcdn.gob.ar/fotos/ffrancioni.jpg,4127-7100,ffrancioni@diputados.gob.ar,133
ffurlan,Francisco Abel Furlan,"Furlan, Francisco Abel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ffurlan/,,,,133
fgarreton,Facundo Garreton,"Garreton, Facundo",Tucuman,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/fgarreton/,,,,133
fmasso,Federico Augusto Masso,"Masso, Federico Augusto",Tucuman,2013-12-10,2017-12-09,LIBRES DEL SUR,http://www.hcdn.gob.ar/diputados/fmasso/,,,,133
fmoyano,Juan Facundo Moyano,"Moyano, Juan Facundo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/fmoyano/,,,,133
fperalta,FABIAN FRANCISCO PERALTA,"PERALTA, FABIAN FRANCISCO",SANTA FE,2011-12-10,2015-12-09,GEN,http://www.hcdn.gob.ar/diputados/fperalta/,http://www4.hcdn.gob.ar/fotos/fperalta.jpg,4127-7100,fperalta@diputados.gob.ar,133
fpinedo,FEDERICO PINEDO,"PINEDO, FEDERICO",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/fpinedo/,http://www4.hcdn.gob.ar/fotos/fpinedo.jpg,4127-7100,fpinedo@diputados.gob.ar,133
