id,name,sort_name,district,start_date,end_date,party,source,image,phone,email,term
anazario,Adriana Monica Nazario,"Nazario, Adriana Monica",Cordoba,2015-12-10,2019-12-09,UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/anazario/,,,,134
aolmedo,Alfredo Horacio Olmedo,"Olmedo, Alfredo Horacio",Salta,2015-12-10,2019-12-09,SALTA SOMOS TODOS,http://www.hcdn.gob.ar/diputados/aolmedo/,,,,134
aquintar,Amado Quintar,"Quintar, Amado",Catamarca,2015-12-10,2019-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,http://www.hcdn.gob.ar/diputados/aquintar/,,,,134
arachq,Analia Rach Quiroga,"Rach Quiroga, Analia",Chaco,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/arachq/,,,,134
aramos,Alejandro Ramos,"Ramos, Alejandro",Santa Fe,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/aramos/,,,,134
aroberti,Alberto Oscar Roberti,"Roberti, Alberto Oscar",Buenos Aires,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/aroberti/,,,,134
asanmartin,Adrian San Martin,"San Martin, Adrian",Neuquen,2013-12-10,2017-12-09,MOV POP NEUQUINO,http://www.hcdn.gob.ar/diputados/asanmartin/,,,,134
asnopek,Alejandro Francisco Snopek,"Snopek, Alejandro Francisco",Jujuy,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/asnopek/,,,,134
asoraire,Mirta Alicia Soraire,"Soraire, Mirta Alicia",Tucuman,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/asoraire/,,,,134
aterada,Alicia Terada,"Terada, Alicia",Chaco,2013-12-10,2017-12-09,COALICION CIVICA,http://www.hcdn.gob.ar/diputados/aterada/,,,,134
aziegler,Alex Roberto Ziegler,"Ziegler, Alex Roberto",Misiones,2013-12-10,2017-12-09,LIBERTAD VALORES Y CAMBIO,http://www.hcdn.gob.ar/diputados/aziegler/,,,,134
barenas,Berta Hortensia Arenas,"Arenas, Berta Hortensia",San Luis,2013-12-10,2017-12-09,COMPROMISO FEDERAL,http://www.hcdn.gob.ar/diputados/barenas/,,,,134
baustin,Brenda Lis Austin,"Austin, Brenda Lis",Cordoba,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/baustin/,,,,134
brossi,Blanca Araceli Rossi,"Rossi, Blanca Araceli",Cordoba,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/brossi/,,,,134
ccarrizo,Ana Carla Carrizo,"Carrizo, Ana Carla",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/ccarrizo/,,,,134
ccaserio,CARLOS ALBERTO CASERIO,"CASERIO, CARLOS ALBERTO",CORDOBA,2013-12-10,2017-12-09,UNION POR CORDOBA,http://www.hcdn.gob.ar/diputados/ccaserio/,http://www4.hcdn.gob.ar/fotos/ccaserio.jpg,4127-7100,ccaserio@diputados.gob.ar,134
ccastagneto,Carlos Daniel Castagneto,"Castagneto, Carlos Daniel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ccastagneto/,,,,134
cdonate,Claudio Martin Doñate,"Doñate, Claudio Martin",Rio Negro,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/cdonate/,,,,134
cgribaudo,CHRISTIAN ALEJANDRO GRIBAUDO,"GRIBAUDO, CHRISTIAN ALEJANDRO",BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/cgribaudo/,http://www4.hcdn.gob.ar/fotos/cgribaudo.jpg,4127-7100,cgribaudo@diputados.gob.ar,134
cheller,Carlos Salomon Heller,"Heller, Carlos Salomon",Ciudad De Buenos Aires,2013-12-10,2017-12-09,SOLIDARIO SI,http://www.hcdn.gob.ar/diputados/cheller/,,,,134
ckunkel,Carlos Miguel Kunkel,"Kunkel, Carlos Miguel",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ckunkel/,,,,134
cmoreau,Cecilia Moreau,"Moreau, Cecilia",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/cmoreau/,,,,134
cmoreno,Carlos Julio Moreno,"Moreno, Carlos Julio",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/cmoreno/,,,,134
coliva,Cristian Rodolfo Oliva,"Oliva, Cristian Rodolfo",Santiago Del Estero,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/coliva/,,,,134
cpitiot,Carla Betina Pitiot,"Pitiot, Carla Betina",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/cpitiot/,,,,134
cpoggi,Claudio Javier Poggi,"Poggi, Claudio Javier",San Luis,2015-12-10,2019-12-09,AVANZAR SAN LUIS,http://www.hcdn.gob.ar/diputados/cpoggi/,,,,134
croma,Carlos Gaston Roma,"Roma, Carlos Gaston",Tierra Del Fuego,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/croma/,,,,134
crubin,Carlos Gustavo Rubin,"Rubin, Carlos Gustavo",Corrientes,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/crubin/,,,,134
crucci,Claudia Monica Rucci,"Rucci, Claudia Monica",Buenos Aires,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/crucci/,,,,134
cselva,Carlos Americo Selva,"Selva, Carlos Americo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/cselva/,,,,134
csliermann,Cornelia Schmidt Liermann,"Schmidt Liermann, Cornelia",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/csliermann/,,,,134
dbossio,Diego Luis Bossio,"Bossio, Diego Luis",Buenos Aires,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/dbossio/,,,,134
dconti,Diana Beatriz Conti,"Conti, Diana Beatriz",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/dconti/,,,,134
ddistefano,Daniel Di Stefano,"Di Stefano, Daniel",Misiones,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ddistefano/,,,,134
dgiustozzi,Ruben Dario Giustozzi,"Giustozzi, Ruben Dario",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,http://www.hcdn.gob.ar/diputados/dgiustozzi/,,,,134
dgranados,Dulce Granados,"Granados, Dulce",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/dgranados/,,,,134
diputados,Nathalia Gonzalez Seligra,"Gonzalez Seligra, Nathalia",Buenos Aires,2015-12-10,2019-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,http://www.hcdn.gob.ar/diputados/,,,,134
dkroneberger,Daniel Ricardo Kroneberger,"Kroneberger, Daniel Ricardo",La Pampa,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/dkroneberger/,,,,134
dlipovetzky,Daniel Andres Lipovetzky,"Lipovetzky, Daniel Andres",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/dlipovetzky/,,,,134
dmartinez,Norman Dario Martinez,"Martinez, Norman Dario",Neuquen,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/dmartinez/,,,,134
dmestre,Diego Matias Mestre,"Mestre, Diego Matias",Cordoba,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/dmestre/,,,,134
eamadeo,Eduardo Pablo Amadeo,"Amadeo, Eduardo Pablo",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/eamadeo/,,,,134
ebalbo,Elva Susana Balbo,"Balbo, Elva Susana",Mendoza,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ebalbo/,,,,134
ebrizueladelmoral,Eduardo Segundo Brizuela Del Moral,"Brizuela Del Moral, Eduardo Segundo",Catamarca,2013-12-10,2017-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,http://www.hcdn.gob.ar/diputados/ebrizueladelmoral/,,,,134
ecaceres,Eduardo Augusto Caceres,"Caceres, Eduardo Augusto",San Juan,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ecaceres/,,,,134
ecarrio,Elisa Maria Avelina Carrio,"Carrio, Elisa Maria Avelina",Ciudad De Buenos Aires,2013-12-10,2017-12-09,COALICION CIVICA,http://www.hcdn.gob.ar/diputados/ecarrio/,,,,134
ecastrom,ENRIQUE ROBERTO CASTRO MOLINA,"CASTRO MOLINA, ENRIQUE ROBERTO",SAN JUAN,2015-12-10,2019-12-09,COMPROMISO CON SAN JUAN,http://www.hcdn.gob.ar/diputados/ecastrom/,http://www4.hcdn.gob.ar/fotos/ecastrom.jpg,4127-7100,ecastrom@diputados.gob.ar,134
econesa,Eduardo Raul Conesa,"Conesa, Eduardo Raul",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/econesa/,,,,134
ecosta,Eduardo Raul Costa,"Costa, Eduardo Raul",Santa Cruz,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/ecosta/,,,,134
edepedro,Eduardo Enrique De Pedro,"De Pedro, Eduardo Enrique",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/edepedro/,,,,134
edepetri,Edgardo Fernando Depetri,"Depetri, Edgardo Fernando",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/edepetri/,,,,134
efabiani,Eduardo Alberto Fabiani,"Fabiani, Eduardo Alberto",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,http://www.hcdn.gob.ar/diputados/efabiani/,,,,134
eisa,Evita Nelida Isa,"Isa, Evita Nelida",Salta,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/eisa/,,,,134
elagoria,Elia Nelly Lagoria,"Lagoria, Elia Nelly",Chubut,2013-12-10,2017-12-09,TRABAJO Y DIGNIDAD,http://www.hcdn.gob.ar/diputados/elagoria/,,,,134
emonzo,Emilio Monzo,"Monzo, Emilio",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/emonzo/,,,,134
eseminara,Eduardo Jorge Seminara,"Seminara, Eduardo Jorge",Santa Fe,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/eseminara/,,,,134
fcaviglia,Franco Agustin Caviglia,"Caviglia, Franco Agustin",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,http://www.hcdn.gob.ar/diputados/fcaviglia/,,,,134
ffurlan,Francisco Abel Furlan,"Furlan, Francisco Abel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ffurlan/,,,,134
fgarreton,Facundo Garreton,"Garreton, Facundo",Tucuman,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/fgarreton/,,,,134
fmasso,Federico Augusto Masso,"Masso, Federico Augusto",Tucuman,2013-12-10,2017-12-09,LIBRES DEL SUR,http://www.hcdn.gob.ar/diputados/fmasso/,,,,134
fmoyano,Juan Facundo Moyano,"Moyano, Juan Facundo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/fmoyano/,,,,134
fraverta,Maria Fernanda Raverta,"Raverta, Maria Fernanda",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/fraverta/,,,,134
fsalino,FERNANDO ALDO SALINO,"SALINO, FERNANDO ALDO",SAN LUIS,2013-12-10,2017-12-09,COMPROMISO FEDERAL,http://www.hcdn.gob.ar/diputados/fsalino/,http://www4.hcdn.gob.ar/fotos/fsalino.jpg,4127-7100,fsalino@diputados.gob.ar,134
fsanchez,Fernando Sanchez,"Sanchez, Fernando",Ciudad De Buenos Aires,2013-12-10,2017-12-09,COALICION CIVICA,http://www.hcdn.gob.ar/diputados/fsanchez/,,,,134
fsola,Felipe Carlos Sola,"Sola, Felipe Carlos",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/fsola/,,,,134
ftorroba,Francisco Javier Torroba,"Torroba, Francisco Javier",La Pampa,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/ftorroba/,,,,134
galbornoz,Gabriela Romina Albornoz,"Albornoz, Gabriela Romina",Jujuy,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/galbornoz/,,,,134
galegre,Gilberto Oscar Alegre,"Alegre, Gilberto Oscar",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/galegre/,,,,134
garrieta,Gustavo Hector Arrieta,"Arrieta, Gustavo Hector",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/garrieta/,,,,134
gbellocq,GERARDO ALBERTO BELLOCQ,"BELLOCQ, GERARDO ALBERTO",CORDOBA,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/gbellocq/,http://www4.hcdn.gob.ar/fotos/gbellocq.jpg,4127-7100,gbellocq@diputados.gob.ar,134
gbevilacqua,Gustavo Bevilacqua,"Bevilacqua, Gustavo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/gbevilacqua/,,,,134
gcamano,Graciela Camaño,"Camaño, Graciela",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/gcamano/,,,,134
gcarmona,Guillermo Ramon Carmona,"Carmona, Guillermo Ramon",Mendoza,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/gcarmona/,,,,134
gcaselles,Graciela Maria Caselles,"Caselles, Graciela Maria",San Juan,2015-12-10,2019-12-09,PARTIDO BLOQUISTA DE SAN JUAN,http://www.hcdn.gob.ar/diputados/gcaselles/,,,,134
gcousinet,Graciela Cousinet,"Cousinet, Graciela",Mendoza,2013-12-10,2017-12-09,LIBRES DEL SUR,http://www.hcdn.gob.ar/diputados/gcousinet/,,,,134
gdurandc,Guillermo Mario Durand Cornejo,"Durand Cornejo, Guillermo Mario",Salta,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/gdurandc/,,,,134
gestevez,Gabriela Beatriz Estevez,"Estevez, Gabriela Beatriz",Cordoba,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/gestevez/,,,,134
gfernandezm,Gustavo Rodolfo Fernandez Mendia,"Fernandez Mendia, Gustavo Rodolfo",La Pampa,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/gfernandezm/,,,,134
ggonzalez,Gladys Esther Gonzalez,"Gonzalez, Gladys Esther",Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ggonzalez/,,,,134
gmartinezc,Gustavo Jose Martinez Campos,"Martinez Campos, Gustavo Jose",Chaco,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/gmartinezc/,,,,134
gnavarro,Graciela Navarro,"Navarro, Graciela",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/gnavarro/,,,,134
gscaglia,Gisela Scaglia,"Scaglia, Gisela",Santa Fe,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/gscaglia/,,,,134
gsnopek,Guillermo Snopek,"Snopek, Guillermo",Jujuy,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/gsnopek/,,,,134
gtroiano,Gabriela Alejandra Troiano,"Troiano, Gabriela Alejandra",Buenos Aires,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,http://www.hcdn.gob.ar/diputados/gtroiano/,,,,134
gvaldes,Gustavo Adolfo Valdes,"Valdes, Gustavo Adolfo",Corrientes,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/gvaldes/,,,,134
halonso,Horacio Fernando Alonso,"Alonso, Horacio Fernando",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/halonso/,,,,134
hbaldassi,Hector Baldassi,"Baldassi, Hector",Cordoba,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/hbaldassi/,,,,134
hbinner,Hermes Juan Binner,"Binner, Hermes Juan",Santa Fe,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,http://www.hcdn.gob.ar/diputados/hbinner/,,,,134
hdaer,Hector Ricardo Daer,"Daer, Hector Ricardo",Buenos Aires,2013-12-10,2017-12-09,BLOQUE DE LOS TRABAJADORES,http://www.hcdn.gob.ar/diputados/hdaer/,,,,134
hgoicoechea,Horacio Goicoechea,"Goicoechea, Horacio",Chaco,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/hgoicoechea/,,,,134
hgutierrez,Hector Maria Gutierrez,"Gutierrez, Hector Maria",Buenos Aires,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/hgutierrez/,,,,134
hmarcucci,Hugo Maria Marcucci,"Marcucci, Hugo Maria",Santa Fe,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/hmarcucci/,,,,134
holivares,Hector Enrique Olivares,"Olivares, Hector Enrique",La Rioja,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/holivares/,,,,134
hrecalde,Hector Pedro Recalde,"Recalde, Hector Pedro",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/hrecalde/,,,,134
hroquel,Hector Alberto Roquel,"Roquel, Hector Alberto",Santa Cruz,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/hroquel/,,,,134
htentor,Hector Olindo Tentor,"Tentor, Hector Olindo",Jujuy,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/htentor/,,,,134
htomas,Hector Daniel Tomas,"Tomas, Hector Daniel",San Juan,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/htomas/,,,,134
ibianchi,Ivana Maria Bianchi,"Bianchi, Ivana Maria",San Luis,2015-12-10,2019-12-09,COMPROMISO FEDERAL,http://www.hcdn.gob.ar/diputados/ibianchi/,,,,134
ilotto,Ines Beatriz Lotto,"Lotto, Ines Beatriz",Formosa,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ilotto/,,,,134
jbarreto,Jorge Ruben Barreto,"Barreto, Jorge Ruben",Entre Rios,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jbarreto/,,,,134
jbrugge,Juan Fernando Brügge,"Brügge, Juan Fernando",Cordoba,2015-12-10,2019-12-09,UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/jbrugge/,,,,134
jcabandie,Juan Cabandie,"Cabandie, Juan",Ciudad De Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jcabandie/,,,,134
jcano,JOSE MANUEL CANO,"CANO, JOSE MANUEL",TUCUMAN,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/jcano/,http://www4.hcdn.gob.ar/fotos/jcano.jpg,4127-7100,jcano@diputados.gob.ar,134
jcasanas,Juan Francisco Casañas,"Casañas, Juan Francisco",Tucuman,2013-12-10,2017-12-09,DEL BICENTENARIO,http://www.hcdn.gob.ar/diputados/jcasanas/,,,,134
jdagostino,Jorge Marcelo D'agostino,"D'agostino, Jorge Marcelo",Entre Rios,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/jdagostino/,,,,134
jdavid,Nestor Javier David,"David, Nestor Javier",Salta,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/jdavid/,,,,134
jdemendiguren,Jose Ignacio De Mendiguren,"De Mendiguren, Jose Ignacio",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/jdemendiguren/,,,,134
jdevido,Julio De Vido,"De Vido, Julio",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jdevido/,,,,134
jdiazr,Juan Carlos Diaz Roig,"Diaz Roig, Juan Carlos",Formosa,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jdiazr/,,,,134
jdindart,Julian Dindart,"Dindart, Julian",Corrientes,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/jdindart/,,,,134
jditullio,Juliana Di Tullio,"Di Tullio, Juliana",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jditullio/,,,,134
jforellana,Jose Fernando Orellana,"Orellana, Jose Fernando",Tucuman,2015-12-10,2019-12-09,PRIMERO TUCUMAN,http://www.hcdn.gob.ar/diputados/jforellana/,,,,134
jfranco,Jorge Daniel Franco,"Franco, Jorge Daniel",Misiones,2015-12-10,2019-12-09,FRENTE DE LA CONCORDIA MISIONERO,http://www.hcdn.gob.ar/diputados/jfranco/,,,,134
jgioja,Jose Luis Gioja,"Gioja, Jose Luis",San Juan,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jgioja/,,,,134
jgiordano,Juan Carlos Giordano,"Giordano, Juan Carlos",Buenos Aires,2013-12-10,2017-12-09,IZQUIERDA SOCIALISTA - FRENTE DE IZQUIERDA,http://www.hcdn.gob.ar/diputados/jgiordano/,,,,134
