id,name__it,name__fr,name__en,name__de,name,wikipedia__it,gender,identifier__VIAF,birth_date,given_name,original_wikiname,name__nl,name__nb,name__da,name__nn,name__sv,name__eo,name__fi,wikipedia__en,identifier__ISNI,identifier__SUDOC,identifier__SBN_it,identifier__freebase,family_name,website,identifier__openpolis,name__pl,name__es,name__hu,name__zh,wikipedia__fr,wikipedia__pl,image,identifier__italian_cod,wikipedia__de,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__NTA,name__la,name__ca,name__vec,name__uk,name__ru,name__eml,wikipedia__ca,wikipedia__commons,wikipedia__eml,wikipedia__es,wikipedia__fi,wikipedia__itwikiquote,wikipedia__la,wikipedia__ru,wikipedia__uk,wikipedia__vec,name__tr,wikipedia__tr,identifier__FAST,name__yi,wikipedia__nl,wikipedia__yi,name__en_ca,name__en_gb,name__pt,name__de_ch,name__pt_br,name__fa,name__lmo,wikipedia__fa,wikipedia__lmo,wikipedia__pt,identifier__PTBNP,name__ro,wikipedia__ro,identifier__EuroparlMEP,twitter,facebook,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__af,name__gl,name__ja,name__vi,name__el,name__ar,name__sk,name__mn,name__sr_el,name__sr_ec,name__ckb,name__th,name__cs,name__bg,name__ka,name__lt,name__sr,name__hr,name__war,name__be,name__is,name__be_tarask,name__az,name__mg,name__kk,name__hy,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__de_at,name__et,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__id,name__ie,name__io,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sl,name__sw,name__vls,name__vo,name__wa,name__wo,name__zu,name__sq,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__eu,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__lt,wikipedia__mg,wikipedia__mn,wikipedia__no,wikipedia__simple,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__vi,wikipedia__war,wikipedia__zh_min_nan,wikipedia__zh,identifier__ULAN,identifier__CiNii,identifier__NDL,identifier__NLA,identifier__OLID,identifier__NKC,identifier__BNE,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__GNC,death_date,wikipedia__eo,name__bm,name__frc,name__jam,name__kab,name__lv,name__pap,name__prg,name__rgn,name__vmf,identifier__youtube,identifier__NUKAT,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__mk,wikipedia__als,wikipedia__br,wikipedia__cswikiquote,wikipedia__cy,wikipedia__eswikiquote,wikipedia__et,wikipedia__glwikiquote,wikipedia__lb,wikipedia__mk,wikipedia__nn,wikipedia__scn,identifier__IMDB,identifier__MusicBrainz,identifier__BMLO,identifier__SELIBR,identifier__NLI,identifier__senate_nl,identifier__treccani,wikipedia__plwikiquote,wikipedia__slwikiquote,identifier__GTAA,name__bi,name__fy,name__mr,name__roa_tara,name__sh,name__ta,name__uz,name__yo,name__tl,name__lad,name__jv,name__bn,name__mt,name__ml,name__tw,name__sgs,name__mi,name__mwl,name__fo,name__yue,wikipedia__bat_smg,wikipedia__bi,wikipedia__bn,wikipedia__fo,wikipedia__fy,wikipedia__gd,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__itwikisource,wikipedia__jv,wikipedia__lad,wikipedia__lv,wikipedia__mi,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mt,wikipedia__mwl,wikipedia__nap,wikipedia__nds,wikipedia__oc,wikipedia__pms,wikipedia__roa_tara,wikipedia__sco,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__tl,wikipedia__tw,wikipedia__uz,wikipedia__wa,wikipedia__yo,wikipedia__zh_yue,identifier__CONOR,identifier__Britannica,name__os,wikipedia__os,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__PORT,wikipedia__itwikinews,name__cv,wikipedia__cv,identifier__britishmuseum,identifier__kinopoisk,identifier__BAV,name__pnb,name__hi,name__ht,name__ku_arab,name__ku_latn,name__ku,name__sa,name__new,name__ur,wikipedia__enwikiquote,wikipedia__ga,wikipedia__hi,wikipedia__ht,wikipedia__ku,wikipedia__new,wikipedia__pnb,wikipedia__sa,wikipedia__sw,wikipedia__ur,wikipedia__eswikinews,wikipedia__ruwikinews,wikipedia__srwikinews,identifier__parlement,name__qu,wikipedia__cawikiquote,wikipedia__qu,electoral_district,name__mzn,wikipedia__mzn,name__bcl,name__bs,name__ceb,name__ext,name__kn,name__ky,name__my,name__nov,name__vro,name__csb,name__wuu,wikipedia__an,wikipedia__bcl,wikipedia__bs,wikipedia__ceb,wikipedia__co,wikipedia__csb,wikipedia__eowikiquote,wikipedia__ext,wikipedia__fiu_vro,wikipedia__fiwikiquote,wikipedia__frwikiquote,wikipedia__hewikiquote,wikipedia__idwikiquote,wikipedia__kn,wikipedia__kowikiquote,wikipedia__ky,wikipedia__ltwikiquote,wikipedia__my,wikipedia__nov,wikipedia__nowikiquote,wikipedia__ptwikiquote,wikipedia__rm,wikipedia__ruwikiquote,wikipedia__sc,wikipedia__trwikiquote,wikipedia__ukwikiquote,wikipedia__wuu,wikipedia__zu,identifier__NLAtrove,identifier__elonet,identifier__CSFD,identifier__PACE,identifier__discogs,identifier__bigenc_ru,identifier__BIBSYS,occupation,identifier__nobel_prize,identifier__guardian_topic,identifier__nyt_topic,identifier__ORCID,name__hsb,name__dsb,name__pfl,name__frr,name__als,wikipedia__azb,name__azb,identifier__quora,identifier__snac,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__frwikinews,wikipedia__svwikinews,wikipedia__trwikinews,name__egl,identifier__wikitree,identifier__persee,wikipedia__tt,name__tt,wikipedia__am,name__am,identifier__google_plus,identifier__ne_se,identifier__songkick,identifier__ioc_athlete,identifier__NLP,identifier__LNB,wikipedia__bewikiquote,wikipedia__hsb,wikipedia__pap,instagram,name__arz,wikipedia__arz,identifier__dialnet,name__lfn,linkedin,identifier__google_knowledge,name__pa,wikipedia__pa,identifier__ssrn,identifier__TED,name__diq,name__ilo,name__tet,wikipedia__bswikiquote,wikipedia__eswikisource,wikipedia__ilo,wikipedia__itwikibooks,wikipedia__lfn,wikipedia__pmswikisource,wikipedia__tet,identifier__KLfG,identifier__DBNL,identifier__BVMC,identifier__BiblioNet,wikipedia__hrwikiquote,identifier__nlg,identifier__bna,identifier__N6I,identifier__CTHS,name__ay,wikipedia__ay,identifier__HDS,pseudonym,identifier__NPG,identifier__ODIS,wikipedia__bgwikiquote,identifier__zbMATH,identifier__MGP,name__zh_mo,name__zh_my,name__chr,name__ba,wikipedia__ba,wikipedia__chr,wikipedia__fawikiquote,identifier__JewishEnc,identifier__LAC,name__szl,name__kw,wikipedia__kw,wikipedia__szl,name__ee,name__kana,identifier__whoswho_france,identifier__italian_senate,name__te,wikipedia__nlwikinews,wikipedia__ne,name__ne,weblog
Q1394411,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,male,,1947-07-18,Ignazio,,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,,Ignazio La Russa,Ignazio La Russa,,,,/m/047c2qp,La Russa,,486,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,英尼亞齊奧·拉魯薩,Ignazio La Russa,Ignazio La Russa,https://upload.wikimedia.org/wikipedia/commons/9/97/Ignazio_La_Russa_datisenato_2018.jpg,33410,Ignazio La Russa,,,,,,Ignazio La Russa,,Іньяціо Ла Русса,"Ла Русса, Иньяцио",,,Category:Ignazio La Russa,,,,Ignazio La Russa,,"Ла Русса, Иньяцио",Іньяціо Ла Русса,,Ignazio La Russa,Ignazio La Russa,,,Ignazio La Russa,,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,Ignazio La Russa,ایگناسیو لا روسا,Ignazio La Russa,ایگناسیو لا روسا,Ignazio La Russa,,,Ignazio La Russa,,,,,,,,,,,,Ignazio La Russa,,,,Ignazio La Russa,イグナジオ・ラ・ルッサ,,,,Ignazio La Russa,,,,,,Ignazio La Russa,,,,,,Ignazio La Russa,,,,,,,,,Ignazio La Russa,,,,,Ignazio La Russa,,,,,,,,Ignazio La Russa,,,,,,,,,,,,,Ignazio La Russa,,,,,,Ignazio La Russa,Ignazio La Russa,,,,,,,Ignazio La Russa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignazio La Russa,,,,,伊尼亞齊奧·拉魯薩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignazio La Russa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignazio La Russa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=18&id=1275,,,,,
Q1394623,Franco Carraro,Franco Carraro,Franco Carraro,Franco Carraro,Franco Carraro,Franco Carraro,male,90278462,1939-12-06,Franco,,Franco Carraro,Franco Carraro,Franco Carraro,Franco Carraro,Franco Carraro,,Franco Carraro,Franco Carraro,,,,/m/03hnj1v,Carraro,,,Franco Carraro,Franco Carraro,Franco Carraro,,Franco Carraro,Franco Carraro,https://upload.wikimedia.org/wikipedia/commons/f/f6/Franco_Carraro.jpg,,Franco Carraro,,,,,,Franco Carraro,,,"Карраро, Франко",,,Category:Franco Carraro,,Franco Carraro,,Franco Carraro,,"Карраро, Франко",,,,,,,,,Franco Carraro,Franco Carraro,Franco Carraro,Franco Carraro,Franco Carraro,فرانکو کارارو,,فرانکو کارارو,,,,Franco Carraro,,,,,,,,,,,,Franco Carraro,,,,Franco Carraro,フランク・カッラロ,,,,Franco Carraro,,,,,,Franco Carraro,,,,,,Franco Carraro,,,,,,,,,Franco Carraro,,,,,Franco Carraro,,,,,,,,Franco Carraro,,,,,,,,,,,,,Franco Carraro,,,,,,Franco Carraro,Franco Carraro,,,,,,,Franco Carraro,,,Franco Carraro,,,,,,,,,,,,,,,,,,,,,,,,Franco Carraro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franco Carraro,,,,,,,,,,Franco Carraro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franco Carraro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=500,,,,,
Q14636340,Donatella Agostinelli,Donatella Agostinelli,Donatella Agostinelli,Donatella Agostinelli,Donatella Agostinelli,Donatella Agostinelli,female,,1974-04-03,Donatella,,Donatella Agostinelli,,,,,,,Donatella Agostinelli,,,,,Agostinelli,,686429,,Donatella Agostinelli,,,,,https://upload.wikimedia.org/wikipedia/commons/9/92/Donatella_Agostinelli_datisenato_2018.jpg,305782,,,,,,,Donatella Agostinelli,,,"Агостинелли, Донателла",,,Category:Donatella Agostinelli,,,,,,"Агостинелли, Донателла",,,,,,,,,,,,,,,,,,,,,,,,donatella.agostinelli.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donatella Agostinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donatella Agostinelli,,,,,,,Donatella Agostinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14636369,Piero Aiello,Piero Aiello,Piero Aiello,Piero Aiello,Piero Aiello,Piero Aiello,male,,1956-06-30,Piero,,Piero Aiello,,,,,Piero Aiello,Piero Aiello,Piero Aiello,,,,,Aiello,,274886,,Piero Aiello,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Piero_Aiello_datisenato_2013.jpg,,,,,,,,Piero Aiello,,,,,,Category:Piero Aiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piero Aiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piero Aiello,,,,,,,Piero Aiello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=29033,,,,,
Q14636378,Alberto Airola,Alberto Airola,Alberto Airola,Alberto Airola,Alberto Airola,Alberto Airola,male,,1970-05-13,Alberto,,Alberto Airola,,,,,Alberto Airola,Alberto Airola,,,,,,Airola,http://www.albertoairola.it/,685864,,Alberto Airola,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Alberto_Airola_datisenato_2018.jpg,,,,,,,,Alberto Airola,,,,,,Category:Alberto Airola,,,,Alberto Airola,,,,,,,,,,,,,,,,,Alberto Airola,,Alberto Airola,,,,,,AlbertoAirola,AlbertoAirolaM5s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Airola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Airola,,,,,,,Alberto Airola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UC9jbEQ-csqi0uJRQx_FNp6Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,110431999367721589463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=29034,,,,,
Q14754989,Elena Cattaneo,Elena Cattaneo,Elena Cattaneo,Elena Cattaneo,Elena Cattaneo,Elena Cattaneo,female,99213476,1962-10-22,Elena,,Elena Cattaneo,,,,,,Elena Cattaneo,Elena Cattaneo,0000 0000 6819 1609,,,/m/0wyhd46,Cattaneo,http://www.cattaneolab.it,708128,Elena Cattaneo,Elena Cattaneo,Elena Cattaneo,埃琳娜‧卡塔尼歐,Elena Cattaneo,Elena Cattaneo,https://upload.wikimedia.org/wikipedia/commons/1/12/Elena_Cattaneo_datisenato_2018.jpg,,Elena Cattaneo,,,,,Helena Cattaneo,Elena Cattaneo,,,"Каттанео, Елена",,Elena Cattaneo,Category:Elena Cattaneo,,Elena Cattaneo,,Elena Cattaneo,Helena Cattaneo,"Каттанео, Елена",,,,,,,,,Elena Cattaneo,Elena Cattaneo,Elena Cattaneo,Elena Cattaneo,Elena Cattaneo,النا کاتانیو,Elena Cattaneo,النا کاتانیو,Elena Cattaneo,Elena Cattaneo,1375534,,,,,,,,,,,,,,,,,,,,,إيلينا كاتانيو,,,,,,,,,,,,,,,,,,,,,,Elena Cattaneo,,,,Elena Cattaneo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elena Cattaneo,,,,,,,Elena Cattaneo,,,Elena Cattaneo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elena Cattaneo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,0000-0002-0755-4917,,,,,,النا کاتانیو,النا کاتانیو,,,,,,,,,,,,,,,,,,,A35484007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=30511,,,,,
Q14905131,Dario Stefano,Dario Stefano,Dario Stefano,Dario Stefano,Dario Stefano,Dario Stefano,male,308179135,1963-08-02,Dario,,Dario Stefano,,,,,,,Dario Stefano,0000 0004 3072 224X,,,,Stefano,,,,Dario Stefano,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9e/Dario_Stefano_datisenato_2018.jpg,,,104948150X,no2014014240,,,,Dario Stefano,,,,,,Category:Dario Stefano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,داريو ستيفانو,,,,,,,,,,,,,,,,,,,,,,Dario Stefano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dario Stefano,,,,,,,Dario Stefano,,داريو ستيفانو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15024784,Alessandra Bencini,Alessandra Bencini,Alessandra Bencini,Alessandra Bencini,Alessandra Bencini,Alessandra Bencini,female,,1969-02-05,Alessandra,,Alessandra Bencini,,,,,,,,,,,,Bencini,,,,Alessandra Bencini,,,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Alessandra_Bencini_datisenato_2013.jpg,306331,,,,,,,Alessandra Bencini,,,,,,Category:Alessandra Bencini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandra Bencini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandra Bencini,,,,,,,Alessandra Bencini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=29044,,,,,
Q15059115,Alan Ferrari,Alan Ferrari,Alan Ferrari,Alan Ferrari,Alan Ferrari,Alan Ferrari,male,,1975-02-14,Alan,,Alan Ferrari,,,,,,,,,,,,Ferrari,,86544,,Alan Ferrari,,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Alan_Ferrari_datisenato_2018.jpg,305616,,,,,,,Alan Ferrari,,,Алан Феррари,,,Category:Alan Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ألان فيراري,,,,,,,,,,,,,,,,,,,,,,Alan Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Ferrari,,,,,,,Alan Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15063251,Antonio Milo,Antonio Milo,Antonio Milo,Antonio Milo,Antonio Milo,Antonio Milo (politico),male,,1959-12-05,Antonio,,Antonio Milo,,,,,,,,,,,,Milo,,,,Antonio Milo,,安东尼奥·米洛,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Antonio_Milo_datisenato_2013.jpg,303002,,,,,,,Antonio Milo,,,,,,Category:Antonio Milo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安東尼歐·米洛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Milo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Milo,,,,,,,Antonio Milo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=25458,,,,,
Q15104667,Laura Cantini,Laura Cantini,Laura Cantini,Laura Cantini,Laura Cantini,Laura Cantini,female,,1958-01-08,Laura,,Laura Cantini,,,,,,,,,,,,Cantini,,,,Laura Cantini,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Laura_Cantini_daticamera_2018.jpg,306350,,,,,,,Laura Cantini,,,,,,Category:Laura Cantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laura Cantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laura Cantini,,,,,,,Laura Cantini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=29060,,,,,
Q15120193,Luigi Marino,Luigi Marino,Luigi Marino,Luigi Marino,Luigi Marino,Luigi Marino (politico),male,171563530,1947-05-11,Luigi,,,,,,,,,,,,,,Marino,,,,Luigi Marino,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Luigi_Marino_datisenato_2013.jpg,,,1012542521,,,,,Luigi Marino,,,Луиджи Марино,,,Category:Luigi Marino,,,,,,,,,,,,,,,,,,,,,Luigi Marino,,Luigi Marino,,,,,,,,,,,,,,,,,,,,,,,لويجي مارينو,,,,,,,,,,,,,,,,,,,,,,Luigi Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi Marino,,,,,,,Luigi Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=29129,,,,,
Q15131522,Magda Angela Zanoni,Magda Angela Zanoni,Magda Angela Zanoni,Magda Angela Zanoni,Magda Angela Zanoni,Magda Angela Zanoni,female,,1955-07-19,Magda,,Magda Angela Zanoni,,,,,,,,,,,,Zanoni,,,,Magda Angela Zanoni,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Magda_Angela_Zanoni.jpg,,,,,,,,Magda Angela Zanoni,,,,,,Category:Magda Angela Zanoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magda Angela Zanoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magda Angela Zanoni,,,,,,,Magda Angela Zanoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=29195,,,,,
