id,birth_date,birth_place,area,area_id,email,website,image,source,name__en,sort_name__en,family_name__en,given_name__en,name__bg,sort_name__bg,family_name__bg,given_name__bg,name,start_date,end_date,party,term,identifier__parliament_bg
2635,1969-06-23,"Stara Zagora, Bulgaria",СТАРА ЗАГОРА,27,manoil.manev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2635.png,http://www.parliament.bg/export.php/bg/xml/MP/2635,MANOIL MINCHEV MANEV,MANEV MANOIL,MANEV,MANOIL,МАНОИЛ МИНЧЕВ МАНЕВ,МАНЕВ МАНОИЛ,МАНЕВ,МАНОИЛ,МАНОИЛ МИНЧЕВ МАНЕВ,2016-01-27,2017-01-26,Political Party GERB,43,2635
2635,1969-06-23,"Stara Zagora, Bulgaria",СТАРА ЗАГОРА,27,manoil.manev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2714.png,http://www.parliament.bg/export.php/bg/xml/MP/2714,MANOIL MINCHEV MANEV,MANEV MANOIL,MANEV,MANOIL,МАНОИЛ МИНЧЕВ МАНЕВ,МАНЕВ МАНОИЛ,МАНЕВ,МАНОИЛ,МАНОИЛ МИНЧЕВ МАНЕВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2635
2636,1959-06-25,"Velkovtsi, Bulgaria",СОФИЯ ОБЛАСТ,26,ivan.stoynov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2636.png,http://www.parliament.bg/export.php/bg/xml/MP/2636,IVAN DIMITROV STOYNOV,STOYNOV IVAN,STOYNOV,IVAN,ИВАН ДИМИТРОВ СТОЙНОВ,СТОЙНОВ ИВАН,СТОЙНОВ,ИВАН,ИВАН ДИМИТРОВ СТОЙНОВ,2016-05-18,2017-01-26,Political Party GERB,43,2636
2638,1990-05-03,"Targovishte, Bulgaria",ТЪРГОВИЩЕ,28,imren.mehmedova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2638.png,http://www.parliament.bg/export.php/bg/xml/MP/2638,IMREN ISMETOVA MEHMEDOVA,MEHMEDOVA IMREN,MEHMEDOVA,IMREN,ИМРЕН ИСМЕТОВА МЕХМЕДОВА,МЕХМЕДОВА ИМРЕН,МЕХМЕДОВА,ИМРЕН,ИМРЕН ИСМЕТОВА МЕХМЕДОВА,2017-04-19,," Parliamentary Group ""Movement for Rights and Freedoms""",44,2638
2640,1976-07-10,",",ХАСКОВО,29,stanislav.dechev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2640.png,http://www.parliament.bg/export.php/bg/xml/MP/2640,STANISLAV NASKOV DECHEV,DECHEV STANISLAV,DECHEV,STANISLAV,СТАНИСЛАВ НАСКОВ ДЕЧЕВ,ДЕЧЕВ СТАНИСЛАВ,ДЕЧЕВ,СТАНИСЛАВ,СТАНИСЛАВ НАСКОВ ДЕЧЕВ,2017-04-19,2017-05-05,"Parliamentary group of PP ""GERB""",44,2640
2642,1957-03-16,"Svilengrad, Bulgaria",ХАСКОВО,29,nikola.dinkov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2642.png,http://www.parliament.bg/export.php/bg/xml/MP/2642,NIKOLA ILIEV DINKOV,DINKOV NIKOLA,DINKOV,NIKOLA,НИКОЛА ИЛИЕВ ДИНКОВ,ДИНКОВ НИКОЛА,ДИНКОВ,НИКОЛА,НИКОЛА ИЛИЕВ ДИНКОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2642
2643,1964-05-27,"Sofia, Bulgaria",ХАСКОВО,29,elena.yoncheva@parliament.bg,"",http://www.parliament.bg/images/Assembly/2643.png,http://www.parliament.bg/export.php/bg/xml/MP/2643,ELENA NIKOLOVA YONCHEVA,YONCHEVA ELENA,YONCHEVA,ELENA,ЕЛЕНА НИКОЛОВА ЙОНЧЕВА,ЙОНЧЕВА ЕЛЕНА,ЙОНЧЕВА,ЕЛЕНА,ЕЛЕНА НИКОЛОВА ЙОНЧЕВА,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2643
2644,1980-04-09,"Dimitrovgrad, Bulgaria",ХАСКОВО,29,violeta.zheleva@parliament.bg,"",http://www.parliament.bg/images/Assembly/2644.png,http://www.parliament.bg/export.php/bg/xml/MP/2644,VIOLETA RUSEVA ZHELEVA,ZHELEVA VIOLETA,ZHELEVA,VIOLETA,ВИОЛЕТА РУСЕВА ЖЕЛЕВА,ЖЕЛЕВА ВИОЛЕТА,ЖЕЛЕВА,ВИОЛЕТА,ВИОЛЕТА РУСЕВА ЖЕЛЕВА,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2644
2647,1961-11-05,"Shumen, Bulgaria",ШУМЕН,30,dimitar.aleksandrov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2647.png,http://www.parliament.bg/export.php/bg/xml/MP/2647,DIMITAR KRUMOV ALEKSANDROV,ALEKSANDROV DIMITAR,ALEKSANDROV,DIMITAR,ДИМИТЪР КРУМОВ АЛЕКСАНДРОВ,АЛЕКСАНДРОВ ДИМИТЪР,АЛЕКСАНДРОВ,ДИМИТЪР,ДИМИТЪР КРУМОВ АЛЕКСАНДРОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2647
2648,1965-09-15,"Shumen, Bulgaria",ШУМЕН,30,rumen.genov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2648.png,http://www.parliament.bg/export.php/bg/xml/MP/2648,RUMEN PETROV GENOV,GENOV RUMEN,GENOV,RUMEN,РУМЕН ПЕТРОВ ГЕНОВ,ГЕНОВ РУМЕН,ГЕНОВ,РУМЕН,РУМЕН ПЕТРОВ ГЕНОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2648
2652,1957-08-28,"Yambol, Bulgaria",ЯМБОЛ,31,yuliyan.papashimov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2652.png,http://www.parliament.bg/export.php/bg/xml/MP/2652,YULIYAN MIHAYLOV PAPASHIMOV,PAPASHIMOV YULIYAN,PAPASHIMOV,YULIYAN,ЮЛИЯН МИХАЙЛОВ ПАПАШИМОВ,ПАПАШИМОВ ЮЛИЯН,ПАПАШИМОВ,ЮЛИЯН,ЮЛИЯН МИХАЙЛОВ ПАПАШИМОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2652
2656,1956-01-07,"Yambol, Bulgaria",ЯМБОЛ,31,nikolay.penev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2656.png,http://www.parliament.bg/export.php/bg/xml/MP/2656,NIKOLAY DIMITROV PENEV,PENEV NIKOLAY,PENEV,NIKOLAY,НИКОЛАЙ ДИМИТРОВ ПЕНЕВ,ПЕНЕВ НИКОЛАЙ,ПЕНЕВ,НИКОЛАЙ,НИКОЛАЙ ДИМИТРОВ ПЕНЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2656
2658,1953-07-26,"Rudnik, Bulgaria",СЛИВЕН,21,kolyo.milev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2658.png,http://www.parliament.bg/export.php/bg/xml/MP/2658,KOLYO YORDANOV MILEV,MILEV KOLYO,MILEV,KOLYO,КОЛЬО ЙОРДАНОВ МИЛЕВ,МИЛЕВ КОЛЬО,МИЛЕВ,КОЛЬО,КОЛЬО ЙОРДАНОВ МИЛЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2658
2659,1981-10-21,"Aytos, Bulgaria",СЛИВЕН,21,gergana.stefanova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2659.png,http://www.parliament.bg/export.php/bg/xml/MP/2659,GERGANA ZHELYAZKOVA STEFANOVA,STEFANOVA GERGANA,STEFANOVA,GERGANA,ГЕРГАНА ЖЕЛЯЗКОВА СТЕФАНОВА,СТЕФАНОВА ГЕРГАНА,СТЕФАНОВА,ГЕРГАНА,ГЕРГАНА ЖЕЛЯЗКОВА СТЕФАНОВА,2017-04-19,,"Parliamentary group of PP ""Volya""",44,2659
2663,1970-12-18,"Zlataritsa, Bulgaria",СМОЛЯН,22,hayri.sadakov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2663.png,http://www.parliament.bg/export.php/bg/xml/MP/2663,HAYRI REDZHEBOV SADAKOV,SADAKOV HAYRI,SADAKOV,HAYRI,ХАЙРИ РЕДЖЕБОВ САДЪКОВ,САДЪКОВ ХАЙРИ,САДЪКОВ,ХАЙРИ,ХАЙРИ РЕДЖЕБОВ САДЪКОВ,2017-04-19,," Parliamentary Group ""Movement for Rights and Freedoms""",44,2663
2665,1973-01-05,"Ruse, Bulgaria",СОФИЯ 1,23,mariya.ilieva@parliament.bg,"",http://www.parliament.bg/images/Assembly/2665.png,http://www.parliament.bg/export.php/bg/xml/MP/2665,MARIYA YORDANOVA ILIEVA,ILIEVA MARIYA,ILIEVA,MARIYA,МАРИЯ ЙОРДАНОВА ИЛИЕВА,ИЛИЕВА МАРИЯ,ИЛИЕВА,МАРИЯ,МАРИЯ ЙОРДАНОВА ИЛИЕВА,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2665
2672,1982-08-29,"Burgas, Bulgaria",СОФИЯ 1,23,aleksandar.ivanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2672.png,http://www.parliament.bg/export.php/bg/xml/MP/2672,ALEKSANDAR KOYCHEV IVANOV,IVANOV ALEKSANDAR,IVANOV,ALEKSANDAR,АЛЕКСАНДЪР КОЙЧЕВ ИВАНОВ,ИВАНОВ АЛЕКСАНДЪР,ИВАНОВ,АЛЕКСАНДЪР,АЛЕКСАНДЪР КОЙЧЕВ ИВАНОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2672
2673,1977-03-24,"Panagyurishte, Bulgaria",СОФИЯ 1,23,hristo.prodanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2673.png,http://www.parliament.bg/export.php/bg/xml/MP/2673,HRISTO TANCHEV PRODANOV,PRODANOV HRISTO,PRODANOV,HRISTO,ХРИСТО ТАНЧЕВ ПРОДАНОВ,ПРОДАНОВ ХРИСТО,ПРОДАНОВ,ХРИСТО,ХРИСТО ТАНЧЕВ ПРОДАНОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2673
2675,1958-04-25,"Sofia, Bulgaria",СОФИЯ 1,23,georgi.mihaylov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2675.png,http://www.parliament.bg/export.php/bg/xml/MP/2675,GEORGI GEORGIEV MIHAYLOV,MIHAYLOV GEORGI,MIHAYLOV,GEORGI,ГЕОРГИ ГЕОРГИЕВ МИХАЙЛОВ,МИХАЙЛОВ ГЕОРГИ,МИХАЙЛОВ,ГЕОРГИ,ГЕОРГИ ГЕОРГИЕВ МИХАЙЛОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2675
2677,1969-04-19,"Vratsa, Bulgaria",СОФИЯ 1,23,rumen.georgiev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2677.png,http://www.parliament.bg/export.php/bg/xml/MP/2677,RUMEN NIKOLOV GEORGIEV,GEORGIEV RUMEN,GEORGIEV,RUMEN,РУМЕН НИКОЛОВ ГЕОРГИЕВ,ГЕОРГИЕВ РУМЕН,ГЕОРГИЕВ,РУМЕН,РУМЕН НИКОЛОВ ГЕОРГИЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2677
2679,1987-09-16,"Varna, Bulgaria",СОФИЯ 1,23,boryana.georgieva@parliament.bg,"",http://www.parliament.bg/images/Assembly/2679.png,http://www.parliament.bg/export.php/bg/xml/MP/2679,BORYANA LYUBENOVA GEORGIEVA,GEORGIEVA BORYANA,GEORGIEVA,BORYANA,БОРЯНА ЛЮБЕНОВА ГЕОРГИЕВА,ГЕОРГИЕВА БОРЯНА,ГЕОРГИЕВА,БОРЯНА,БОРЯНА ЛЮБЕНОВА ГЕОРГИЕВА,2017-04-19,,"Parliamentary group of PP ""Volya""",44,2679
2681,1972-02-11,"Yambol, Bulgaria",СОФИЯ 2,24,borislav.borisov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2681.png,http://www.parliament.bg/export.php/bg/xml/MP/2681,BORISLAV IVANOV BORISOV,BORISOV BORISLAV,BORISOV,BORISLAV,БОРИСЛАВ ИВАНОВ БОРИСОВ,БОРИСОВ БОРИСЛАВ,БОРИСОВ,БОРИСЛАВ,БОРИСЛАВ ИВАНОВ БОРИСОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2681
2682,1950-03-20,"Sofia, Bulgaria",СОФИЯ 2,24,georgi.markov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2682.png,http://www.parliament.bg/export.php/bg/xml/MP/2682,GEORGI EVDOKIEV MARKOV,MARKOV GEORGI,MARKOV,GEORGI,ГЕОРГИ ЕВДОКИЕВ МАРКОВ,МАРКОВ ГЕОРГИ,МАРКОВ,ГЕОРГИ,ГЕОРГИ ЕВДОКИЕВ МАРКОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2682
2684,1980-10-10,"Burgas, Bulgaria",СОФИЯ 2,24,toma.bikov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2684.png,http://www.parliament.bg/export.php/bg/xml/MP/2684,TOMA LYUBOMIROV BIKOV,BIKOV TOMA,BIKOV,TOMA,ТОМА ЛЮБОМИРОВ БИКОВ,БИКОВ ТОМА,БИКОВ,ТОМА,ТОМА ЛЮБОМИРОВ БИКОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2684
2688,1966-10-25,"Sofia, Bulgaria",СОФИЯ 2,24,nona.yotova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2688.png,http://www.parliament.bg/export.php/bg/xml/MP/2688,NONA KRASTEVA YOTOVA,YOTOVA NONA,YOTOVA,NONA,НОНА КРЪСТЕВА ЙОТОВА,ЙОТОВА НОНА,ЙОТОВА,НОНА,НОНА КРЪСТЕВА ЙОТОВА,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2688
2689,1978-10-31,"Sofia, Bulgaria",СОФИЯ 2,24,dimitar.danchev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2689.png,http://www.parliament.bg/export.php/bg/xml/MP/2689,DIMITAR IVANOV DANCHEV,DANCHEV DIMITAR,DANCHEV,DIMITAR,ДИМИТЪР ИВАНОВ ДАНЧЕВ,ДАНЧЕВ ДИМИТЪР,ДАНЧЕВ,ДИМИТЪР,ДИМИТЪР ИВАНОВ ДАНЧЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2689
2692,1977-06-28,"Sofia, Bulgaria",СОФИЯ 2,24,plamen.hristov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2692.png,http://www.parliament.bg/export.php/bg/xml/MP/2692,PLAMEN TRIFONOV HRISTOV,HRISTOV PLAMEN,HRISTOV,PLAMEN,ПЛАМЕН ТРИФОНОВ ХРИСТОВ,ХРИСТОВ ПЛАМЕН,ХРИСТОВ,ПЛАМЕН,ПЛАМЕН ТРИФОНОВ ХРИСТОВ,2017-04-19,,"Parliamentary group of PP ""Volya""",44,2692
2698,1966-08-19,"Radnevo, Bulgaria",СОФИЯ 3,25,anton.todorov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2698.png,http://www.parliament.bg/export.php/bg/xml/MP/2698,ANTON DINEV TODOROV,TODOROV ANTON,TODOROV,ANTON,АНТОН ДИНЕВ ТОДОРОВ,ТОДОРОВ АНТОН,ТОДОРОВ,АНТОН,АНТОН ДИНЕВ ТОДОРОВ,2017-04-19,2017-10-11,"Parliamentary group of PP ""GERB""",44,2698
2699,1980-03-18,"Sofia, Bulgaria",СОФИЯ 3,25,nikolay.tsonkov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2699.png,http://www.parliament.bg/export.php/bg/xml/MP/2699,NIKOLAY IVANOV TSONKOV,TSONKOV NIKOLAY,TSONKOV,NIKOLAY,НИКОЛАЙ ИВАНОВ ЦОНКОВ,ЦОНКОВ НИКОЛАЙ,ЦОНКОВ,НИКОЛАЙ,НИКОЛАЙ ИВАНОВ ЦОНКОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2699
2701,1991-05-18,"Pleven, Bulgaria",СОФИЯ 3,25,mihail.hristov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2701.png,http://www.parliament.bg/export.php/bg/xml/MP/2701,MIHAIL IVAYLOV HRISTOV,HRISTOV MIHAIL,HRISTOV,MIHAIL,МИХАИЛ ИВАЙЛОВ ХРИСТОВ,ХРИСТОВ МИХАИЛ,ХРИСТОВ,МИХАИЛ,МИХАИЛ ИВАЙЛОВ ХРИСТОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2701
2702,1982-04-18,"Sliven, Bulgaria",СОФИЯ 3,25,p.vitanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2702.png,http://www.parliament.bg/export.php/bg/xml/MP/2702,PETAR BOYKOV VITANOV,VITANOV PETAR,VITANOV,PETAR,ПЕТЪР БОЙКОВ ВИТАНОВ,ВИТАНОВ ПЕТЪР,ВИТАНОВ,ПЕТЪР,ПЕТЪР БОЙКОВ ВИТАНОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2702
2704,1966-03-15,"Samokov, Bulgaria",СОФИЯ ОБЛАСТ,26,valentin.milushev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2704.png,http://www.parliament.bg/export.php/bg/xml/MP/2704,VALENTIN MIRCHOV MILUSHEV,MILUSHEV VALENTIN,MILUSHEV,VALENTIN,ВАЛЕНТИН МИРЧОВ МИЛУШЕВ,МИЛУШЕВ ВАЛЕНТИН,МИЛУШЕВ,ВАЛЕНТИН,ВАЛЕНТИН МИРЧОВ МИЛУШЕВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2704
2705,1979-11-30,"Krumovgrad, Bulgaria",СОФИЯ ОБЛАСТ,26,"","",http://www.parliament.bg/images/Assembly/2705.png,http://www.parliament.bg/export.php/bg/xml/MP/2705,NIKOLINA PANAYOTOVA ANGELKOVA,ANGELKOVA NIKOLINA,ANGELKOVA,NIKOLINA,НИКОЛИНА ПАНАЙОТОВА АНГЕЛКОВА,АНГЕЛКОВА НИКОЛИНА,АНГЕЛКОВА,НИКОЛИНА,НИКОЛИНА ПАНАЙОТОВА АНГЕЛКОВА,2017-04-19,2017-05-04,"Parliamentary group of PP ""GERB""",44,2705
2707,1961-08-13,"Haskovo, Bulgaria",СОФИЯ 3,25,georgi.kolev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2707.png,http://www.parliament.bg/export.php/bg/xml/MP/2707,GEORGI KOLEV KOLEV,KOLEV GEORGI,KOLEV,GEORGI,ГЕОРГИ КОЛЕВ КОЛЕВ,КОЛЕВ ГЕОРГИ,КОЛЕВ,ГЕОРГИ,ГЕОРГИ КОЛЕВ КОЛЕВ,2017-04-19,,"Parliamentary Group ""United Patriots""",44,2707
2708,1986-06-24,"Elin Pelin, Bulgaria",СОФИЯ ОБЛАСТ,26,vasil.tsvetkov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2708.png,http://www.parliament.bg/export.php/bg/xml/MP/2708,VASIL TSVETKOV TSVETKOV,TSVETKOV VASIL,TSVETKOV,VASIL,ВАСИЛ ЦВЕТКОВ ЦВЕТКОВ,ЦВЕТКОВ ВАСИЛ,ЦВЕТКОВ,ВАСИЛ,ВАСИЛ ЦВЕТКОВ ЦВЕТКОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2708
