id,fullname,birth_date,death_date,img,mandates,source,name,party,area,term
100168,Damião Feliciano da Silva,,,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg,"Deputado Federal, 1999-2003, PB, PTB. Dt. Posse: 01/02/1999; Deputado Federal, 2004-2004, PB, PMDB. Dt. Posse: 01/07/2004; Deputado Federal, 2007-2011, PB, PL. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PB, PDT. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PB, PDT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100168&tipo=0,DAMIÃO FELICIANO,PDT,PB,54
100196,Geraldo Magela Pereira,,,http://www.camara.gov.br/internet/deputado/bandep/74802.jpg,"Deputado Federal, 1999-2003, DF, PT. Dt. Posse: 01/02/1999; Deputado Federal, 2007-2011, DF, PT. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, DF, PT. Dt. Posse: 01/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100196&tipo=0,MAGELA,PT,DF,54
100268,Julio Francisco Semeghini Neto,,,http://www.camara.gov.br/internet/deputado/bandep/74783.jpg,"Deputado Federal, 1999-2003, SP, PSDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, SP, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PSDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PSDB. Dt. Posse: 01/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100268&tipo=0,JULIO SEMEGHINI,PSDB,SP,54
100307,Ricardo José Ribeiro Berzoini,,,http://www.camara.gov.br/internet/deputado/bandep/74793.jpg,"Deputado Federal, 1999-2003, SP, PT. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, SP, PT. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PT. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PT. Dt. Posse: 01/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100307&tipo=0,RICARDO BERZOINI,PT,SP,54
100314,Rubens Bueno,,,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg,"Deputado Federal, 1991-1992, PR, PSDB. Dt. Posse: 01/02/1991; Deputado Federal, 1999-2003, PR, PTB. Dt. Posse: 01/02/1999; Deputado Federal, 2011-2015, PR, PPS. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PPS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100314&tipo=0,RUBENS BUENO,PPS,PR,55
100314,Rubens Bueno,,,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg,"Deputado Federal, 1991-1992, PR, PSDB. Dt. Posse: 01/02/1991; Deputado Federal, 1999-2003, PR, PTB. Dt. Posse: 01/02/1999; Deputado Federal, 2011-2015, PR, PPS. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PPS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100314&tipo=0,RUBENS BUENO,PPS,PR,54
100337,Alex Canziani Silveira,,,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg,"Deputado Federal, 1999-2003, PR, PTB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PR, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, PR, PTB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PTB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PTB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100337&tipo=0,ALEX CANZIANI,PTB,PR,55
100337,Alex Canziani Silveira,,,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg,"Deputado Federal, 1999-2003, PR, PTB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PR, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, PR, PTB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PTB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PTB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100337&tipo=0,ALEX CANZIANI,PTB,PR,54
100355,Osmar José Serraglio,,,http://www.camara.gov.br/internet/deputado/bandep/73463.jpg,"Deputado Federal, 1999-2003, PR, PMDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PR, PMDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, PR, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100355&tipo=0,OSMAR SERRAGLIO,PMDB,PR,55
100355,Osmar José Serraglio,,,http://www.camara.gov.br/internet/deputado/bandep/73463.jpg,"Deputado Federal, 1999-2003, PR, PMDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PR, PMDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, PR, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100355&tipo=0,OSMAR SERRAGLIO,PMDB,PR,54
100369,Florisvaldo Fier,,,http://www.camara.gov.br/internet/deputado/bandep/73459.jpg,"Deputado Federal, 1999-2003, PR, PT. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PR, PT. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, PR, PT. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PT. Dt. Posse: 01/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100369&tipo=0,DR. ROSINHA,PT,PR,54
100376,Bernardino Barreto de Oliveira,,,http://www.camara.gov.br/internet/deputado/bandep/73464.jpg,"Deputado Federal, 1999-2003, PR, PPB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PR, PL. Dt. Posse: 01/02/2003; Deputado Federal, 2011-2015, PR, PRB. Dt. Posse: 03/01/2013.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100376&tipo=0,OLIVEIRA FILHO,PRB,PR,54
100402,Milton Antonio Casquel Monti,,,http://www.camara.gov.br/internet/deputado/bandep/74787.jpg,"Deputado Federal, 1999-2003, SP, PMDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, SP, PMDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PL. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PR. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PR. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100402&tipo=0,MILTON MONTI,PR,SP,55
100402,Milton Antonio Casquel Monti,,,http://www.camara.gov.br/internet/deputado/bandep/74787.jpg,"Deputado Federal, 1999-2003, SP, PMDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, SP, PMDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PL. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PR. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PR. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100402&tipo=0,MILTON MONTI,PR,SP,54
100449,Luiza Erundina de Sousa,,,http://www.camara.gov.br/internet/deputado/bandep/74784.jpg,"Deputada Federal, 1999-2003, SP, PSB. Dt. Posse: 01/02/1999; Deputada Federal, 2003-2007, SP, PSB. Dt. Posse: 01/02/2003; Deputada Federal, 2007-2011, SP, PSB. Dt. Posse: 01/02/2007; Deputada Federal, 2011-2015, SP, PSB. Dt. Posse: 01/02/2011; Deputada Federal, 2015-2019, SP, PSB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100449&tipo=0,LUIZA ERUNDINA,PSOL,SP,55
100449,Luiza Erundina de Sousa,,,http://www.camara.gov.br/internet/deputado/bandep/74784.jpg,"Deputada Federal, 1999-2003, SP, PSB. Dt. Posse: 01/02/1999; Deputada Federal, 2003-2007, SP, PSB. Dt. Posse: 01/02/2003; Deputada Federal, 2007-2011, SP, PSB. Dt. Posse: 01/02/2007; Deputada Federal, 2011-2015, SP, PSB. Dt. Posse: 01/02/2011; Deputada Federal, 2015-2019, SP, PSB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100449&tipo=0,LUIZA ERUNDINA,PSB,SP,54
100505,Iara Bernardi,,,http://www.camara.gov.br/internet/deputado/bandep/74780.jpg,"Deputada Federal, 1999-2003, SP, PT. Dt. Posse: 01/02/1999; Deputada Federal, 2003-2007, SP, PT. Dt. Posse: 01/02/2003; Deputada Federal, 2007-2011, SP, PT. Dt. Posse: 06/01/2011; Deputada Federal, 2011-2015, SP, PT. Dt. Posse: 03/01/2013.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100505&tipo=0,IARA BERNARDI,PT,SP,54
100509,Alberto Pereira Mourão,,,http://www.camara.gov.br/internet/deputado/bandep/74696.jpg,"Deputado Federal, 1999-2000, SP, PMDB. Dt. Posse: 01/02/1999; Deputado Federal, 2011-2015, SP, PSDB. Dt. Posse: 14/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100509&tipo=0,ALBERTO MOURÃO,PSDB,SP,54
100592,Celso Alencar Ramos Jacob,,,http://www.camara.gov.br/internet/deputado/bandep/73568.jpg,"Deputado Federal, 1999-2000, RJ, PDT. Dt. Posse: 02/02/1999; Deputado Federal, 2011-2015, RJ, . Dt. Posse: 26/02/2013; Deputado Federal, 2015-2019, RJ, PMDB. Dt. Posse: 10/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100592&tipo=0,CELSO JACOB,PMDB,RJ,55
100592,Celso Alencar Ramos Jacob,,,http://www.camara.gov.br/internet/deputado/bandep/73568.jpg,"Deputado Federal, 1999-2000, RJ, PDT. Dt. Posse: 02/02/1999; Deputado Federal, 2011-2015, RJ, . Dt. Posse: 26/02/2013; Deputado Federal, 2015-2019, RJ, PMDB. Dt. Posse: 10/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100592&tipo=0,CELSO JACOB,PMDB,RJ,54
100606,Jorge Dos Reis Pinheiro,,,http://www.camara.gov.br/internet/deputado/bandep/73569.jpg,"Deputado Federal, 1999-2002, 2003, DF, PRONA. Dt. Posse: 03/02/1999; Deputado Federal, 2003-2007, DF, PMDB. Dt. Posse: 01/02/2003; Deputado Federal, 2011-2015, GO, PRB. Dt. Posse: 09/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100606&tipo=0,JORGE PINHEIRO,PRB,GO,54
100655,João Alberto Fraga Silva,,,http://www.camara.gov.br/internet/deputado/bandep/73579.jpg,"Deputado Federal, 1999-2002, 2003, DF, PMDB. Dt. Posse: 23/02/1999; Deputado Federal, 2003-2007, DF, PMDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, DF, PFL. Dt. Posse: 01/02/2007; Deputado Federal, 2015-2019, DF, DEM. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100655&tipo=0,ALBERTO FRAGA,DEM,DF,55
100694,Antonio Carlos de Mendes Thame,,,http://www.camara.gov.br/internet/deputado/bandep/73584.jpg,"Deputado Federal (Constituinte), 1987-1991, SP, PFL. Dt. Posse: 01/02/1987; Deputado Federal (Congresso Revisor), 1991-1992, SP, PSDB. Dt. Posse: 01/02/1991; Deputado Federal, 1999-2003, SP, PSDB. Dt. Posse: 27/07/1999; Deputado Federal, 2003-2007, SP, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PSDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PSDB. Dt. Posse: 03/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100694&tipo=0,ANTONIO CARLOS MENDES THAME,PV,SP,55
100694,Antonio Carlos de Mendes Thame,,,http://www.camara.gov.br/internet/deputado/bandep/73584.jpg,"Deputado Federal (Constituinte), 1987-1991, SP, PFL. Dt. Posse: 01/02/1987; Deputado Federal (Congresso Revisor), 1991-1992, SP, PSDB. Dt. Posse: 01/02/1991; Deputado Federal, 1999-2003, SP, PSDB. Dt. Posse: 27/07/1999; Deputado Federal, 2003-2007, SP, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PSDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PSDB. Dt. Posse: 03/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100694&tipo=0,ANTONIO CARLOS MENDES THAME,PSDB,SP,54
100717,Júlio César Delgado,,,http://www.camara.gov.br/internet/deputado/bandep/73586.jpg,"Deputado Federal, 1999-2000, MG, PMDB. Dt. Posse: 02/09/1999; Deputado Federal, 2003-2007, MG, PPS. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, MG, PSB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, MG, PSB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, MG, PSB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100717&tipo=0,JÚLIO DELGADO,PSB,MG,55
100717,Júlio César Delgado,,,http://www.camara.gov.br/internet/deputado/bandep/73586.jpg,"Deputado Federal, 1999-2000, MG, PMDB. Dt. Posse: 02/09/1999; Deputado Federal, 2003-2007, MG, PPS. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, MG, PSB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, MG, PSB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, MG, PSB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100717&tipo=0,JÚLIO DELGADO,PSB,MG,54
100728,Carlos Mauro Cabral Benevides,,,http://www.camara.gov.br/internet/deputado/bandep/73588.jpg,"Deputado Federal, 1999-2002 e 2003, CE, PMDB. Dt. Posse: 10/12/1999; Deputado Federal, 2003-2007, CE, PMDB. Dt. Posse: 08/05/2003; Deputado Federal, 2007-2011, CE, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, CE, PMDB. Dt. Posse: 01/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100728&tipo=0,MAURO BENEVIDES,PMDB,CE,55
100728,Carlos Mauro Cabral Benevides,,,http://www.camara.gov.br/internet/deputado/bandep/73588.jpg,"Deputado Federal, 1999-2002 e 2003, CE, PMDB. Dt. Posse: 10/12/1999; Deputado Federal, 2003-2007, CE, PMDB. Dt. Posse: 08/05/2003; Deputado Federal, 2007-2011, CE, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, CE, PMDB. Dt. Posse: 01/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100728&tipo=0,MAURO BENEVIDES,PMDB,CE,54
100770,Nilmar Gavino Ruiz,,,http://www.camara.gov.br/internet/deputado/bandep/73594.jpg,"Deputada Federal, 1999-2003, TO, PFL. Dt. Posse: 05/06/2000; Deputada Federal, 2007-2011, TO, PFL. Dt. Posse: 01/02/2007; Deputada Federal, 2011-2015, TO, PR. Dt. Posse: 11/03/2013.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100770&tipo=0,NILMAR RUIZ,PEN,TO,54
100875,João Eduardo Dado Leite de Carvalho,,,http://www.camara.gov.br/internet/deputado/bandep/73682.jpg,"Deputado Federal, 2001-2003, SP, PMDB. Dt. Posse: 02/01/2001; Deputado Federal, 2003-2007, SP, PDT. Dt. Posse: 18/12/2006; Deputado Federal, 2007-2011, SP, PDT. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PDT. Dt. Posse: 01/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100875&tipo=0,JOÃO DADO,SD,SP,54
100936,Rosilda de Freitas,,,http://www.camara.gov.br/internet/deputado/bandep/73507.jpg,"Deputada Federal (Constituinte), 1987-1991, ES, PMDB. Dt. Posse: 01/02/1987; Deputada Federal (Congresso Revisor), 1991-1995, ES, PSDB. Dt. Posse: 01/02/1991; Deputada Federal, 2001-2002, ES, PSDB. Dt. Posse: 08/03/2001; Deputada Federal, 2003-2007, ES, PSDB. Dt. Posse: 01/02/2003; Deputada Federal, 2007-2011, ES, PMDB. Dt. Posse: 01/02/2007; Deputada Federal, 2011-2015, ES, PMDB. Dt. Posse: 01/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100936&tipo=0,ROSE DE FREITAS,PMDB,ES,54
100963,Osmar Gasparini Terra,,,http://www.camara.gov.br/internet/deputado/bandep/73692.jpg,"Deputado Federal, 2001-2003, RS, PMDB. Dt. Posse: 28/05/2001; Deputado Federal, 2003-2007, RS, PMDB. Dt. Posse: 03/01/2005; Deputado Federal, 2007-2011, RS, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RS, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, RS, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100963&tipo=0,OSMAR TERRA,PMDB,RS,55
100963,Osmar Gasparini Terra,,,http://www.camara.gov.br/internet/deputado/bandep/73692.jpg,"Deputado Federal, 2001-2003, RS, PMDB. Dt. Posse: 28/05/2001; Deputado Federal, 2003-2007, RS, PMDB. Dt. Posse: 03/01/2005; Deputado Federal, 2007-2011, RS, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RS, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, RS, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100963&tipo=0,OSMAR TERRA,PMDB,RS,54
101060,Antonio Balhmann Cardoso Nunes Filho,,,http://www.camara.gov.br/internet/deputado/bandep/74213.jpg,"Deputado Federal, 1995-1999, CE, PSDB. Dt. Posse: 01/02/1995; Deputado Federal, 2011-2015, CE, PSB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, CE, PROS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101060&tipo=0,ANTONIO BALHMANN,PDT,CE,55
101060,Antonio Balhmann Cardoso Nunes Filho,,,http://www.camara.gov.br/internet/deputado/bandep/74213.jpg,"Deputado Federal, 1995-1999, CE, PSDB. Dt. Posse: 01/02/1995; Deputado Federal, 2011-2015, CE, PSB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, CE, PROS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101060&tipo=0,ANTONIO BALHMANN,PROS,CE,54
101102,Sérgio Barradas Carneiro,,,http://www.camara.gov.br/internet/deputado/bandep/74533.jpg,"Deputado Federal, 1995-1999, BA, PDT. Dt. Posse: 01/02/1995; Deputado Federal, 2007, BA, PT. Dt. Posse: 02/01/2007; Deputado Federal, 2007-2011, BA, PT. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, BA, PT. Dt. Posse: 03/02/2011.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101102&tipo=0,SÉRGIO BARRADAS CARNEIRO,PT,BA,54
101138,Augusto Silveira de Carvalho,,,http://www.camara.gov.br/internet/deputado/bandep/73655.jpg,"Deputado Federal (Constituinte), 1987-1991, DF, PCB. Dt. Posse: 01/02/1987; Deputado Federal, 1991-1995, DF, PCB. Dt. Posse: 01/02/1991; Deputado Federal, 1995-1999, DF, PPS. Dt. Posse: 01/02/1995; Deputado Federal, 2007-2011, DF, PPS. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, DF, PPS. Dt. Posse: 08/02/2011; Deputado Federal, 2015-2019, DF, SD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101138&tipo=0,AUGUSTO CARVALHO,SD,DF,55
