id,name,fullname,phone,image,email,source
5830399,DAGOBERTO NOGUEIRA,DAGOBERTO NOGUEIRA FILHO,(61) 3215-5654 - 3215-2654,http://www.camara.gov.br/internet/deputado/bandep/141411.jpg,dep.dagobertonogueira@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830399
5830413,CELSO MALDANER,CELSO MALDANER,(61) 3215-5311 - 3215-2311,http://www.camara.gov.br/internet/deputado/bandep/141405.jpg,dep.celsomaldaner@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830413
5830426,ALEX CANZIANI,ALEX CANZIANI SILVEIRA,(61) 3215-5842 - 3215-2842,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg,dep.alexcanziani@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830426
5830433,AUGUSTO CARVALHO,AUGUSTO SILVEIRA DE CARVALHO,(61) 3215-5215 - 3215-2215,http://www.camara.gov.br/internet/deputado/bandep/73655.jpg,dep.augustocarvalho@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830433
5830434,CAPITÃO AUGUSTO,JOSE AUGUSTO ROSA,(61) 3215-5273 - 3215-2273,http://www.camara.gov.br/internet/deputado/bandep/178829.jpg,dep.capitaoaugusto@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830434
5830436,ALEXANDRE VALLE,ALEXANDRE VALLE CARDOSO,(61) 3215-5587 - 3215-2587,http://www.camara.gov.br/internet/deputado/bandep/178936.jpg,dep.alexandrevalle@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830436
5830441,ARTHUR VIRGÍLIO BISNETO,ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO,(61) 3215-5521 - 3215-2521,http://www.camara.gov.br/internet/deputado/bandep/178847.jpg,dep.arthurvirgiliobisneto@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830441
5830448,ELIZIANE GAMA,ELIZIANE PEREIRA GAMA MELO,(61) 3215-5205 - 3215-2205,http://www.camara.gov.br/internet/deputado/bandep/178883.jpg,dep.elizianegama@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830448
5830451,BETO MANSUR,PAULO ROBERTO GOMES MANSUR,(61) 3215-5616 - 3215-2616,http://www.camara.gov.br/internet/deputado/bandep/73437.jpg,dep.betomansur@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830451
5830455,CLEBER VERDE,CLEBER VERDE CORDEIRO MENDES,(61) 3215-5710 - 3215-2710,http://www.camara.gov.br/internet/deputado/bandep/141408.jpg,dep.cleberverde@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830455
5830456,CARLOS ANDRADE,CARLOS AUGUSTO ANDRADE SILVA,(61) 3215-5758 - 3215-2758,http://www.camara.gov.br/internet/deputado/bandep/178958.jpg,dep.carlosandrade@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830456
5830461,ANDRÉ DE PAULA,ANDRÉ CARLOS ALVES DE PAULA FILHO,(61) 3215-5754 - 3215-2754,http://www.camara.gov.br/internet/deputado/bandep/74471.jpg,dep.andredepaula@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830461
5830465,AUREO,AUREO LIDIO MOREIRA RIBEIRO,(61) 3215-5212 - 3215-2212,http://www.camara.gov.br/internet/deputado/bandep/160512.jpg,dep.aureo@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830465
5830470,ALICE PORTUGAL,ALICE MAZZUCO PORTUGAL,(61) 3215-5420 - 3215-2420,http://www.camara.gov.br/internet/deputado/bandep/74057.jpg,dep.aliceportugal@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830470
5830472,ALBERTO FRAGA,JOÃO ALBERTO FRAGA SILVA,(61) 3215-5511 - 3215-2511,http://www.camara.gov.br/internet/deputado/bandep/73579.jpg,dep.albertofraga@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830472
5830473,CELSO PANSERA,CELSO PANSERA,(61) 3215-5475 - 3215-2475,http://www.camara.gov.br/internet/deputado/bandep/72912.jpg,dep.celsopansera@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830473
5830481,ANDRES SANCHEZ,ANDRES NAVARRO SANCHEZ,(61) 3215-5939 - 3215-2939,http://www.camara.gov.br/internet/deputado/bandep/178974.jpg,dep.andressanchez@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830481
5830486,CAETANO,LUIZ CARLOS CAETANO,(61) 3215-5415 - 3215-2415,http://www.camara.gov.br/internet/deputado/bandep/178853.jpg,dep.caetano@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830486
5830487,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,(61) 3215-5929 - 3215-2929,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg,dep.arnaldofariadesa@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830487
5830492,CESAR SOUZA,César Antonio de Souza,(61) 3215-5609 - 3215-2609,http://www.camara.gov.br/internet/deputado/bandep/73720.jpg,dep.cesarsouza@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830492
5830497,ANÍBAL GOMES,ANÍBAL FERREIRA GOMES,(61) 3215-5731 - 3215-2731,http://www.camara.gov.br/internet/deputado/bandep/74212.jpg,dep.anibalgomes@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830497
5830498,DELEGADO ÉDER MAURO,EDER MAURO CARDOSO BARRA,(61) 3215-5586 - 3215-2586,http://www.camara.gov.br/internet/deputado/bandep/178908.jpg,dep.delegadoedermauro@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830498
5830508,EDMAR ARRUDA,EDMAR DE SOUZA ARRUDA,(61) 3215-5962 - 3215-2962,http://www.camara.gov.br/internet/deputado/bandep/160578.jpg,dep.edmararruda@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830508
5830517,EDUARDO DA FONTE,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,(61) 3215-5628 - 3215-2628,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,dep.eduardodafonte@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830517
5830519,EFRAIM FILHO,EFRAIM DE ARAÚJO MORAIS FILHO,(61) 3215-5744 - 3215-2744,http://www.camara.gov.br/internet/deputado/bandep/141422.jpg,dep.efraimfilho@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830519
5830523,COVATTI FILHO,LUIS ANTONIO FRANCISCATTO COVATTI,(61) 3215-5228 - 3215-2228,http://www.camara.gov.br/internet/deputado/bandep/178963.jpg,dep.covattifilho@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830523
5830525,CÉSAR HALUM,CESAR HANNA HALUM,(61) 3215-5422 - 3215-2422,http://www.camara.gov.br/internet/deputado/bandep/160576.jpg,dep.cesarhalum@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830525
5830529,EDUARDO CURY,EDUARDO PEDROSA CURY,(61) 3215-5368 - 3215-2368,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg,dep.eduardocury@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830529
5830530,ÁTILA LIRA,ÁTILA FREITAS LIRA,(61) 3215-5640 - 3215-2640,http://www.camara.gov.br/internet/deputado/bandep/74459.jpg,dep.atilalira@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830530
5830531,CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,(61) 3215-5201 - 3215-2201,http://www.camara.gov.br/internet/deputado/bandep/178928.jpg,dep.christianedesouzayared@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830531
5830536,BACELAR,JOAO CARLOS BACELAR BATISTA,(61) 3215-5381 - 3215-2381,http://www.camara.gov.br/internet/deputado/bandep/69871.jpg,dep.bacelar@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830536
5830541,ANGELIM,RAIMUNDO ANGELIM VASCONCELOS,(61) 3215-5543 - 3215-2543,http://www.camara.gov.br/internet/deputado/bandep/178837.jpg,dep.angelim@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830541
5830543,CAIO NARCIO,CAIO NARCIO RODRIGUES DA SILVEIRA,(61) 3215-5431 - 3215-2431,http://www.camara.gov.br/internet/deputado/bandep/178891.jpg,dep.caionarcio@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830543
5830545,BETINHO GOMES,HEBERTE LAMARCK GOMES DA SILVA,(61) 3215-5269 - 3215-2269,http://www.camara.gov.br/internet/deputado/bandep/178915.jpg,dep.betinhogomes@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830545
5830547,DIEGO ANDRADE,DIEGO LEONARDO DE ANDRADE CARVALHO,(61) 3215-5307 - 3215-2307,http://www.camara.gov.br/internet/deputado/bandep/160588.jpg,dep.diegoandrade@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830547
5830561,CARLOS ZARATTINI,CARLOS ALBERTO ROLIM ZARATTINI,(61) 3215-5808 - 3215-2808,http://www.camara.gov.br/internet/deputado/bandep/141398.jpg,dep.carloszarattini@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830561
5830564,DELEY,WANDERLEY ALVES DE OLIVEIRA,(61) 3215-5742 - 3215-2742,http://www.camara.gov.br/internet/deputado/bandep/74172.jpg,dep.deley@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830564
5830565,ALUISIO MENDES,ALUISIO GUIMARAES MENDES FILHO,(61) 3215-5931 - 3215-2931,http://www.camara.gov.br/internet/deputado/bandep/178881.jpg,dep.aluisiomendes@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830565
5830568,AGUINALDO RIBEIRO,AGUINALDO VELLOSO BORGES RIBEIRO,(61) 3215-5735 - 3215-2735,http://www.camara.gov.br/internet/deputado/bandep/160527.jpg,dep.aguinaldoribeiro@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830568
5830571,ÁTILA LINS,ÁTILA SIDNEY LINS ALBUQUERQUE,(61) 3215-5730 - 3215-2730,http://www.camara.gov.br/internet/deputado/bandep/74090.jpg,dep.atilalins@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830571
5830572,CABUÇU BORGES,LUIZ GIONILSON PINHEIRO BORGES,(61) 3215-5380 - 3215-2380,http://www.camara.gov.br/internet/deputado/bandep/105112.jpg,dep.cabucuborges@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830572
5830582,ALTINEU CÔRTES,ALTINEU CÔRTES FREITAS COUTINHO,(61) 3215-5578 - 3215-2578,http://www.camara.gov.br/internet/deputado/bandep/178937.jpg,dep.altineucortes@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830582
5830585,CÉLIO SILVEIRA,CELIO ANTONIO DA SILVEIRA,(61) 3215-5565 - 3215-2565,http://www.camara.gov.br/internet/deputado/bandep/178876.jpg,dep.celiosilveira@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830585
5830587,ANTÔNIO JÁCOME,ANTONIO JACOME DE LIMA JUNIOR,(61) 3215-5230 - 3215-2230,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,dep.antoniojacome@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830587
5830588,EDUARDO BARBOSA,EDUARDO LUIZ BARROS BARBOSA,(61) 3215-5540 - 3215-2540,http://www.camara.gov.br/internet/deputado/bandep/74655.jpg,dep.eduardobarbosa@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830588
5830591,ALEX MANENTE,ALEX SPINELLI MANENTE,(61) 3215-5367 - 3215-2367,http://www.camara.gov.br/internet/deputado/bandep/178972.jpg,dep.alexmanente@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830591
5830599,DOMINGOS SÁVIO,DOMINGOS SÁVIO CAMPOS RESENDE,(61) 3215-5345 - 3215-2345,http://www.camara.gov.br/internet/deputado/bandep/160758.jpg,dep.domingossavio@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830599
5830601,ADAIL CARNEIRO,JOSE ADAIL CARNEIRO SILVA,(61) 3215-5335 - 3215-2335,http://www.camara.gov.br/internet/deputado/bandep/178864.jpg,dep.adailcarneiro@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830601
5830604,EDMILSON RODRIGUES,EDMILSON BRITO RODRIGUES,(61) 3215-5301 - 3215-2301,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg,dep.edmilsonrodrigues@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830604
5830607,BALEIA ROSSI,LUIZ FELIPE BALEIA TENUTO ROSSI,(61) 3215-5829 - 3215-2829,http://www.camara.gov.br/internet/deputado/bandep/178975.jpg,dep.baleiarossi@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830607
5830609,ANTONIO BRITO,ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,(61) 3215-5479 - 3215-2479,http://www.camara.gov.br/internet/deputado/bandep/160553.jpg,dep.antoniobrito@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830609
5830613,BEBETO,ADALBERTO SOUZA GALVÃO,(61) 3215-5541 - 3215-2541,http://www.camara.gov.br/internet/deputado/bandep/178834.jpg,dep.bebeto@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830613
5830614,ANDRÉ FIGUEIREDO,ANDRÉ PEIXOTO FIGUEIREDO LIMA,(61) 3215-5940 - 3215-2940,http://www.camara.gov.br/internet/deputado/bandep/133439.jpg,dep.andrefigueiredo@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830614
5830619,AFONSO MOTTA,AFONSO ANTUNES DA MOTTA,(61) 3215-5711 - 3215-2711,http://www.camara.gov.br/internet/deputado/bandep/178835.jpg,dep.afonsomotta@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830619
5830622,CARLOS HENRIQUE GAGUIM,CARLOS HENRIQUE AMORIM,(61) 3215-5222 - 3215-2222,http://www.camara.gov.br/internet/deputado/bandep/178993.jpg,dep.carloshenriquegaguim@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830622
5830623,DR. SINVAL MALHEIROS,SINVAL MALHEIROS PINTO JÚNIOR,(61) 3215-5520 - 3215-2520,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,dep.dr.sinvalmalheiros@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830623
5830625,ANTONIO BULHÕES,ANTONIO CARLOS MARTINS DE BULHÕES,(61) 3215-5327 - 3215-2327,http://www.camara.gov.br/internet/deputado/bandep/141383.jpg,dep.antoniobulhoes@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830625
5830628,ADILTON SACHETTI,ADILTON DOMINGOS SACHETTI,(61) 3215-5374 - 3215-2374,http://www.camara.gov.br/internet/deputado/bandep/178903.jpg,dep.adiltonsachetti@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830628
5830629,CONCEIÇÃO SAMPAIO,MARIA DA CONCEICAO SAMPAIO MOURA,(61) 3215-5515 - 3215-2515,http://www.camara.gov.br/internet/deputado/bandep/178848.jpg,dep.conceicaosampaio@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830629
5830630,CARMEN ZANOTTO,CARMEN EMÍLIA BONFÁ ZANOTTO,(61) 3215-5240 - 3215-2240,http://www.camara.gov.br/internet/deputado/bandep/164360.jpg,dep.carmenzanotto@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830630
5830637,BETO SALAME,ROBERTO SALAME FILHO,(61) 3215-5473 - 3215-2473,http://www.camara.gov.br/internet/deputado/bandep/178906.jpg,dep.betosalame@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830637
5830639,CARLOS MANATO,CARLOS HUMBERTO MANNATO,(61) 3215-5313 - 3215-2313,http://www.camara.gov.br/internet/deputado/bandep/74163.jpg,dep.carlosmanato@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830639
