id,name__bg,name__pt,name__en,name__de,name__nb,name__da,name__nn,name__sv,name,wikipedia__bg,wikipedia__pt,gender,given_name,original_wikiname,name__es,name__nl,name__fr,wikipedia__commons,wikipedia__en,wikipedia__es,birth_date,identifier__freebase,image,name__it,name__pt_br,wikipedia__de,wikipedia__fr,name__tw,name__la,name__war,wikipedia__it,wikipedia__la,wikipedia__tw,wikipedia__war,identifier__VIAF,name__he,name__yue,wikipedia__he,wikipedia__zh_yue,website,family_name,identifier__BNF,identifier__SUDOC,identifier__FAST,name__eo,wikipedia__eo,name__pl,wikipedia__pl,wikipedia__sv,wikipedia__ptwikiquote,identifier__LCAuth,name__ru,name__yo,wikipedia__ru,wikipedia__yo,name__fa,wikipedia__fa,name__ca,name__gl,name__ja,name__fi,name__cs,wikipedia__cs,wikipedia__fi,wikipedia__ja,wikipedia__no,name__eml,name__lmo,wikipedia__eml,wikipedia__gl,wikipedia__lmo,identifier__IMDB,identifier__MusicBrainz,name__sw,wikipedia__nl,wikipedia__simple,wikipedia__sw,identifier__ISNI,identifier__GND,identifier__allmovie,name__el,name__hu,last_seen,name__ko,twitter,instagram,name__sco,wikipedia__sco,wikipedia__eowikiquote,second_surname,name__zh,name__ro,name__id,name__lt,name__ar,wikipedia__ar,wikipedia__ca,wikipedia__id,wikipedia__lt,wikipedia__ro,name__cy,death_date,name__mwl,wikipedia__mwl,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__qu,name__be,name__lv,name__bn,name__vi,name__sk,name__mn,name__sr_el,name__sr_ec,name__tr,name__th,name__uk,name__sl,name__sgs,name__ka,name__az,name__hr,name__sr,name__br,name__mg,name__sh,name__io,name__de_ch,name__en_ca,name__en_gb,name__hy,name__ms,wikipedia__az,wikipedia__bat_smg,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eswikiquote,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__ko,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__ms,wikipedia__nn,wikipedia__plwikiquote,wikipedia__qu,wikipedia__sh,wikipedia__sk,wikipedia__sl,wikipedia__slwikiquote,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,facebook,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__BNE,identifier__filmportal_de,identifier__OLID,identifier__AlloCine,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__NNDB,wikipedia__hywikiquote,occupation,wikipedia__et,name__is,identifier__quora,identifier__google_knowledge,identifier__songkick,wikipedia__mk,name__mk,identifier__PTBNP,name__ace,name__tg,wikipedia__tg,wikipedia__azb,identifier__FIFA,identifier__youtube,name__azb,identifier__bigenc_ru,wikipedia__ast,identifier__Britannica,identifier__GNC,name__ne,name__mai,name__bho,identifier__NTA,identifier__GTAA,name__kk,wikipedia__kk,wikipedia__zh_min_nan,wikipedia__eu,wikipedia__ga,name__nan,identifier__NLP,name__hi,name__mi,wikipedia__wuu,wikipedia__is,wikipedia__ur,name__wuu,name__ur,wikipedia__ruwikinews,wikipedia__haw,name__bi,name__haw,name__yi,wikipedia__bi,wikipedia__diq,wikipedia__frp,wikipedia__ie,wikipedia__uz,wikipedia__yi,name__diq,name__uz,name__be_tarask,wikipedia__af,wikipedia__als,wikipedia__bjn,wikipedia__cy,wikipedia__gn,wikipedia__oc,wikipedia__roa_rup,wikipedia__rw,wikipedia__tt,wikipedia__ceb,wikipedia__ia,name__bjn,name__ceb,name__gn,name__ht,name__rup,name__rw,name__tk,name__tt,wikipedia__ht,wikipedia__tk,wikipedia__be_x_old,wikipedia__bewikiquote,wikipedia__ha,pseudonym,wikipedia__an,wikipedia__vec,wikipedia__bs,wikipedia__cbk_zam,wikipedia__lad,wikipedia__lb,wikipedia__pap,wikipedia__ay,wikipedia__bcl,wikipedia__hsb,wikipedia__ty,name__hsb,wikipedia__ace,wikipedia__na,wikipedia__ak,wikipedia__co,name__ha,name__ty,name__ak,name__cbk_zam,name__na,name__ay,name__bcl,name__lad,wikipedia__ba,identifier__guardian_topic,name__ba,identifier__BBC_things,identifier__flickr,wikipedia__scn
Q10325041,,Marcelo Aguiar,Marcelo Aguiar,Marcelo Aguiar,Marcelo Aguiar,Marcelo Aguiar,Marcelo Aguiar,Marcelo Aguiar,Marcelo Aguiar,,Marcelo Aguiar,male,Marcelo,Marcelo Aguiar,,Marcelo Aguiar,Marcelo Aguiar,,,,1973-09-16,,,Marcelo Aguiar,Marcelo Aguiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Aguiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325252,,Marcio Reinaldo Dias Moreira,Marcio Reinaldo Dias Moreira,Marcio Reinaldo Dias Moreira,,,,,Marcio Reinaldo Dias Moreira,,Marcio Reinaldo Dias Moreira,male,Marcio,Marcio Reinaldo Dias Moreira,,,Marcio Reinaldo Dias Moreira,,,,1942-11-03,,https://upload.wikimedia.org/wikipedia/commons/a/af/Márcio_Reinaldo_Dias_Moreira.png,Marcio Reinaldo Dias Moreira,Marcio Reinaldo Dias Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcio Reinaldo Dias Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325327,,Marco Feliciano,Marco Feliciano,Marco Feliciano,Marco Feliciano,Marco Feliciano,Marco Feliciano,Marco Feliciano,Marco Feliciano,,Marco Feliciano,male,Marco,Marco Feliciano,,Marco Feliciano,Marco Feliciano,Category:Marco Feliciano,,,1972-10-12,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Marco_Feliciano.jpg,,Marco Feliciano,Marco Feliciano,,,,,,,,,,,,,,http://www.marcofeliciano.com.br/home,,,,,,,Marco Feliciano,Marco Feliciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Feliciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325371,,Marcondes Gadelha,Marcondes Gadelha,Marcondes Gadelha,Marcondes Gadelha,Marcondes Gadelha,Marcondes Gadelha,Marcondes Gadelha,Marcondes Gadelha,,Marcondes Gadelha,male,,Marcondes Gadelha,,Marcondes Gadelha,Marcondes Gadelha,,,,1943-07-23,,,Marcondes Gadelha,Marcondes Gadelha,,,,,,,,,,,,,,,,,,,,,,Marcondes Gadelha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1346 9551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcondes Gadelha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325465,,Marcos Montes Cordeiro,Marcos Montes Cordeiro,Marcos Montes Cordeiro,Marcos Montes Cordeiro,Marcos Montes Cordeiro,Marcos Montes Cordeiro,Marcos Montes Cordeiro,Marcos Montes Cordeiro,,Marcos Montes Cordeiro,male,Marcos,Marcos Montes Cordeiro,Marcos Montes Cordeiro,,Marcos Montes Cordeiro,,,,1949-08-03,,https://upload.wikimedia.org/wikipedia/commons/1/19/Marcos_Montes_cropped.png,Marcos Montes Cordeiro,Marcos Montes Cordeiro,,,,,,,,,,,,,,,http://www.deputadomarcosmontes.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos Montes Cordeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deputadomarcosmontes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325491,,Marcos Rotta,Marcos Rotta,Marcos Rotta,Marcos Rotta,Marcos Rotta,Marcos Rotta,Marcos Rotta,Marcos Rotta,,Marcos Rotta,male,Marcos,Marcos Rotta,,,Marcos Rotta,Category:Marcos Rotta,,,1967-03-11,,https://upload.wikimedia.org/wikipedia/commons/9/90/Marcos_Rotta.jpg,Marcos Rotta,Marcos Rotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos Rotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325498,,Marcos Soares,Marcos Soares,Marcos Soares,,,,,Marcos Soares,,Marcos Soares (político),male,Marcos,Marcos Soares (político),,,Marcos Soares,Category:Marcos Soares (politician),,,1978-05-18,,https://upload.wikimedia.org/wikipedia/commons/7/75/Marcos_Soares_em_outubro_de_2017.jpg,,Marcos Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,Маркос Суарес,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325518,,Marcos da Rocha Mendes,Marcos da Rocha Mendes,Marcos da Rocha Mendes,,Marcos da Rocha Mendes,,Marcos da Rocha Mendes,Marcos da Rocha Mendes,,Marquinho Mendes,male,Marcos,Marcos da Rocha Mendes,,Marcos da Rocha Mendes,Marcos da Rocha Mendes,,,,1959-02-27,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Marcos_da_Rocha_Mendes.jpg,Marcos da Rocha Mendes,Marcos da Rocha Mendes,,,,,,,,,,,,,,,,,,,,,,Marcos da Rocha Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mendesmarquinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos da Rocha Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marquinhomendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325542,,Marcus Vinícius Caetano Pestana da Silva,Marcus Pestana,Marcus Vinícius Caetano Pestana da Silva,,Marcus Pestana,,Marcus Pestana,Marcus Vinícius Caetano Pestana da Silva,,Marcus Pestana,male,Marcus,Marcus Vinícius Caetano Pestana da Silva,,Marcus Pestana,Marcus Vinícius Caetano Pestana da Silva,Category:Marcus Pestana,,,1960-06-13,,,,Marcus Vinícius Caetano Pestana da Silva,,,,,,,,,,,,,,,,Pestana,,,,,,Marcus Pestana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Vinícius Caetano Pestana da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10325618,,Margarida Salomão,Margarida Salomão,Margarida Salomão,Margarida Salomão,Margarida Salomão,Margarida Salomão,Margarida Salomão,Margarida Salomão,,Margarida Salomão,female,Margarida,Margarida Salomão,,,Margarida Salomão,,,,1950-06-10,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Margarida_Salomão.jpg,,Margarida Salomão,,,,,,,,,,,,,,,,Salomão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margarida Salomão,Margarida Salomão,,,,,,,,,,,,,,,,,,,Margarida Salomão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10326433,,Marinha Raupp,Marinha Raupp,Marinha Raupp,Marinha Raupp,Marinha Raupp,Marinha Raupp,Marinha Raupp,Marinha Raupp,,Marinha Raupp,female,,Marinha Raupp,,Marinha Raupp,Marinha Raupp,Category:Marinha Raupp,,,1960-11-23,,https://upload.wikimedia.org/wikipedia/commons/3/38/Deputada_Marinha_Raupp_PMDB_RO.jpg,Marinha Raupp,Marinha Raupp,,,,,,,,,,,,,,,,,,,,,,Marinha Raupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marinha Raupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10326644,,Marlos Sampaio,Marlos Sampaio,Marlos Sampaio,Marlos Sampaio,Marlos Sampaio,Marlos Sampaio,Marlos Sampaio,Marlos Sampaio,,Marlos Sampaio,male,,Marlos Sampaio,,,Marlos Sampaio,,,,1974-12-28,,,Marlos Sampaio,Marlos Sampaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlos Sampaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10327052,,Marçal Gonçalves Leite Filho,Marçal Gonçalves Leite Filho,Marçal Gonçalves Leite Filho,Marçal Gonçalves Leite Filho,Marçal Gonçalves Leite Filho,Marçal Gonçalves Leite Filho,Marçal Gonçalves Leite Filho,Marçal Gonçalves Leite Filho,,Marçal Filho,male,Marçal,Marçal Gonçalves Leite Filho,,Marçal Gonçalves Leite Filho,Marçal Gonçalves Leite Filho,,,,1964-10-14,,https://upload.wikimedia.org/wikipedia/commons/8/89/Marcal_Filho.jpg,,Marçal Gonçalves Leite Filho,,,,,,,,,,,,,,,,,,,,,,Marçal Gonçalves Leite Filho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marçal Gonçalves Leite Filho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10327557,,Mauro Benevides,Mauro Benevides,Mauro Benevides,Mauro Benevides,Mauro Benevides,Mauro Benevides,Mauro Benevides,Mauro Benevides,,Mauro Benevides,male,Mauro,Carlos Mauro Cabral Benevides,,Mauro Benevides,Mauro Benevides,Category:Mauro Benevides,,,1930-03-21,,https://upload.wikimedia.org/wikipedia/commons/2/22/Mauro_benevides.jpg,,Mauro Benevides,,,,,,,,,,36075162,,貝慕仁,,貝慕仁,,Benevides,,,,,,Mauro Benevides,,,,n90645506,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2879 3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauro Benevides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10327666,,Maurício Rands,Maurício Rands,Maurício Rands,Maurício Rands,Maurício Rands,Maurício Rands,Maurício Rands,Maurício Rands,,Maurício Rands,male,Maurício,Maurício Rands Coelho Barros,,Maurício Rands,Maurício Rands,Category:Maurício Rands,,,1961-09-23,,https://upload.wikimedia.org/wikipedia/commons/3/33/Mauricio_Rands.jpg,,Maurício Rands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8272 8038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurício Rands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10328629,,Mendes Ribeiro Filho,Mendes Ribeiro Filho,Mendes Ribeiro Filho,Mendes Ribeiro Filho,Mendes Ribeiro Filho,Mendes Ribeiro Filho,Mendes Ribeiro Filho,Mendes Ribeiro Filho,,Mendes Ribeiro Filho,male,,Mendes Ribeiro Filho,,Mendes Ribeiro Filho,Mendes Ribeiro Filho,Category:Mendes Ribeiro Filho,,,1957-12-27,,https://upload.wikimedia.org/wikipedia/commons/2/2d/MendesRibeiroFilho.jpg,Mendes Ribeiro Filho,Mendes Ribeiro Filho,,,,,,,,,,,,,,,,,,,,,,Mendes Ribeiro Filho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendes Ribeiro Filho,2015-05-10,,,,,,,,,,,,,,,,,,,,,Mendes Ribeiro Filho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10328631,,Mendes Thame,Mendes Thame,Mendes Thame,Mendes Thame,Mendes Thame,Mendes Thame,Mendes Thame,Mendes Thame,,Mendes Thame,male,,Antônio Carlos de Mendes Thame,,Mendes Thame,Mendes Thame,Category:Mendes Thame,,,1946-06-13,,https://upload.wikimedia.org/wikipedia/commons/8/84/Mendes_Thame.jpg,Mendes Thame,Mendes Thame,,,,,,,,,,,,,,,http://www.mendesthame.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendes Thame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deputadofederalmendesthame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10328644,,Mendonça Prado,Mendonça Prado,Mendonça Prado,Mendonça Prado,Mendonça Prado,Mendonça Prado,Mendonça Prado,Mendonça Prado,,Mendonça Prado,male,,José de Araújo Mendonça Sobrinho,,Mendonça Prado,Mendonça Prado,,,,1966-10-14,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Mendonça_Prado.jpg,,Mendonça Prado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendonça Prado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10329753,,Miguel Corrêa,Miguel Corrêa,Miguel Corrêa,Miguel Corrêa,Miguel Corrêa,Miguel Corrêa,Miguel Corrêa,Miguel Corrêa,,Miguel Corrêa,male,Miguel,Miguel Correa,,Miguel Corrêa,Miguel Corrêa,,,,1978-06-11,,https://upload.wikimedia.org/wikipedia/commons/0/02/Miguel-correa.jpg,,Miguel Corrêa,,,,,,,,,,,,,,,,,,,,,,Miguel Corrêa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Corrêa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10329788,,Miguel Haddad,Miguel Haddad,Miguel Haddad,Miguel Haddad,Miguel Haddad,Miguel Haddad,Miguel Haddad,Miguel Haddad,,Miguel Haddad,male,Miguel,Miguel Haddad,,Miguel Haddad,Miguel Haddad,,,,1957-10-15,,https://upload.wikimedia.org/wikipedia/commons/b/b4/Miguel_Haddad_em_fevereiro_de_2016.jpg,Miguel Haddad,Miguel Haddad,,,,,,,,,,,,,,,,,,,,,,Miguel Haddad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Haddad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miguelmhaddad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10330132,,Milton Monti,Milton Monti,Milton Monti,Milton Monti,Milton Monti,Milton Monti,Milton Monti,Milton Monti,,Milton Monti,male,Milton,Milton Antônio Casquel Monti,,Milton Monti,Milton Monti,,,,1961-06-11,,https://upload.wikimedia.org/wikipedia/commons/4/41/Milton_Monti_-_Avaré_REFON_4w.jpg,Milton Monti,Milton Monti,,,,,,,,,,,,,,,,,,,,,,Milton Monti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milton Monti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
