id,family_name,given_name,sort_name,email,party,area,website,term,source,name
258,KABASINGA,Chantal,"KABASINGA, Chantal",chantal.kabasinga@parliament.gov.rw,Women,Northern,http://www.parliament.gov.rw/member-details/?width=650&detailId=258,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Chantal KABASINGA
41,KALISA,Evariste,"KALISA, Evariste",evariste.kalisa@parliament.gov.rw,PL,Northern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=41,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Evariste KALISA
47,KANKERA,Marie Josée,"KANKERA, Marie Josée",mjosee.kankera@parliament.gov.rw,RPF,Western Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=47,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Marie Josée KANKERA
50,KANTENGWA,Juliana,"KANTENGWA, Juliana",juliana.kantengwa@parliament.gov.rw,RPF,Eastern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=50,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Juliana KANTENGWA
53,KAREMERA,Jean Thierry,"KAREMERA, Jean Thierry",jeanthierry.karemera@parliament.gov.rw,PPC,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=53,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Jean Thierry KAREMERA
261,KARENZI,Théoneste,"KARENZI, Théoneste",theoneste.karenzi@parliament.gov.rw,RPF,"",http://www.parliament.gov.rw/member-details/?width=650&detailId=261,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Théoneste KARENZI
59,KAYIRANGA RWASA,Alfred,"KAYIRANGA RWASA, Alfred",alfred.kayiranga@parliament.gov.rw,RPF,Western Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=59,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Alfred KAYIRANGA RWASA
62,KAYITARE,Innocent,"KAYITARE, Innocent",innocent.kayitare@parliament.gov.rw,RPF,Southern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=62,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Innocent KAYITARE
63,KAYITESI,Libérata,"KAYITESI, Libérata",liberata.kayitesi@parliament.gov.rw,RPF,Eastern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=63,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Libérata KAYITESI
264,MANIRARORA,Annoncée,"MANIRARORA, Annoncée",annoncee.manirarora@parliament.gov.rw,Women,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=264,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Annoncée MANIRARORA
69,MPORANYI,Théobald,"MPORANYI, Théobald",theobald.mporanyi@parliament.gov.rw,RPF,Western Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=69,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Théobald MPORANYI
72,MUDIDI,Emmanuel,"MUDIDI, Emmanuel",emmanuel.mudidi@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=72,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Emmanuel MUDIDI
267,MUHONGAYIRE,Christine,"MUHONGAYIRE, Christine",christine.muhongayire@parliament.gov.rw,Women,Southern,http://www.parliament.gov.rw/member-details/?width=650&detailId=267,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Christine MUHONGAYIRE
75,MUJAWAMARIYA,Berthe,"MUJAWAMARIYA, Berthe",berthe.mujawamariya@parliament.gov.rw,Women,Eastern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=75,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Berthe MUJAWAMARIYA
270,MUKABAGWIZA,Edda,"MUKABAGWIZA, Edda",edda.mukabagwiza@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=270,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Edda MUKABAGWIZA
276,MUKABALISA,Donatille,"MUKABALISA, Donatille",donatille.mukabalisa@parliament.gov.rw,PL,Eastern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=276,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Donatille MUKABALISA
273,MUKABIKINO,Jeanne Henriette,"MUKABIKINO, Jeanne Henriette",jhenriette.mukabikino@parliament.gov.rw,Women,"",http://www.parliament.gov.rw/member-details/?width=650&detailId=273,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Jeanne Henriette MUKABIKINO
81,MUKAKANYAMUGENGE,Jacqueline,"MUKAKANYAMUGENGE, Jacqueline",jacqueline.mukakanyamugenge@parliament.gov.rw,PSD,Southern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=81,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Jacqueline MUKAKANYAMUGENGE
84,MUKAKARANGWA,Clotilde,"MUKAKARANGWA, Clotilde",Clotilde.mukakarangwa@parliament.gov.rw,PDC,Southern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=84,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Clotilde MUKAKARANGWA
87,MUKAMA,Abbas,"MUKAMA, Abbas",abbas.mukama@parliament.gov.rw,PDI,Western  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=87,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Abbas MUKAMA
90,MUKAMURANGWA SEBERA,Henriette,"MUKAMURANGWA SEBERA, Henriette",henriette.mukamurangwa@parliament.gov.rw,PL,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=90,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Henriette MUKAMURANGWA SEBERA
285,MUKANDEKEZI,Pétronille,"MUKANDEKEZI, Pétronille",petronille.mukandekezi@parliament.gov.rw,Women,Western,http://www.parliament.gov.rw/member-details/?width=650&detailId=285,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Pétronille MUKANDEKEZI
306,MUKANDERA,Iphigénie,"MUKANDERA, Iphigénie",iphigenie.mukandera@parliament.gov.rw,Women,Eastern,http://www.parliament.gov.rw/member-details/?width=650&detailId=306,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Iphigénie MUKANDERA
96,MUKANDUTIYE,Spéciose,"MUKANDUTIYE, Spéciose",speciose.mukandutiye@parliament.gov.rw,RPF,Southern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=96,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Spéciose MUKANDUTIYE
102,MUKANTABANA,Rose,"MUKANTABANA, Rose",rose.mukantabana@parliament.gov.rw,Women,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=102,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Rose MUKANTABANA
288,MUKANYABYENDA,Emmanuella,"MUKANYABYENDA, Emmanuella",emmanuella.mukanyabyenda@parliament.gov.rw,Women,South,http://www.parliament.gov.rw/member-details/?width=650&detailId=288,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Emmanuella MUKANYABYENDA
114,MUKARUGEMA,Alphonsine,"MUKARUGEMA, Alphonsine",alphonsine.mukarugema@parliament.gov.rw,RPF,Southern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=114,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Alphonsine MUKARUGEMA
309,MUKARUGWIZA,Annonciata,"MUKARUGWIZA, Annonciata",annonciata.mukarugwiza@parliament.gov.rw,Women,Eastern,http://www.parliament.gov.rw/member-details/?width=650&detailId=309,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Annonciata MUKARUGWIZA
117,MUKAYIJORE,Suzanne,"MUKAYIJORE, Suzanne",suzane.mukayijore@parliament.gov.rw,Women,Northern  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=117,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Suzanne MUKAYIJORE
120,MUKAYISENGA,Françoise,"MUKAYISENGA, Françoise",francoise.mukayisenga@parliament.gov.rw,RPF,Western Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=120,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Françoise MUKAYISENGA
123,MUKAYUHI RWAKA,Constance,"MUKAYUHI RWAKA, Constance",constance.mukayuhi@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=123,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Constance MUKAYUHI RWAKA
126,MUKAZIBERA,Agnès,"MUKAZIBERA, Agnès",agnes.mukazibera@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=126,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Agnès MUKAZIBERA
312,MUKOBWA,Justine,"MUKOBWA, Justine",justine.mukobwa@parliament.gov.rw,Youth,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=312,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Justine MUKOBWA
282,MUNYANGEYO,Theogene,"MUNYANGEYO, Theogene",theogene.munyangeyo@parliament.gov.rw,PL,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=282,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Theogene MUNYANGEYO
132,MUREKATETE,Marie Thérèse,"MUREKATETE, Marie Thérèse",marietherese.murekatete@parliament.gov.rw,Women,Northern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=132,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Marie Thérèse MUREKATETE
135,MURESHYANKWANO,Marie Rose,"MURESHYANKWANO, Marie Rose",marierose.mureshyankwano@parliament.gov.rw,RPF,Western  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=135,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Marie Rose MURESHYANKWANO
315,MURUMUNAWABO,Cécile,"MURUMUNAWABO, Cécile",cecile.murumunawabo@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=315,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Cécile MURUMUNAWABO
141,MUSABYIMANA,Samuel,"MUSABYIMANA, Samuel",samuel.musabyimana@parliament.gov.rw,RPF,Western  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=141,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Samuel MUSABYIMANA
330,MUTESI,Anitha,"MUTESI, Anitha",anitha.mutesi@parliament.gov.rw,Women,Eastern,http://www.parliament.gov.rw/member-details/?width=650&detailId=330,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Anitha MUTESI
147,MUTIMURA,ZENO,"MUTIMURA, ZENO",zeno.mutimura@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=147,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,ZENO MUTIMURA
150,MWIZA,Espérance,"MWIZA, Espérance",esperance.mwiza@parliament.gov.rw,RPF,Western  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=150,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Espérance MWIZA
153,NGABO,Amiel,"NGABO, Amiel",amiel.ngabo@parliament.gov.rw,RPF,Northern  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=153,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Amiel NGABO
156,NIKUZE,Nura,"NIKUZE, Nura",nura.nikuze@parliament.gov.rw,Women,Western  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=156,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Nura NIKUZE
324,NIYONSENGA,Théodomir,"NIYONSENGA, Théodomir",theodomir.niyonsenga@parliament.gov.rw,PSD,Northern,http://www.parliament.gov.rw/member-details/?width=650&detailId=324,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Théodomir NIYONSENGA
162,NKUSI,Juvénal,"NKUSI, Juvénal",juvenal.nkusi@parliament.gov.rw,PSD,Eastern  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=162,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Juvénal NKUSI
168,NYANDWI,Joseph Désiré,"NYANDWI, Joseph Désiré",desire.nyandwi@parliament.gov.rw,RPF,Southern  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=168,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Joseph Désiré NYANDWI
171,NYINAWASE,Jeanne d'Arc,"NYINAWASE, Jeanne d'Arc",jdarc.nyinawase@parliament.gov.rw,Women,Western  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=171,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Jeanne d'Arc NYINAWASE
174,NYIRABAGENZI,AGNES,"NYIRABAGENZI, AGNES",agnes.nyirabagenzi@parliament.gov.rw,RPF,Southern,http://www.parliament.gov.rw/member-details/?width=650&detailId=174,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,AGNES NYIRABAGENZI
177,NYIRABEGA,Euthalie,"NYIRABEGA, Euthalie",euthalie.nyirabega@parliament.gov.rw,Women,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=177,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Euthalie NYIRABEGA
180,NYIRAGWANEZA,Athanasie,"NYIRAGWANEZA, Athanasie",athanasie.nyiragwaneza@parliament.gov.rw,Women,Eastern  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=180,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Athanasie NYIRAGWANEZA
183,NYIRAHIRWA,Veneranda,"NYIRAHIRWA, Veneranda",veneranda.nyirahirwa@parliament.gov.rw,PSD,Eastern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=183,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Veneranda NYIRAHIRWA
186,NYIRAMADIRIDA,Fortunee,"NYIRAMADIRIDA, Fortunee",fortunee.nyiramadirida@parliament.gov.rw,Women,Northern,http://www.parliament.gov.rw/member-details/?width=650&detailId=186,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Fortunee NYIRAMADIRIDA
189,NYIRARUKUNDO,Ignatienne,"NYIRARUKUNDO, Ignatienne",ignacienne.nyirarukundo@parliament.gov.rw,Women,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=189,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Ignatienne NYIRARUKUNDO
327,NYIRASAFARI,Espérance,"NYIRASAFARI, Espérance",esperance.nyirasafari@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=327,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Espérance NYIRASAFARI
198,RUCIBIGANGO,J.Baptiste,"RUCIBIGANGO, J.Baptiste",jeanbaptiste.rucibigango@parliament.gov.rw,PSR,Southern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=198,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,J.Baptiste RUCIBIGANGO
321,RUKU-RWABYOMA,John,"RUKU-RWABYOMA, John",john.rukurwabyoma@parliament.gov.rw,RPF,Eastern,http://www.parliament.gov.rw/member-details/?width=650&detailId=321,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,John RUKU-RWABYOMA
279,RUSIHA,Gastone,"RUSIHA, Gastone",gastone.rusiha@parliament.gov.rw,Persons with Disabilities,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=279,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Gastone RUSIHA
303,RUTAYISIRE,Georgette,"RUTAYISIRE, Georgette",georgette.rutayisire@parliament.gov.rw,PSD,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=303,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Georgette RUTAYISIRE
300,RWIGAMBA,Fidèle,"RWIGAMBA, Fidèle",fidele.rwigamba@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=300,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Fidèle RWIGAMBA
210,SEMASAKA,Gabriel,"SEMASAKA, Gabriel",gabriel.semasaka@parliament.gov.rw,RPF,Northern  Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=210,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Gabriel SEMASAKA
318,TENGERA,TWIKIRIZE Francesca,"TENGERA, TWIKIRIZE Francesca",francesca.tengera@parliament.gov.rw,RPF,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=318,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,TWIKIRIZE Francesca TENGERA
294,UWAMAMA,Marie Claire,"UWAMAMA, Marie Claire",mclaire.uwamana@parliament.gov.rw,Women,Western,http://www.parliament.gov.rw/member-details/?width=650&detailId=294,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Marie Claire UWAMAMA
225,UWAMARIYA,Dévote,"UWAMARIYA, Dévote",devota.uwamariya@parliament.gov.rw,Women,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=225,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Dévote UWAMARIYA
297,UWANYIRIGIRA,Gloriose,"UWANYIRIGIRA, Gloriose",gloriose.uwanyirigira@parliament.gov.rw,Women,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=297,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Gloriose UWANYIRIGIRA
231,UWAYISENGA,Yvonne,"UWAYISENGA, Yvonne",yvonne.uwayisenga@parliament.gov.rw,Women,Kigali,http://www.parliament.gov.rw/member-details/?width=650&detailId=231,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Yvonne UWAYISENGA
237,UWIMANIMPAYE,Jeanne d’Arc,"UWIMANIMPAYE, Jeanne d’Arc",jeannedarc.uwimanimpaye@parliament.gov.rw,Women,Eastern Province,http://www.parliament.gov.rw/member-details/?width=650&detailId=237,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Jeanne d’Arc UWIMANIMPAYE
291,UWIRINGIYIMANA,Philbert,"UWIRINGIYIMANA, Philbert",philbert.uwiringiyimana@parliament.gov.rw,Youth,Western,http://www.parliament.gov.rw/member-details/?width=650&detailId=291,3,http://www.parliament.gov.rw/chamber-of-deputies/members-profile/chamber-of-deputies-members-profile/,Philbert UWIRINGIYIMANA
