name,email,image,term,group,group_id,start_date,end_date
Agathe Fontain,agathe@inatsisartut.gl,http://www.ina.gl/media/personfiler/234537/2010.09.17%20Start%20EM%202010%2000896.jpg,8,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Ane Hansen,aneh@inatsisartut.gl,http://www.ina.gl/media/personfiler/234538/2010.09.17%20Start%20EM%202010%2000903.jpg,8,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Anthon Frederiksen,antuut@inatsisartut.gl,http://www.ina.gl/media/personfiler/234539/2010.09.17%20Start%20EM%202010%2000946.jpg,8,Kattusseqatigiit,kattusseqatigiit,"",""
Aqqaluk Lynge,,,8,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Asii Chemnitz Narup,,,8,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Astrid Fleischer Rex,asfl@inatsisartut.gl,http://www.ina.gl/media/personfiler/234413/2010.09.17%20Start%20EM%202010%2000912.jpg,8,Demokraatit,demokraatit,"",""
Augusta Salling,aus@gh.gl,,8,Atassut,atassut,"",""
Doris Jakobsen,doja@nanoq.gl,http://www.ina.gl/media/personfiler/293877/untitled-5.jpg,8,Siumut,siumut,"",""
Ellen Christoffersen,ekri@gh.gl,,8,Atassut,atassut,"",""
Enos Lyberth,,,8,Siumut,siumut,"",""
Finn Karlsen,fika@nanoq.gl,http://www.ina.gl/media/personfiler/234423/2010.09.17%20Start%20EM%202010%2000928.jpg,8,Atassut,atassut,"",""
Hans Enoksen,hans@inatsisartut.gl,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,8,Siumut,siumut,"",""
Henriette Rasmussen,,,8,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Isak Davidsen,isda@gh.gl,,8,Atassut,atassut,"",""
Jakob Sivertsen,,,8,Atassut,atassut,"",""
Jens Napaattooq,,,8,Siumut,siumut,"",""
Jensine Berthelsen,,,8,Atassut,atassut,"",""
Johan Lund Olsen,johan@gh.gl,,8,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jonathan Motzfeldt,jomo@gh.gl,,8,Siumut,siumut,"",""
Josef Motzfeldt,tuusi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234511/2010.09.17%20Start%20EM%202010%2000881.jpg,8,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jørgen W. Johansen,,,8,Siumut,siumut,"",""
Kuupik Vandersee Kleist,kuupik@inatsisartut.gl,http://www.ina.gl/media/personfiler/234472/2010.09.17%20Start%20EM%202010%2000948.jpg,8,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Marie Fleischer,mafl@gh.gl,,8,Demokraatit,demokraatit,"",""
Mikael Petersen,,,8,Siumut,siumut,"",""
Ole Dorph,,,8,Siumut,siumut,"",""
Otto Jeremiassen,otje@gh.gl,,8,Atassut,atassut,"",""
Palle Christiansen,palle@inatsisartut.gl,http://www.ina.gl/media/personfiler/234434/2010.09.17%20Start%20EM%202010%2000913.jpg,8,Demokraatit,demokraatit,"",""
Per Berthelsen,pebe@inatsisartut.gl,http://www.ina.gl/media/personfiler/234529/2010.09.17%20Start%20EM%202010%2000930.jpg,8,Demokraatit,demokraatit,"",""
Per Skaaning,,,8,Demokraatit,demokraatit,"",""
Ruth Heilmann,ruth@inatsisartut.gl,http://www.ina.gl/media/personfiler/234528/2010.09.17%20Start%20EM%202010%2000940.jpg,8,Siumut,siumut,"",""
Simon Olsen,,,8,Siumut,siumut,"",""
Anders Andreassen,,,7,Siumut,siumut,"",""
Anders Nilsson,,,7,Atassut,atassut,"",""
Anthon Frederiksen,antuut@inatsisartut.gl,http://www.ina.gl/media/personfiler/234539/2010.09.17%20Start%20EM%202010%2000946.jpg,7,Kattusseqatigiit,kattusseqatigiit,"",""
Asii Chemnitz Narup,,,7,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Augusta Salling,aus@gh.gl,,7,Atassut,atassut,"",""
Daniel Skifte,,,7,Atassut,atassut,"",""
Finn Karlsen,fika@nanoq.gl,http://www.ina.gl/media/personfiler/234423/2010.09.17%20Start%20EM%202010%2000928.jpg,7,Atassut,atassut,"",""
Godmand Rasmussen,,,7,Atassut,atassut,"",""
Hans Enoksen,hans@inatsisartut.gl,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,7,Siumut,siumut,"",""
Jakob Sivertsen,,,7,Atassut,atassut,"",""
Johan Lund Olsen,johan@gh.gl,,7,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jonathan Motzfeldt,jomo@gh.gl,,7,Siumut,siumut,"",""
Josef Motzfeldt,tuusi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234511/2010.09.17%20Start%20EM%202010%2000881.jpg,7,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jørgen W. Johansen,,,7,Siumut,siumut,"",""
Lars Karl Jensen,,,7,Siumut,siumut,"",""
Lars Sørensen,,,7,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Loritha Henriksen,loritha@inatsisartut.gl,,7,Kattusseqatigiit,kattusseqatigiit,"",""
Mads Peter Grønvold,,,7,Kattusseqatigiit,kattusseqatigiit,"",""
Malînànguak´M. Mølgaard,,,7,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Mikael Petersen,,,7,Siumut,siumut,"",""
Mogens Kleist,,,7,Kattusseqatigiit,kattusseqatigiit,"",""
Ole Lynge,,,7,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Olga P. Berthelsen,olpe@inatsisartut.gl,http://www.ina.gl/media/personfiler/302742/untitled.jpg,7,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Otto Steenholdt,,,7,Atassut,atassut,"",""
Per Berthelsen,pebe@inatsisartut.gl,http://www.ina.gl/media/personfiler/234529/2010.09.17%20Start%20EM%202010%2000930.jpg,7,Siumut,siumut,"",""
Per Rosing-Petersen,perrp@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461609/Per%20Rosing%20Petersen%202014.12%20-%2015506.jpg,7,Enkeltkandidat,enkeltkandidat,"",""
Ruth Heilmann,ruth@inatsisartut.gl,http://www.ina.gl/media/personfiler/234528/2010.09.17%20Start%20EM%202010%2000940.jpg,7,Siumut,siumut,"",""
Simon Olsen,,,7,Siumut,siumut,"",""
Siverth Karl Heilmann,skhe@inatsisartut.gl,http://www.ina.gl/media/personfiler/234533/2010.09.17%20Start%20EM%202010%2000891.jpg,7,Atassut,atassut,"",""
Tommy Marø,toma@gh.gl,,7,Siumut,siumut,"",""
Vittus Mikaelsen,,,7,Siumut,siumut,"",""
Agnethe Davidsen,,,6,Siumut,siumut,"",""
Anders Andreassen,,,6,Siumut,siumut,"",""
Anders Nilsson,,,6,Atassut,atassut,"",""
Anthon Frederiksen,antuut@inatsisartut.gl,http://www.ina.gl/media/personfiler/234539/2010.09.17%20Start%20EM%202010%2000946.jpg,6,Kandidatforbund,kandidatforbund,"",""
Bjarne Kreutzmann,,,6,Akulliit Partiiat,akulliit_partiiat,"",""
Daniel Skifte,,,6,Atassut,atassut,"",""
Finn Karlsen,fika@nanoq.gl,http://www.ina.gl/media/personfiler/234423/2010.09.17%20Start%20EM%202010%2000928.jpg,6,Atassut,atassut,"",""
Hans Enoksen,hans@inatsisartut.gl,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,6,Siumut,siumut,"",""
Jakob Sivertsen,,,6,Atassut,atassut,"",""
Jens Napaattooq,,,6,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Johan Lund Olsen,johan@gh.gl,,6,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jonathan Motzfeldt,jomo@gh.gl,,6,Siumut,siumut,"",""
Josef Motzfeldt,tuusi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234511/2010.09.17%20Start%20EM%202010%2000881.jpg,6,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Karl Lyberth,karll@inatsisartut.gl,http://www.ina.gl/media/personfiler/762432/Karl_Lyberth.jpg,6,Akulliit Partiiat,akulliit_partiiat,"",""
Knud Sørensen,,,6,Atassut,atassut,"",""
Konrad Steenholdt,,,6,Atassut,atassut,"",""
Kristine Raahauge,,,6,Siumut,siumut,"",""
Kuupik Vandersee Kleist,kuupik@inatsisartut.gl,http://www.ina.gl/media/personfiler/234472/2010.09.17%20Start%20EM%202010%2000948.jpg,6,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Lars Karl Jensen,,,6,Siumut,siumut,"",""
Lars Sørensen,,,6,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,6,Siumut,siumut,"",""
Malînànguak´M. Mølgaard,,,6,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Marianne Jensen,,,6,Siumut,siumut,"",""
Mikael Petersen,,,6,Siumut,siumut,"",""
Naimanngitsoq Petersen,,,6,Atassut,atassut,"",""
Niels Màtâk´,,,6,Siumut,siumut,"",""
Otto Steenholdt,,,6,Atassut,atassut,"",""
Peter G. Samuelsen,,,6,Siumut,siumut,"",""
Peter Ostermann,,,6,Atassut,atassut,"",""
Ruth Heilmann,ruth@inatsisartut.gl,http://www.ina.gl/media/personfiler/234528/2010.09.17%20Start%20EM%202010%2000940.jpg,6,Siumut,siumut,"",""
Siverth Karl Heilmann,skhe@inatsisartut.gl,http://www.ina.gl/media/personfiler/234533/2010.09.17%20Start%20EM%202010%2000891.jpg,6,Atassut,atassut,"",""
Agnethe Nielsen,,,5,Atassut,atassut,"",""
Ane Sofie Hammeken,,,5,Siumut,siumut,"",""
Aqqaluk Lynge,,,5,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Bent Frederiksen,,,5,Siumut,siumut,"",""
Bjarne Kreutzmann,,,5,Akulliit Partiiat,akulliit_partiiat,"",""
Emil Abelsen,,,5,Siumut,siumut,"",""
Emilie Lennert,,,5,Atassut,atassut,"",""
Hans Iversen,,,5,Siumut,siumut,"",""
Hans Pavia Egede,,,5,Akulliit Partiiat,akulliit_partiiat,"",""
Henriette Rasmussen,,,5,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jakob Sivertsen,,,5,Atassut,atassut,"",""
Johan Lund Olsen,johan@gh.gl,,5,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jonathan Motzfeldt,jomo@gh.gl,,5,Siumut,siumut,"",""
Josef Motzfeldt,tuusi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234511/2010.09.17%20Start%20EM%202010%2000881.jpg,5,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Kaj Egede,,,5,Siumut,siumut,"",""
Knud Sørensen,,,5,Atassut,atassut,"",""
Konrad Steenholdt,,,5,Atassut,atassut,"",""
Lars Chemnitz,,,5,Atassut,atassut,"",""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,5,Siumut,siumut,"",""
Nikolaj Heinrich,,,5,Issittup Partiia,issittup_partiia,"",""
Ole Lynge,,,5,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Otto Steenholdt,,,5,Atassut,atassut,"",""
Ove Rosing-Olsen,,,5,Siumut,siumut,"",""
Pavia Nielsen,,,5,Siumut,siumut,"",""
Peter G. Samuelsen,,,5,Siumut,siumut,"",""
Peter Ostermann,,,5,Atassut,atassut,"",""
Uusaqqak Qujaukitsoq,,,5,Siumut,siumut,"",""
Aqqaluk Lynge,,,4,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Bent Frederiksen,,,4,Siumut,siumut,"",""
Godmand Jensen,,,4,Atassut,atassut,"",""
Hans Iversen,,,4,Siumut,siumut,"",""
Hendrik Nielsen,,,4,Siumut,siumut,"",""
Henriette Rasmussen,,,4,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Holger Sivertsen,,,4,Atassut,atassut,"",""
Jakob Sivertsen,,,4,Atassut,atassut,"",""
Jens Geisler,,,4,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jens Lyberth,,,4,Siumut,siumut,"",""
Jonas Danielsen,,,4,Siumut,siumut,"",""
Jonathan Motzfeldt,jomo@gh.gl,,4,Siumut,siumut,"",""
Josef Motzfeldt,tuusi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234511/2010.09.17%20Start%20EM%202010%2000881.jpg,4,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Knud Sørensen,,,4,Atassut,atassut,"",""
Konrad Steenholdt,,,4,Atassut,atassut,"",""
Lars Chemnitz,,,4,Atassut,atassut,"",""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,4,Siumut,siumut,"",""
Mikael Petersen,,,4,Siumut,siumut,"",""
Moses Olsen,,,4,Siumut,siumut,"",""
Niels Carlo Heilmann,,,4,Atassut,atassut,"",""
Nikolaj Heinrich,,,4,Issittup Partiia,issittup_partiia,"",""
Otto Steenholdt,,,4,Atassut,atassut,"",""
Peter Ostermann,,,4,Atassut,atassut,"",""
Preben Lange,,,4,Siumut,siumut,"",""
Torben Emil Lynge,,,4,Atassut,atassut,"",""
Uusaqqak Qujaukitsoq,,,4,Siumut,siumut,"",""
Andreas Sanimuinnaq,,,3,Atassut,atassut,"",""
Aqqaluk Lynge,,,3,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Bent Frederiksen,,,3,Siumut,siumut,"",""
Emilie Lennert,,,3,Atassut,atassut,"",""
Hans Iversen,,,3,Siumut,siumut,"",""
Hendrik Nielsen,,,3,Siumut,siumut,"",""
Henriette Rasmussen,,,3,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Holger Sivertsen,,,3,Atassut,atassut,"",""
Ingvar Høegh,,,3,Atassut,atassut,"",""
Isak Lund,,,3,Siumut,siumut,"",""
Jakob Sivertsen,,,3,Atassut,atassut,"",""
Jan Str. Christophersen,,,3,Atassut,atassut,"",""
Jens Geisler,,,3,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jens Lyberth,,,3,Siumut,siumut,"",""
Jonathan Motzfeldt,jomo@gh.gl,,3,Siumut,siumut,"",""
Knud Sørensen,,,3,Atassut,atassut,"",""
Konrad Steenholdt,,,3,Atassut,atassut,"",""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,3,Siumut,siumut,"",""
Moses Olsen,,,3,Siumut,siumut,"",""
Niels Carlo Heilmann,,,3,Atassut,atassut,"",""
Otto Steenholdt,,,3,Atassut,atassut,"",""
Pavia Nielsen,,,3,Siumut,siumut,"",""
Peter Ostermann,,,3,Atassut,atassut,"",""
Preben Lange,,,3,Siumut,siumut,"",""
Uusaqqak Qujaukitsoq,,,3,Siumut,siumut,"",""
Aage Hammeken,,,2,Siumut,siumut,"",""
Allan Idd Jensen,,,2,Atassut,atassut,"",""
Anguteraq Davidsen,,,2,Atassut,atassut,"",""
Aqqaluk Lynge,,,2,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Bent Frederiksen,,,2,Siumut,siumut,"",""
Hans Iversen,,,2,Siumut,siumut,"",""
Hans Pvia Rosing,,,2,Siumut,siumut,"",""
Hendrik Nielsen,,,2,Siumut,siumut,"",""
Holger Sivertsen,,,2,Atassut,atassut,"",""
Ingvar Høegh,,,2,Atassut,atassut,"",""
Isak Lund,,,2,Siumut,siumut,"",""
Jakob Sivertsen,,,2,Atassut,atassut,"",""
Jonathan Motzfeldt,jomo@gh.gl,,2,Siumut,siumut,"",""
Konrad Steenholdt,,,2,Atassut,atassut,"",""
Lars Chemnitz,,,2,Atassut,atassut,"",""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,2,Siumut,siumut,"",""
Moses Olsen,,,2,Siumut,siumut,"",""
Niels Carlo Heilmann,,,2,Atassut,atassut,"",""
Otto Steenholdt,,,2,Atassut,atassut,"",""
Pavia Nielsen,,,2,Siumut,siumut,"",""
Peter Ostermann,,,2,Atassut,atassut,"",""
Preben Lange,,,2,Siumut,siumut,"",""
Sofus Joelsen,,,2,Siumut,siumut,"",""
Aaja Chemnitz Larsen,aacl@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461849/Aaja%20Chemnitz%20Larsen%202014.12%20-%2015537.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2015-11-03,""
Agathe Fontain,agathe@inatsisartut.gl,http://www.ina.gl/media/personfiler/234537/2010.09.17%20Start%20EM%202010%2000896.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Anders Olsen,anols@inatsisartut.gl,http://www.ina.gl/media/personfiler/293529/untitled-4.jpg,12,Siumut,siumut,2014-11-28,""
Andreas Uldum,uldum@nanoq.gl,http://www.ina.gl/media/personfiler/234534/2010.09.17%20Start%20EM%202010%2000892.jpg,12,Demokraatit,demokraatit,2014-11-28,2015-11-02
Ane Hansen,aneh@inatsisartut.gl,http://www.ina.gl/media/personfiler/234538/2010.09.17%20Start%20EM%202010%2000903.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Anthon Frederiksen,antuut@inatsisartut.gl,http://www.ina.gl/media/personfiler/234539/2010.09.17%20Start%20EM%202010%2000946.jpg,12,Partii Naleraq,partii_naleraq,2014-11-28,""
Aqqaluaq B. Egede,aqqe@inatsisartut.gl,http://www.ina.gl/media/personfiler/234438/2010.09.17%20Start%20EM%202010%2000886.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Bendt B. Kristiansen,bebk@inatsisartut.gl,http://www.ina.gl/media/2527697/bendt-b-kristiansen-201611-23084.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2016-10-31,""
Debora Kleist,debkl@inatsisartut.gl,http://www.ina.gl/media/personfiler/234518/2010.09.17%20Start%20EM%202010%2000895.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2016-09-16,""
Doris Jakobsen,doja@nanoq.gl,http://www.ina.gl/media/personfiler/293877/untitled-5.jpg,12,Siumut,siumut,2014-11-28,""
Hans Aronsen,haro@inatsisartut.gl,http://www.ina.gl/media/personfiler/234453/2010.09.17%20Start%20EM%202010%2000900.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2015-11-03,""
Hans Enoksen,hans@inatsisartut.gl,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,12,Partii Naleraq,partii_naleraq,2014-11-28,""
Henrik Fleischer,hefl@inatsisartut.gl,http://www.ina.gl/media/2527699/henrik-fleischer-201611-23067.jpg,12,Partii Naleraq,partii_naleraq,2016-10-31,""
Iddimanngiiu Bianco,idjb@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461401/Iddimanngiiu%20Bianco%202014.12%20-%2015527.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Ineqi Kielsen,ineqi@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461245/Ineqi%20Kielsen%202014.12%20-%2015542.jpg,12,Siumut,siumut,2014-11-28,""
Jens Immanuelsen,jeim@inatsisartut.gl,http://www.ina.gl/media/personfiler/402739/Jens%20Immanuelsen%20-%2003714.jpg,12,Siumut,siumut,2014-11-28,""
Jens-Erik Kirkegaard,jenserik@inatsisartut.gl,http://www.ina.gl/media/personfiler/761460/Jens_Erik_Kirkegaard.jpg,12,Siumut,siumut,2014-11-28,""
Jess Svane,jess@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461089/Jess%20Svane%202014.12%20-%2015524.jpg,12,Siumut,siumut,2014-11-28,""
Juliane Henningsen,jhen@inatsisartut.gl,http://www.ina.gl/media/personfiler/234488/2010.09.17%20Start%20EM%202010%2000898.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,2015-11-02
Justus Hansen,justus@inatsisartut.gl,http://www.ina.gl/media/personfiler/234516/2010.09.17%20Start%20EM%202010%2000888.jpg,12,Demokraatit,demokraatit,2014-11-28,""
Kalistat Lund,kalistat@inatsisartut.gl,http://www.ina.gl/media/personfiler/719177/Kalistat%20Lund%20-%2007662.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Karl-Kristian Kruse,kkkr@inatsisartut.gl,http://www.ina.gl/media/personfiler/719211/Karl-Kristian%20Kruse%20-%2007672.jpg,12,Siumut,siumut,2014-11-28,""
Kelly Berthelsen,KELBE@inatsisartut.gl,http://www.ina.gl/media/personfiler/2896344/Kelly%20Berthelsen%202016.09%20-%2022263.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2016-09-16,""
Kim Kielsen,kim@nanoq.gl,http://www.ina.gl/media/personfiler/234524/2010.09.17%20Start%20EM%202010%2000953.jpg,12,Siumut,siumut,2014-11-28,""
Knud Kristiansen,knkri@inatsisartut.gl,http://www.ina.gl/media/personfiler/234532/2010.09.17%20Start%20EM%202010%2000916.jpg,12,Atassut,atassut,2014-11-28,""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,12,Siumut,siumut,2014-11-28,""
Laura Tàunâjik,laura@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461193/Laura%20Taunajik%202014.12%20-%2015533.jpg,12,Siumut,siumut,2014-11-28,""
Mala Høy Kuko,makh@inatsisartut.gl,http://www.ina.gl/media/personfiler/2478643/Mala.jpg,12,Atassut,atassut,2014-11-28,""
Martha Lund Olsen,mlol@nanoq.gl,http://www.ina.gl/media/personfiler/759167/Martha_Lund_Olsen.bmp,12,Siumut,siumut,2014-11-28,""
Michael Rosing,michael@inatsisartut.gl,http://www.ina.gl/media/personfiler/530703/Michael%20Rosing%20-%2001220.jpg,12,Demokraatit,demokraatit,2014-11-28,""
Mimi Karlsen,mimi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234447/2010.09.17%20Start%20EM%202010%2000909.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Múte Bourup Egede,mube@inatsisartut.gl,http://www.ina.gl/media/personfiler/2688374/M%C3%BAte%20Bourup%20Egede%20-%2018582.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Naaja H. Nathanielsen,nana@inatsisartut.gl,http://www.ina.gl/media/personfiler/234421/2010.09.17%20Start%20EM%202010%2000941.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,2015-11-02
Naaja H. Nathanielsen,nana@inatsisartut.gl,http://www.ina.gl/media/personfiler/234421/2010.09.17%20Start%20EM%202010%2000941.jpg,12,Loesgaenger,loesgaenger,2015-11-03,2016-05-22
Nikolaj Jeremiassen,nije@inatsisartut.gl,http://www.ina.gl/media/personfiler/719823/Nikolaj%20Jeremiassen%20-%2007666.jpg,12,Siumut,siumut,2014-11-28,""
Nivi Olsen,niol@inatsisartut.gl,http://www.ina.gl/media/personfiler/2482814/Nivi.jpg,12,Demokraatit,demokraatit,2014-11-28,""
Paninguak' M. Kruse,pamk@inatsisartut.gl,,12,Atassut,atassut,2014-11-28,2015-11-02
Per Rosing-Petersen,perrp@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461609/Per%20Rosing%20Petersen%202014.12%20-%2015506.jpg,12,Loesgaenger,loesgaenger,2016-05-23,""
