name,area_ar,area,image,party,term,source,end_date,end_reason
Muhammed Musa Douma,تازربو,Tazerbu,https://www.temehu.com/pictures1/hor11/493-tazerbu.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Khadijah Ahmed Alzarouq,وادي الشاطيء,Wadi Ashathi,https://www.temehu.com/pictures1/hor11/353-wadi-shathi.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Als'aidi Alqaidi,وادي الشاطيء,Wadi Ashathi,https://www.temehu.com/pictures1/hor11/360-wadi-shathi.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdullah Muhammed Lehmish,وادي الشاطيء,Wadi Ashathi,https://www.temehu.com/pictures2/hor12/584-wadi-shathi.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Alhadi Ali Alsaghir,وادي الشاطيء,Wadi Ashathi,https://www.temehu.com/pictures2/hor12/593-wadi-shathi.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abosalah Abdulsalam Shalbi,وادي الشاطيء,Wadi Ashathi,https://www.temehu.com/pictures1/hor11/374-wadi-shathi.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muftah Esa Alkertihi,وادي الشاطيء,Wadi Ashathi,https://www.temehu.com/pictures1/hor11/357-wadi-shathi.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Fatima Aboubaker Abousa'adah,سبها,Sabha,https://www.temehu.com/pictures2/hor12/585-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ahlam Muhammed Allafi,سبها,Sabha,https://www.temehu.com/pictures3/hor13/889-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ibrahim Musbah Alhadi,سبها,Sabha,https://www.temehu.com/pictures2/hor12/695-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Musbah Douma Ohidah,سبها,Sabha,https://www.temehu.com/pictures2/hor12/592-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Abdulsalam 'Arifah,سبها,Sabha,https://www.temehu.com/pictures3/hor13/180-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ahmed Alsharef Rhouma,سبها,Sabha,https://www.temehu.com/pictures3/hor13/929-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Ma'atoug Ejdid,سبها,Sabha,https://www.temehu.com/pictures2/hor12/733-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Almahdi Alhdiri,سبها,Sabha,https://www.temehu.com/pictures1/hor11/1249-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Yousef Kalikouri Qati Sidi,سبها,Sabha,https://www.temehu.com/pictures3/hor13/888-sabha.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Fatimah Abdulsalam Alsou'ai,أوباري,Awbari,https://www.temehu.com/pictures1/hor11/1015-awbari.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulhafid Muhammed Alsaghir,أوباري,Awbari,https://www.temehu.com/pictures3/hor13/905-awbari.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulqader Hasen Sulieman,أوباري,Awbari,https://www.temehu.com/pictures1/hor11/136-awbari.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Hasen Abubaker Omar Saleh,أوباري,Awbari,https://www.temehu.com/pictures3/hor13/1730-awbari.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulsalam Muhammed Ali,أوباري,Awbari,https://www.temehu.com/pictures2/hor12/743-awbari.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ibrahim Muhammed Krenfouda,أوباري,Awbari,https://www.temehu.com/pictures2/hor12/620-awbari.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Naser Yousef Algheryani,غات,Ghat,https://www.temehu.com/pictures2/hor12/619-ghat.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Saleh Hema Bekdah,غات,Ghat,https://www.temehu.com/pictures1/hor11/135-ghat.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Ali Amoumen,وادي عتبة,Wadi 'Aitbah,https://www.temehu.com/pictures3/hor13/261-wadi-atbah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Ibrahim Tamer,تراغن,Traghen,https://www.temehu.com/pictures3/hor13/911-traghen.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Almahdi Masoud Al'awer,"أم الأرانب – تويوى – حميرة 
     لبدير - مسقوين   ",Um-Alaraneb,https://www.temehu.com/pictures3/hor13/269-um-aranab.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ehmid Hamed Ali Houma,"تمسة – مجدول – ام زوير 
        تربو ",Tmassah - Zawilah,https://www.temehu.com/pictures2/hor12/827-tmessah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Saleh Qelma Yesko Derkoi,القطرون,Gatroun,https://www.temehu.com/pictures2/hor12/744-gatroun.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Rahma Abubaker Ali Adam,مرزق جيزاو + مرزق المدينة ,Murzuq,https://www.temehu.com/pictures1/hor11/449-murzuq.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Adam Lino,مرزق جيزاو + مرزق المدينة ,Murzuq,https://www.temehu.com/pictures3/hor13/265-murzuq.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ibrahim Muftah Hamed Salem,سرت,Sirte,https://www.temehu.com/pictures2/hor12/560-sirte.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,2014-08-04,Excluded because of Isolation Law. The only winning member to be ejected because of the Isolation Law.
Muhammed Othman Ali Alshamakhi,الخمس المدينة,Khoms City,https://www.temehu.com/pictures3/hor13/273-khoms-city.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,2014-08-04,Removed as a result of court-ordered recounts. Replaced by: Kamal Hsein Alshalbi
Abdulwahid Emar 'Aashour Alqadi,جنزور,Janzur,https://www.temehu.com/pictures1/hor11/1298-janzur.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,2014-08-04,Removed due to reported electoral fraud. Replaced by: Bashir Saad Lahmer 
Abdulaghani Hasan Milad Altoumi,وادي الشاطيء,Wadi Ashathi,https://www.temehu.com/pictures2/hor12/550-wadi-shathi.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,2014-08-04,Removed as a result of court-ordered recounts. Replaced by: Rajav Meftah Ommar
Hujrah Abdulsalam Eskenda,أوباري,Awbari,https://www.temehu.com/pictures3/hor13/1729-awbari.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,2014-08-04,Removed because the court of appeal has annulled her votes. She was replaced by: Fatima Abdulsalam Alsawiaei
