id,name__sv,name__it,name__fr,name__en,name,wikipedia__sv,gender,birth_date,given_name,identifier__Riksdagen,original_wikiname,name__nl,name__de,wikipedia__commons,wikipedia__en,image,name__nb,name__uk,name__da,name__nn,name__fi,name__pl,name__pt,name__ru,wikipedia__da,wikipedia__fi,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__uk,identifier__VIAF,identifier__SELIBR,name__es,wikipedia__de,identifier__freebase,name__sco,name__id,wikipedia__fr,wikipedia__id,wikipedia__sco,identifier__ISNI,identifier__LCAuth,family_name,name__mg,wikipedia__mg,name__af,name__an,name__ar,name__az,name__be,name__bg,name__bn,name__br,name__bs,name__ca,name__cs,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__et,name__gl,name__he,name__hi,name__hu,name__io,name__is,name__ja,name__ka,name__ko,name__la,name__lb,name__lt,name__lv,name__mn,name__mr,name__ms,name__oc,name__pt_br,name__qu,name__se,name__sq,name__sr,name__sw,name__tr,name__vi,name__yo,name__zh,name__hr,name__fa,name__fo,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frwikiquote,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__qu,wikipedia__se,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tr,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__parlement,name__be_tarask,wikipedia__be_x_old,website,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__nds,name__vmf,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__fit,name__ta,name__sh,name__mk,name__hy,name__ur,wikipedia__cswikiquote,wikipedia__hy,wikipedia__sh,wikipedia__ta,wikipedia__ur,facebook,name__gsw,twitter,identifier__BIBSYS,identifier__BNF,name__ie,wikipedia__ie,name__ast,name__bar,name__co,name__cy,name__eu,name__fur,name__ga,name__gd,name__li,name__lij,name__lmo,name__nap,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sk,name__sl,name__vec,name__vls,name__wa,identifier__FAST,identifier__PACE,identifier__NTA,name__th,wikipedia__th,identifier__GTAA,death_date,identifier__OLID,wikipedia__nds,wikipedia__etwikiquote,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__NNDB,name__sah,wikipedia__sah,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__sk,wikipedia__mk,wikipedia__plwikiquote,birth_name,name__ckb,wikipedia__ckb,identifier__SFDb,wikipedia__eu,last_seen,identifier__elonet,identifier__PORT,identifier__DNF,name__ty,identifier__NLI,wikipedia__gd,wikipedia__hsb,name__hsb,identifier__kinopoisk,identifier__Britannica,identifier__kansallisbiografia,identifier__wikitree,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__min,name__nrm,name__pap,name__prg,name__rgn,name__sr_el,name__vo,name__wo,name__zu,identifier__CSFD,weblog,wikipedia__fawikiquote,occupation,identifier__ne_se,name__dsb,name__pfl,name__frr,identifier__snac,identifier__NLAtrove,identifier__CSPAN,identifier__politifact,identifier__quora,wikipedia__ml,name__kl,name__ml,identifier__omni,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__egl,name__eml,name__ext,name__ff,name__fj,name__fy,name__gag,name__gn,name__gv,name__ha,name__hak,name__hif_latn,name__hil,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ksh,name__lad,name__nah,name__rup,name__sn,name__su,name__tl,name__tpi,name__uz,name__war,name__zea,wikipedia__itwikiquote,name__te,identifier__LAC,linkedin,wikipedia__ruwikinews,identifier__bigenc_ru,instagram,name__sje,name__sma,name__smj,identifier__NUKAT,wikipedia__ukwikiquote,identifier__dialnet,identifier__CANTIC,wikipedia__ast,name__kn,email,identifier__google_knowledge,identifier__BAV,wikipedia__nlwikinews,identifier__NLA,identifier__NLP,identifier__LNB,identifier__PTBNP,name__als,wikipedia__fy,name__pdc,name__stq,name__ba,wikipedia__ba,identifier__GNC,wikipedia__cy,name__lfn,wikipedia__uz,wikipedia__azb,noble_title,identifier__BNE,name__azb,name__no,identifier__CONOR,wikipedia__wuu,name__wuu,identifier__DBNL,identifier__NDL,wikipedia__eswikiquote,identifier__NKC,identifier__youtube,name__tt,wikipedia__tt,identifier__NSK,name__mt,wikipedia__mzn,name__mzn
Q21614462,Rosa-Lill Wåhlstedt,,Rosa-Lill Wåhlstedt,Rosa-Lill Wåhlstedt,Rosa-Lill Wåhlstedt,,female,1946,Rosa,0200943027702,,Rosa-Lill Wåhlstedt,,,,,,,,,Rosa-Lill Wåhlstedt,,,,,,,,,,,,,,,,,,,,,,,,Wåhlstedt,,,,,,,,,,,,Rosa-Lill Wåhlstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosa-Lill Wåhlstedt,,,,,,,,,,,,,,,,,,,Rosa-Lill Wåhlstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21694214,Magda Ayoub,,Magda Ayoub,Magda Ayoub,Magda Ayoub,,female,,Magda,0232236105111,,Magda Ayoub,,,,,,,,,Magda Ayoub,,,,,,,,,,,,,,Magda Ayoub,,,,,,,,,,Ayoub,,,,,,,,,,,,Magda Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magda Ayoub,,,,,,,,,,,,,,,,,,,Magda Ayoub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21694229,Eva Rydén,,Eva Rydén,Eva Rydén,Eva Rydén,,female,1948,Eva,0207544889903,,Eva Rydén,,,,,,,,,Eva Rydén,,,,,,,,,,,,,,,,,,,,,,,,Rydén,,,,,,,,,,,,Eva Rydén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Rydén,,,,,,,,,,,,,,,,,,,Eva Rydén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21694244,Göran Engström,,Göran Engström,Göran Engström,Göran Engström,,male,1945,Göran,0366083752400,,Göran Engström,,,,,,,,,Göran Engström,,,Йоран Энгстрём,,,,,,,,,,,,,,,,,,,,,Engström,,,,,غوران إنغستروم,,,,,,,Göran Engström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Göran Engström,,,,,,,,,,,,,,,,,,,Göran Engström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21717748,Göran R. Hedberg,,Göran R Hedberg,Göran R. Hedberg,Göran R. Hedberg,,male,1943,Göran,0675602051200,,Göran R Hedberg,,,,,Göran R. Hedberg,,Göran R. Hedberg,Göran R. Hedberg,Göran R Hedberg,,,,,,,,,,,,,,,,,,,,,,,,Hedberg,,,,,غوران آر. هيدبيرغ,,,,,,,Göran R Hedberg,,,,,,,,,,,,,Göran R. Hedberg,,,,,,,,,,,,,,Göran R. Hedberg,,,Göran R. Hedberg,,,,,,,Göran R. Hedberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Göran R. Hedberg,,,,,,,,,,1995-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Göran R. Hedberg,Göran R. Hedberg,Göran R. Hedberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21717750,Magnus Johansson,,Magnus Johansson,Magnus Johansson,Magnus Johansson,,male,1967,Magnus,0471642162218,,,Magnus Johansson,,,,,,,,Magnus Johansson,,,Магнус Юханссон,,,,,,,,,,,Magnus Johansson,,,,,,,,,,Johansson,,,,,ماغنوس يوهانسون,,,,,,,Magnus Johansson,Magnus Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnus Johansson,,,,,,,,,,,,,,,,,,Magnus Johansson,Magnus Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21731075,Gösta Lyngå,,Gösta Lyngå,Gösta Lyngå,Gösta Lyngå,,male,1930,Gösta,0740487617408,,Gösta Lyngå,,,,,,,,,Gösta Lyngå,,,,,,,,,,,,,,,,,,,,,,,,Lyngå,,,,,,,,,,,,Gösta Lyngå,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gösta Lyngå,,,,,,,,,,,,,,,,,,,Gösta Lyngå,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21733204,Margareta Viklund,,Margareta Viklund,Margareta Viklund,Margareta Viklund,,female,1930,Margareta,0812087943307,,Margareta Viklund,,,,,,,,,Margareta Viklund,,,,,,,,,,,,,,Margareta Viklund,,,,,,,,,,Viklund,,,,,,,,,,,,Margareta Viklund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margareta Viklund,,,,,,,,,,,,,,,,,,,Margareta Viklund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21733239,Karl-Anders Petersson,,Karl-Anders Petersson,Karl-Anders Petersson,Karl-Anders Petersson,,male,1923,,0177634579699,,Karl-Anders Petersson,,,,,,,,,Karl-Anders Petersson,,,,,,,,,,,,,,Karl-Anders Petersson,,,,,,,,,,Petersson,,,,,,,,,,,,Karl-Anders Petersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl-Anders Petersson,,,,,,,,,,,,,,,,,,,Karl-Anders Petersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21733290,Marianne Karlsson,,Marianne Karlsson,Marianne Karlsson,Marianne Karlsson,,female,1931,Marianne,0927227010803,,Marianne Karlsson,,,,,,,,,Marianne Karlsson,,,,,,,,,,,,,,Marianne Karlsson,,,,,,,,,,Karlsson,,,,,,,,,,,,Marianne Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marianne Karlsson,,,Marianne Karlsson,,,,,,,,,,,,,,,,Marianne Karlsson,,,,,,,,,,2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21733317,Oswald Söderqvist,,Oswald Söderqvist,Oswald Söderqvist,Oswald Söderqvist,,male,1928,Oswald,0680796436301,,Oswald Söderqvist,,,,,,,,,Oswald Söderqvist,,,,,,,,,,,,,,,,,,,,,,,,Söderqvist,,,,,,,,,,,,Oswald Söderqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oswald Söderqvist,,,,,,,,,,,,,,,,,,,Oswald Söderqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21745484,Åke Sundqvist,,Åke Sundqvist,Åke Sundqvist,Åke Sundqvist,,male,1931,Åke,0596987397601,,Åke Sundqvist,,,,,,,,,Åke Sundqvist,,,Оке Сундквист,,,,,,,,,,,,,,,,,,,,,Sundqvist,,,,,,,,,,,,Åke Sundqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Åke Sundqvist,,,,,,,,,,,,,,,,,,,Åke Sundqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21745498,Kent Lundgren,,Kent Lundgren,Kent Lundgren,Kent Lundgren,,male,1937,Kent,0188510214005,,Kent Lundgren,,,,,,,,,Kent Lundgren,,,Кент Лундгрен,,,,,,,,,,,Kent Lundgren,,,,,,,,,,Lundgren,,,,,,,,,,,,Kent Lundgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kent Lundgren,,,,,,,,,,,,,,,,,,,Kent Lundgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21795365,Marianne Andersson,,Marianne Andersson,Marianne Andersson,Marianne Andersson,,female,1953,Marianne,0590096877813,,,,,,,,,,,Marianne Andersson,,,Марианна Андерссон,,,,,,,,,,,Marianne Andersson,,,,,,,,,,Andersson,,,,,ماريان أندرسون,,,,,,,Marianne Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marianne Andersson,,,,,,,,,,,,,,,,,,,Marianne Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q234872,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,female,1968-05-15,Cecilia,0246672208812,,Cecilia Malmström,Cecilia Malmström,Category:Cecilia Malmström,Cecilia Malmström,https://upload.wikimedia.org/wikipedia/commons/a/a7/Cecilia_Malmström_2.jpg,Cecilia Malmström,Сісілія Мальмстрьом,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,"Мальмстрём, Сесилия",Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,"Мальмстрём, Сесилия",,Сісілія Мальмстрьом,12467109,,Cecilia Malmström,Cecilia Malmström,/m/054w2k,,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,,0000 0001 1596 8100,n96054083,Malmström,,,,,,,,Сесилия Малмстрьом,,,,Cecilia Malmström,Cecilia Malmströmová,,,,,Cecilia Malmström,Cecilia Malmström,,,,Cecilia Malmström,,,,,,,Cecilia Malmström,,,,,,,,,,,,,Cecilia Malmström,,,塞絲莉亞·馬爾姆斯特洛姆,,سسیلیا مالمستروم,,,,,,,Сесилия Малмстрьом,,,,Cecilia Malmström,Cecilia Malmströmová,,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,Cecilia Malmström,سسیلیا مالمستروم,,,,,,,,,,,Cecilia Malmström,,,,,Cecilia Malmström,,,,,,Cecilia Malmström,,,,,,,Cecilia Malmström,,Cecilia Malmström,,,,1117403483,,,,vhyzn0ozwmz1,,,,Cecilia Malmström,Cecilia Malmström,4273,,,,,,,,,,,,,,,,,,,,MalmstromEU,,,,,Cecilia Malmström,,,,,,,,,,,,,,,,,,Cecilia Malmströmová,Cecilia Malmström,,,,,,170076180,,,228690,,,,,,,,,,,,塞西莉亚·马尔姆斯特伦,塞西莉亞·馬爾姆斯特倫,,,,,Cecilia Malmströmová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecilia Malmström,,,,,,,,,,,,,,Cecilia Malmström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q237522,Margot Wallström,Margot Wallström,Margot Wallström,Margot Wallström,Margot Wallström,Margot Wallström,female,1954-09-28,Margot,0740457070816,,Margot Wallström,Margot Wallström,Category:Margot Wallström,Margot Wallström,https://upload.wikimedia.org/wikipedia/commons/2/29/Margot_Wahlstrom_Sveriges_EU-kommissionar.jpg,Margot Wallström,Маргот Вальстрьом,Margot Wallström,Margot Wallström,Margot Wallström,Margot Wallström,Margot Wallström,"Валльстрём, Маргот",Margot Wallström,Margot Wallström,Margot Wallström,Margot Wallström,Margot Wallström,"Вальстрём, Маргот",,Маргот Вальстрьом,49034524,,Margot Wallström,Margot Wallström,/m/01_w9d,Margot Wallström,Margot Wallström,Margot Wallström,Margot Wallström,,0000 0000 5334 908X,no2008051407,Wallström,,,Margot Wallström,,مارغو والستروم,,Марго Вальстром,,,Margot Wallström,,Margot Wallström,Margot Wallström,,,,,Margot Wallström,Margot Wallström,Margot Wallström,מרגוט ולסטרם,,Margot Wallström,,Margot Wallström,マルゴット・ヴァルストローム,,마르고트 발스트룀,Margarita Wallström,Margot Wallström,Margot Wallström,,,,Margot Wallström,Margot Wallström,,,,Margot Wallström,,,Margot Wallström,Margot Wallström,Margot Wallström,瑪戈特·瓦爾斯特倫,Margot Wallström,مارگوت والستروم,,,,مارغو والستروم,,Марго Вальстром,,,,,Margot Wallström,Margot Wallström,,,Margot Wallström,Margot Wallström,Margot Wallström,مارگوت والستروم,,,,,מרגוט ולסטרם,,,,,,Margot Wallström,,,마르고트 발스트룀,Margarita Wallström,Margot Wallström,,,,,,Margot Wallström,,,,,Margot Wallström,,Margot Wallström,,Margot Wallström,Margot Wallström,,瑪戈特·瓦爾斯特倫,,,,,vgg61g6cd2ic,,,,Margot Wallström,,,Margot Wallström,,,,,,Margot Wallström,,Margot Wallström,,,,,,,,,,,margotwallstrom,12071103,,,,Margot Wallström,,,,Margot Wallström,,Margot Wallström,,,,,,,,,,,,Margot Wallströmová,Margot Wallström,,,,,,,,,164372,,,,,,Margot Wallström,,,,,,玛戈特·瓦尔斯特伦,瑪戈特·瓦爾斯特倫,瑪戈特·瓦爾斯特倫,玛戈特·瓦尔斯特伦,玛戈特·瓦尔斯特伦,瑪戈特·瓦爾斯特倫,Margot Wallströmová,,Margot Wallström,,,,,,,,,,,,,,Margot Wallström,,,,,,,,,,,,,,,,,,,,,,,,,politician,,Margot Wallström,,,,,,,,മാർഗോട്ട് വാൾസ്റ്റോം,,മാർഗോട്ട് വാൾസ്റ്റോം,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margot Wallström,,,,,,,,,,,Margot Wallström,,,Margot Wallström,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margot Wallström,Margot Wallström,,,,,,,,,,,,,,,,,,,,,,,,,
Q23915305,Henrik Edin,,,,,Henrik Edin,male,1989-04-13,Henrik,0376461485627,,Henrik Edin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Edin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23916255,Åsa Lindhagen,,Åsa Lindhagen,Åsa Lindhagen,Åsa Lindhagen,Åsa Lindhagen,female,1980-05-15,Åsa,062367962120,,Åsa Lindhagen,,Category:Åsa Lindhagen,Åsa Lindhagen,https://upload.wikimedia.org/wikipedia/commons/7/78/ÅsaLindhagen.jpg,,Аса Ліндхаген,,,Åsa Lindhagen,Åsa Lindhagen,,,,Åsa Lindhagen,,Åsa Lindhagen,,,,Оса Ліндхаген,,,,,,,,Åsa Lindhagen,,,,,Lindhagen,,,,,,,,,,,,Åsa Lindhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,連柯薩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asalindhagen,,,,,Åsa Lindhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
