id,identifier__psp,identifier__parldata,name,sort_name,family_name,given_name,honorific_prefix,birth_date,death_date,gender,term,party,party_id,start_date,end_date
109,109,109,Jan Navrátil,"Navrátil, Jan",Navrátil,Jan,JUDr.,1955-12-01,"",male,1,Poslanecký klub Komunistické strany Čech a Moravy,9,1994-01-19,1996-06-06
109,109,109,Jan Navrátil,"Navrátil, Jan",Navrátil,Jan,JUDr.,1955-12-01,"",male,1,Poslanecký klub Levého bloku,10,1992-06-06,1994-01-18
11,11,11,Jaroslav Broulík,"Broulík, Jaroslav",Broulík,Jaroslav,Ing.,1950-06-25,"",male,1,Poslanecký klub Českomoravské unie středu,2,1992-06-06,1995-05-04
11,11,11,Jaroslav Broulík,"Broulík, Jaroslav",Broulík,Jaroslav,Ing.,1950-06-25,"",male,1,Poslanecký klub Českomoravské unie středu,2,1995-05-31,1996-06-06
11,11,11,Jaroslav Broulík,"Broulík, Jaroslav",Broulík,Jaroslav,Ing.,1950-06-25,"",male,1,Nezařazení,13,1995-05-05,1995-05-30
110,110,110,Václav Nájemník,"Nájemník, Václav",Nájemník,Václav,Mgr.,1944-07-03,"",male,4,Poslanecký klub Občanské demokratické strany,51,2002-06-15,2002-06-20
110,110,110,Václav Nájemník,"Nájemník, Václav",Nájemník,Václav,Mgr.,1944-07-03,"",male,4,Poslanecký klub Občanské demokratické strany,600,2002-06-25,2006-06-15
110,110,110,Václav Nájemník,"Nájemník, Václav",Nájemník,Václav,Mgr.,1944-07-03,"",male,3,Poslanecký klub Občanské demokratické strany,51,1998-06-30,2002-06-20
110,110,110,Václav Nájemník,"Nájemník, Václav",Nájemník,Václav,Mgr.,1944-07-03,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
110,110,110,Václav Nájemník,"Nájemník, Václav",Nájemník,Václav,Mgr.,1944-07-03,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-06-19
110,110,110,Václav Nájemník,"Nájemník, Václav",Nájemník,Václav,Mgr.,1944-07-03,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,6,Poslanecký klub Občanské demokratické strany,753,2010-05-29,2010-06-03
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,6,Poslanecký klub Občanské demokratické strany,864,2010-05-30,2013-08-28
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,5,Poslanecký klub Občanské demokratické strany,600,2006-06-03,2006-06-15
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,5,Poslanecký klub Občanské demokratické strany,753,2006-06-08,2010-06-03
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,5,Poslanecký klub Občanské demokratické strany,864,2010-05-30,2010-06-03
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,4,Poslanecký klub Občanské demokratické strany,51,2002-06-15,2002-06-20
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,4,Poslanecký klub Občanské demokratické strany,600,2002-06-25,2006-06-15
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,4,Poslanecký klub Občanské demokratické strany,753,2006-06-08,2006-06-15
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,3,Poslanecký klub Občanské demokratické strany,51,1998-06-30,2002-06-20
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-06-19
111,111,111,Petr Nečas,"Nečas, Petr",Nečas,Petr,RNDr.,1964-11-19,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
112,112,112,Ladislav Nedorost,"Nedorost, Ladislav",Nedorost,Ladislav,Ing.,1964-10-28,"",male,1,Poslanecký klub České strany sociálně demokratické,3,1994-09-27,1996-06-06
112,112,112,Ladislav Nedorost,"Nedorost, Ladislav",Nedorost,Ladislav,Ing.,1964-10-28,"",male,1,Poslanecký klub Hnutí za samosprávnou demokracii - strany Moravy a Slezska,5,1993-06-10,1994-04-05
112,112,112,Ladislav Nedorost,"Nedorost, Ladislav",Nedorost,Ladislav,Ing.,1964-10-28,"",male,1,Nezařazení,13,1993-05-27,1993-06-09
112,112,112,Ladislav Nedorost,"Nedorost, Ladislav",Nedorost,Ladislav,Ing.,1964-10-28,"",male,1,Nezařazení,13,1994-04-06,1994-09-26
112,112,112,Ladislav Nedorost,"Nedorost, Ladislav",Nedorost,Ladislav,Ing.,1964-10-28,"",male,1,Sdružení pro republiku - Republikánská strana Československa,17,1992-06-06,1993-05-26
113,113,113,Jindřich Němčík,"Němčík, Jindřich",Němčík,Jindřich,PhDr.,1949-07-11,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
114,114,114,Luboš Němec,"Němec, Luboš",Němec,Luboš,Ing.,1951-03-09,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
115,115,115,Jaroslav Novák,"Novák, Jaroslav",Novák,Jaroslav,MUDr.,1935-12-18,"",male,2,Sdružení pro republiku - Republikánská strana Československa,17,1996-06-01,1996-06-06
115,115,115,Jaroslav Novák,"Novák, Jaroslav",Novák,Jaroslav,MUDr.,1935-12-18,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
115,115,115,Jaroslav Novák,"Novák, Jaroslav",Novák,Jaroslav,MUDr.,1935-12-18,"",male,1,Sdružení pro republiku - Republikánská strana Československa,17,1992-06-06,1996-06-06
116,116,116,Jiří Novák,"Novák, Jiří",Novák,Jiří,JUDr.,1950-04-11,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
116,116,116,Jiří Novák,"Novák, Jiří",Novák,Jiří,JUDr.,1950-04-11,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-01-19
116,116,116,Jiří Novák,"Novák, Jiří",Novák,Jiří,JUDr.,1950-04-11,"",male,2,Poslanecký klub Unie svobody,47,1998-01-20,1998-06-19
116,116,116,Jiří Novák,"Novák, Jiří",Novák,Jiří,JUDr.,1950-04-11,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
117,117,117,Libor Novák,"Novák, Libor",Novák,Libor,Ing.,1958-03-02,"",male,1,Nezařazení,13,1995-12-20,1996-06-06
117,117,117,Libor Novák,"Novák, Libor",Novák,Libor,Ing.,1958-03-02,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1995-12-19
118,118,118,Libor Novák,"Novák, Libor",Novák,Libor,JUDr.,1962-12-06,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
118,118,118,Libor Novák,"Novák, Libor",Novák,Libor,JUDr.,1962-12-06,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1997-12-02
118,118,118,Libor Novák,"Novák, Libor",Novák,Libor,JUDr.,1962-12-06,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
119,119,119,Eva Nováková,"Nováková, Eva",Nováková,Eva,MUDr.,1938-01-18,"",female,1,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,8,1992-06-06,1996-06-06
12,12,12,František Brožík,"Brožík, František",Brožík,František,Ing.,1955-03-04,"",male,4,Poslanecký klub České strany sociálně demokratické,48,2002-06-15,2002-06-20
12,12,12,František Brožík,"Brožík, František",Brožík,František,Ing.,1955-03-04,"",male,4,Poslanecký klub České strany sociálně demokratické,599,2004-09-30,2004-10-07
12,12,12,František Brožík,"Brožík, František",Brožík,František,Ing.,1955-03-04,"",male,3,Poslanecký klub České strany sociálně demokratické,48,1998-06-24,2002-06-20
12,12,12,František Brožík,"Brožík, František",Brožík,František,Ing.,1955-03-04,"",male,2,Poslanecký klub České strany sociálně demokratické,3,1996-06-01,1996-06-06
12,12,12,František Brožík,"Brožík, František",Brožík,František,Ing.,1955-03-04,"",male,2,Poslanecký klub České strany sociálně demokratické,40,1996-06-12,1998-06-19
12,12,12,František Brožík,"Brožík, František",Brožík,František,Ing.,1955-03-04,"",male,1,Poslanecký klub České strany sociálně demokratické,3,1992-06-06,1996-06-06
120,120,120,Miroslav Novotný,"Novotný, Miroslav",Novotný,Miroslav,"",1947-03-29,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
121,121,121,Rudolf Opatřil,"Opatřil, Rudolf",Opatřil,Rudolf,Ing.,1959-08-15,"",male,1,Poslanecký klub Českomoravské unie středu,2,1992-06-06,1996-06-06
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,6,Poslanecký klub České strany sociálně demokratické,750,2010-05-29,2010-06-03
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,6,Poslanecký klub České strany sociálně demokratické,863,2010-06-04,2013-08-28
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,5,Poslanecký klub České strany sociálně demokratické,599,2006-06-03,2006-06-15
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,5,Poslanecký klub České strany sociálně demokratické,750,2006-06-05,2010-06-03
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,4,Poslanecký klub České strany sociálně demokratické,48,2002-06-15,2002-06-20
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,4,Poslanecký klub České strany sociálně demokratické,599,2002-06-21,2006-06-15
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,4,Poslanecký klub České strany sociálně demokratické,750,2006-06-05,2006-06-15
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,3,Poslanecký klub České strany sociálně demokratické,48,1998-06-24,2002-06-20
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,2,Poslanecký klub České strany sociálně demokratické,3,1996-06-01,1996-06-06
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,2,Poslanecký klub České strany sociálně demokratické,40,1996-06-12,1998-06-19
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,1,Poslanecký klub České strany sociálně demokratické,3,1994-10-12,1996-06-06
122,122,122,Hana Orgoníková,"Orgoníková, Hana",Orgoníková,Hana,Ing.,1946-12-08,2014-06-05,female,1,Poslanecký klub Liberálně sociální unie,12,1992-06-06,1994-10-11
123,123,123,Jaroslav Ortman,"Ortman, Jaroslav",Ortman,Jaroslav,JUDr.,1952-09-29,"",male,1,Poslanecký klub Levého bloku,10,1992-06-06,1996-06-06
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,4,Poslanecký klub České strany sociálně demokratické,48,2002-06-15,2002-06-20
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,4,Poslanecký klub České strany sociálně demokratické,599,2002-06-21,2004-09-22
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,752,2002-07-15,2004-08-04
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,3,Poslanecký klub České strany sociálně demokratické,48,1998-06-24,2002-06-20
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,2,Poslanecký klub České strany sociálně demokratické,3,1996-06-01,1996-06-06
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,2,Poslanecký klub České strany sociálně demokratické,40,1996-06-12,1998-06-19
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,1,Poslanecký klub České strany sociálně demokratické,3,1995-11-01,1996-06-06
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,1,Poslanecký klub Levého bloku,10,1992-06-06,1995-09-27
124,124,124,Jaroslav Palas,"Palas, Jaroslav",Palas,Jaroslav,Ing.,1952-10-02,"",male,1,Nezařazení,13,1995-09-28,1995-10-31
125,125,125,Josef Pavela,"Pavela, Josef",Pavela,Josef,Ing.,1933-06-25,"",male,1,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,8,1992-06-06,1996-06-06
126,126,126,Jiřina Pavlíková,"Pavlíková, Jiřina",Pavlíková,Jiřina,PhDr.,1953-02-15,"",female,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
127,127,127,Jiří Payne,"Payne, Jiří",Payne,Jiří,RNDr.,1956-07-07,"",male,3,Poslanecký klub Občanské demokratické strany,51,1998-06-30,2002-06-20
127,127,127,Jiří Payne,"Payne, Jiří",Payne,Jiří,RNDr.,1956-07-07,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
127,127,127,Jiří Payne,"Payne, Jiří",Payne,Jiří,RNDr.,1956-07-07,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-06-19
127,127,127,Jiří Payne,"Payne, Jiří",Payne,Jiří,RNDr.,1956-07-07,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
128,128,128,Tomáš Páv,"Páv, Tomáš",Páv,Tomáš,RNDr.,1937-09-22,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
128,128,128,Tomáš Páv,"Páv, Tomáš",Páv,Tomáš,RNDr.,1937-09-22,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-06-19
128,128,128,Tomáš Páv,"Páv, Tomáš",Páv,Tomáš,RNDr.,1937-09-22,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
129,129,129,Pavel Pešek,"Pešek, Pavel",Pešek,Pavel,Ing.,1964-03-31,"",male,3,Poslanecký klub Unie svobody,52,1998-06-26,2002-06-20
129,129,129,Pavel Pešek,"Pešek, Pavel",Pešek,Pavel,Ing.,1964-03-31,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
129,129,129,Pavel Pešek,"Pešek, Pavel",Pešek,Pavel,Ing.,1964-03-31,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-01-19
129,129,129,Pavel Pešek,"Pešek, Pavel",Pešek,Pavel,Ing.,1964-03-31,"",male,2,Poslanecký klub Unie svobody,47,1998-01-20,1998-06-19
129,129,129,Pavel Pešek,"Pešek, Pavel",Pešek,Pavel,Ing.,1964-03-31,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
1296,1296,1296,Petr Gandalovič,"Gandalovič, Petr",Gandalovič,Petr,Mgr.,1964-08-15,"",male,6,Poslanecký klub Občanské demokratické strany,753,2010-05-29,2010-06-03
1296,1296,1296,Petr Gandalovič,"Gandalovič, Petr",Gandalovič,Petr,Mgr.,1964-08-15,"",male,6,Poslanecký klub Občanské demokratické strany,864,2010-05-30,2011-03-01
1296,1296,1296,Petr Gandalovič,"Gandalovič, Petr",Gandalovič,Petr,Mgr.,1964-08-15,"",male,5,Poslanecký klub Občanské demokratické strany,753,2006-06-08,2010-06-03
1296,1296,1296,Petr Gandalovič,"Gandalovič, Petr",Gandalovič,Petr,Mgr.,1964-08-15,"",male,5,Poslanecký klub Občanské demokratické strany,864,2010-05-30,2010-06-03
13,13,13,Vladimír Budinský,"Budinský, Vladimír",Budinský,Vladimír,Ing.,1959-11-25,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
13,13,13,Vladimír Budinský,"Budinský, Vladimír",Budinský,Vladimír,Ing.,1959-11-25,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-06-19
13,13,13,Vladimír Budinský,"Budinský, Vladimír",Budinský,Vladimír,Ing.,1959-11-25,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
130,130,130,Pavel Petržílek,"Petržílek, Pavel",Petržílek,Pavel,JUDr. Ing.,1939-12-23,"",male,1,Poslanecký klub České strany sociálně demokratické,3,1992-06-06,1996-06-06
131,131,131,Stanislav Pěnička,"Pěnička, Stanislav",Pěnička,Stanislav,Mgr.,1939-10-05,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
131,131,131,Stanislav Pěnička,"Pěnička, Stanislav",Pěnička,Stanislav,Mgr.,1939-10-05,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-01-19
131,131,131,Stanislav Pěnička,"Pěnička, Stanislav",Pěnička,Stanislav,Mgr.,1939-10-05,"",male,2,Poslanecký klub Unie svobody,47,1998-01-20,1998-06-19
131,131,131,Stanislav Pěnička,"Pěnička, Stanislav",Pěnička,Stanislav,Mgr.,1939-10-05,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
132,132,132,František Pluhař,"Pluhař, František",Pluhař,František,MUDr.,1937-02-11,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
133,133,133,Vladimír Procházka,"Procházka, Vladimír",Procházka,Vladimír,Ing.,1936-05-29,"",male,1,Poslanecký klub Českomoravské unie středu,2,1994-12-27,1996-06-06
133,133,133,Vladimír Procházka,"Procházka, Vladimír",Procházka,Vladimír,Ing.,1936-05-29,"",male,1,Poslanecký klub Liberálně sociální unie,12,1992-06-06,1994-12-26
134,134,134,Martin Přibáň,"Přibáň, Martin",Přibáň,Martin,PhDr.,1958-11-28,"",male,2,Poslanecký klub Občanské demokratické strany,15,1996-06-01,1996-06-06
134,134,134,Martin Přibáň,"Přibáň, Martin",Přibáň,Martin,PhDr.,1958-11-28,"",male,2,Poslanecký klub Občanské demokratické strany,45,1996-06-11,1998-01-19
134,134,134,Martin Přibáň,"Přibáň, Martin",Přibáň,Martin,PhDr.,1958-11-28,"",male,2,Poslanecký klub Unie svobody,47,1998-01-20,1998-06-19
134,134,134,Martin Přibáň,"Přibáň, Martin",Přibáň,Martin,PhDr.,1958-11-28,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
135,135,135,Miroslav Raška,"Raška, Miroslav",Raška,Miroslav,Ing.,1958-05-13,"",male,1,Poslanecký klub Českomoravské unie středu,2,1995-02-09,1995-09-12
135,135,135,Miroslav Raška,"Raška, Miroslav",Raška,Miroslav,Ing.,1958-05-13,"",male,1,Poslanecký klub Liberální strany národně sociální,11,1995-09-13,1996-02-27
135,135,135,Miroslav Raška,"Raška, Miroslav",Raška,Miroslav,Ing.,1958-05-13,"",male,1,Poslanecký klub Liberálně sociální unie,12,1992-06-06,1994-10-30
135,135,135,Miroslav Raška,"Raška, Miroslav",Raška,Miroslav,Ing.,1958-05-13,"",male,1,Nezařazení,13,1994-10-31,1995-02-08
135,135,135,Miroslav Raška,"Raška, Miroslav",Raška,Miroslav,Ing.,1958-05-13,"",male,1,Poslanecký klub Občanského národního hnutí,16,1996-02-28,1996-06-06
136,136,136,Svatomír Recman,"Recman, Svatomír",Recman,Svatomír,RSDr. Ing.,1952-12-29,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
136,136,136,Svatomír Recman,"Recman, Svatomír",Recman,Svatomír,RSDr. Ing.,1952-12-29,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2006-06-15
136,136,136,Svatomír Recman,"Recman, Svatomír",Recman,Svatomír,RSDr. Ing.,1952-12-29,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
136,136,136,Svatomír Recman,"Recman, Svatomír",Recman,Svatomír,RSDr. Ing.,1952-12-29,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
136,136,136,Svatomír Recman,"Recman, Svatomír",Recman,Svatomír,RSDr. Ing.,1952-12-29,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,9,1996-06-01,1996-06-06
136,136,136,Svatomír Recman,"Recman, Svatomír",Recman,Svatomír,RSDr. Ing.,1952-12-29,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
136,136,136,Svatomír Recman,"Recman, Svatomír",Recman,Svatomír,RSDr. Ing.,1952-12-29,"",male,1,Poslanecký klub Komunistické strany Čech a Moravy,9,1994-02-15,1996-06-06
136,136,136,Svatomír Recman,"Recman, Svatomír",Recman,Svatomír,RSDr. Ing.,1952-12-29,"",male,1,Poslanecký klub Levého bloku,10,1992-06-06,1994-02-14
