id,name,image,email,party,party_id,region,term,source
154,Batliner Manfred,http://landtaglive.gmgnet.li/files/attachments/manfred_batliner.jpg,"",FBP,FBP,Unterland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
155,Beck Doris,http://landtaglive.gmgnet.li/files/attachments/doris_beck.jpg,"",VU,VU,Unterland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
155,Beck Doris,http://landtaglive.gmgnet.li/files/attachments/doris_beck.jpg,"",VU,VU,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
156,Beck Jürgen,http://landtaglive.gmgnet.li/files/attachments/juergen_beck.jpg,"",DU,DU,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
156,Beck Jürgen,http://landtaglive.gmgnet.li/files/attachments/juergen_beck.jpg,"",DU,DU,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
157,Biedermann Gisela,http://landtaglive.gmgnet.li/files/attachments/gisela_biedermann.jpg,"",VU,VU,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
158,Brunhart Arthur,http://landtaglive.gmgnet.li/files/attachments/arthur_brunhart_634995624561945000.jpg,"",VU,VU,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
158,Brunhart Arthur,http://landtaglive.gmgnet.li/files/attachments/arthur_brunhart_634995624561945000.jpg,"",VU,VU,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
159,Büchel Gerold,http://landtaglive.gmgnet.li/files/attachments/gerold_buechel.jpg,"",FBP,FBP,Unterland,2013,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de
159,Büchel Gerold,http://landtaglive.gmgnet.li/files/attachments/gerold_buechel.jpg,"",FBP,FBP,Unterland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
161,Frick Albert,http://landtaglive.gmgnet.li/files/attachments/albert_frick.jpg,albert.frick@landtag.li,FBP,FBP,Oberland,2013,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de
161,Frick Albert,http://landtaglive.gmgnet.li/files/attachments/albert_frick.jpg,"",FBP,FBP,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
162,Frick Pepo,http://landtaglive.gmgnet.li/files/attachments/pepo_frick.jpg,"",FL,FL,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
162,Frick Pepo,http://landtaglive.gmgnet.li/files/attachments/pepo_frick.jpg,"",FL,FL,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
163,Frommelt Doris,http://landtaglive.gmgnet.li/files/attachments/doris_frommelt.jpg,"",FBP,FBP,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
163,Frommelt Doris,http://landtaglive.gmgnet.li/files/attachments/doris_frommelt.jpg,"",FBP,FBP,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
164,Gopp Rainer,http://landtaglive.gmgnet.li/files/attachments/rainer_gopp.jpg,rainer.gopp@landtag.li,FBP,FBP,Unterland,2013,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de
164,Gopp Rainer,http://landtaglive.gmgnet.li/files/attachments/rainer_gopp.jpg,"",FBP,FBP,Unterland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
165,Hilti Diana,http://landtaglive.gmgnet.li/files/attachments/diana_hilti.jpg,"",VU,VU,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
166,Hilti Peter,http://landtaglive.gmgnet.li/files/attachments/peter_hilti.jpg,"",VU,VU,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
167,Kaiser Johannes,http://landtaglive.gmgnet.li/files/attachments/kaiser_johannes_neu_aus_2009.jpg,johannes.kaiser@landtag.li,FBP,FBP,Unterland,2013,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de
167,Kaiser Johannes,http://landtaglive.gmgnet.li/files/attachments/kaiser_johannes_neu_aus_2009.jpg,"",FBP,FBP,Unterland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
167,Kaiser Johannes,http://landtaglive.gmgnet.li/files/attachments/kaiser_johannes_neu_aus_2009.jpg,"",FBP,FBP,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
168,Kindle Elmar,http://landtaglive.gmgnet.li/files/attachments/elmar_kindle.jpg,"",FBP,FBP,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
168,Kindle Elmar,http://landtaglive.gmgnet.li/files/attachments/elmar_kindle.jpg,"",FBP,FBP,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
169,Kranz Günther,http://landtaglive.gmgnet.li/files/attachments/guenther_kranz.jpg,"",VU,VU,Unterland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
169,Kranz Günther,http://landtaglive.gmgnet.li/files/attachments/guenther_kranz.jpg,"",VU,VU,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
170,Kranz Werner,http://landtaglive.gmgnet.li/files/attachments/werner_kranz.jpg,"",VU,VU,Unterland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
171,Lampert Peter,http://landtaglive.gmgnet.li/files/attachments/peter_lampert.jpg,"",FBP,FBP,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
171,Lampert Peter,http://landtaglive.gmgnet.li/files/attachments/peter_lampert.jpg,"",FBP,FBP,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
172,Lampert Wendelin,http://landtaglive.gmgnet.li/files/attachments/wendelin_lampert.jpg,wendelin.lampert@landtag.li,FBP,FBP,Oberland,2013,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de
172,Lampert Wendelin,http://landtaglive.gmgnet.li/files/attachments/wendelin_lampert.jpg,"",FBP,FBP,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
172,Lampert Wendelin,http://landtaglive.gmgnet.li/files/attachments/wendelin_lampert.jpg,"",FBP,FBP,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
173,Negele Gebhard,http://landtaglive.gmgnet.li/files/attachments/gebhard_negele.jpg,"",VU,VU,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
173,Negele Gebhard,http://landtaglive.gmgnet.li/files/attachments/gebhard_negele.jpg,"",VU,VU,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
174,Quaderer Harry,http://landtaglive.gmgnet.li/files/attachments/harry_quaderer.jpg,harry.quaderer@landtag.li,DU,DU,Oberland,2013,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de
174,Quaderer Harry,http://landtaglive.gmgnet.li/files/attachments/harry_quaderer.jpg,"",DU,DU,Oberland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
174,Quaderer Harry,http://landtaglive.gmgnet.li/files/attachments/harry_quaderer.jpg,"",DU,DU,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
176,Wohlwend Renate,http://landtaglive.gmgnet.li/files/attachments/renate_wohlwend.jpg,"",FBP,FBP,Unterland,2009,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2009&sitzordnung=0
176,Wohlwend Renate,http://landtaglive.gmgnet.li/files/attachments/renate_wohlwend.jpg,"",FBP,FBP,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
177,Wanger Klaus,http://landtaglive.gmgnet.li/files/attachments/klaus_wanger.jpg,"",FBP,FBP,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
178,Biedermann Josy,http://landtaglive.gmgnet.li/files/attachments/josy_biedermann.jpg,"",FBP,FBP,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
180,Vogt Heinz,http://landtaglive.gmgnet.li/files/attachments/heinz_vogt.jpg,"",VU,VU,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
181,Vogt Paul,http://landtaglive.gmgnet.li/files/attachments/paul_vogt.jpg,"",FL,FL,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
182,Büchel Markus,http://landtaglive.gmgnet.li/files/attachments/markus_buechel.jpg,"",FBP,FBP,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
183,Heeb Franz J.,http://landtaglive.gmgnet.li/files/attachments/franz_heeb.jpg,"",FBP,FBP,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
184,Lampert Rudolf,http://landtaglive.gmgnet.li/files/attachments/rudolf_lampert.jpg,"",FBP,FBP,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
185,Klein Ivo,http://landtaglive.gmgnet.li/files/attachments/ivo_klein.jpg,"",VU,VU,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
188,Caduff Henrik,http://landtaglive.gmgnet.li/files/attachments/henrik_caduff.jpg,"",VU,VU,Oberland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
200,Matt Andrea,http://landtaglive.gmgnet.li/files/attachments/andrea_matt.jpg,"",FL,FL,Unterland,2005,http://www.landtag.li/personen.aspx?nid=4158&auswahl=4158&lang=de&jahr=2005&sitzordnung=0
