id,name,party,area,image,phone,fax,contact_form,term,source
16,Héctor A. Torres Calderón,PNP,Distrito 12,http://www.tucamarapr.org/dnncamara/images/Representantes/3fd809dd-6861-4a98-b16a-ebe9bfdd57c9.jpg,(787) 725-1216 / (787) 725-2661,(787) 627-4892,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=16,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=16
17,Gabriel Rodríguez Aguiló,PNP,Distrito 13,http://www.tucamarapr.org/dnncamara/images/Representantes/8b7e107-5b5d-4ae9-a20c-b33f19a50fbb.jpg,787723-0109 / 787724-2001,787622-4387,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=17,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=17
179,Jenniffer A. González Colón,PNP,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/7d8e5300-a519-4b58-9b39-5d333517b747.jpg,(787) 722-0458 / (787) 722-0458,(787) 724-0459,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=179,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=179
18,Angel E. Rodríguez Miranda,PNP,Distrito 9,http://www.tucamarapr.org/dnncamara/images/Representantes/f91aa93-a43d-40d9-a51b-8cd81878f80c.jpg,(787) 725-6807 / (787) 725-6807,(787) 622-4375,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=18,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=18
185,Yashira Lebrón Rodríguez,PNP,Distrito 8,http://www.tucamarapr.org/dnncamara/images/Representantes/34aa945b-7dfb-4326-b5d5-ef7bdfa58af9.jpg,(787) 721-6040 / ,(787) 622-4710,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=185,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=185
187,José Anibal Díaz Collazo,PPD,Distrito 29,http://www.tucamarapr.org/dnncamara/images/Representantes/1f4e13ce-a123-4926-bbdb-070671adc10b.jpg,(787) 622-4885 / (787) 721-6040,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=187,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=187
188,Luis E. Torres Monsegur,PPD,Distrito 23,http://www.tucamarapr.org/dnncamara/images/Representantes/7d387bd8-1fe1-49ac-a411-2785bba0a0e9.jpg,(787) 723-5840 / (787) 721-5007,(787) 622-4899,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=188,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=188
190,José E. Torres Zamora,PNP,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/27c9a2a0-3336-4052-b811-1db0494ef83f.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=190,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=190
191,Eddie Charbonier Chinea,PNP,Distrito 1,http://www.tucamarapr.org/dnncamara/images/Representantes/b5ff7253-68f8-4097-81d9-ea88b59b445a.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=191,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=191
192,Juan O. Morales Rodríguez,PNP,Distrito 3,http://www.tucamarapr.org/dnncamara/images/Representantes/129e955a-bfd2-4cc4-8031-df156014c0ae.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=192,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=192
193,Victor L. Parés Otero,PNP,Distrito 4,http://www.tucamarapr.org/dnncamara/images/Representantes/b72a8e04-8b34-4fd5-8c24-47ffac2a6de6.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=193,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=193
194,Nelson Del Valle Colón,PNP,Distrito 9,http://www.tucamarapr.org/dnncamara/images/Representantes/a40cc9ea-f5c8-41c1-8cd0-57681c1b7706.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=194,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=194
195,Guillermo Miranda Rivera,PNP,Distrito 12,http://www.tucamarapr.org/dnncamara/images/Representantes/1bcba311-27e6-466d-9210-5119dd41996f.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=195,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=195
196,Joel I. Franqui Atiles,PNP,Distrito 15,http://www.tucamarapr.org/dnncamara/images/Representantes/4e924527-aa5b-4279-bacd-edd991bade54.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=196,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=196
197,Félix G. Lassalle Toro,PNP,Distrito 16,http://www.tucamarapr.org/dnncamara/images/Representantes/345fca98-3c83-4d27-9df8-affc2237f25c.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=197,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=197
198,José Luis Rivera Guerra,PNP,Distrito 17,http://www.tucamarapr.org/dnncamara/images/Representantes/03f366cd-fc7d-4a0d-9a1d-5995029be6b7.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=198,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=198
199,José J. Pérez Cordero,PNP,Distrito 18,http://www.tucamarapr.org/dnncamara/images/Representantes/5b238c6f-c264-4209-a899-34d2a82eeab0.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=199,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=199
20,Jaime R. Perelló Borrás,PPD,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/9858a950-ac46-4ac3-94cb-940d5d9ef866.jpg,(787) 622-4953 / (787) 622-4954,(787) 722-6441,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=20,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=20
200,Maricarmen Mas Rodríguez,PNP,Distrito 19,http://www.tucamarapr.org/dnncamara/images/Representantes/d1b306ca-3632-4adb-8a84-ff65df94aca5.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=200,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=200
201,Michael A. Quiñones Irizarry,PNP,Distrito 22,http://www.tucamarapr.org/dnncamara/images/Representantes/5b584d78-4769-4ead-87a1-1cb1819d65df.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=201,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=201
202,Víctor M. Torres González,PNP,Distrito 23,http://www.tucamarapr.org/dnncamara/images/Representantes/4703dadf-8a30-4e70-b4f7-0f26c8d1b780.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=202,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=202
203,José A. Banchs Alemán,PNP,Distrito 24,http://www.tucamarapr.org/dnncamara/images/Representantes/0a20e0f4-74d0-47b7-a439-93891db4e9e2.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=203,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=203
204,Jacqueline Rodríguez Hernández,PNP,Distrito 25,http://www.tucamarapr.org/dnncamara/images/Representantes/ba92fc3e-5ebf-46f7-9248-c45b78e704b0.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=204,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=204
205,Ramón L. Rodríguez Ruiz,PNP,Distrito 27,http://www.tucamarapr.org/dnncamara/images/Representantes/3c2352b3-6ece-49ae-9c26-9d3e2fcef887.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=205,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=205
206,José A. Díaz Collazo,PPD,Distrito 29,http://www.tucamarapr.org/dnncamara/images/Representantes/8029de99-1e4c-4050-b878-f4584dbd6b5d.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=206,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=206
207,Samuel Pagán Cuadrado,PNP,Distrito 35,http://www.tucamarapr.org/dnncamara/images/Representantes/b1d96ac8-92cd-4691-af8c-a86d3049fb9c.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=207,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=207
208,Néstor A. Alonso Vega,PNP,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/8ca3eecc-83f3-4238-bda4-08ffce59d2d4.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=208,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=208
209,Jesús Manuel Ortiz González,PPD,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/2741b094-9a1a-4bda-b195-3095c46a11e0.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=209,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=209
210,Denis Márquez Lebrón,PIP,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/d3b14919-b52f-48ac-8021-3cdd6d4263d2.jpg, / ,"",http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=210,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=210
22,Carlos M. Hernández López,PPD,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/f6a192d-57c2-49d1-bf8b-f0674ed24c06.jpg,(787) 622-4896 / (787) 622-4897,(787) 622-4886,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=22,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=22
24,Lydia Méndez Silva,PPD,Distrito 21,http://www.tucamarapr.org/dnncamara/images/Representantes/0bf11e0-dd53-45e8-8cd2-22bf19f7a667.jpg,787722-0801 / 787977-0128,787721-0483,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=24,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=24
27,Angel R. Peña Ramírez,PNP,Distrito 33,http://www.tucamarapr.org/dnncamara/images/Representantes/e8d8556-e264-4780-b92f-570a8f1ca731.jpg,(787) 622-4961 / (787) 622-4961,(787) 622-4995,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=27,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=27
28,José R. Torres Ramírez,PPD,Distrito 27,http://www.tucamarapr.org/dnncamara/images/Representantes/fcaf416c-ce19-42ef-b263-2c58d5724e4d.jpg,(787) 622-3822 / (787) 622-3822,(787) 723-8584,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=28,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=28
30,José F. Aponte Hernández,PNP,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/b8212da-6b2c-4fd6-9876-ea1a4887b9a7.jpg,(787) 723-1090 / (787) 723-1090,(787) 722-5106,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=30,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=30
31,Rafael Rivera Ortega,PNP,Distrito 28,http://www.tucamarapr.org/dnncamara/images/Representantes/f353f4e-a4dd-4e00-9fac-ea74cc9f6b46.jpg,(787) 977-2417 / (787) 977-2418,(787) 725-4290,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=31,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=31
35,José M. Varela Fernández,PPD,Distrito 32,http://www.tucamarapr.org/dnncamara/images/Representantes/688ff85b-50c9-495e-97d6-53cdad935088.jpg,(787) 725-3928 / (787) 722-4326,(787) 723-4711,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=35,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=35
36,Luis G. León Rodríguez,PNP,Distrito 24,http://www.tucamarapr.org/dnncamara/images/Representantes/9136fc6-ef2f-48f8-af26-0393ef3c1f04.jpg,(787) 622-4965 / (787) 622-4965,(787) 721-8481,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=36,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=36
39,Carlos Méndez Núñez,PNP,Distrito 36,http://www.tucamarapr.org/dnncamara/images/Representantes/67dea01-a30c-49c7-b233-ac43a2ba5e8f.jpg,(787) 722-3539 / ,(787) 721-3644,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=39,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=39
4,José E. Meléndez Ortiz,PNP,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/88dea4e1-b373-463f-aec0-1131322b06aa.jpg,(787) 725-9189 / (787) 725-9189,(787) 721-6062,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=4,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=4
40,Angel Bulerín Ramos,PNP,Distrito 37,http://www.tucamarapr.org/dnncamara/images/Representantes/ba7ff98-f29b-430e-a54b-af7b24c2fc8c.jpg,(787) 722-2508 / (787) 722-2508,(787) 721-6608,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=40,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=40
41,Víctor L. Vassallo Anadón,PPD,Distrito 25,http://www.tucamarapr.org/dnncamara/images/Representantes/8acb8e0-a37b-435c-a2b3-107e18f5591b.jpg,(787) 622-4290 / (787) 622-4290,(787) 622-4382,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=41,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=41
42,Roberto Rivera Ruiz De Porras,PPD,Distrito 39,http://www.tucamarapr.org/dnncamara/images/Representantes/7d1daf5-b122-432a-bead-aeff0a505165.jpg,(787) 622-4893 / (787) 622-4894,(787) 721-8253,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=42,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=42
44,María de Lourdes Ramos Rivera,PNP,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/0df4903-63b3-421f-a6b0-ac4344f1f802.jpg,(787) 721-6040 / 2522,(787) 622-4882,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=44,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=44
47,Luis R. Vega Ramos,PPD,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/84da49f-248c-489b-8611-aacb49f54a66.jpg,(787) 725-3898 / (787) 722-5598,(787) 622-4875,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=47,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=47
50,Rafael Hernández Montañez,PPD,Distrito 11,http://www.tucamarapr.org/dnncamara/images/Representantes/e0255cd-c1f4-49a0-a71d-3301de57de88.jpg,(787) 622-4997 / (787) 622-4998,(787) 723-1732,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=50,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=50
51,José López Muñoz,PNP,Distrito 1,http://www.tucamarapr.org/dnncamara/images/Representantes/cc4eb92-e09f-40d2-9920-d3594baf97ed.jpg,787723-2212 / 787723-2161,787725-8805,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=51,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=51
61,Antonio L. Soto Torres,PNP,Distrito 6,http://www.tucamarapr.org/dnncamara/images/Representantes/58517da-b5a8-4d68-90ee-c7eeb6265a41.jpg,(787) 725-2698 / (787) 725-2698,(787) 977-2477,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=61,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=61
65,Angel Muñoz Suárez,PNP,Distrito 18,http://www.tucamarapr.org/dnncamara/images/Representantes/95fc8d3-a8a1-462c-a5ef-41fc6f379a3d.jpg,(787) 622-4992 / (787) 622-4993,(787) 724-7025,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=65,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=65
66,Angel N. Matos García,PPD,Distrito 40,http://www.tucamarapr.org/dnncamara/images/Representantes/949c187-2885-430c-a868-c5f19db52fe7.jpg,(787) 721-4039 / (787) 622-4485,(787) 722-5483,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=66,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=66
7,Brenda López de Arrarás,PPD,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/fb836622-bc0c-4add-9fe9-acb84b6eb451.jpg,(787) 725-2771 / (787) 725-2727,(787) 622-4970,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=7,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=7
70,Armando Franco González,PPD,Distrito 17,http://www.tucamarapr.org/dnncamara/images/Representantes/fe588f05-7d6e-4d11-bfb2-2a60adb81106.jpg,(787) 729-9005 / (787) 723-0070,(787) 622-4385,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=70,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=70
71,Carlos A. Bianchi Angleró,PPD,Distrito 20,http://www.tucamarapr.org/dnncamara/images/Representantes/c71258b-4b3e-4ca6-a071-bb0b64ae3e57.jpg,(787) 977-2456 / (787) 977-2494,(787) 721-3644,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=71,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=71
72,Carlos J. Vargas Ferrer,PPD,Distrito 29,http://www.tucamarapr.org/dnncamara/images/Representantes/73eb88f1-7013-480a-a47b-f7f996eb4e49.jpg,(787) 622-4885 / (787) 622-4885,(787) 725-3908,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=72,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=72
74,César Hernández Alfonzo,PPD,Distrito 15,http://www.tucamarapr.org/dnncamara/images/Representantes/8ce24c5f-748c-4f7f-b4a3-431ecd8a39f4.jpg,(787) 725-5115 / (787) 723-6100,(787) 725-0630,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=74,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=74
77,Efraín De Jesús Rodríguez,PPD,Distrito 19,http://www.tucamarapr.org/dnncamara/images/Representantes/02c38a8-b19f-4311-a633-8198cda9e059.jpg,(787) 722-4296 / (787) 722-4296,(787) 724-7423,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=77,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=77
8,Luis R. Torres Cruz,PPD,Distrito 2,http://www.tucamarapr.org/dnncamara/images/Representantes/2fa8aa3-629a-4b82-8ae8-ed951ca6a566.jpg,787723-1816 / 787723-8424,787722-3573,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=8,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=8
80,Javier A. Aponte Dalmau,PPD,Distrito 38,http://www.tucamarapr.org/dnncamara/images/Representantes/6caa6b19-7a9f-422e-87c5-8420bbf8db53.jpg,(787) 722-7780 / (787) 725-1435,(787) 622-4963,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=80,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=80
81,Jesús Santa Rodríguez,PPD,Distrito 31,http://www.tucamarapr.org/dnncamara/images/Representantes/54693ce-2743-47a7-8ef7-b2fb4785cbe4.jpg,(787) 725-5595 / (787) 723-3605,(787) 725-3411,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=81,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=81
83,José A. Rodríguez Quiles,PPD,Distrito 16,http://www.tucamarapr.org/dnncamara/images/Representantes/227af05-2708-4715-b818-867ef99de977.jpg,(787) 622-4877 / (787) 622-4877,(787) 721-8019,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=83,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=83
85,Jose L. Báez Rivera,PPD,Distrito 4,http://www.tucamarapr.org/dnncamara/images/Representantes/e841add-181f-4559-8e4f-8df769221a5a.jpg,(787) 622-4960 / (787) 622-4960,(787) 721-6620,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=85,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=85
90,Luis R. Ortiz Lugo,PPD,Distrito 30,http://www.tucamarapr.org/dnncamara/images/Representantes/2f2dc52-8c85-46a8-86a5-e0c550828eca.jpg,(787) 721-5545 / (787) 839-1474,(787) 725-6669,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=90,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=90
93,María M. Charbonier Laureano,PNP,Acumulación,http://www.tucamarapr.org/dnncamara/images/Representantes/99bd319-87e4-4c40-9bfb-2e0628b07f83.jpg,(787) 721-1190 / ,(787) 723-2139,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=93,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=93
98,Narden Jaime Espinosa,PPD,Distrito 35,http://www.tucamarapr.org/dnncamara/images/Representantes/adfbb30f-a8a1-442e-90b6-782cf161ddd1.jpg,(787) 724-6262 / (787) 721-3412,(787) 721-6783,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=98,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=98
99,Nelson Torres Yordán,PPD,Distrito 23,http://www.tucamarapr.org/dnncamara/images/Representantes/e611945-760c-46f1-8b1a-d88ba412a1f1.jpg,(787) 721-5007 / (787) 723-5840,(787) 622-4899,http://www.tucamarapr.org/dnncamara/web/contacto.aspx?rep=99,29,http://www.tucamarapr.org/dnncamara/web/ComposiciondelaCamara/biografia.aspx?rep=99
