id,name__es,name__nl,name__en,name__fr,name__hu,name,wikipedia__es,gender,occupation,birth_date,given_name,original_wikiname,name__ru,name__de,name__cy,wikipedia__en,wikipedia__ru,death_date,name__diq,name__yo,name__pl,name__nb,name__da,name__nn,name__sv,name__ja,wikipedia__de,wikipedia__fr,wikipedia__pl,wikipedia__yo,image,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__ms,name__it,name__id,name__bn,name__vi,name__ar,name__pt,name__eo,name__sr_el,name__sr_ec,name__tr,name__ca,name__fi,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__io,name__mr,name__ka,name__hr,name__lt,name__be,name__kk,name__sr,name__zh,name__is,name__az,name__lv,name__sco,name__ro,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NDL,identifier__NNDB,identifier__GTAA,identifier__FAST,wikipedia__eswikisource,identifier__OLID,identifier__nlg,name__mg,wikipedia__mg,name__ml,name__se,name__el,name__et,name__oc,name__lb,name__la,wikipedia__commons,wikipedia__el,wikipedia__et,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__oc,wikipedia__se,website,twitter,facebook,identifier__quora,name__nds,identifier__GNC,identifier__snac,name__gl,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__eswikiquote,identifier__BNE,second_surname,family_name,wikipedia__gd,name__sl,wikipedia__gl,wikipedia__sl,identifier__Britannica,name__qu,wikipedia__qu,identifier__IMDB,identifier__MusicBrainz,identifier__NKC,identifier__AlloCine,identifier__CANTIC,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,wikipedia__an,identifier__bigenc_ru,name__ay,wikipedia__ay,wikipedia__ruwikinews,name__hy,wikipedia__cy,wikipedia__hy,wikipedia__ku,wikipedia__sh,identifier__Munzinger,wikipedia__zh_min_nan,name__ku,name__sh,name__nan,wikipedia__sq,name__sq
Q299639,Balbina Herrera,Balbina Herrera,Balbina Herrera,Balbina Herrera,,Balbina Herrera,Balbina Herrera,female,,1954-11-24,Balbina,Balbina Herrera,,Balbina Herrera,,Balbina Herrera,,,,,Balbina Herrera,,,,,,Balbina Herrera,,Balbina Herrera,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Balbinaherrera.jpg,/m/04ldhfz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155553179,142682152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3135903,Tomás Herrera,Tomás de Herrera,Tomás de Herrera,Tomás de Herrera,Tomás Herrera,Tomás de Herrera,Tomás Herrera,male,politician,1804-12-21,Tomás,Tomás Herrera,"Эррера, Томас",Tomás de Herrera,,Tomás de Herrera,"Эррера, Томас",1854-12-01,,Tomás de Herrera,Tomás José Ramón del Carmen de Herrera y Pérez Dávila,,,,,トマス・デ・エレーラ,,Tomás de Herrera,Tomás José Ramón del Carmen de Herrera y Pérez Dávila,Tomás de Herrera,https://upload.wikimedia.org/wikipedia/commons/c/c6/Herrtoma.jpg,/m/02qdr8m,,,,,,,,,,,,,,,توماس هيريرا,Tomás Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,توماس هيريرا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomás Herrera,,,,,,,,,,,268552057,,n82027713,127099965,,,,,87912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomás Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomás Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3138715,José de Obaldía,José de Obaldía,José de Obaldía,José de Obaldía,José de Obaldía,José de Obaldía,José de Obaldía,male,politician,1806-07-19,José,José de Obaldía,"Обальдия, Хосе де",José de Obaldía,,José de Obaldía,"Обальдия, Хосе де",1889-12-28,,José de Obaldía,,,,,,,,José de Obaldía,,José de Obaldía,https://upload.wikimedia.org/wikipedia/commons/0/00/Obaljose.jpg,/m/02qdj5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w66v6pv2,,,,,,,,,,,,,,,,,José de Obaldía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obaldía,José de Obaldía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q322234,Federico Boyd,Federico Boyd,Federico Boyd,Federico Boyd,Federico Boyd,Federico Boyd,Federico Boyd,male,diplomat,1851-09-24,Federico,Federico Boyd,"Бойд, Федерико",Federico Boyd,,Federico Boyd,"Бойд, Федерико",1924-05-25,,Federico Boyd,,Federico Boyd,Federico Boyd,Federico Boyd,Federico Boyd,フェデリコ・ボイド,Federico Boyd,Federico Boyd,,Federico Boyd,https://upload.wikimedia.org/wikipedia/commons/4/44/FBoyd4.jpg,/m/06ryz7,,,,,,,,,,,,,,,فيديريكو بويد,Federico Boyd,,,,,Federico Boyd,,,,Federico Boyd,,,Federico Boyd,,,,,,,,,,,,,,فيديريكو بويد,,,,,,Federico Boyd,,,,,,,,,,Federico Boyd,,,,,,,,,,,,,,,Federico Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Boyd,Federico Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q338961,Ricardo Adolfo de la Guardia,Ricardo Adolfo de la Guardia Arango,Ricardo Adolfo de la Guardia Arango,Ricardo Adolfo de la Guardia,Ricardo Adolfo de la Guardia,Ricardo Adolfo de la Guardia Arango,Ricardo Adolfo de la Guardia,male,politician,1899-03-14,Ricardo,Ricardo Adolfo de la Guardia,,Ricardo Adolfo de la Guardia Arango,,Ricardo Adolfo de la Guardia Arango,,1969-12-29,,Ricardo Adolfo de la Guardia Arango,Ricardo Adolfo de la Guardia Arango,,,,,リカルド・アドルフォ・デ・ラ・グアルディア・アランゴ,Ricardo Adolfo de la Guardia Arango,Ricardo Adolfo de la Guardia,Ricardo Adolfo de la Guardia Arango,Ricardo Adolfo de la Guardia Arango,,/m/06ry9f,,,,,,,,,,,,,,,ريكاردو أدولفو دي لا جوارديا أرانغو,,,,,,,,,,,,,,,,,,,,,,,,,,,ريكاردو أدولفو دي لا جوارديا أرانغو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67815081,,n82103181,16983771c,,,,,96681,,OL2371825A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3471176,Samuel Lewis Navarro,Samuel Lewis Navarro,Samuel Lewis Navarro,Samuel Lewis Navarro,Samuel Lewis Navarro,Samuel Lewis Navarro,Samuel Lewis Navarro,male,politician,1957-07-15,Samuel,Samuel Lewis Navarro,,Samuel Lewis Navarro,,Samuel Lewis Navarro,,,,,,,,,,サムエル・ルイス・ナバロ,,Samuel Lewis Navarro,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Samuel_Lewis_Navarro_070216-D-9880W-046_0V536.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,塞繆爾·路易斯·納瓦羅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3810601,José de Antequera y Castro,José de Antequera y Castro,José de Antequera y Castro,José de Antequera y Castro,José de Antequera y Castro,José de Antequera y Castro,José de Antequera y Castro,male,politician,1689,José,José de Antequera y Castro,,José de Antequera y Castro,,José de Antequera y Castro,,1731,,,,,,,,,,,,,,,,,,,,,,,,,José de Antequera y Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José de Antequera y Castro,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1684 1005,90640523,,n82260421,12263021q,,,,,124258,,,,,,,,,,,,,,,,,,,,,,,,,José de Antequera y Castro,0004299,w6kp9rqx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4267026,Victoriano Lorenzo,Victoriano Lorenzo,Victoriano Lorenzo Troya,,,Victoriano Lorenzo Troya,Victoriano Lorenzo,male,politician,1867,,Victoriano Lorenzo,"Лоренсо, Викториано",Victoriano Lorenzo,,Victoriano Lorenzo,"Лоренсо, Викториано",1903-05-15,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Victorianolorenzo.jpg,,,,,,,,,,,,,,,,,Victoriano Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoriano Lorenzo,,,,,,,,,,0000 0000 9516 8594,140214755,,n81099027,,,,,,1831413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4430638,Hugo Spadafora,Hugo Spadafora,Hugo Spadafora,Hugo Spadafora,Hugo Spadafora,Hugo Spadafora,Hugo Spadafora,male,politician,1940-09-06,Hugo,Hugo Spadafora,"Спадафора, Уго",Hugo Spadafora,,Hugo Spadafora,"Спадафора, Уго",1985-09-13,,,,,,,,,,,,,,/m/012mh5,,,,,,,,,,,,,,,,Hugo Spadafora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugo Spadafora,,,,Hugo Spadafora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hugospadafora.org/inicio.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4712230,Alberto Vallarino Clement,Alberto Vallarino Clement,Alberto Vallarino Clement,Alberto Vallarino Clement,Alberto Vallarino Clement,Alberto Vallarino Clement,Alberto Vallarino,male,engineer,1951-04-02,Alberto,Alberto Vallarino,,Alberto Vallarino Clement,,Alberto Vallarino Clement,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/05/Alberto_Vallarino_Clement.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Vallarino Clement,Alberto Vallarino Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q474980,Rubén Blades,Rubén Blades,Rubén Blades,Rubén Blades,Rubén Blades,Rubén Blades,Rubén Blades,male,singer-songwriter,1948-07-16,Rubén,Rubén Blades,Рубен Блейдс,Rubén Blades,,Rubén Blades,"Блейдс, Рубен",,,,Rubén Blades,,,,Rubén Blades,ルーベン・ブラデス,Rubén Blades,Rubén Blades,Rubén Blades,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Ruben_Blades_by_Gage_Skidmore.jpg,/m/01mm7j9,,魯本·佈雷德斯,,鲁本·布雷德斯,,,Rubén Blades,,루벤 블라데스,,Rubén Blades,Rubén Blades,,,روبين بليدز,Rubén Blades,,,,,Rubén Blades,Rubén Blades,,,Rubén Blades,,روبن بلیدز,,,,,,,,,魯賓·布萊茲,,,,,,روبين بليدز,,,,,,Rubén Blades,Rubén Blades,,,Rubén Blades,روبن بلیدز,Rubén Blades,,,Rubén Blades,,,Rubén Blades,ルーベン・ブラデス,,,루벤 블라데스,,,,,Rubén Blades,,,,Rubén Blades,,,,,Rubén Blades,,,,,0000 0001 2321 1968,85813475,129951102,n83217214,139251706,149855826,,910/000024838,,,,,,,,,,,,,,,,,,,,,,,http://www.rubenblades.com/,,,,,,,Rubén Blades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX1040264,,,,,Rubén Blades,,,Rubén Blades,Rubén Blades,nm0001952,f050673a-dfb3-4200-b057-bf78213de36c,xx0078061,9121,a10391162,90559,p82036,112513,26500,8288,23721,5111,57293,,,Rubén Blades,Rubén Blades,,,,,,,,,,,,,
Q4782945,Aquilino Boyd,Aquilino Boyd,Aquilino Boyd,Aquilino Boyd,,Aquilino Boyd,Aquilino Boyd,male,diplomat,1921-03-30,,Aquilino Boyd,,Aquilino Boyd,,Aquilino Boyd,,2004-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4801812,Arturo Vallarino,Arturo Vallarino,Arturo Vallarino,Arturo Vallarino,Arturo Vallarino,Arturo Vallarino,Arturo Vallarino,male,politician,1943-12-15,Arturo,Arturo Vallarino,,Arturo Vallarino,,Arturo Vallarino,,,,,,,,,,アルトゥーロ・ヴァジャリーノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vallarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4893848,Bernardino González Ruiz,Bernardino González Ruiz,Bernardino González Ruiz,bernardino gonzales,,Bernardino González Ruiz,,male,diplomat,1911-01-11,Bernardino,Bernardino González Ruiz,,Bernardino González Ruíz,,Bernardino González Ruiz,,2012-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernardino González Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernardino González Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5041670,Carlos Afu,Carlos Afu,Carlos Afu,Carlos Afu,,Carlos Afu,,male,politician,,Carlos,Carlos Afu,,Carlos Afu,,Carlos Afu,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Afu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5041998,Carlos Duque,Carlos Duque,Carlos Duque,Carlos Duque,,Carlos Duque,,male,politician,1930-03-12,Carlos,Carlos Duque,,Carlos Duque,Carlos Duque,Carlos Duque,,2014-10-31,,,,,,,,カルロス・ドゥケ,,,,,,,,,,,,,,,,,Carlos Duque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5379707,Enrique Geenzier,Enrique Geenzier,Enrique Geenzier,Enrique Geenzier,Enrique Geenzier,Enrique Geenzier,,male,diplomat,1887-06-12,Enrique,Enrique Geenzier,,Enrique Geenzier,,Enrique Geenzier,,1943-09-21,,,,,,,,,,,,,,,,,,,,,,,,,Enrique Geenzier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70497339,,n88257214,12061825g,,,,,248413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5401247,Rubén Arosemena,Rubén Arosemena,Rubén Arosemena,Rubén Arosemena,Rubén Arosemena,Rubén Arosemena,Rubén Arosemena,male,politician,1961-04-11,Rubén,Rubén Arosemena,,Rubén Arosemena,,Rubén Arosemena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5413414,Fernando Eleta Almarán,Fernando Eleta Almarán,Fernando Eleta Almarán,Fernando Eleta Almarán,,Fernando Eleta Almarán,Fernando Eleta Almarán,male,businessperson,1921-08-10,Fernando,Fernando Eleta Almarán,,,,,,2011-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5484036,Francisco Vicente de la Espriella,,Francisco Vicente de la Espriella,Francisco Vicente de la Espriella,,Francisco Vicente de la Espriella,,male,,,Francisco,Francisco Vicente de la Espriella,,Francisco Vicente de la Espriella,,Francisco Vicente de la Espriella,,1916-04-22,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Vicente de la Espriella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5550270,Gerardo González Vernaza,Gerardo González Vernaza,Gerardo González Vernaza,Gerardo González Vernaza,,Gerardo González Vernaza,,male,,1929,Gerardo,Gerardo González Vernaza,,Gerardo González Vernaza,,Gerardo González Vernaza,,2006-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23996739,,n2004102781,,,,,,509193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5654874,Abel Bravo,Abel Bravo,Abel Bravo,Abel Bravo,,Abel Bravo,Abel Bravo,male,professor,1861-01-02,Abel,Abel Bravo,,,,,,1934-09-15,,,,,,,,,,,,,,,,,,,,,,,,,Abel Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5732774,Herasto Reyes,Herasto Reyes,Herasto Reyes,Herasto Reyes,,Herasto Reyes,Herasto Reyes,male,journalist,1952-10-10,,Herasto Reyes,,Herasto Reyes,,Herasto Reyes,,2005,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8e/HERASTO_REYES.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50563003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5759942,Cedeño Cenci,Cedeño Cenci,Cedeño Cenci,Cedeño Cenci,,Cedeño Cenci,Diógenes Cedeño,male,educator,1927-03-06,,Diógenes Cedeño,,,,,,2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5797808,Damián Castillo Durán,,Damián Castillo Durán,Damián Castillo Durán,,Damián Castillo Durán,Damián Castillo Durán,male,,1926-04-14,Damián,Damián Castillo Durán,,,,,,2011-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5811995,Diógenes de la Rosa,Diógenes de la Rosa,Diógenes de la Rosa,Diógenes de la Rosa,,Diógenes de la Rosa,Diógenes de la Rosa,male,journalist,1904-01-26,,Diógenes de la Rosa,,,,,,1998-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5849405,Esther Neira de Calvo,Esther Neira de Calvo,Esther Neira de Calvo,Esther Neira de Calvo,,Esther Neira de Calvo,Esther Neira de Calvo,female,educator,1890-05-01,Esther,Esther Neira de Calvo,,,,Esther Neira de Calvo,,1978-03-28,,,,,,,,,,,,,,,,,,,,,,,,,Esther Neira de Calvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5879508,Gil Colunje,Gil Colunje,Gil Colunje,Gil Colunje,,Gil Colunje,Gil Colunje,male,writer,1831-09-01,Gil,Gil Colunje,,,,,,1899-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41012786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5889225,Gumercinda Páez,,Gumercinda Páez,Gumercinda Páez,,Gumercinda Páez,Gumercinda Páez,female,,1910-01-13,,Gumercinda Páez,,,,Gumercinda Páez,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5929271,Jeptha Brawner Duncan Guillén-Arosemena,,Jeptha Brawner Duncan Guillén-Arosemena,Jeptha Brawner Duncan Guillén-Arosemena,,Jeptha Brawner Duncan Guillén-Arosemena,Jeptha B. Duncan,male,,1885-02-20,,Jeptha B. Duncan,,,,,,1978-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
