id,name,area,img,faction,gender,source,twitter,facebook,term
136,Ángel Armando Rivero Doguer,Guayas,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-136-1394571610.png?itok=NZ2vBGcG,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/angelrivero,http://twitter.com/@angelriverogogu,,2013
138,Ángel Ramiro Vela Caizapanta,Cotopaxi,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-138-1394571799.png?itok=C3eDEWve,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/angelvela,http://twitter.com/Ramiro_A_Vela,https://www.facebook.com/ramiro.vela.54,2013
137,Ángel Ramiro Vilema Freire,Galápagos,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-137-1394572013.png?itok=jFiFFmMK,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/angelvilema,http://twitter.com/@AngelVilemaF,https://www.facebook.com/angel.vilema.330?fref=ts144,2013
139,Arcadio Bustos Chiliquinga,Sucumbíos,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-139-1394572253.png?itok=wLQnsOHZ,Sociedad Patriotica,male,http://www.asambleanacional.gob.ec/es/blogs/arcadiobustos,http://twitter.com/@ArcadioBustos ,https://www.facebook.com/arcadio.bustos1?fref=ts,2013
140,Plácido Armando Aguilar,Sucumbíos,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-140-1394572433.png?itok=ATeGZuKI,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/armandoaguilar,http://twitter.com/@aaaguilar2013 ,https://www.facebook.com/armando.aguilar.54943600?fref=ts417,2013
141,Bairon Leonardo Valle Pinargote,Guayas,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-141-1394572650.png?itok=hCKZcBTL,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/baironvalle,http://twitter.com/@BaironValleP ,https://www.facebook.com/pages/Bairon-Leonardo-Valle-Pinargote/147489198792184,2013
142,Bayron Eduardo Pacheco Ordoñez,Cañar,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-142-1394573089.png?itok=eJ3ffJqB,Avanza,male,http://www.asambleanacional.gob.ec/es/blogs/bayronpacheco,http://twitter.com/@BAYRONPACHECO,https://www.facebook.com/PayronPacheco,2013
143,Betty Elizabeth Carrillo Gallegos,Tungurahua,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-143-1394573436.png?itok=ne884zzs,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/bettycarrillo,http://twitter.com/@bettycarrillo35 ,https://www.facebook.com/betty.carrillo.353?fref=ts,2013
144,Betty Marcela Jeréz Pilla,Tungurahua,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-144-1445891789.png?itok=lkqoHx-h,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/bettyjerez,http://twitter.com/@JBetty_Maricela,https://www.facebook.com/betty.jerezpilla?fref=ts2,2013
145,Blanca Azucena Argüello Troya,Pichincha,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-145-1445985160.jpg?itok=zZsDtdyq,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/blancaarguello,http://twitter.com/@ArguelloBlanca ,https://www.facebook.com/blanca.arguello.39?fref=ts568,2013
146,Carlos Alberto Bergmann Reyna,Manabí,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-146-1445985120.png?itok=pb_GFBd0,Alianza País - Unidad Primero,male,http://www.asambleanacional.gob.ec/es/blogs/carlosbergmann,http://twitter.com/@bergmannerestu,https://www.facebook.com/carlos.bergmann.35.65?ref=ts&fref=ts68,2013
147,Carlos Alberto Velasco Enriquez,Carchi,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-147-1394574259.png?itok=6vCb5Cwj,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/carlosvelasco,http://twitter.com/@CarlosVelascoEn,https://www.facebook.com/carlos.velascoenriquez?fref=ts,2013
148,Carlos Eloy Viteri Gualinga,Asambleísta Nacional,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-148-1394574514.png?itok=fx19LnwC,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/carlosviteri,http://twitter.com/@cviterigualinga,https://www.facebook.com/carlosviterigualinga,2013
149,César Fausto Solórzano Sarria,Napo,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-149-1394574708.png?itok=mfBzYrDL,Sociedad Patriotica,male,http://www.asambleanacional.gob.ec/es/blogs/cesarsolorzano,http://twitter.com/@csolorzano3 ,https://www.facebook.com/cesarsolorzanosarria?fref=ts,2013
150,César Umajinga Guamán,Cotopaxi,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-150-1394652737.png?itok=oRjksfVK,Pachakutik,male,http://www.asambleanacional.gob.ec/es/blogs/cesarumaginga,http://twitter.com/@umaginga1969 ,https://www.facebook.com/cesar.umaginga?fref=ts0,2013
295,Christian Humberto Viteri López,Guayas,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-295-1394983038.png?itok=86E5MH0K,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/christianviteri,http://twitter.com/@chrisviteri,https://www.facebook.com/christian.v.lopez.7?fref=ts,2013
152,Cristina Eugenia Reyes Hidalgo,Guayas,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-152-1394804773.png?itok=BhZIC5IG,PSC / Madera de Guerrero,female,http://www.asambleanacional.gob.ec/es/blogs/cristinareyes,http://twitter.com/@CristinaReyesec,https://www.facebook.com/cristinareyesec,2013
153,Cynthia Fernanda Viteri Jiménez,Asambleísta Nacional,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-153-1394804835.png?itok=V3qM-slb,PSC / Madera de Guerrero,female,http://www.asambleanacional.gob.ec/es/blogs/cynthiaviteri,http://twitter.com/@CynthiaViteri6,https://www.facebook.com/cynthiafernanda.viterijimenez?fref=ts,2013
157,Diana Lucia Peña Carrasco,América Latina El Caribe y África,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-157-1394125202.png?itok=3DzOaxSZ,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/dianapena,http://twitter.com/@dianapenaec ,https://www.facebook.com/diana.p.c2?fref=ts,2013
159,Diego Salgado Ribadeneira,Pichincha,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-159-1445897648.png?itok=N9GITxr_,Movimiento CREO,male,http://www.asambleanacional.gob.ec/es/blogs/diegosalgado,http://twitter.com/@diegosalgadorib ,https://www.facebook.com/DiegoSalgado21?fref=ts,2013
158,Diego Armando Vintimilla Jarrín,Azuay,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-158-1456165269.png?itok=5KekH_YC,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/diegovintimilla,http://twitter.com/@diego_vintimill ,,2013
160,Dora Adanela Aguirre,Europa - Asia y Oceanía,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-160-1394655395.png?itok=t1y9FAiN,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/doraaguirre,http://twitter.com/@doraaguirre ,https://www.facebook.com/dora.aguirrehidalgo?ref=ts&fref=ts,2013
164,Édgar Eduardo Córdova Encalada,El Oro,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-164-1394655774.png?itok=HSdLRHvO,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/edgarcordova,http://twitter.com/@EdgarCordova_35,https://www.facebook.com/edgar.cordovaencalada?fref=ts,2013
166,Eduardo Alfonso Isidro Zambrano Cabanilla,América Latina El Caribe y África,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-166-1394804708.png?itok=0EtPeNw4,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/eduardozambrano,http://twitter.com/@EduZambranoAsam,https://www.facebook.com/eduardo.zambranocabanilla?fref=ts106,2013
299,María Elizabeth Reinoso Lescano,Tungurahua,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-299-1445895001.png?itok=gTuB8KoV,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/elizabethreinoso,http://twitter.com/@ElizabethReino8,https://www.facebook.com/elizabeth.reinoso.31945?fref=ts,2013
167,Esteban Andrés Melo Garzón,Europa - Asia y Oceanía,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-167-1394803544.png?itok=TAuxpr6A,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/estebanmelo,http://twitter.com/@EstebanMeloG ,https://www.facebook.com/esteban.melogarzon?fref=ts,2013
168,Esthela Liliana Acero Lanchimba,Pichincha,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-168-1404411849.jpg?itok=RPjt08Sh,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/esthelaacero,,https://www.facebook.com/esthela.acero.27?fref=ts,2013
169,Esther Flavia Ortíz Gaspar,Esmeraldas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-169-1394657716.png?itok=oxeYLwSK,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/estherortiz,http://twitter.com/@esthersitaortiz,https://www.facebook.com/esther.ortizgaspar?fref=ts35,2013
171,Fanny Esther Uribe López,Galápagos,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-171-1394658863.png?itok=M8KD6DsQ,Avanza,female,http://www.asambleanacional.gob.ec/es/blogs/fannyuribe,http://twitter.com/@FannyUribeLopez ,https://www.facebook.com/FannyUribeAvanza?fref=ts110,2013
161,Fausto Heriberto Cayambe Tipan,Pichincha,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-161-1452808661.jpg?itok=pQd9YDzI,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/faustocayambe,http://twitter.com/@FaustoCayambe,https://www.facebook.com/fausto.cayambetipan.9?fref=ts,2013
175,Fernando Xavier Bustamante Ponce,Pichincha,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-175-1394660009.png?itok=FUl5JKBz,Independientes,male,http://www.asambleanacional.gob.ec/es/blogs/fernandobustamante,http://twitter.com/@bustamantefx,https://www.facebook.com/FernandoBustamantePonce?fref=ts,2013
176,Franco Segundo Romero Loayza,El Oro,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-176-1394804801.png?itok=eiYm9LkB,PSC / Madera de Guerrero,male,http://www.asambleanacional.gob.ec/es/blogs/francoromero,http://twitter.com/francoromeroec,https://www.facebook.com/francoromeroec,2013
300,Gabriel Rivera López,Esmeraldas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-300-1394660406.png?itok=_5Wjh5cl,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/gabrielrivera,http://twitter.com/@GabrielRiveraAP,https://www.facebook.com/gabriel.riveralopez.961?fref=ts,2013
298,María Gabriela Díaz Coka,Pastaza,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-298-1446051491.png?itok=wYwUxNXk,Avanza,female,http://www.asambleanacional.gob.ec/es/blogs/gabrieladiaz,http://twitter.com/@gabydiazcoka,https://www.facebook.com/gapb03?fref=ts,2013
177,Gabriela Alejandra Rivadeneira Burbano,Asambleísta Nacional,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-177-1395099993.png?itok=gTnAexyX,Alianza PAIS,,http://www.asambleanacional.gob.ec/es/blogs/gabrielarivadeneira,http://twitter.com/@gabrielaespais,https://www.facebook.com/GabrielaRivadeneiraBurbano?fref=ts,2013
178,Galo Borja Pérez,El Oro,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-178-1394660652.png?itok=FVcaG6fT,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/galoborja,http://twitter.com/@GaloBorja35,https://www.facebook.com/aqrgalo.borja?fref=ts ,2013
179,Gastón Alberto Gagliardo Loor,Guayas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-179-1394660907.png?itok=L2Kz1vQG,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/gastongagliardo,http://twitter.com/@GastonGagliardo,https://www.facebook.com/gaston.gagliardo.9?fref=ts,2013
173,Fausto Gilmar Gutiérrez Borbua,Asambleísta Nacional,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-173-1394661156.png?itok=srCsHmM6,Sociedad Patriotica,male,http://www.asambleanacional.gob.ec/es/blogs/gilmargutierrez,http://twitter.com/@3Gilmar,https://www.facebook.com/GilmarGutierrezB?fref=ts,2013
180,Gina Jakeline Godoy Andrade,Guayas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-180-1446051999.png?itok=ItiTifPK,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/ginagodoy,http://twitter.com/@GinaGodoyAndrad,https://www.facebook.com/gina.godoy?fref=ts,2013
182,Gladys Paulina Padrón Saeteros,Cañar,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-182-1445896381.png?itok=X-aVvOyJ,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/gladyspadron,http://twitter.com/@PaulinaPadrn ,https://www.facebook.com/paulina.padronsaeteros?fref=ts9,2013
15330,Grace Holanda Moreira Macías,Asambleísta Nacional,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-15330-1445984053.png?itok=ftAiaOhR,Partido Roldosista Ecuatoriano,female,http://www.asambleanacional.gob.ec/es/blogs/gracemoreira,http://twitter.com/@gracemoreima,https://www.facebook.com/gracemoreima,2013
184,Guadalupe Dolores Salazar Cedeño,Guayas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-184-1394662087.png?itok=ajHULDmX,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/guadalupesalazar,http://twitter.com/@lolysalazar35 ,https://www.facebook.com/lolysalazar.concejal?fref=ts,2013
185,Henry Eduardo Cucalón Camacho,Guayas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-185-1394662530.png?itok=Xtlb7EEa,PSC / Madera de Guerrero,male,http://www.asambleanacional.gob.ec/es/blogs/henrycucalon,http://twitter.com/@henrycucalon ,https://www.facebook.com/HenryCucalonC?fref=ts,2013
297,Herman Anibal Moya Duque,Napo,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-297-1394662732.png?itok=7iH1wEjY,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/hermanmoya,,https://www.facebook.com/herman.moya.921?fref=ts,2013
187,Hólger Ezequiel Chávez Canales,Bolívar,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-187-1394662939.png?itok=iY3-bMWY,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/holgerchavez,http://twitter.com/@holgerchavezc ,https://www.facebook.com/holger.chavezcanales?fref=ts1,2013
294,Isabel Piedad Mosquera Yanez,Asambleísta Nacional,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-294-1445985851.png?itok=c1IoGnUu,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/isabelmosquera,,https://www.facebook.com/isabelpiedad.mosquerayanez?ref=ts&fref=ts,2013
189,Johanna Elizabeth Cedeño Zambrano,Santo Domingo de los Tsáchilas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-189-1394663602.png?itok=T0LeeWsW,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/johannacedeno,http://twitter.com/@JohannaCedeno,,2013
193,José Ricardo Moncayo Cevallos,Chimborazo,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-193-1394804017.png?itok=XQH7ZA_I,Movimiento CREO,male,http://www.asambleanacional.gob.ec/es/blogs/josemoncayo,http://twitter.com/@jrmoncayo,https://www.facebook.com/RicardoMoncayoAsambleista,2013
191,José Félix Véliz Briones,Manabí,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-191-1394663985.png?itok=cpdx0AM0,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/joseveliz,http://twitter.com/@gatofelix35pais,,2013
192,José Leonidas Zapata Mantilla,Los Ríos,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-192-1394804743.png?itok=XalNMQ8d,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/josezapata,,,2013
195,Juan Carlos Cassinelli Cali,Guayas,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-195-1394802907.png?itok=Cd6AmdVi,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/juancassinelli,http://twitter.com/@JCCassinelli ,https://www.facebook.com/pages/Juan-Carlos-Cassinelli/511646565544789?fref=ts,2013
197,Jupiter Gozoso de La Cruz Andrade Varela,Manabí,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-197-1394804258.png?itok=iD015hEg,Avanza,male,http://www.asambleanacional.gob.ec/es/blogs/jupiterandrade,http://twitter.com/@GozosoAndrade,https://www.facebook.com/gozoso.andrade?fref=ts,2013
198,Lautaro Enrique Sáenz de Viteri Zajia,Los Ríos,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-198-1394715339.png?itok=fYK3Pd-z,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/lautarosaenz,http://twitter.com/@lautarosaenz_z,,2013
199,Lídice Vanessa Larrea Viteri,Manabí,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-199-1394715601.png?itok=kNxOEc3E,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/lidicelarrea,http://twitter.com/@LidiceLarrea,https://www.facebook.com/asambleistalidice.larrea?fref=ts,2013
200,Liliana Maura Guzmán Ochoa,Azuay,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-200-1394715772.png?itok=4g9aap6l,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/lilianaguzman,http://twitter.com/@lilimguzman,https://www.facebook.com/LiliGuzmanO?fref=ts,2013
201,Linda Maricela Machuca Moscoso,Asambleísta Nacional,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-201-1445983522.jpg?itok=iBHqy_GR,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/lindamachuca,http://twitter.com/@lindamachuca,https://www.facebook.com/linda.machuca?fref=ts,2013
202,Liuba Elisa Cuesta Rios,Guayas,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-202-1394803076.png?itok=BDcp1Utl,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/liubacuesta,http://twitter.com/@liuba_cuesta,https://www.facebook.com/liubaelisa.cuestarios?fref=ts189,2013
203,Lourdes Licenia Tibán Gualan,Asambleísta Nacional,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-203-1445976520.png?itok=hkUZxaAk,Pachakutik,female,http://www.asambleanacional.gob.ec/es/blogs/lourdestiban,http://twitter.com/@LourdesTiban,https://www.facebook.com/lourdes.tibancita?fref=ts,2013
206,Luis Gilberto Guamangate Ante,Cotopaxi,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-206-1394199733.png?itok=8-3DADTH,Alianza PAIS,male,http://www.asambleanacional.gob.ec/es/blogs/luisguamangate,http://twitter.com/@gilbertoguaman1,https://www.facebook.com/luisgilberto.guamangateante?fref=ts20,2013
204,Luis Antonio Posso Salgado,Imbabura,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-204-1397086347.jpg?itok=-ICDlksQ,Avanza,male,http://www.asambleanacional.gob.ec/es/blogs/luisposso,http://twitter.com/@PossoAntonio,https://www.facebook.com/antonio.possosalgado?fref=ts,2013
205,Luis Fernando Tapia Lombeyda,Bolívar,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-205-1432243912.jpg?itok=X69Ejdq9,Independientes,male,http://www.asambleanacional.gob.ec/es/blogs/luistapia,,,2013
207,Luis Fernando Torres Torres,Tungurahua,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-207-1394804821.png?itok=2t8Tv-cS,Alianza CREO - Tiempo de Cambio - PSC,,http://www.asambleanacional.gob.ec/es/blogs/luistorres,http://twitter.com/@lftorrest,https://www.facebook.com/luisfernandotorrest?fref=ts,2013
208,Mae Montaño Valencia,Asambleísta Nacional,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-208-1394804481.png?itok=qvQUIbLL,Movimiento CREO,female,http://www.asambleanacional.gob.ec/es/blogs/maemontano,http://twitter.com/@maemontanov,https://www.facebook.com/mae.montano.5?ref=ts&fref=ts,2013
209,Magali Margoth Orellana Marquinez,Orellana,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-209-1394716889.png?itok=oZ2Ye03X,Pachakutik,female,http://www.asambleanacional.gob.ec/es/blogs/magaliorellana,http://twitter.com/@magyorellana,,2013
210,Marcela Paola Aguiñaga Vallejo,Asambleísta Nacional,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-210-1394717283.png?itok=Td0yTfjD,Alianza PAIS,,http://www.asambleanacional.gob.ec/es/blogs/marcelaaguinaga,http://twitter.com/@marcelaguinaga,https://www.facebook.com/pages/Marcela-Agui%C3%B1aga-V/481405811909687?fref=ts,2013
211,Marcia Cecilia Arregui Rueda,Los Ríos,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-211-1394802617.png?itok=vu-DY0PK,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/marciaarregui,http://twitter.com/@MarciaArregui,https://www.facebook.com/groups/169345386536235/?fref=ts,2013
213,María Augusta Calle Andrade,Pichincha,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-213-1394717755.png?itok=HAk-ANop,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/mariacalle,http://twitter.com/@MACAesPAIS,https://www.facebook.com/MaAugustaCalle,2013
222,María José Carrión Cevallos,Pichincha,http://www.asambleanacional.gob.ec/sites/default/files/styles/asambleista/public/pictures/picture-222-1394719533.png?itok=FCFNLy3O,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/mariacarrion,http://twitter.com/@majo_carrion,https://www.facebook.com/mariajose.carrioncevallos.7?fref=ts66,2013
215,María Esperanza Galván Gracia,Esmeraldas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-215-1425503056.jpg?itok=n4ztsLKy,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/mariagalvan,http://twitter.com/@paquigalvan,,2013
217,María Verónica Rodríguez Delgado,Manabí,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-217-1445897914.png?itok=xEfBMzEy,Alianza País - Unidad Primero,female,http://www.asambleanacional.gob.ec/es/blogs/mariarodriguez,http://twitter.com/@verodriguezd,https://www.facebook.com/veroasambleista,2013
212,María Alejandra Vicuña Muñoz,Guayas,http://www.asambleanacional.gob.ec/es/system/files/styles/asambleista/private/pictures/picture-212-1445896759.png?itok=dHogqqyE,Alianza PAIS,female,http://www.asambleanacional.gob.ec/es/blogs/mariavicuna,http://twitter.com/@marialevicuna,https://www.facebook.com/mariaalejandra.vicunamunoz?ref=ts&fref=ts,2013
