id,name,birth_date,email,group,group_id,area,term,start_date,start_reason,end_date,end_reason,image,phone,source,gender,given_name,identifier__imdb,identifier__musicbrainz,identifier__europarlmep,identifier__viaf,identifier__lcauth,identifier__gnd,identifier__discogs,name__et,name__en,identifier__freebase,wikipedia__et,wikipedia__en,identifier__isni,twitter
fd6447a4-c040-4955-b47f-b5634f0fd532,Edgar Savisaar,1950-05-31,Edgar.Savisaar@riigikogu.ee,Fraktsiooni mittekuuluvad Riigikogu liikmed,IND,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-08-05,Resigned to continue working as Mayor of Tallinn,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5b36709d-a1d5-44cc-95c3-51b165f9bcc7.jpg,6316638,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/fd6447a4-c040-4955-b47f-b5634f0fd532/Edgar-Savisaar,,,,,,,,,,,,,,,,
233ac42e-573c-400e-8568-0ac3d4c107f9,Aadu Must,1951-03-25,Aadu.Must@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Tartu linn,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/68d27c93-66c5-4255-9af3-457a8b5ce77c.jpg,6316629,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/233ac42e-573c-400e-8568-0ac3d4c107f9/Aadu-Must,male,Aadu,,,,,,,,Aadu Must,Aadu Must,,Aadu Must,"",,
ec4c481a-8727-490a-b90e-cbefeac9564e,Marika Tuus-Laul,1951-05-12,Marika.Tuus-Laul@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Jõgeva- ja Tartumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/85747bf2-d9fa-4513-90ed-aaa8a69bc448.jpg,6316466,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ec4c481a-8727-490a-b90e-cbefeac9564e/Marika-Tuus-Laul,female,,,,,,,,,Marika Tuus-Laul,,,Marika Tuus-Laul,"",,
b0eb11ef-75b9-4427-b8d0-20d38af2903a,Raivo Põldaru,1951-05-29,Raivo.Poldaru@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Jõgeva- ja Tartumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/17b76241-c210-474e-ad9e-c52434bbc786.jpg,6316616,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/b0eb11ef-75b9-4427-b8d0-20d38af2903a/Raivo-P%C3%B5ldaru,,,,,,,,,,Raivo Põldaru,,,Raivo Põldaru,"",,
5958ba28-6672-426f-b533-bea2f9c8d64e,Igor Gräzin,1952-06-27,Igor.Grazin@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/c654ac21-e22c-457e-abe3-45e65283ea6e.jpg,6316696,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/5958ba28-6672-426f-b533-bea2f9c8d64e/Igor-Gr%C3%A4zin,male,Igor,,,,31310198,,,,Igor Gräzin,Igor Gräzin,,Igor Gräzin,Igor Gräzin,,
bbbcacb7-c34f-48b7-a2ba-1680c93ff810,Viktor Vassiljev,1953-04-09,Viktor.Vassiljev@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/d5bd89b3-8147-4f43-bc1a-c79b8f1ec62b.jpg,6316657,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/bbbcacb7-c34f-48b7-a2ba-1680c93ff810/Viktor-Vassiljev,male,Viktor,,,,,,,,Viktor Vassiljev,,,Viktor Vassiljev,"",,
81aecc23-8483-48d6-9217-289fce86b1b5,Eiki Nestor,1953-09-05,Eiki.Nestor@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/8a941c7a-8333-484b-a720-8207dee2e4cc.jpg,6316301,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/81aecc23-8483-48d6-9217-289fce86b1b5/Eiki-Nestor,male,,,,,312882007,,,,Eiki Nestor,Eiki Nestor,/m/08vqmp,Eiki Nestor,Eiki Nestor,,
3c54682c-4050-471a-bd09-27481a034f82,Maire Aunaste,1953-11-07,Maire.Aunaste@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Võru-, Valga- ja Põlvamaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/456e28ba-2bcf-4318-84d1-2a0829756fde.jpg,6316623,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/3c54682c-4050-471a-bd09-27481a034f82/Maire-Aunaste,female,Maire,,,,9458791,,,,Maire Aunaste,Maire Aunaste,,Maire Aunaste,Maire Aunaste,,
76afbcdc-b41d-4fc6-b5eb-d0cce01e94d5,Tarmo Tamm,1953-12-03,Tarmo.Tamm@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Võru-, Valga- ja Põlvamaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/ef49c13d-681c-448e-83c0-a5f33397fdec.jpg,6316635,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/76afbcdc-b41d-4fc6-b5eb-d0cce01e94d5/Tarmo-Tamm,male,,,,,,,,,Tarmo Tamm (Põlva),,,Tarmo Tamm (1953),"",,
13938f95-f891-4607-a67e-d11a65dc79a3,Jaak Aaviksoo,1954-01-11,Jaak.Aaviksoo@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Võru-, Valga- ja Põlvamaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/e49068d5-1a20-46dd-b619-c53e78fffb40.jpg,6316575,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/13938f95-f891-4607-a67e-d11a65dc79a3/Jaak-Aaviksoo,male,Jaak,,,,,,,,Jaak Aaviksoo,Jaak Aaviksoo,/m/02qh557,Jaak Aaviksoo,Jaak Aaviksoo,,
caea357b-12c0-4069-b53e-89f69f517212,Kersti Sarapuu,1954-05-05,Kersti.Sarapuu@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/6ac43918-a3d2-4a4c-bf5a-473b18cea0a8.jpg,6316625,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/caea357b-12c0-4069-b53e-89f69f517212/Kersti-Sarapuu,female,,,,,,,,,Kersti Sarapuu,,,Kersti Sarapuu,"",,
e3adcdb3-582b-411a-9132-4dc292c56bb0,Ain Lutsepp,1954-05-06,Ain.Lutsepp@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/3aca6c5a-6cdc-4a36-a39c-b39277b31175.jpg,6316687,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e3adcdb3-582b-411a-9132-4dc292c56bb0/Ain-Lutsepp,male,,,,,,,,,Ain Lutsepp,Ain Lutsepp,,Ain Lutsepp,"",,
0c571754-914d-406a-baba-6734212353de,Urve Tiidus,1954-06-06,Urve.Tiidus@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/b43674c6-0b13-4064-b97f-78b5a2590a12.jpg,6316576,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/0c571754-914d-406a-baba-6734212353de/Urve-Tiidus,female,Urve,,,,,,,,Urve Tiidus,Urve Tiidus,,Urve Tiidus,Urve Tiidus,,
29e61beb-0bb5-4d05-929a-1976f3642699,Valeri Korb,1954-07-03,Valeri.Korb@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/61a7d20b-a761-4143-8b50-d4f8220291b7.jpg,6316684,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/29e61beb-0bb5-4d05-929a-1976f3642699/Valeri-Korb,male,Valeri,,,,,,,,Valeri Korb,Valeri Korb,,Valeri Korb,"",,
f45d0388-db27-47eb-b13d-f6d147ef4d6e,Uno Kaskpeit,1957-06-08,Uno.Kaskpeit@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,"Võru-, Valga- ja Põlvamaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/cc3dbf90-7782-431b-95d9-7cf55ad30560.jpg,6316448,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/f45d0388-db27-47eb-b13d-f6d147ef4d6e/Uno-Kaskpeit,,,,,,,,,,Uno Kaskpeit,,,Uno Kaskpeit,"",,
312dba1d-041b-4add-a41e-cebf0346434e,Hardi Volmer,1957-11-08,Hardi.Volmer@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2015-04-09,Substitute member for Sven Mikser,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/2a7a812a-c29e-4d59-a443-9a8314c6c8f2.jpg,6316639,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/312dba1d-041b-4add-a41e-cebf0346434e/Hardi-Volmer,male,Hardi,nm0901640,d78c2fae-816a-410f-9bf3-e151071cdb59,,,,,528635,Hardi Volmer,Hardi Volmer,,Hardi Volmer,Hardi Volmer,,
6754a130-b469-4b64-a992-68407a9658a0,Kalle Muuli,1958-01-10,Kalle.Muuli@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tartu linn,13,2015-04-09,Substitute member for Margus Tsahkna,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/f394e0a5-7aac-49b3-9a5c-bfa0fb4962af.jpg,6316631,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/6754a130-b469-4b64-a992-68407a9658a0/Kalle-Muuli,male,Kalle,,e463fafd-cc07-486a-966b-23b6b72ce9ff,,105088450,,,,Kalle Muuli,,,Kalle Muuli,"",,
966e7ccd-b097-4e49-923c-c8d39dae2d62,Valdo Randpere,1958-02-04,Valdo.Randpere@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Lääne-Virumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/b5ddf941-4b08-45ab-b92e-fc10d23d8668.jpg,6316474,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/966e7ccd-b097-4e49-923c-c8d39dae2d62/Valdo-Randpere,male,Valdo,,07a9a8f0-4863-428b-b6bc-e6cb2f46ee49,,,,,,Valdo Randpere,Valdo Randpere,,Valdo Randpere,Valdo Randpere,,
ed14baf6-eddf-46f6-bff2-21503139d1ec,Krista Aru,1958-08-01,Krista.Aru@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,Tartu linn,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/6819974f-4baa-4e20-8661-7d65665b9982.jpg,6316454,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ed14baf6-eddf-46f6-bff2-21503139d1ec/Krista-Aru,female,Krista,,,,,,,,Krista Aru,,,Krista Aru,"",,
b5922bb2-56bb-4de6-a7e1-754553191c27,Heljo Pikhof,1958-10-20,Heljo.Pikhof@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tartu linn,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/da667a0d-fada-4af3-817c-622073d1a866.jpg,6316452,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/b5922bb2-56bb-4de6-a7e1-754553191c27/Heljo-Pikhof,,,,,,,,,,Heljo Pikhof,,,Heljo Pikhof,"",,
c0c7bea2-4c5e-4295-9c0f-dca52d602098,Jürgen Ligi,1959-07-16,Jyrgen.Ligi@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,,,2015-04-08,Became Minister of Education and Research,"https://upload.wikimedia.org/wikipedia/commons/4/4d/Jürgen_Ligi,_2011.jpg",,,male,Jürgen,,,,,,,,Jürgen Ligi,Jürgen Ligi,/m/09917j,Jürgen Ligi,Jürgen Ligi,,
f8c52c41-38b3-41bd-b5fe-a3245d518404,Einar Vallbaum,1959-10-09,Einar.Vallbaum@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Lääne-Virumaa,13,2015-04-09,Substitute member for Marko Pomerants,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/10223719-fb1e-4537-b2f2-13c6fd33b085.jpg,6316445,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/f8c52c41-38b3-41bd-b5fe-a3245d518404/Einar-Vallbaum,male,Einar,,,,,,,,Einar Vallbaum,Einar Vallbaum,,Einar Vallbaum,"",,
ae55c88e-c202-4290-832b-b4e2fb5086ed,Johannes Kert,1959-12-03,Johannes.Kert@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/62b872fb-89a0-4dc0-869c-2547c169e4cd.jpg,6316602,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ae55c88e-c202-4290-832b-b4e2fb5086ed/Johannes-Kert,male,Johannes,,,,,,,,Johannes Kert,,,Johannes Kert,"",,
d3e66a59-2b53-4d49-af9a-d0beead8b936,Toomas Vitsut,1960-01-01,Toomas.Vitsut@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/286c4450-4e14-44f3-9845-12d0d7dfc5ce.jpg,6316567,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/d3e66a59-2b53-4d49-af9a-d0beead8b936/Toomas-Vitsut,male,Toomas,,,,,,,,Toomas Vitsut,Toomas Vitsut,,Toomas Vitsut,Toomas Vitsut,,
65b1d8bb-7f45-48f5-b4aa-7ba4ca459824,Henn Põlluaas,1960-02-16,Henn.Polluaas@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/acf5e418-efa0-49d2-918b-3a643a379b0e.jpg,6316678,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/65b1d8bb-7f45-48f5-b4aa-7ba4ca459824/Henn-P%C3%B5lluaas,male,,,,,,,,,Henn Põlluaas,,,Henn Põlluaas,"",,
2dcb35ed-acbc-4bcf-9e9d-9da681842d6d,Aivar Kokk,1960-04-15,Aivar.Kokk@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Jõgeva- ja Tartumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5489f095-34b5-42b6-a2f4-f0c7b89315df.jpg,6316490,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/2dcb35ed-acbc-4bcf-9e9d-9da681842d6d/Aivar-Kokk,male,Aivar,,,,,,,,Aivar Kokk,,,Aivar Kokk,"",,
03cb82b4-1b8b-45a8-8660-07baefea12fd,Märt Sults,1961-03-24,Mart.Sults@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5f5ecd31-80f7-406f-b690-908cdf3af356.jpg,6316305,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/03cb82b4-1b8b-45a8-8660-07baefea12fd/M%C3%A4rt-Sults,male,Märt,,,,,,,,Märt Sults,,,Märt Sults,"",,
1d0b281d-b769-4e94-8c67-faa1cb1b1395,Helmen Kütt,1961-07-28,Helmen.Kytt@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Järva- ja Viljandimaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/011a9bed-d7eb-48c9-b448-024063027391.jpg,6316642,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/1d0b281d-b769-4e94-8c67-faa1cb1b1395/Helmen-K%C3%BCtt,female,,,,,,,,,Helmen Kütt,Helmen Kütt,,Helmen Kütt,Helmen Kütt,,
529e5322-1170-4926-a07e-6ed369534503,Mihhail Stalnuhhin,1961-09-15,Mihhail.Stalnuhhin@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/445bf905-a0c1-4fc7-ad5c-23a0ee283639.jpg,6316449,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/529e5322-1170-4926-a07e-6ed369534503/Mihhail-Stalnuhhin,male,Michaił,,,,,,,,Mihhail Stalnuhhin,,,Mihhail Stalnuhhin,"",,
e0fc4e6d-c527-4fec-8854-ddceb43cffc3,Marianne Mikko,1961-09-26,Marianne.Mikko@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2015-04-09,Substitute member for Urve Palo,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/cd58d78a-0423-43a5-9994-f636bebfc631.jpg,6316675,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e0fc4e6d-c527-4fec-8854-ddceb43cffc3/Marianne-Mikko,female,Marianne,,,28421,142657543,,142039640,,Marianne Mikko,Marianne Mikko,/m/0549w4,Marianne Mikko,Marianne Mikko,,
01e6473e-8d4d-4b94-9266-0e5082e94942,Andres Ammas,1962-02-25,Andres.Ammas@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/dc22ca97-e64f-493e-9a5c-c7b6a327435e.jpg,6316680,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/01e6473e-8d4d-4b94-9266-0e5082e94942/Andres-Ammas,,,,,,,,,,Andres Ammas,,,Andres Ammas,"",,
cabaad00-b521-4b45-aed2-67946e6baeb9,Mart Nutt,1962-03-21,Mart.Nutt@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tallinna Mustamäe ja Nõmme linnaosa,13,2015-04-09,Substitute member for Urmas Reinsalu,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/80023942-ceba-4aa0-b31c-720af00c8d2d.jpg,6316605,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/cabaad00-b521-4b45-aed2-67946e6baeb9/Mart-Nutt,male,Mart,,,,83580580,,,,Mart Nutt,Mart Nutt,,Mart Nutt,Mart Nutt,,
bec6cb23-f13e-411b-9393-a3e4fb59378b,Raivo Aeg,1962-07-04,Raivo.Aeg@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/21e75ed0-a761-43e3-9642-cdd849cb3eb3.jpg,6316607,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/bec6cb23-f13e-411b-9393-a3e4fb59378b/Raivo-Aeg,male,,,,,,,,,Raivo Aeg,,,Raivo Aeg,"",,
ccf992ae-380e-46a9-97e7-8fa4da648262,Andres Herkel,1962-08-14,Andres.Herkel@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/f2589830-2f44-48c3-ada2-813334e00eee.jpg,6316667,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ccf992ae-380e-46a9-97e7-8fa4da648262/Andres-Herkel,male,Andres,,,,26379763,n98058124,,,Andres Herkel,Andres Herkel,,Andres Herkel,Andres Herkel,,
