id,name,sort_name,position,party,party_id,image,term,source,email
559,Ghenadi Mitriuc,Mitriuc Ghenadi,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=GSmVIxbPa%2fg%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/559/language/en-US/Default.aspx,
560,Radu Mudreac,Mudreac Radu,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=%2fMNdLrPqGIo%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/560/language/en-US/Default.aspx,
561,Andrei Neguţa,Neguţa Andrei,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=fTI%2bw4LZlN4%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/561/language/en-US/Default.aspx,
562,Grigore Novac,Novac Grigore,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=W6effZyzk0M%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/562/language/en-US/Default.aspx,
563,Vladimir Odnostalco,Odnostalco Vladimir,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=sg1edNPQm%2fk%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/563/language/en-US/Default.aspx,
564,Vadim Pistrinciuc,Pistrinciuc Vadim,"",Fracțiunea Partidului Liberal Democrat din Moldova,11,http://www.parlament.md/LinkClick.aspx?fileticket=HpUtytvClkU%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/564/language/en-US/Default.aspx,
565,Marina Radvan,Radvan Marina,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=oiTtK4DcivM%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/565/language/en-US/Default.aspx,
566,Victor Roşca,Roşca Victor,"",Fracțiunea Partidului Liberal Democrat din Moldova,11,http://www.parlament.md/LinkClick.aspx?fileticket=XztM8113HA8%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/566/language/en-US/Default.aspx,
568,Oleg Savva,Savva Oleg,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=7fduJ%2faNXvY%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/568/language/en-US/Default.aspx,
569,Alexandr Nesterovschi,Nesterovschi Alexandr,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=NnGylbGrV6M%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/569/language/en-US/Default.aspx,
570,Eduard Smirnov,Smirnov Eduard,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=SWiVJr0hhNI%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/570/language/en-US/Default.aspx,
571,Victor Sorocean,Sorocean Victor,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=V55jxyd5t%2bQ%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/571/language/en-US/Default.aspx,
572,Mihaela Spatari,Spatari Mihaela,"",Free fraction deputies,-1,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/572/language/en-US/Default.aspx,
573,Constantin Ţuţu,Ţuţu Constantin,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=NZreOcIB%2fNA%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/573/language/en-US/Default.aspx,
574,Bogdat Ţîrdea,Ţîrdea Bogdat,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=INwxtCLWH2s%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/574/language/en-US/Default.aspx,
593,Aliona Goța,Goța Aliona,"",Free fraction deputies,-1,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/593/language/en-US/Default.aspx,
596,Eugeniu Nichiforciuc,Nichiforciuc Eugeniu,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=bg5GHrCNPc0%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/596/language/en-US/Default.aspx,
598,Vladimir Andronachi,Andronachi Vladimir,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/598/language/en-US/Default.aspx,
600,Ion Casian,Casian Ion,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=tRAWhiwfBWM%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/600/language/en-US/Default.aspx,
601,Vladimir Cernat,Cernat Vladimir,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=0Yoiii7wYnM%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/601/language/en-US/Default.aspx,
611,Elena Gudumac,Gudumac Elena,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=eyEtY2fkV6g%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/611/language/en-US/Default.aspx,
626,Corneliu Padnevici,Padnevici Corneliu,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=8sBSRnr%2b7IA%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/626/language/en-US/Default.aspx,
64,Oleg Reidman,Reidman Oleg,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,8,http://www.parlament.md/LinkClick.aspx?fileticket=aQaajrVMUDw%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/64/language/en-US/Default.aspx,Oleg.Reidman@parlament.md
648,Octavian Grama,Grama Octavian,"",Free fraction deputies,-1,http://www.parlament.md/LinkClick.aspx?fileticket=UamGpuVABcE%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/648/language/en-US/Default.aspx,
649,Petru Cosoi,Cosoi Petru,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=JPs2QBKjA3I%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/649/language/en-US/Default.aspx,
650,Ștefan Vlas,Vlas Ștefan,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=scxqChw%2bLPw%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/650/language/en-US/Default.aspx,
