id,name,sort_name,family_name,given_name,birth_date,death_date,image,source
0bb713a8-19fa-4695-8f26-64a5420953dc,"Costas, B.Comm. MENEGAKIS","MENEGAKIS, Costas, B.Comm.",MENEGAKIS,"Costas, B.Comm.",1959-01-12,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=6afa90c7-12b6-432c-80e8-1121a3b7fc9c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0bb713a8-19fa-4695-8f26-64a5420953dc&Language=E
0d8486f0-be42-41d4-ac82-c51a7f9c0fa9,"The Hon. Irwin, P.C., O.C., B.A., B.C.L., LL.M., LL.D., Ph.D. COTLER","COTLER, The Hon. Irwin, P.C., O.C., B.A., B.C.L., LL.M., LL.D., Ph.D.",COTLER,"The Hon. Irwin, P.C., O.C., B.A., B.C.L., LL.M., LL.D., Ph.D.",1940-05-08,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=286f8711-261e-408c-af3f-7c3d562e53fd,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0d8486f0-be42-41d4-ac82-c51a7f9c0fa9&Language=E
0fa70595-d7af-41f0-a0c9-4b7b8ebc1582,"James, B.A. RAJOTTE","RAJOTTE, James, B.A.",RAJOTTE,"James, B.A.",1970-08-19,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=09e99a0e-7671-4910-8f16-2b12570ee8d2,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=0fa70595-d7af-41f0-a0c9-4b7b8ebc1582&Language=E
106c623c-3606-40ae-a2f6-f4a619cf02f6,"The Hon. Jason, P.C. KENNEY","KENNEY, The Hon. Jason, P.C.",KENNEY,"The Hon. Jason, P.C.",1968-05-30,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=60cfc40e-9439-40b7-819c-52b29ece3870,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=106c623c-3606-40ae-a2f6-f4a619cf02f6&Language=E
1288ae77-cf32-4b10-a560-1f75c4d4459b,"Hélène, B.Ed., B.Sc. LEBLANC","LEBLANC, Hélène, B.Ed., B.Sc.",LEBLANC,"Hélène, B.Ed., B.Sc.",1958-03-27,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=bc17ca99-4470-4791-b85b-e2511fd186df,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1288ae77-cf32-4b10-a560-1f75c4d4459b&Language=E
137d51b0-f7d5-4ad7-9bc0-529314cc2d99,Claude PATRY,"PATRY, Claude",PATRY,Claude,1953-01-10,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=43b2c5e2-71c9-445d-bb1e-f1a404fa9224,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=137d51b0-f7d5-4ad7-9bc0-529314cc2d99&Language=E
137d51b0-f7d5-4ad7-9bc0-529314cc2d99,Claude PATRY,"PATRY, Claude",PATRY,Claude,1953-01-10,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=43b2c5e2-71c9-445d-bb1e-f1a404fa9224,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=137d51b0-f7d5-4ad7-9bc0-529314cc2d99&Language=E
14433f87-ee9b-4bcf-97f1-4e5fb273de36,"Stella, B.A., B.Sc. AMBLER","AMBLER, Stella, B.A., B.Sc.",AMBLER,"Stella, B.A., B.Sc.",1966-09-29,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=5ae84fca-7349-4639-aea1-19dd74a1b5c0,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=14433f87-ee9b-4bcf-97f1-4e5fb273de36&Language=E
15393d37-ad90-4af1-81fa-c81872b5c8c5,"Tilly, B.A., B.Ed., M.Ed. O'NEILL GORDON","O'NEILL GORDON, Tilly, B.A., B.Ed., M.Ed.",O'NEILL GORDON,"Tilly, B.A., B.Ed., M.Ed.",1949-02-16,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=238a527b-0eb3-44af-803b-98ae4b6a06a6,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=15393d37-ad90-4af1-81fa-c81872b5c8c5&Language=E
174d5f86-7dc3-4030-bb09-12bf630515e7,Réjean GENEST,"GENEST, Réjean",GENEST,Réjean,1946-03-09,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=c44abc4b-e76f-41f1-b323-53046c83a53c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=174d5f86-7dc3-4030-bb09-12bf630515e7&Language=E
176fea8a-f126-4725-b119-187ba46a9413,"The Hon. Jim, P.C., B.A.Sc, F.B.A. KARYGIANNIS","KARYGIANNIS, The Hon. Jim, P.C., B.A.Sc, F.B.A.",KARYGIANNIS,"The Hon. Jim, P.C., B.A.Sc, F.B.A.",1955-05-02,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=1de1af74-8e9f-4df3-8b97-1478f8f464e6,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=176fea8a-f126-4725-b119-187ba46a9413&Language=E
17964ba3-46a5-4b99-abc5-39549430ede5,"The Hon. Keith, P.C. ASHFIELD","ASHFIELD, The Hon. Keith, P.C.",ASHFIELD,"The Hon. Keith, P.C.",1952-03-28,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=6223a4d3-da81-4cf1-9b1b-a26d57c832f3,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=17964ba3-46a5-4b99-abc5-39549430ede5&Language=E
1a840a29-fe0b-427c-b4f8-7cffd78e9e68,"Anne-Marie, B.Ed., M.A. DAY","DAY, Anne-Marie, B.Ed., M.A.",DAY,"Anne-Marie, B.Ed., M.A.",1954-02-02,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=451743c4-7351-4fd1-abdc-e120f0965075,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1a840a29-fe0b-427c-b4f8-7cffd78e9e68&Language=E
1b175d0f-9278-4e04-9fa8-0368e591c5a5,"Joe, B.A., LL.B. COMARTIN","COMARTIN, Joe, B.A., LL.B.",COMARTIN,"Joe, B.A., LL.B.",1947-12-26,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=5ef16d4d-f9c8-4f25-aab6-11949b6528e9,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1b175d0f-9278-4e04-9fa8-0368e591c5a5&Language=E
1bdc8566-1dd8-4791-b939-3f578dbf780d,"The Hon. Steven John, P.C., B.Sc., M.B.A. FLETCHER","FLETCHER, The Hon. Steven John, P.C., B.Sc., M.B.A.",FLETCHER,"The Hon. Steven John, P.C., B.Sc., M.B.A.",1972-06-17,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=f0ce9a2c-b2fa-4752-9fb7-7e708d4e07ba,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1bdc8566-1dd8-4791-b939-3f578dbf780d&Language=E
1c721843-28d0-423b-94ae-ede577509178,"Chris, B.A., M.A. CHARLTON","CHARLTON, Chris, B.A., M.A.",CHARLTON,"Chris, B.A., M.A.",1963-07-04,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=664db9be-3bd3-48f0-b5e0-eb8c7e181f9a,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1c721843-28d0-423b-94ae-ede577509178&Language=E
1d344f9b-3ba2-4b25-bd54-ea0ef1ec3ab0,"John, B.A., LL.B. WESTON","WESTON, John, B.A., LL.B.",WESTON,"John, B.A., LL.B.",1958-04-19,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d50dda50-0ca3-4741-b3b8-ad330748a34a,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1d344f9b-3ba2-4b25-bd54-ea0ef1ec3ab0&Language=E
1d35e58c-52b0-42f0-a344-c31524b2d07a,"Paul, B.A. CALANDRA","CALANDRA, Paul, B.A.",CALANDRA,"Paul, B.A.",1970-05-13,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=314140b5-ac65-4f9b-bc04-5bf2c25e0f0e,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1d35e58c-52b0-42f0-a344-c31524b2d07a&Language=E
1d953ce9-12d9-447d-8d59-90b2338a59f0,Rick NORLOCK,"NORLOCK, Rick",NORLOCK,Rick,1948-03-07,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=21d0f4ce-f1ad-4d35-bd84-29ca7f972c7e,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1d953ce9-12d9-447d-8d59-90b2338a59f0&Language=E
1e6e9765-853d-440f-be8f-e39b76082465,"Chungsen, B.A., M.Sc. LEUNG","LEUNG, Chungsen, B.A., M.Sc.",LEUNG,"Chungsen, B.A., M.Sc.",1950-07-14,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=e868c817-d653-4e0c-be8b-915637a052c5,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=1e6e9765-853d-440f-be8f-e39b76082465&Language=E
2079356e-7e18-49e0-8252-33a3c6a660bc,"Robert, Q.C., B.B.A, LL.B. GOGUEN","GOGUEN, Robert, Q.C., B.B.A, LL.B.",GOGUEN,"Robert, Q.C., B.B.A, LL.B.",1957-01-24,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=29ae15a5-f71b-4a6e-b786-14a25cc4b3bd,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2079356e-7e18-49e0-8252-33a3c6a660bc&Language=E
213c7c78-812a-4123-ac14-dc73da49de1f,"Pierre, B.Eng, M.Sc. LEMIEUX","LEMIEUX, Pierre, B.Eng, M.Sc.",LEMIEUX,"Pierre, B.Eng, M.Sc.",1963-04-09,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=a9bbcb26-9518-4d20-8280-7c0bc54ff884,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=213c7c78-812a-4123-ac14-dc73da49de1f&Language=E
21582cac-ecab-43f1-a06d-d00be71b0832,"Jonathan, LL.B. GENEST-JOURDAIN","GENEST-JOURDAIN, Jonathan, LL.B.",GENEST-JOURDAIN,"Jonathan, LL.B.",1979-07-16,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=748d039a-f29c-4a4e-b660-1c6e698279af,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=21582cac-ecab-43f1-a06d-d00be71b0832&Language=E
2576a113-8173-4faf-9a51-558c6087a2a1,"Robert, B.A., M.A. CHISHOLM","CHISHOLM, Robert, B.A., M.A.",CHISHOLM,"Robert, B.A., M.A.",1957-08-31,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=b8bb45de-ae70-43c0-ac24-d1a8e91f7f21,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2576a113-8173-4faf-9a51-558c6087a2a1&Language=E
27d16187-5e2a-448b-b76a-fd6229606f1b,"Jean-François, B.A. FORTIN","FORTIN, Jean-François, B.A.",FORTIN,"Jean-François, B.A.",1973-09-12,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d63baead-579c-4bab-8724-5f211b41213c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=27d16187-5e2a-448b-b76a-fd6229606f1b&Language=E
27d16187-5e2a-448b-b76a-fd6229606f1b,"Jean-François, B.A. FORTIN","FORTIN, Jean-François, B.A.",FORTIN,"Jean-François, B.A.",1973-09-12,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d63baead-579c-4bab-8724-5f211b41213c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=27d16187-5e2a-448b-b76a-fd6229606f1b&Language=E
27d16187-5e2a-448b-b76a-fd6229606f1b,"Jean-François, B.A. FORTIN","FORTIN, Jean-François, B.A.",FORTIN,"Jean-François, B.A.",1973-09-12,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d63baead-579c-4bab-8724-5f211b41213c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=27d16187-5e2a-448b-b76a-fd6229606f1b&Language=E
288315ef-2fe8-48ad-8ae0-833ac097bac0,Philip TOONE,"TOONE, Philip",TOONE,Philip,,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=50a01046-dadf-4907-b5e0-baa647503dba,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=288315ef-2fe8-48ad-8ae0-833ac097bac0&Language=E
28af576a-0312-4caf-8b49-2dd09744395d,"Malcolm, B.A. ALLEN","ALLEN, Malcolm, B.A.",ALLEN,"Malcolm, B.A.",1953-05-30,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=62bf3a13-4852-47f2-8cd4-026ebeefddd1,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=28af576a-0312-4caf-8b49-2dd09744395d&Language=E
2ad956d3-39dd-4cf1-858b-0bf1a1b02ee4,David WILKS,"WILKS, David",WILKS,David,1959-09-28,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d424ed16-fd59-4549-8598-d6424d90acec,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2ad956d3-39dd-4cf1-858b-0bf1a1b02ee4&Language=E
2b4c3e77-e409-4739-b561-06e5c5725b7b,Colin MAYES,"MAYES, Colin",MAYES,Colin,1948-04-11,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=7b1f5a70-5adb-4f57-954b-e4906ed2eb20,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2b4c3e77-e409-4739-b561-06e5c5725b7b&Language=E
2e8ec565-8749-41c1-ac4c-98f9d939cf16,"Mike, B.Sc. SULLIVAN","SULLIVAN, Mike, B.Sc.",SULLIVAN,"Mike, B.Sc.",1952-11-09,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=de961547-aaba-45db-93d7-3e3b9eeb80cc,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=2e8ec565-8749-41c1-ac4c-98f9d939cf16&Language=E
30170a27-fa8a-4720-8737-66f6e558a719,"Ray, B.Sc., B.Ed., M.Sc. BOUGHEN","BOUGHEN, Ray, B.Sc., B.Ed., M.Sc.",BOUGHEN,"Ray, B.Sc., B.Ed., M.Sc.",1937-05-25,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=62d603d2-c502-447e-8ea1-189190984276,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=30170a27-fa8a-4720-8737-66f6e558a719&Language=E
301f6c15-065e-4781-87d0-5de83f5afc58,Peter GOLDRING,"GOLDRING, Peter",GOLDRING,Peter,1944-12-12,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=e7feaa33-ecd4-47e4-bd7b-e3cd37f661bf,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=301f6c15-065e-4781-87d0-5de83f5afc58&Language=E
301f6c15-065e-4781-87d0-5de83f5afc58,Peter GOLDRING,"GOLDRING, Peter",GOLDRING,Peter,1944-12-12,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=e7feaa33-ecd4-47e4-bd7b-e3cd37f661bf,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=301f6c15-065e-4781-87d0-5de83f5afc58&Language=E
301f6c15-065e-4781-87d0-5de83f5afc58,Peter GOLDRING,"GOLDRING, Peter",GOLDRING,Peter,1944-12-12,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=e7feaa33-ecd4-47e4-bd7b-e3cd37f661bf,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=301f6c15-065e-4781-87d0-5de83f5afc58&Language=E
33a3d298-457b-4fd9-a975-82f05759a53e,"Greg, B.A., B.Ed. KERR","KERR, Greg, B.A., B.Ed.",KERR,"Greg, B.A., B.Ed.",1947-10-08,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=2fab21fb-15b6-478b-bced-5925cd38d7ed,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=33a3d298-457b-4fd9-a975-82f05759a53e&Language=E
33e7f16a-a1a5-405b-9c5e-8e6c095078ed,"Mervin C., B.G.S. TWEED","TWEED, Mervin C., B.G.S.",TWEED,"Mervin C., B.G.S.",1955-08-06,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=7c5d77b7-2a71-48ce-b778-c6acbab14524,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=33e7f16a-a1a5-405b-9c5e-8e6c095078ed&Language=E
3427307a-a672-4e3a-bd69-7698399cbc86,Parm GILL,"GILL, Parm",GILL,Parm,1974-05-17,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d69f1d3d-21bc-41be-977e-0dd3b4679283,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3427307a-a672-4e3a-bd69-7698399cbc86&Language=E
35e6659f-ea65-4df1-bf7c-ed257fc469c0,"The Hon. Bal, P.C., B.Sc. GOSAL","GOSAL, The Hon. Bal, P.C., B.Sc.",GOSAL,"The Hon. Bal, P.C., B.Sc.",1960-05-04,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=9b62f757-7262-4e14-be53-1875474c90b5,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=35e6659f-ea65-4df1-bf7c-ed257fc469c0&Language=E
371336d4-a92b-4661-94b4-14d8939d7e94,"Dr. Maurice, B.R.E., M.Div., D.Min. VELLACOTT","VELLACOTT, Dr. Maurice, B.R.E., M.Div., D.Min.",VELLACOTT,"Dr. Maurice, B.R.E., M.Div., D.Min.",,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=f697ac92-b1fc-437c-aaa1-0226dd22c980,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=371336d4-a92b-4661-94b4-14d8939d7e94&Language=E
37174f12-1dc0-44f0-8065-4c09cf9ebca1,"Megan, B.A. (Hons.), LL.B. LESLIE","LESLIE, Megan, B.A. (Hons.), LL.B.",LESLIE,"Megan, B.A. (Hons.), LL.B.",1973-09-29,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=cd65e2f2-827f-4015-9e10-02169dc574df,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=37174f12-1dc0-44f0-8065-4c09cf9ebca1&Language=E
379a808d-9183-4a07-90c7-cdeb0ec3de63,Jeff WATSON,"WATSON, Jeff",WATSON,Jeff,1971-03-25,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=db15d972-ef55-46a9-ab7e-b75d32cc71a2,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=379a808d-9183-4a07-90c7-cdeb0ec3de63&Language=E
383ed93c-f141-4f87-b873-124d3051a31f,"Élaine, B.A. MICHAUD","MICHAUD, Élaine, B.A.",MICHAUD,"Élaine, B.A.",1985-10-17,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=22379c96-f2e0-4a9f-a3ca-761517d1eccd,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=383ed93c-f141-4f87-b873-124d3051a31f&Language=E
39a65c4b-9038-463b-a6ba-a22d94707191,"The Hon. Bev, P.C., B.A. ODA","ODA, The Hon. Bev, P.C., B.A.",ODA,"The Hon. Bev, P.C., B.A.",1944-07-27,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=0bb3ac17-b76d-4da7-a875-0e2075fdf94b,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=39a65c4b-9038-463b-a6ba-a22d94707191&Language=E
3ad715ec-41ca-4448-a759-7d1d2b901ae4,"The Hon. Leona, P.C. AGLUKKAQ","AGLUKKAQ, The Hon. Leona, P.C.",AGLUKKAQ,"The Hon. Leona, P.C.",1967-06-28,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=5e898b93-276e-432d-b53c-743137a8229c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3ad715ec-41ca-4448-a759-7d1d2b901ae4&Language=E
3fdae7dd-2050-4a7b-a44f-0ef36124b8bd,"Garry W., B.Ed. BREITKREUZ","BREITKREUZ, Garry W., B.Ed.",BREITKREUZ,"Garry W., B.Ed.",1945-10-21,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=140b96a3-7814-4dcc-928b-afac15c5d409,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=3fdae7dd-2050-4a7b-a44f-0ef36124b8bd&Language=E
413f63e9-daa1-4444-b83b-c0135109dbba,"Craig, B.A., LL.B., LL.M. SCOTT","SCOTT, Craig, B.A., LL.B., LL.M.",SCOTT,"Craig, B.A., LL.B., LL.M.",1962-03-14,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=003f2f40-3c92-4cda-943e-fb9814c3669c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=413f63e9-daa1-4444-b83b-c0135109dbba&Language=E
424c647d-2438-4682-a944-e94e38383e7a,"Massimo, B.Comm., F.C.G.A. PACETTI","PACETTI, Massimo, B.Comm., F.C.G.A.",PACETTI,"Massimo, B.Comm., F.C.G.A.",1962-08-22,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=cff4fe2d-4da0-4920-a581-4456c90f45f2,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=424c647d-2438-4682-a944-e94e38383e7a&Language=E
424c647d-2438-4682-a944-e94e38383e7a,"Massimo, B.Comm., F.C.G.A. PACETTI","PACETTI, Massimo, B.Comm., F.C.G.A.",PACETTI,"Massimo, B.Comm., F.C.G.A.",1962-08-22,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=cff4fe2d-4da0-4920-a581-4456c90f45f2,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=424c647d-2438-4682-a944-e94e38383e7a&Language=E
427b77c3-bbe5-4c5e-ad6a-2a31f7d79c77,"Wai, B.A. YOUNG","YOUNG, Wai, B.A.",YOUNG,"Wai, B.A.",1960-05-20,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=29f3c9f6-a597-45cc-a980-a64fd1185f31,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=427b77c3-bbe5-4c5e-ad6a-2a31f7d79c77&Language=E
