id,name__ca,name__es,name__en,name__hu,name,wikipedia__ca,wikipedia__es,gender,birth_date,given_name,original_wikiname,death_date,name__it,name__fr,name__nl,name__de,wikipedia__en,image,identifier__freebase,name__nb,name__da,name__nn,name__sv,identifier__VIAF,identifier__BNF,identifier__SUDOC,identifier__OLID,name__cy,wikipedia__de,wikipedia__fr,identifier__LCAuth,name__pt,wikipedia__pt,name__pl,name__ru,wikipedia__it,wikipedia__no,wikipedia__pl,wikipedia__ru,website,wikipedia__commons,name__gl,name__ar,wikipedia__ar,wikipedia__sv,identifier__ISNI,identifier__GND,identifier__ULAN,identifier__BNE,identifier__britishmuseum,identifier__FAST,identifier__AGORHA,wikipedia__simple,name__qu,name__tr,name__fi,name__bs,name__io,name__ta,wikipedia__bswikiquote,wikipedia__da,wikipedia__eswikiquote,wikipedia__fi,wikipedia__io,wikipedia__qu,wikipedia__ta,wikipedia__tr,identifier__NTA,name__eo,name__yo,wikipedia__eo,wikipedia__yo,name__uk,name__az,wikipedia__az,wikipedia__uk,identifier__GTAA,name__bar,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__gsw,name__nds,wikipedia__eswikisource,name__oc,wikipedia__gl,wikipedia__nds,wikipedia__oc,second_surname,name__id,wikipedia__id,identifier__NLA,twitter,name__hy,wikipedia__hy,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__et,name__ja,name__la,name__zh,name__is,name__ast,wikipedia__ast,wikipedia__et,wikipedia__eu,wikipedia__he,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__zh,wikipedia__cs,wikipedia__hr,identifier__NLAtrove,family_name,name__af,name__hr,name__lt,name__ro,name__sk,name__sl,name__sq,identifier__CANTIC,name__an,wikipedia__an,identifier__NNDB,name__br,name__co,name__frp,name__fur,name__ga,name__gd,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__ml,wikipedia__ml,name__mr,wikipedia__mr,wikipedia__mg,name__nov,name__pih,name__tl,wikipedia__tl,identifier__autores_uy,wikipedia__fa,name__fa,identifier__NLI,identifier__BVMC,wikipedia__ptwikiquote,identifier__Britannica,identifier__GNC,facebook,occupation,name__bm,name__frc,name__jam,name__kab,name__lv,name__pap,name__prg,name__rgn,name__vmf,identifier__google_knowledge,identifier__nlg,name__be,name__bg,name__ckb,name__el,name__ka,name__sr,name__ne,name__ku,name__war,name__ace,name__pag,name__got,name__ig,name__fo,name__bn,name__pa,name__uz,name__bcl,name__ky,name__be_tarask,name__sh,name__mk,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__cawikiquote,wikipedia__ckb,wikipedia__co,wikipedia__cswikiquote,wikipedia__cy,wikipedia__el,wikipedia__euwikiquote,wikipedia__got,wikipedia__hu,wikipedia__ig,wikipedia__itwikiquote,wikipedia__jawikiquote,wikipedia__ka,wikipedia__ku,wikipedia__ky,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ms,wikipedia__ne,wikipedia__nn,wikipedia__pa,wikipedia__plwikiquote,wikipedia__ro,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ukwikiquote,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__wa,identifier__IMDB,identifier__NDL,identifier__quora,identifier__snac,wikipedia__eswikinews,name__egl,name__eml,pseudonym,name__ext
Q25830275,,José Sienra Carranza,José Sienra Carranza,,José Sienra Carranza,,José Sienra Carranza,male,1843-07-04,José,José Sienra Carranza,1925-06-18,,,José Sienra Carranza,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/José_M._Sienra_y_Carranza_por_Schütz.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,,,,,,,,,poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2587442,,Wladimir Turiansky,Wladimir Turiansky,Vladimir Turiansky,Wladimir Turiansky,,Wladimir Turiansky,male,1927-01-26,Wladimir,Wladimir Turiansky,2015-12-03,,Wladimir Turiansky,Vladimir Turiansky,Wladimir Turiansky,,,,,,,,98269837,12773477h,176467092,,,Wladimir Turiansky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wladimir Turiansky,,,,,Wladimir Turiansky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8276,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26727956,,Álvaro Delgado Ceretta,Álvaro Delgado Ceretta,,Álvaro Delgado Ceretta,,Álvaro Delgado Ceretta,male,1969-03-11,,Álvaro Delgado Ceretta,,,,Álvaro Delgado Ceretta,,,https://upload.wikimedia.org/wikipedia/commons/2/21/AlvaroDelgado-2000x1500.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26878015,,Edmundo Roselli,Edmundo Roselli,,Edmundo Roselli,,Edmundo Roselli,male,1958-07-25,Edmundo,Edmundo Roselli,,,,Edmundo Roselli,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/EdmundoRoselli01.jpg,,,,,,,,,,,,,,,,,,,,,,http://edmundoroselli.com.uy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RoselliEdmundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EdmundoRoselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q277922,Gabriel Terra Leivas,Gabriel Terra,Gabriel Terra,Gabriel Terra,Gabriel Terra,Gabriel Terra Leivas,Gabriel Terra,male,1873-08-01,Gabriel,Gabriel Terra,1942-09-15,Gabriel Terra,Gabriel Terra,Gabriel Terra,Gabriel Terra,Gabriel Terra,https://upload.wikimedia.org/wikipedia/commons/d/da/Terra1913.jpg,/m/090r76,Gabriel Terra,Gabriel Terra,Gabriel Terra,Gabriel Terra,75286727,122583566,031351867,OL2334987A,,Gabriel Terra,Gabriel Terra,n85130800,Gabriel Terra,Gabriel Terra,Gabriel Terra,Габриэль Терра,Gabriel Terra,Gabriel Terra,Gabriel Terra,"Терра, Габриэль",,,,غابرييل تيرا,غابرييل تيرا,,,,,,,167305,,,,,,,Gabriel Terra,,,,,,Gabriel Terra,,,,,,Gabriel Terra,,Gabriel Terra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Terra,ガブリエル・テーラ,,,,Gabriel Terra,Gabriel Terra,Gabriel Terra,,,,ガブリエル・テーラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ഗബ്രിയേൽ ടെറാ,ഗബ്രിയേൽ ടെറാ,,,,,,,,7020,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28028644,,Jorge Menéndez,Jorge Menéndez,,Jorge Menéndez,,Jorge Menéndez (ministro),male,1951-08-13,Jorge,Jorge Menéndez (ministro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q280985,Joaquín Suárez de Rondelo,Joaquín Suárez de Rondelo,Joaquín Suárez de Rondelo,Joaquín Suárez de Rondelo,Joaquín Suárez de Rondelo,Joaquín Suárez,Joaquín Suárez,male,1781-08-18,Joaquín,Joaquín Suárez,1868-12-26,Joaquín Suárez,Joaquín Suárez,Joaquín Suárez,Joaquín Suárez,Joaquín Suárez,https://upload.wikimedia.org/wikipedia/commons/7/70/Joaquin_Suarez_con_la_banda_presidencial.jpg,/m/03dd3f,Joaquín Suárez,Joaquín Suárez,Joaquín Suárez,Joaquín Suárez,68869075,,,,,Joaquín Suárez,Joaquín Suárez,nr2002040513,Joaquín Suárez de Rondelo,Joaquín Suárez de Rondelo,Joaquín Suárez de Rondelo,"Суарес, Хоакин",Joaquín Suárez,Joaquín Suárez de Rondelo,Joaquín Suárez de Rondelo,"Суарес, Хоакин",,,Joaquín Suárez de Rondelo,,,,,,,,,486332,,,,,,,,,,,,,,,,,155386794,,Joaquín Suárez,,Joaquín Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10467,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2831758,,Alberto Couriel,Alberto Couriel,Alberto Couriel,Alberto Couriel,,Alberto Couriel,male,1935-08-22,Alberto,Alberto Couriel,,,Alberto Couriel,Alberto Couriel,,Alberto Couriel,https://upload.wikimedia.org/wikipedia/commons/d/db/Couriel.jpg,,,,,,61618849,12334715h,032288573,,,,Alberto Couriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9079,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2835880,,Héctor Martín Sturla,Héctor Martín Sturla,Héctor Martín Sturla,Héctor Martín Sturla,,Héctor Martín Sturla,male,1953-07-13,Héctor,Héctor Martín Sturla,1991-04-22,,Héctor Martín Sturla,Héctor Martín Sturla,Héctor Martín Sturla,Héctor Martín Sturla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9578,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28517183,,Felipe Carballo,Felipe Carballo,,Felipe Carballo,,Felipe Carballo (diputado),male,1972-08-24,Felipe,Felipe Carballo (diputado),,,,Felipe Carballo,,,https://upload.wikimedia.org/wikipedia/commons/4/45/Felipe_carballo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2875959,,Francisco Antonino Vidal Gosende,,Francisco Antonino Vidal Gosende,Francisco Antonino Vidal Gosende,,Francisco Antonino Vidal Gosende,male,1797-09-02,Francisco,Francisco Antonino Vidal Gosende,1851,Francisco Antonino Vidal Gosende,,Francisco Antonino Vidal Gosende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2877969,,Santiago Sayago,Santiago Sayago,Santiago Sayago,Santiago Sayago,,Santiago Sayago,male,1793,Santiago,Santiago Sayago,1863-10-25,,,Santiago Sayago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2884632,,Manuel Pagola,Manuel Pagola,,Manuel Pagola,,Manuel Pagola,male,1781,Manuel,Manuel Pagola,1841,Manuel Pagola,Manuel Pagola,Manuel Pagola,,,,,Manuel Pagola,Manuel Pagola,Manuel Pagola,Manuel Pagola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2887070,,Nora Castro,Nora Castro,Nora Castro,Nora Castro,,Nora Castro,female,1947-02-17,Nora,Nora Castro,,,Nora Castro,Nora Castro,,Nora Castro,,,,,,,106913156,,,,,,Nora Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2890140,,Nicolás Storace Montes,Nicolás Storace Montes,,Nicolás Storace Montes,,Nicolás Storace Montes,male,,Nicolás,Nicolás Storace Montes,,,,Nicolás Storace Montes,Nicolás Storace Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29042832,,Mariano B. Berro,Mariano B. Berro,,Mariano B. Berro,,Mariano B. Berro,male,1833-12-08,Mariano,Mariano B. Berro,1919-08-26,,,Mariano B. Berro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,naturalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29044260,,Eduardo Lenzi,,,Eduardo Lenzi,,Eduardo Lenzi,male,,,Eduardo Lenzi,,,,Eduardo Lenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29052505,,Gonzalo Civila,Gonzalo Martín Civila López,,Gonzalo Civila,,Gonzalo Civila,male,1984-12-06,,Gonzalo Civila,,,,Gonzalo Civila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2917649,,Héctor Rivadavia Gómez,Héctor Rivadavia Gómez,Héctor Rivadavia Gómez,Héctor Rivadavia Gómez,,Héctor Rivadavia Gómez,male,1870-07-17,Héctor,Héctor Rivadavia Gómez,1936-07-25,,Héctor Rivadavia Gómez,Héctor Rivadavia Gómez,Héctor Rivadavia Gómez,Héctor Rivadavia Gómez,,/m/0d6jgd,,,,,,,,,,,,,,,,"Ривадавия Гомес, Эктор",,,,"Ривадавия Гомес, Эктор",,,,هيكتور ريفادافيا غوميز,هيكتور ريفادافيا غوميز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2918316,,Carlos Baráibar,Carlos Baráibar,Carlos Baráibar,Carlos Baráibar,,Carlos Baráibar,male,1939,Carlos,Carlos Baráibar,,,Carlos Baráibar,Carlos Baráibar,,,https://upload.wikimedia.org/wikipedia/commons/8/84/08-505a_7GGl.jpg,,,,,,66115780,,059359773,,,,Carlos Baráibar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3016687,,Darío Pérez Brito,Darío Pérez Brito,Darío Pérez Brito,Darío Pérez Brito,,Darío Pérez Brito,male,1957-01-06,Darío,Darío Pérez Brito,,,Darío Pérez,,,,,,,,,,,,,,,,Darío Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3027385,,Diego Cánepa,Diego Cánepa,Diego Cánepa,Diego Cánepa,,Diego Cánepa,male,1972-04-26,Diego,Diego Cánepa (politician),,,Diego Cánepa,Diego Cánepa,Diego Cánepa,Diego Cánepa (politician),https://upload.wikimedia.org/wikipedia/commons/1/11/DiegoCanepa.jpg,/m/04yfq80,,,,,,,,,,,Diego Cánepa,,Diego Cánepa,Diego Cánepa,,,,,,,http://www.diegocanepa.com.uy/diego.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3076962,Luis Hierro Gambardella,Luis Hierro Gambardella,Luis Hierro Gambardella,Luis Hierro Gambardella,Luis Hierro Gambardella,Luis Hierro Gambardella,Luis Hierro Gambardella,male,1915,Luis,Luis Hierro Gambardella,1991-07-17,,Luis Hierro Gambardella,Luis Hierro Gambardella,Luis Hierro Gambardella,Luis Hierro Gambardella,,/m/047g8_3,,,,,63618010,,,,,,Luis Hierro Gambardella,no97069271,Luis Hierro Gambardella,,,,,,,,,,,,,,0000 0000 4181 7640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q311428,Julio María Sanguinetti Coirolo,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti Coirolo,Julio María Sanguinetti,male,1936-01-06,Julio,Julio María Sanguinetti,,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,https://upload.wikimedia.org/wikipedia/commons/f/ff/PresidenteSanguinettti.jpg,/m/035_kg,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,82094,12334713t,076578003,,,Julio María Sanguinetti,Julio María Sanguinetti,n84162927,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,"Сангинетти, Хулио Мария",Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,"Сангинетти, Хулио Мария",,Category:Julio María Sanguinetti,Julio María Sanguinetti,خوليو ماريا سانغوينيتي,خوليو ماريا سانغوينيتي,,0000 0000 8079 0479,1057179574,,,,142842,,Julio María Sanguinetti,Julio María Sanguinetti,,Julio María Sanguinetti,,Julio María Sanguinetti,,,,,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,,,,,Julio María Sanguinetti,,Julio María Sanguinetti,,,,,,,,,,,,,Julio María Sanguinetti Coirolo,,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti Coirolo,Julio María Sanguinetti,,Julio María Sanguinetti,Julio María Sanguinetti,,,,,胡利奥·玛丽亚·桑吉内蒂,胡利奧·瑪麗亞·桑吉內蒂,胡利奧·瑪麗亞·桑吉內蒂,胡利奥·玛丽亚·桑吉内蒂,胡利奥·玛丽亚·桑吉内蒂,胡利奧·瑪麗亞·桑吉內蒂,Julio María Sanguinetti,חוליו מריה סנגינטי,훌리오 마리아 산기네티,Julio Sanguinetti,フリオ・マリア・サンギネッティ,Iulius Maria Sanguinetti,胡利奥·玛丽亚·桑吉内蒂,Julio María Sanguinetti,Julio María Sanguinetti,Julio María Sanguinetti,Julio Sanguinetti,Julio María Sanguinetti,חוליו מריה סנגינטי,Julio María Sanguinetti,フリオ・マリア・サンギネッティ,훌리오 마리아 산기네티,Iulius Maria Sanguinetti,Julio María Sanguinetti,胡利奥·玛丽亚·桑吉内蒂,,,,,,,,,,,,,,,583/000202974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,خولیو ماریا سانگوینتی,خولیو ماریا سانگوینتی,,,Julio María Sanguinetti,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3129783,,Helios Sarthou,Helios Sarthou,Helios Sarthou,Helios Sarthou,,Helios Sarthou,male,1926-05-06,,Helios Sarthou,2012-06-02,,Helios Sarthou,Helios Sarthou,Helios Sarthou,,,,,,,,18882766,,,,,Helios Sarthou,Helios Sarthou,n92106970,,,,,,,,,,,,,,,,1056200642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3144559,,Héctor Lescano,Héctor Lescano,Héctor Lescano,Héctor Lescano,,Héctor Lescano,male,1948-02-13,Héctor,Héctor Lescano,,,Héctor Lescano,Héctor Lescano,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/Héctor_Lescano.jpg,,Héctor Lescano,Héctor Lescano,Héctor Lescano,Héctor Lescano,,,,,,,Héctor Lescano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,veterinarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
