id,name,party,area,circ,email,image,gender,term,source
2049,José Alberto Vásquez Fernández,PLD,Hato Mayor,"","",http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2049&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2014,José Antonio Díaz Reyes,PLD,Pedernales,"",mailto:j.diaz@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2014&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2084,José Gabriel Jáquez Vásquez,PRD,Santiago,1,mailto:j.jaquez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2084&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2085,José Geovanny Tejada Reynoso,PRD,Santiago,2,mailto:j.tejada@camaradediputados.gob.do  ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2085&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2086,José Ignacio Paliza Nouel,PRD,Puerto Plata,1,mailto:j.paliza@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2086&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2058,José Miguel Cabrera,PRD,Distrito Nacional,3,mailto:j.cabrera@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2058&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2020,José Nelson Guillén Valdéz,PLD,San Cristóbal,1,mailto:j.guillen@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2020&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
704,Juan Andrés Comprés Brito,PLD,Duarte,1,mailto:j.compres@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=704&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
1997,Juan Hubiere Del Rosario,MIUCA,Monte Plata,"",mailto:j.hubiere@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=1997&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2088,Juan José Morales Cisneros,PRD,Samaná,"",mailto:j.morales@camaradediputados.gob.do  ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2088&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
703,Juan José Rosario Rosario,PLD,Duarte,1,mailto:j.rosario@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=703&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
838,Julio Encarnación,PRD,Santo Domingo,6,mailto:j.encarnacion@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=838&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
764,Leivin Esenobel Guerrero,PRD,San Cristóbal,1,mailto:l.guerrero@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=764&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2045,Leoncio Teódulo Sandoval López,PLD,San Pedro de Macorís,2,mailto:l.sandoval@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2045&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2061,Luis Enrique Castillo Ogando,PRD,Elias Piña,"",mailto:l.castillo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2061&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
1998,Luis Jimenez Caminero,BIS,Santo Domingo,1,mailto:l.jimenez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=1998&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
782,Luis Ramón Peña,PRD,San Pedro de Macorís,1,mailto:l.pena@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=782&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
816,Manuel de Jesús Jiménez Ortega,PLD,Santo Domingo,2,mailto:m.jimenez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=816&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2023,Marino Hernández Alberto,PLD,Sánchez Ramírez,"",mailto:m.hernandez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2023&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2062,Miguel David Collado Morales,PRD,Distrito Nacional,1,mailto:m.collado@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2062&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
750,Milcíades Marino Franjul Pimentel,PLD,Peravia,"",mailto:m.franjul@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=750&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
781,Nelson de Jesús Arroyo Perdomo,PRD,San Pedro de Macorís,1,mailto:n.arroyo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=781&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
812,Néstor Julio Cruz Pichardo,PRD,Santo Domingo,1,mailto:n.cruz@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=812&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
757,Pedro Alejandro Aguirre Hernández,PRD,Puerto Plata,2,mailto:p.aguirre@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=757&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2059,Pedro Carreras Santana,PRD,San Cristóbal,3,mailto:p.carreras@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2059&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2000,Rafael Antonio Abel Lora,PLD,Montecristi,"",mailto:r.abel@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2000&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
686,Rafael Francisco Vásquez Paulino,PRD,Distrito Nacional,3,mailto:r.vasquez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=686&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2068,Ramón Antonio Fernández Martínez,PRD,Santiago Rodríguez,"",mailto:r.fernandez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2068&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2093,Ramón Arcángel Santana Ramírez,PRD,Azua,"",mailto:R.SANTANA@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2093&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2064,Ramón Durán Paredes,PRD,Santo Domingo,6,mailto:r.duran@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2064&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
687,Ramón Ricardo Sánchez De la Rosa,PRSC,La Altagracia,"",mailto:r.sanchez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=687&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
733,Ramón Rogelio Genao Durán,PRSC,La Vega,2,mailto:r.genao@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=733&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
841,René Polanco Vidal,PLD,Santo Domingo,6,mailto:r.polanco@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=841&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2056,Rosendo Arsenio Borges Rodríguez,PRD,Distrito Nacional,2,mailto:r.borges@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2056&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
691,Ruddy González,PRD,Azua,"",mailto:r.gonzalez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=691&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
736,Salomón García Ureña,PRD,María Trinidad Sánchez,"",mailto:s.garcia@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=736&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2094,Sergio Julio Muñoz Morales,PRD,San Pedro de Macorís,2,mailto:s.muños@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2094&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
723,Teodoro Ursino Reyes,PLD,La Romana,"",mailto:t.reyes@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=723&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2043,Víctor Hipólito Sánchez Féliz,PLD,Azua,"",mailto:v.sanchez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2043&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
716,Victor Luis Lasosé Figueroa,PRD,Espaillat,"",mailto:v.lasose@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=716&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2071,Victor Osvaldo Gómez Casanova,PRD,Distrito Nacional,2,mailto:v.gomez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2071&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
673,Vinicio Aristeo Castillo Semán,FNP,Distrito Nacional,1,"","",male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2072,Virgilio Manuel González Vásquez,PRD,Duarte,1,mailto:v.gonzalez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2072&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2095,Virgilio Merán Valenzuela,PRD,Santo Domingo,6,mailto:v.meran@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2095&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
793,Wilson Manuel Marte Estévez,PRSC,Santiago,2,mailto:w.marte@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=793&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
745,Altagracia Herrera de Brito,PRD,Monte Plata,"",mailto:a.herrera@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=745&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2001,Bárbara Yvelice Abréu Grullón,PLD,La Vega,2,mailto:b.abreu@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2001&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2077,Esther Mirelys Minyeti,PRD,San Jose de Ocoa,"",mailto:e.minyeti@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2077&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2080,Evangelina Baciliza Sosa Vásquez,PRD,Monseñor Nouel,"",mailto:e.sosa@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2080&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2003,Evelin Andújar Matos,PLD,San Cristóbal,2,mailto:e.andujar@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2003&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2048,Guadalupe Valdéz San Pedro,APD,Nacional,"",mailto:g.valdez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2048&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
709,Kenia Milagros Mejía Mercedes,PLD,El Seibo,"",mailto:k.mejia@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=709&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2090,María Amparo De Dios Martínez,PRD,Santiago,3,mailto:m.martinez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2090&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
3213,María Aracelis Duarte Duarte,PRD,Santo Domingo,5,mailto: m.duarte@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=3213&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2091,María Cándida Sánchez Mora,PRD,Duarte,2,mailto:mc.sanchez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2091&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2073,María Luisa Guzmán Calderón,PRD,Santo Domingo,4,mailto:m.guzman@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2073&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
676,Minerva Josefina Tavárez Mirabal,PLD,Distrito Nacional,1,mailto:m.tavarez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=676&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
751,Orfelina Liseloth Arias Medrano,PLD,Peravia,"",mailto:o.arias@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=751&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2070,Severina Gil Carreras De Rodríguez,PRD,Dajabón,"",mailto:s.gil@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2070&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2051,Sonya De las Mercedes Abreu Villanueva,PRD,Santo Domingo,1,mailto:s.abreu@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2051&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2050,José Francisco López Chávez,PRD,Valverde,"",mailto:j.lopez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2050&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2063,Ana Miledy Cuevas,PRD,San Cristóbal,1,mailto:a.cuevas@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2063&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
9539,Aciris Milcíades Medina Báez,PRSC,San Pedro de Macorís,2,"",http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=9539&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
758,Afif Nazario Rizek Camilo,PLD,Hermanas Mirabal,"",mailto:a.rizek@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=758&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
9506,Agustín Burgos Tejada,PRM,La Vega,1,"",http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=9506&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2027,Alejandro Jerez Espinal,PLD,Sánchez Ramírez,"",mailto:a.jerez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2027&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
